EG	GN	SP	JW	Ori	LeftEnd	RightEnd
EG10420	guaA	P04079	JW2491	Counterclockwise	2628980	2630557
EG10421	guaB	P0ADG7	JW5401	Counterclockwise	2630626	2632092
EG10422	guaC	P60560	JW0101	Clockwise	113444	114487
EG10423	gyrA	P0AES4	JW2225	Counterclockwise	2334815	2337442
EG10424	gyrB	P0AES6	JW5625	Counterclockwise	3875728	3878142
EG10425	hdhA	P0AET8	JW1611	Counterclockwise	1695297	1696064
EG10426	helD	P15038	JW0945	Clockwise	1023694	1025748
EG10427	hemA	P0A6X1	JW1201	Clockwise	1262937	1264193
EG10428	hemB	P0ACB2	JW0361	Counterclockwise	387977	388951
EG10429	hemC	P06983	JW5932	Counterclockwise	3987848	3988789
EG10430	hemD	P09126	JW3776	Counterclockwise	3987111	3987851
EG10431	hemH	P23871	JW0464	Clockwise	497279	498241
EG10432	hemL	P23893	JW0150	Counterclockwise	173602	174882
EG10433	hemX	P09127	JW3775	Counterclockwise	3985908	3987089
EG10434	hemY	P0ACB7	JW3774	Counterclockwise	3984709	3985905
EG10435	hflC	P0ABC3	JW4133	Clockwise	4401323	4402327
EG10436	hflK	P0ABC7	JW4132	Clockwise	4400061	4401320
EG10437	hflX	P25519	JW4131	Clockwise	4398695	4399975
EG10438	hfq	P0A6X3	JW4130	Clockwise	4398311	4398619
EG10439	hha	P0ACE3	JW0449	Counterclockwise	479314	479532
EG10440	ihfA	P0A6X7	JW1702	Counterclockwise	1793277	1793576
EG10441	ihfB	P0A6Y1	JW0895	Clockwise	963051	963335
EG10442	hipB	P23873	JW1501	Counterclockwise	1590200	1590466
EG10443	hipA	P23874	JW1500	Counterclockwise	1588878	1590200
EG10444	hisA	P10371	JW2006	Clockwise	2093149	2093886
EG10445	hisB	P06987	JW2004	Clockwise	2091492	2092559
EG10446	hisC	P06986	JW2003	Clockwise	2090422	2091492
EG10447	hisD	P06988	JW2002	Clockwise	2089121	2090425
EG10448	hisF	P60664	JW2007	Clockwise	2093868	2094644
EG10449	hisG	P60757	JW2001	Clockwise	2088216	2089115
EG10450	hisH	P60595	JW2005	Clockwise	2092559	2093149
EG10451	hisI	P06989	JW2008	Clockwise	2094638	2095249
EG10452	hisP	P07109	JW2303	Counterclockwise	2421758	2422531
EG10453	hisS	P60906	JW2498	Counterclockwise	2637323	2638597
EG10454	truA	P07649	JW2315	Counterclockwise	2432846	2433658
EG10455	skp	P0AEU7	JW0173	Clockwise	200482	200967
EG10456	hmp	P24232	JW2536	Clockwise	2683857	2685047
EG10457	hns	P0ACF8	JW1225	Counterclockwise	1291732	1292145
EG10458	hsdM	P08957	JW4312	Counterclockwise	4579482	4581071
EG10459	hsdR	P08956	JW4313	Counterclockwise	4581272	4584784
EG10460	hsdS	P05719	JW4311	Counterclockwise	4578091	4579485
EG10461	htpG	P0A6Z3	JW0462	Clockwise	494344	496218
EG10462	htpX	P23894	JW1818	Counterclockwise	1909719	1910600
EG10463	degP	P0C0V0	JW0157	Clockwise	180884	182308
EG10464	lpxL	P0ACV0	JW1041	Counterclockwise	1114885	1115805
EG10465	ribB	P0A7J0	JW3009	Counterclockwise	3181835	3182488
EG10466	hupA	P0ACF0	JW3964	Clockwise	4198304	4198576
EG10467	hupB	P0ACF4	JW0430	Clockwise	460675	460947
EG10468	hyaA	P69739	JW0954	Clockwise	1031362	1032480
EG10469	hyaB	P0ACD8	JW0955	Clockwise	1032477	1034270
EG10470	hyaC	P0AAM1	JW0956	Clockwise	1034289	1034996
EG10471	hyaD	P19930	JW0957	Clockwise	1034993	1035580
EG10472	hyaE	P19931	JW0958	Clockwise	1035577	1035975
EG10473	hyaF	P19932	JW0959	Clockwise	1035972	1036829
EG10474	hycA	P0AEV4	JW2695	Counterclockwise	2847996	2848457
EG10475	hycB	P0AAK1	JW2694	Counterclockwise	2847260	2847871
EG10476	hycC	P16429	JW2693	Counterclockwise	2845437	2847263
EG10477	hycD	P16430	JW2692	Counterclockwise	2844511	2845434
EG10478	hycE	P16431	JW2691	Counterclockwise	2842784	2844493
EG10479	hycF	P16432	JW2690	Counterclockwise	2842232	2842774
EG10480	hycG	P16433	JW2689	Counterclockwise	2841465	2842232
EG10481	hycH	P0AEV7	JW2688	Counterclockwise	2841058	2841468
EG10482	zraR	P14375	JW3968	Clockwise	4201343	4202668
EG10483	hypA	P0A700	JW2696	Clockwise	2848669	2849019
EG10484	hypB	P0AAN3	JW2697	Clockwise	2849023	2849895
EG10485	hypC	P0AAM3	JW2698	Clockwise	2849886	2850158
EG10486	hypD	P24192	JW2699	Clockwise	2850158	2851279
EG10487	hypE	P24193	JW2700	Clockwise	2851276	2852286
EG10488	iap	P10423	JW2723	Clockwise	2874603	2875640
EG10489	icd	P08200	JW1122	Clockwise	1194346	1195596
EG10490	argP	P0A8S1	JW2883	Clockwise	3057775	3058668
EG10491	iclR	P16528	JW3978	Counterclockwise	4220827	4221651
EG10492	ileS	P00956	JW0024	Clockwise	22391	25207
EG10493	ilvA	P04968	JW3745	Clockwise	3953354	3954898
EG10494	ilvB	P08142	JW3646	Counterclockwise	3849119	3850807
EG10495	ilvC	P05793	JW3747	Clockwise	3955993	3957468
EG10496	ilvD	P05791	JW5605	Clockwise	3951501	3953351
EG10497	ilvE	P0AB80	JW5606	Clockwise	3950507	3951436
EG10499	ilvH	P00894	JW0077	Clockwise	87357	87848
EG10500	ilvI	P00893	JW0076	Clockwise	85630	87354
EG10501	ilvM	P0ADG1	JW3742	Clockwise	3950224	3950487
EG10502	ilvN	P0ADF8	JW3645	Counterclockwise	3848825	3849115
EG10503	ilvY	P05827	JW3746	Counterclockwise	3954950	3955843
EG10504	infA	P69222	JW0867	Counterclockwise	925448	925666
EG10505	infB	P0A705	JW3137	Counterclockwise	3311364	3314036
EG10506	infC	P0A707	JW5829	Counterclockwise	1798120	1798662
EG10507	intD	P24218	JW0525	Counterclockwise	564038	565201
EG10508	ispA	P22939	JW0411	Counterclockwise	439426	440325
EG10509	katE	P21179	JW1721	Clockwise	1811891	1814152
EG10510	rpoS	P13445	JW5437	Counterclockwise	2864581	2865573
EG10511	katG	P13029	JW3914	Clockwise	4131858	4134038
EG10512	kbl	P0AB77	JW3592	Counterclockwise	3789378	3790574
EG10513	kdpA	P03959	JW0686	Counterclockwise	726282	727955
EG10514	kdpB	P03960	JW0685	Counterclockwise	724211	726259
EG10515	kdpC	P03961	JW0684	Counterclockwise	723630	724202
EG10516	kdpD	P21865	JW0683	Counterclockwise	720953	723637
EG10517	kdpE	P21866	JW5096	Counterclockwise	720279	720956
EG10518	kdsA	P0A715	JW1206	Clockwise	1267388	1268242
EG10519	kdsB	P04951	JW0901	Clockwise	970075	970821
EG10520	waaA	P0AC75	JW3608	Clockwise	3806563	3807840
EG10521	kefC	P03819	JW0046	Clockwise	47769	49631
EG10522	kgtP	P0AEX3	JW2571	Counterclockwise	2722470	2723768
EG10523	rsmA	P06992	JW0050	Counterclockwise	51609	52430
EG10524	lacA	P07464	JW0333	Counterclockwise	360473	361084
EG10525	lacI	P03023	JW0336	Counterclockwise	365652	366734
EG10526	lacY	P02920	JW0334	Counterclockwise	361150	362403
EG10527	lacZ	P00722	JW0335	Counterclockwise	362455	365529
EG10528	lamB	P02943	JW3996	Clockwise	4245994	4247334
EG10529	lepA	P60785	JW2553	Counterclockwise	2703347	2705146
EG10530	lepB	P00803	JW2552	Counterclockwise	2702357	2703331
EG10531	leuO	P10151	JW0075	Clockwise	84368	85312
EG10532	leuS	P07813	JW0637	Counterclockwise	671424	674006
EG10533	lexA	P0A7C2	JW4003	Clockwise	4255138	4255746
EG10534	ligA	P15042	JW2403	Counterclockwise	2526183	2528198
EG10535	lit	P11072	JW1125	Clockwise	1197918	1198811
EG10536	livF	P22731	JW3419	Counterclockwise	3590747	3591460
EG10537	livG	P0A9S7	JW3420	Counterclockwise	3591462	3592229
EG10538	livH	P0AEX7	JW3422	Counterclockwise	3593500	3594426
EG10539	livJ	P0AD96	JW3425	Counterclockwise	3596578	3597681
EG10540	livK	P04816	JW3423	Counterclockwise	3594474	3595583
EG10541	livM	P22729	JW3421	Counterclockwise	3592226	3593503
EG10542	lon	P0A9M0	JW0429	Clockwise	458112	460466
EG10543	lpd	P0A9P0	JW0112	Clockwise	127912	129336
EG10544	lpp	P69776	JW1667	Clockwise	1755445	1755681
EG10545	lpxA	P0A722	JW0176	Clockwise	202560	203348
EG10546	lpxB	P10441	JW0177	Clockwise	203348	204496
EG10547	lrp	P0ACJ0	JW0872	Clockwise	931818	932312
EG10548	lspA	P00804	JW0025	Clockwise	25207	25701
EG10549	lysA	P00861	JW2806	Counterclockwise	2975659	2976921
EG10550	lysC	P08660	JW3984	Counterclockwise	4229907	4231256
EG10551	lysR	P03030	JW2807	Clockwise	2977043	2977978
EG10552	lysS	P0A8N3	JW2858	Counterclockwise	3031679	3033196
EG10553	lysU	P0A8N5	JW4090	Counterclockwise	4351223	4352740
EG10554	malE	P0AEX9	JW3994	Counterclockwise	4243252	4244442
EG10555	malF	P02916	JW3993	Counterclockwise	4241554	4243098
EG10556	malG	P68183	JW3992	Counterclockwise	4240649	4241539
EG10557	malI	P18811	JW1612	Counterclockwise	1696176	1697204
EG10558	malK	P68187	JW3995	Clockwise	4244807	4245922
EG10559	malM	P03841	JW3997	Clockwise	4247577	4248497
EG10560	malP	P00490	JW5689	Counterclockwise	3548102	3550495
EG10561	malQ	P15977	JW3379	Counterclockwise	3546008	3548092
EG10562	malT	P06993	JW3381	Clockwise	3551107	3553812
EG10563	malX	P19642	JW1613	Clockwise	1697379	1698971
EG10564	malY	P23256	JW1614	Clockwise	1698981	1700153
EG10565	malZ	P21517	JW0393	Clockwise	421739	423556
EG10566	manA	P00946	JW1605	Clockwise	1686600	1687775
EG10567	manX	P69797	JW1806	Clockwise	1900072	1901043
EG10568	manY	P69801	JW1807	Clockwise	1901106	1901906
EG10569	manZ	P69805	JW1808	Clockwise	1901910	1902770
EG10570	map	P0AE18	JW0163	Counterclockwise	188712	189506
EG10571	mazE	P0AE72	JW2754	Counterclockwise	2909113	2909361
EG10572	mazG	P0AEY3	JW2752	Counterclockwise	2907916	2908707
EG10573	mcrA	P24200	JW1145	Clockwise	1209569	1210402
EG10574	mcrB	P15005	JW5871	Counterclockwise	4575981	4577360
EG10575	mcrC	P15006	JW5789	Counterclockwise	4574935	4575981
EG10576	mdh	P61889	JW3205	Counterclockwise	3381352	3382290
EG10577	melA	P06720	JW4080	Clockwise	4339934	4341289
EG10578	melB	P02921	JW4081	Clockwise	4341404	4342813
EG10579	menD	P17109	JW5374	Counterclockwise	2375611	2377281
EG10580	mepA	P0C0T5	JW2325	Counterclockwise	2443582	2444406
EG10581	metA	P07623	JW3973	Clockwise	4212303	4213232
EG10582	metB	P00935	JW3910	Clockwise	4126695	4127855
EG10583	metC	P06721	JW2975	Clockwise	3150258	3151445
EG10584	metE	P25665	JW3805	Clockwise	4011076	4013337
EG10585	metF	P0AEZ1	JW3913	Clockwise	4130639	4131529
EG10586	metG	P00959	JW2101	Clockwise	2192322	2194355
EG10587	metH	P13009	JW3979	Clockwise	4221851	4225534
EG10588	metJ	P0A8U6	JW3909	Counterclockwise	4126101	4126418
EG10589	metK	P0A817	JW2909	Clockwise	3084728	3085882
EG10590	metL	P00562	JW3911	Clockwise	4127858	4130290
EG10591	metR	P0A9F9	JW3804	Counterclockwise	4009886	4010839
EG10592	mglA	P0AAG8	JW2136	Counterclockwise	2235791	2237311
EG10593	mglB	P0AEE5	JW2137	Counterclockwise	2237372	2238370
EG10594	mglC	P23200	JW2135	Counterclockwise	2234765	2235775
EG10595	miaA	P16384	JW4129	Clockwise	4397275	4398225
EG10596	minC	P18196	JW1165	Counterclockwise	1224608	1225303
EG10597	minD	P0AEZ3	JW1164	Counterclockwise	1223772	1224584
EG10598	minE	P0A734	JW1163	Counterclockwise	1223502	1223768
EG10599	groL	P0A6F5	JW4103	Clockwise	4369048	4370694
EG10600	groS	P0A6F9	JW4102	Clockwise	4368711	4369004
EG10601	motA	P09348	JW1879	Counterclockwise	1974276	1975163
EG10602	motB	P0AF06	JW1878	Counterclockwise	1973353	1974279
EG10603	mprA	P0ACR9	JW2659	Clockwise	2808792	2809322
EG10604	mraY	P0A6W3	JW0085	Clockwise	96002	97084
EG10605	mrcB	P02919	JW0145	Clockwise	164730	167264
EG10606	mrdA	P0AD65	JW0630	Counterclockwise	665539	667440
EG10607	mrdB	P0ABG7	JW0629	Counterclockwise	664424	665536
EG10608	mreB	P0A9X4	JW3220	Counterclockwise	3398066	3399109
EG10609	mreC	P16926	JW3219	Counterclockwise	3396897	3398000
EG10610	mreD	P0ABH4	JW3218	Counterclockwise	3396409	3396897
EG10611	mrp	P0AF08	JW2100	Counterclockwise	2191081	2192190
EG10612	mrr	P24202	JW4314	Clockwise	4584972	4585886
EG10613	msbA	P60752	JW0897	Clockwise	965844	967592
EG10614	lpxM	P24205	JW1844	Counterclockwise	1937246	1938217
EG10615	mtlA	P00550	JW3573	Clockwise	3770304	3772217
EG10616	mtlD	P09424	JW3574	Clockwise	3772447	3773595
EG10617	mtr	P0AAD2	JW3130	Counterclockwise	3302595	3303839
EG10618	mukB	P22523	JW0907	Clockwise	975549	980009
EG10619	murC	P17952	JW0089	Clockwise	100765	102240
EG10620	murD	P14900	JW0086	Clockwise	97087	98403
EG10621	murE	P22188	JW0083	Clockwise	93166	94653
EG10622	murF	P11880	JW0084	Clockwise	94650	96008
EG10623	murG	P17443	JW0088	Clockwise	99644	100711
EG10624	mutH	P06722	JW2799	Clockwise	2967684	2968373
EG10625	mutS	P23909	JW2703	Clockwise	2855115	2857676
EG10626	mutT	P08337	JW0097	Clockwise	111044	111433
EG10627	mutY	P17802	JW2928	Clockwise	3101035	3102087
EG10629	emrE	P23895	JW0531	Clockwise	567538	567870
EG10630	nadA	P11458	JW0733	Clockwise	781308	782351
EG10631	nadB	P10902	JW2558	Clockwise	2708442	2710064
EG10632	nagA	P0AF18	JW0663	Counterclockwise	700826	701974
EG10633	nagB	P0A759	JW0664	Counterclockwise	702034	702834
EG10634	nagD	P0AF24	JW0661	Counterclockwise	698797	699549
EG10635	nagE	P09323	JW0665	Clockwise	703167	705113
EG10636	nagC	P0AF20	JW0662	Counterclockwise	699597	700817
EG10637	nanA	P0A6L4	JW3194	Counterclockwise	3370705	3371598
EG10638	narG	P09152	JW1215	Clockwise	1279087	1282830
EG10639	narH	P11349	JW1216	Clockwise	1282827	1284365
EG10640	narI	P11350	JW1218	Clockwise	1285072	1285749
EG10641	narJ	P0AF26	JW1217	Clockwise	1284362	1285072
EG10642	narK	P10903	JW1214	Clockwise	1277180	1278571
EG10643	narL	P0AF28	JW1212	Counterclockwise	1274402	1275052
EG10644	narV	P0AF32	JW1460	Counterclockwise	1533961	1534641
EG10645	narW	P19317	JW1461	Counterclockwise	1534638	1535333
EG10646	narX	P0AFA2	JW1213	Counterclockwise	1275045	1276841
EG10647	narY	P19318	JW1462	Counterclockwise	1535333	1536877
EG10648	narZ	P19319	JW1463	Counterclockwise	1536874	1540614
EG10649	ndh	P00393	JW1095	Clockwise	1165308	1166612
EG10650	ndk	P0A763	JW2502	Counterclockwise	2642455	2642886
EG10651	nfo	P0A6C1	JW2146	Clockwise	2248862	2249719
EG10652	nhaA	P13738	JW0018	Clockwise	17489	18655
EG10653	nirB	P08201	JW3328	Clockwise	3492033	3494576
EG10654	nirC	P0AC26	JW3330	Clockwise	3495025	3495831
EG10655	nirD	P0A9I8	JW3329	Clockwise	3494573	3494899
EG10656	sfsB	P0ACH1	JW3155	Clockwise	3332931	3333209
EG10657	nlpA	P04846	JW3635	Counterclockwise	3837198	3838016
EG10658	bamC	P0A903	JW2462	Counterclockwise	2595853	2596887
EG10660	nrdA	P00452	JW2228	Clockwise	2342887	2345172
EG10661	nrdB	P69924	JW2229	Clockwise	2345406	2346536
EG10662	nth	P0AB83	JW1625	Clockwise	1709547	1710182
EG10663	nadE	P18843	JW1729	Clockwise	1820482	1821309
EG10664	nupG	P0AFF4	JW2932	Clockwise	3103736	3104992
EG10665	nusA	P0AFF6	JW3138	Counterclockwise	3314061	3315548
EG10666	nusB	P0A780	JW0406	Clockwise	434361	434780
EG10667	nusG	P0AFG0	JW3945	Clockwise	4175766	4176311
EG10668	ogt	P0AFH0	JW1329	Counterclockwise	1397745	1398260
EG10669	ompA	P0A910	JW0940	Counterclockwise	1018236	1019276
EG10670	ompC	P06996	JW2203	Counterclockwise	2309668	2310771
EG10671	ompF	P02931	JW0912	Counterclockwise	985117	986205
EG10672	ompR	P0AA16	JW3368	Counterclockwise	3533887	3534606
EG10673	ompT	P09169	JW0554	Counterclockwise	583903	584856
EG10674	oppA	P23843	JW1235	Clockwise	1299206	1300837
EG10675	oppB	P0AFH2	JW1236	Clockwise	1300923	1301843
EG10676	oppC	P0AFH6	JW1237	Clockwise	1301858	1302766
EG10677	oppD	P76027	JW1238	Clockwise	1302778	1303791
EG10678	oppF	P77737	JW1239	Clockwise	1303788	1304792
EG10679	osmB	P0ADA7	JW1275	Counterclockwise	1341134	1341352
EG10680	osmC	P0C0L2	JW1477	Clockwise	1554649	1555080
EG10681	oxyR	P0ACQ4	JW3933	Clockwise	4156513	4157430
EG10682	pabA	P00903	JW3323	Counterclockwise	3488288	3488851
EG10683	pabB	P05041	JW1801	Clockwise	1892829	1894190
EG10684	pal	P0A912	JW0731	Clockwise	778290	778811
EG10685	panF	P16256	JW3226	Clockwise	3405629	3407080
EG10686	parC	P0AFI2	JW2987	Counterclockwise	3161737	3163995
EG10687	parE	P20083	JW2998	Counterclockwise	3171526	3173418
EG10688	pck	P22259	JW3366	Clockwise	3530840	3532462
EG10689	pcm	P0A7A5	JW2713	Counterclockwise	2866915	2867541
EG10690	pcnB	P0ABF1	JW5808	Counterclockwise	157729	159126
EG10691	pdxA	P19624	JW0051	Counterclockwise	52427	53416
EG10692	pdxB	P05459	JW2317	Counterclockwise	2434737	2435873
EG10693	pdxJ	P0A794	JW2548	Counterclockwise	2699020	2699751
EG10694	pepA	P68767	JW4217	Counterclockwise	4482463	4483974
EG10695	pepD	P15288	JW0227	Counterclockwise	254259	255716
EG10696	pepN	P04825	JW0915	Clockwise	989845	992457
EG10697	pepP	P15034	JW2876	Counterclockwise	3051537	3052862
EG10698	pepQ	P21165	JW3823	Clockwise	4029184	4030515
EG10699	pfkA	P0A796	JW3887	Clockwise	4105575	4106537
EG10700	pfkB	P06999	JW5280	Clockwise	1804394	1805323
EG10701	pflB	P09373	JW0886	Counterclockwise	950495	952777
EG10702	pgi	P0A6T1	JW3985	Clockwise	4231781	4233430
EG10703	pgk	P0A799	JW2893	Counterclockwise	3069481	3070644
EG10704	pgpA	P18200	JW0408	Clockwise	435813	436331
EG10705	pgpB	P0A924	JW1270	Clockwise	1337354	1338118
EG10706	pgsA	P0ABF8	JW1897	Counterclockwise	1990293	1990841
EG10707	pheA	P0A9J8	JW2580	Clockwise	2735767	2736927
EG10708	pheP	P24207	JW0565	Clockwise	601182	602558
EG10709	pheS	P08312	JW5277	Counterclockwise	1795983	1796966
EG10710	pheT	P07395	JW1703	Counterclockwise	1793581	1795968
EG10711	yjdM	P0AFJ1	JW4069	Counterclockwise	4324422	4324757
EG10712	yjdN	P16681	JW4068	Counterclockwise	4323321	4323764
EG10713	phnC	P16677	JW4067	Counterclockwise	4322400	4323188
EG10714	phnD 	P16682	JW4066	Counterclockwise	4321359	4322375
EG10715	phnF	P16684	JW4063	Counterclockwise	4319720	4320445
EG10716	phnG	P16685	JW4062	Counterclockwise	4319267	4319719
EG10717	phnH	P16686	JW4061	Counterclockwise	4318686	4319270
EG10718	phnI	P16687	JW4060	Counterclockwise	4317622	4318686
EG10719	phnJ	P16688	JW4059	Counterclockwise	4316784	4317629
EG10720	phnK	P16678	JW5727	Counterclockwise	4316029	4316787
EG10721	phnL	P16679	JW4057	Counterclockwise	4315238	4315918
EG10722	phnM	P16689	JW4056	Counterclockwise	4314105	4315241
EG10723	phnN	P16690	JW4055	Counterclockwise	4313548	4314105
EG10724	phnO	P16691	JW4054	Counterclockwise	4313127	4313561
EG10725	phnP	P16692	JW4053	Counterclockwise	4312367	4313125
EG10727	phoA	P00634	JW0374	Clockwise	400971	402386
EG10728	phoB	P0AFJ5	JW0389	Clockwise	416366	417055
EG10729	phoE	P02932	JW0231	Counterclockwise	258269	259324
EG10730	creC	P08401	JW4362	Clockwise	4634719	4636143
EG10731	phoP	P23836	JW1116	Counterclockwise	1188999	1189670
EG10732	phoQ	P23837	JW1115	Counterclockwise	1187539	1188999
EG10733	phoR	P08400	JW0390	Clockwise	417113	418408
EG10734	pstS	P0AG82	JW3706	Counterclockwise	3908508	3909548
EG10735	phoU	P0A9K7	JW3702	Counterclockwise	3904876	3905601
EG10736	phr	P00914	JW0698	Clockwise	738730	740148
EG10737	pinE	P03014	JW1144	Clockwise	1208908	1209462
EG10738	pldA	P0A921	JW3794	Clockwise	4002885	4003754
EG10739	pldB	P07000	JW5584	Clockwise	4007193	4008215
EG10740	plsB	P0A7A7	JW4001	Counterclockwise	4252066	4254489
EG10741	pmbA	P0AFK0	JW4194	Clockwise	4455982	4457334
EG10742	pncB	P18133	JW0914	Counterclockwise	988377	989579
EG10743	pnp	P05055	JW5851	Counterclockwise	3307055	3309190
EG10744	pntA	P07001	JW1595	Counterclockwise	1674395	1675927
EG10745	pntB	P0AB67	JW1594	Counterclockwise	1672996	1674384
EG10746	polA	P00582	JW3835	Clockwise	4044989	4047775
EG10747	polB	P21189	JW0059	Counterclockwise	63429	65780
EG10748	mrcA	P02918	JW3359	Clockwise	3520893	3523445
EG10749	potA	P69874	JW1112	Counterclockwise	1183681	1184817
EG10750	potB	P0AFK4	JW1111	Counterclockwise	1182840	1183667
EG10751	potC	P0AFK6	JW1110	Counterclockwise	1182049	1182843
EG10752	potD	P0AFK9	JW1109	Counterclockwise	1181006	1182052
EG10753	potE	P0AAF1	JW0679	Counterclockwise	716169	717488
EG10754	poxB	P07003	JW0855	Counterclockwise	908554	910272
EG10755	ppa	P0A7A9	JW4185	Counterclockwise	4447145	4447675
EG10756	ppc	P00864	JW3928	Counterclockwise	4148470	4151121
EG10757	ppiA	P0AFL3	JW3326	Counterclockwise	3489747	3490319
EG10758	ppiB	P23869	JW0514	Counterclockwise	553166	553660
EG10759	ppsA	P23538	JW1692	Counterclockwise	1782758	1785136
EG10760	prc	P23865	JW1819	Counterclockwise	1910792	1912840
EG10761	prfA	P0A7I0	JW1202	Clockwise	1264235	1265317
EG10762	prfB	P07012	JW5847	Counterclockwise	3033206	3034304
EG10763	priA	P17888	JW3906	Counterclockwise	4122635	4124833
EG10764	priB	P07013	JW4159	Clockwise	4423543	4423857
EG10765	priC	P23862	JW0456	Counterclockwise	489509	490036
EG10766	secY	P0AGA2	JW3262	Counterclockwise	3440788	3442119
EG10767	proA	P07004	JW0233	Clockwise	260727	261980
EG10768	proB	P0A7B5	JW0232	Clockwise	259612	260715
EG10769	proC	P0A9L8	JW0377	Counterclockwise	404059	404868
EG10770	proS	P16659	JW0190	Counterclockwise	217057	218775
EG10771	proV	P14175	JW2652	Clockwise	2802837	2804039
EG10772	proW	P14176	JW2653	Clockwise	2804032	2805096
EG10773	proX	P0AFM2	JW2654	Clockwise	2805154	2806146
EG10774	prs	P0A717	JW1198	Counterclockwise	1260151	1261098
EG10775	psd	P0A8K1	JW4121	Counterclockwise	4387415	4388383
EG10776	pspA	P0AFM6	JW1297	Clockwise	1366103	1366771
EG10777	pspB	P0AFM9	JW1298	Clockwise	1366825	1367049
EG10778	pspC	P0AFN2	JW1299	Clockwise	1367049	1367408
EG10779	pspD	P0AFV8	JW1300	Clockwise	1367417	1367638
EG10780	pspE	P23857	JW1301	Clockwise	1367713	1368027
EG10781	pssA	P23830	JW2569	Clockwise	2720749	2722104
EG10782	pstA	P07654	JW3704	Counterclockwise	3906572	3907462
EG10783	pstB	P0AAH0	JW3703	Counterclockwise	3905616	3906389
EG10784	pstC	P0AGH8	JW3705	Counterclockwise	3907462	3908421
EG10785	pth	P0A7D1	JW1195	Counterclockwise	1257152	1257736
EG10786	ptrA	P05458	JW2789	Counterclockwise	2954018	2956906
EG10787	ptsG	P69786	JW1087	Clockwise	1157092	1158525
EG10788	ptsH	P0AA04	JW2408	Clockwise	2531786	2532043
EG10789	ptsI	P08839	JW2409	Clockwise	2532088	2533815
EG10790	purA	P0A7D4	JW4135	Clockwise	4402710	4404008
EG10791	purC	P0A7D7	JW2461	Counterclockwise	2594927	2595640
EG10792	purD	P15640	JW3969	Counterclockwise	4202665	4203954
EG10793	purE	P0AG18	JW0512	Counterclockwise	551814	552323
EG10794	purF	P0AG16	JW2309	Counterclockwise	2426743	2428260
EG10795	purH	P15639	JW3970	Counterclockwise	4203966	4205555
EG10796	purK	P09029	JW0511	Counterclockwise	550750	551817
EG10797	purL	P15254	JW2541	Counterclockwise	2689678	2693565
EG10798	purM	P08178	JW2484	Clockwise	2619219	2620256
EG10799	purN	P08179	JW2485	Clockwise	2620256	2620894
EG10800	purR	P0ACP7	JW1650	Clockwise	1735868	1736893
EG10801	putA	P09546	JW0999	Counterclockwise	1074143	1078105
EG10802	putP	P07117	JW1001	Clockwise	1078528	1080036
EG10803	pykA	P21599	JW1843	Clockwise	1935673	1937115
EG10804	pykF	P0AD61	JW1666	Clockwise	1753722	1755134
EG10805	pyrB	P0A786	JW4204	Counterclockwise	4469483	4470418
EG10806	pyrC	P05020	JW1049	Counterclockwise	1120784	1121830
EG10807	pyrD	P0A7E1	JW0928	Clockwise	1003991	1005001
EG10808	pyrE	P0A7E3	JW3617	Counterclockwise	3813150	3813791
EG10809	pyrF	P08244	JW1273	Clockwise	1339945	1340682
EG10810	pyrG	P0A7E5	JW2751	Counterclockwise	2906051	2907688
EG10811	pyrI	P0A7F3	JW4203	Counterclockwise	4469009	4469470
EG10812	queA	P0A7F9	JW0395	Clockwise	424235	425305
