K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)
YEEO_ECOLI	C6EB85
YEGE_ECOLI	C6EAP0
YEGK_ECOLI	C6EAN6
YEGL_ECOLI	C6EAN5
YEGS_ECOLI	C6EAM2
YEGT_ECOLI	C6EAL2
YEGV_ECOLI	C6EAL0
YEHI_ECOLI	C6EAJ5
YEHL_ECOLI	C6EAJ3
YEHM_ECOLI	C6EAJ2
YEHP_ECOLI	C6EAJ1
YEHR_ECOLI	C6EAI9
YEHW_ECOLI	C6EAI3
YEIB_ECOLI	C6EAG1
YEIH_ECOLI	C6EAF5
YEII_ECOLI	C6EAF3
YEIQ_ECOLI	C6EA25
YEIR_ECOLI	C6EA24
YEIS_ECOLI	C6EAG7
YEJA_ECOLI	C6EA20
YEJG_ECOLI	C6EA16
YEJL_ECOLI	C6EA10
YFAA_ECOLI	C6E9X1
YFAL_ECOLI	C6E9W8
YFAS_ECOLI	C6E9X3
RHMT_ECOLI	C6E9V4
RHMR_ECOLI	C6E9V2
YFAZ_ECOLI	C6E9V0
YFBS_ECOLI	C6ELG1
YFBV_ECOLI	C6ELF8
YFCC_ECOLI	C6ELF5
YFCJ_ECOLI	C6ELD1
YFCN_ECOLI	C6ELC2
YFCS_ECOLI	C6ELB7
YFCU_ECOLI	C6ELB6
YFCV_ECOLI	C6ELB5
YFCZ_ECOLI	C6ELB1
YFDC_ECOLI	C6ELA5
YFDX_ECOLI	C6EL93
YFDY_ECOLI	C6EL91
YFEA_ECOLI	C6EL75
YFER_ECOLI	C6EL70
YFES_ECOLI	C6EL57
YFEX_ECOLI	C6EKS3
YFEZ_ECOLI	C6EKS1
YFGD_ECOLI	C6EKL6
YFGF_ECOLI	C6EKK8
YFGG_ECOLI	C6EKK6
YFGI_ECOLI	C6EKK3
YFGJ_ECOLI	C6EKJ9
YFHB_ECOLI	C6EK28
YFHG_ECOLI	C6EKF2
YFHK_ECOLI	C6EKF1
YFIE_ECOLI	C6EK09
YFJF_ECOLI	C6EJX5
YGAM_ECOLI	C6EJV3
YGAP_ECOLI	C6EJV7
YGAV_ECOLI	C6EJV8
YGBI_ECOLI	C6EJD2
YGBJ_ECOLI	C6EJD1
YGBK_ECOLI	C6EJD0
YGBL_ECOLI	C6EJC9
YGBM_ECOLI	C6EJC8
YGBN_ECOLI	C6EJC7
YGCG_ECOLI	C6EJ94
YGCN_ECOLI	C6EJA6
YGCO_ECOLI	C6EJA5
YGCP_ECOLI	C6EJA4
YGCR_ECOLI	C6EJA2
YGDI_ECOLI	C6EJ57
YGDR_ECOLI	C6EJ35
YGER_ECOLI	C6EIP3
YGFF_ECOLI	C6EIK6
YGFH_ECOLI	C6EII9
YGFK_ECOLI	C6EIN0
YGFS_ECOLI	C6EIM3
YGGC_ECOLI	C6EII1
YGGF_ECOLI	C6EIH9
YGGG_ECOLI	C6EIH3
YGGT_ECOLI	C6EIF9
YGGU_ECOLI	C6EIF8
YGHB_ECOLI	C6EHY5
YGHD_ECOLI	C6EIE2
YGHF_ECOLI	C6EIE0
YGHG_ECOLI	C6EID9
YGHQ_ECOLI	C6EI09
YGHR_ECOLI	C6EI08
YGHS_ECOLI	C6EI07
YGHT_ECOLI	C6EI06
YGHZ_ECOLI	C6EHZ1
YGIL_ECOLI	C6EHV0
YGIM_ECOLI	C6EHU0
YGIN_ECOLI	C6EHW4
YGIQ_ECOLI	C6EHX8
YGIS_ECOLI	C6EHX3
YGIT_ECOLI	C6EHX2
YGIZ_ECOLI	C6EHW6
YGJH_ECOLI	C6EHS2
YGJM_ECOLI	C6EHR4
YGJN_ECOLI	C6EHR3
YGJP_ECOLI	C6EHR1
YHAB_ECOLI	C6EHA4
YHAC_ECOLI	C6EHA3
YHAL_ECOLI	C6EHB5
YHAO_ECOLI	C6EHB3
YHBO_ECOLI	C6EH72
YHBY_ECOLI	C6EH47
YHCG_ECOLI	C6EH13
YHCH_ECOLI	C6EH11
YHCN_ECOLI	C6EGM2
YHDH_ECOLI	C6EGK7
YHDN_ECOLI	C6EGH3
YHDP_ECOLI	C6EGL5
YHDV_ECOLI	C6EGJ3
YHEU_ECOLI	C6EGA9
YHFT_ECOLI	C6EFJ9
YHFU_ECOLI	C6EFJ8
YHFW_ECOLI	C6EFJ6
YHFX_ECOLI	C6EFJ5
YHFY_ECOLI	C6EFJ4
YHFZ_ECOLI	C6EFJ3
YHGE_ECOLI	C6EFH3
YHGN_ECOLI	C6EFE0
YHHH_ECOLI	C6EF91
YHHJ_ECOLI	C6EEJ9
YHHK_ECOLI	C6EFB5
YHHL_ECOLI	C6EFA8
YHHM_ECOLI	C6EFA7
YHHN_ECOLI	C6EFA6
YHHS_ECOLI	C6EFA1
YHHY_ECOLI	C6EFD3
YHHZ_ECOLI	C6EFD2
YHII_ECOLI	C6EEJ7
YHIJ_ECOLI	C6EEJ6
YHIL_ECOLI	C6EEJ5
YHIM_ECOLI	C6EEJ4
YHJA_ECOLI	C6EEG5
YHJE_ECOLI	C6EEG0
YHJG_ECOLI	C6EEF9
YHJR_ECOLI	C6EEE8
YHJS_ECOLI	C6EEE7
YHJT_ECOLI	C6EEE6
YHJU_ECOLI	C6EEE5
YHJX_ECOLI	C6EED4
YHJY_ECOLI	C6EED3
YIAA_ECOLI	C6EEB6
YIAB_ECOLI	C6EEB5
YIAD_ECOLI	C6EEC9
YIAH_ECOLI	C6EEB7
YIAJ_ECOLI	C6EEA5
YIAL_ECOLI	C6EEA3
YIAM_ECOLI	C6EEA2
YIAN_ECOLI	C6EEA1
YIAO_ECOLI	C6EEA0
YIAT_ECOLI	C6EE92
YIAU_ECOLI	C6EE91
YIAV_ECOLI	C6EE90
YIAW_ECOLI	C6EE89
YIBA_ECOLI	C6EE81
YIBF_ECOLI	C6EE83
YIBG_ECOLI	C6EDJ7
YIBL_ECOLI	C6EDI9
YICL_ECOLI	C6EDB1
YIDE_ECOLI	C6ED85
YIDG_ECOLI	C6ED93
YIDH_ECOLI	C6ED92
YIDI_ECOLI	C6ED91
YIDJ_ECOLI	C6ED90
YIDK_ECOLI	C6ED89
YIDL_ECOLI	C6ED88
YIDX_ECOLI	C6ED74
YIDZ_ECOLI	C6EG92
YIEH_ECOLI	C6EG88
YIEK_ECOLI	C6EG85
YIEL_ECOLI	C6EG84
YIFK_ECOLI	C6EG16
YIGA_ECOLI	C6EG04
YIGF_ECOLI	C6EFZ4
YIGM_ECOLI	C6EF84
YIHF_ECOLI	C6EF41
YIHL_ECOLI	C6EF29
YIHM_ECOLI	C6EF28
YIHN_ECOLI	C6EF27
YIHO_ECOLI	C6EF25
YIHP_ECOLI	C6EF24
YIHQ_ECOLI	C6EF23
YIHR_ECOLI	C6EF22
YIHS_ECOLI	C6EF21
YIHT_ECOLI	C6EF20
YIHU_ECOLI	C6EF19
YIHV_ECOLI	C6EF18
YIHW_ECOLI	C6EF17
YIHY_ECOLI	C6EF15
YIID_ECOLI	C6EF13
YIIF_ECOLI	C6EF10
YIIG_ECOLI	C6EF03
YIIX_ECOLI	C6EE71
YIJF_ECOLI	C6EE64
YJBB_ECOLI	C6EE04
YJBG_ECOLI	C6EDZ6
YJBJ_ECOLI	C6EDX5
YJBL_ECOLI	C6EDX3
YJBM_ECOLI	C6EDX2
YJCC_ECOLI	C6ED63
YJCD_ECOLI	C6ED60
YJCE_ECOLI	C6ED59
YJCH_ECOLI	C6ED57
YJCS_ECOLI	C6ED40
YJDA_ECOLI	C6ED15
YJDC_ECOLI	C6ECZ0
YJDF_ECOLI	C6ED03
YJDI_ECOLI	C6ECZ9
YJDJ_ECOLI	C6ECZ8
YJDK_ECOLI	C6ECZ7
YJEF_ECOLI	C6ECW1
YJEH_ECOLI	C6ECY4
YJEK_ECOLI	C6ECX9
YJEM_ECOLI	C6ECW7
YJFC_ECOLI	C6ECG3
YJFF_ECOLI	C6ECB8
YJFM_ECOLI	C6ECG4
BSMA_ECOLI	C6ECG0
YJFY_ECOLI	C6ECF0
YJGB_ECOLI	C6EC82
YJGD_ECOLI	C6EC96
YJGH_ECOLI	C6ECA2
YJGI_ECOLI	C6ECA1
YJGJ_ECOLI	C6ECA0
YJGK_ECOLI	C6EC99
YJGN_ECOLI	C6EC94
YJHB_ECOLI	C6EC79
YJHC_ECOLI	C6EC78
YJHP_ECOLI	C6EBS9
YJHQ_ECOLI	C6EBS8
YJHS_ECOLI	C6EBS6
YJIA_ECOLI	C6EBM8
YJIC_ECOLI	C6EBQ7
YJIE_ECOLI	C6EBQ2
YJIG_ECOLI	C6EBQ0
YJIH_ECOLI	C6EBP9
YJIJ_ECOLI	C6EBP7
YJIK_ECOLI	C6EBP6
YJIL_ECOLI	C6EBP4
YJIM_ECOLI	C6EBP3
YJIN_ECOLI	C6EBP2
YJIX_ECOLI	C6EBM7
YJIY_ECOLI	C6EBM6
YJJI_ECOLI	C6EBJ1
YJJL_ECOLI	C6EBL3
YJJN_ECOLI	C6EBL2
YJJY_ECOLI	C6EBG9
YKGB_ECOLI	C6ELS9
YKGC_ECOLI	C6ELS7
YKGD_ECOLI	C6ELS6
YKGE_ECOLI	C6ELS4
YKGF_ECOLI	C6ELS3
YKGG_ECOLI	C6ELS2
YKGH_ECOLI	C6ELS1
YKGI_ECOLI	C6ELS8
YKGJ_ECOLI	C6EA35
YKGL_ECOLI	C6ELT5
YLBE_ECOLI	C6EKU7
YLIJ_ECOLI	C6EIU5
YMDA_ECOLI	C6EHG8
YMGA_ECOLI	C6EGU9
YMGC_ECOLI	C6EGU7
YMGD_ECOLI	C6EGU4
YMGE_ECOLI	C6EC36
YMGE_ECOLI	C6EGS2
YMJA_ECOLI	C6EFT7
YNBB_ECOLI	C6EEV4
YNBC_ECOLI	C6EEV3
YNBD_ECOLI	C6EEV2
YNBE_ECOLI	C6EEW2
YNCA_ECOLI	C6EER5
YNCB_ECOLI	C6EER4
YNCD_ECOLI	C6EER2
YNCE_ECOLI	C6EER1
YNCG_ECOLI	C6EEQ8
YNCH_ECOLI	C6EEQ7
YNCJ_ECOLI	C6EES7
YNEE_ECOLI	C6EEK3
YNEG_ECOLI	C6EDW6
YNEJ_ECOLI	C6EDW3
YNEK_ECOLI	C6EDW2
YNFB_ECOLI	C6EDR5
YNFD_ECOLI	C6EDR2
YNFE_ECOLI	C6EDR1
YNFF_ECOLI	C6EDR0
YNFH_ECOLI	C6EDQ8
YNJB_ECOLI	C6ECK3
YNJC_ECOLI	C6ECK2
YNJD_ECOLI	C6ECK1
YNJF_ECOLI	C6ECJ9
YNJH_ECOLI	C6ECJ7
YNJI_ECOLI	C6ECJ5
YOAF_ECOLI	C6EC38
YOAH_ECOLI	C6EC20
YOBA_ECOLI	C6EBY8
YOBF_ECOLI	C6EC06
YODC_ECOLI	C6EBA9
YODD_ECOLI	C6EBB2
YOHD_ECOLI	C6EAH5
YOHJ_ECOLI	C6EAH1
YOJI_ECOLI	C6E9Y8
YPDI_ECOLI	C6EL92
YPEC_ECOLI	C6EBG4
YPEC_ECOLI	C6EL78
YPFI_ECOLI	C6EKN7
YPFJ_ECOLI	C6EKN6
YPHA_ECOLI	C6EKG4
YQAE_ECOLI	C6EJV9
YQCA_ECOLI	C6EJ82
YQCC_ECOLI	C6EJ80
YQCE_ECOLI	C6EJ98
YQEH_ECOLI	C6EIP7
YQFB_ECOLI	C6EIK8
YQGA_ECOLI	C6EIE3
YQIC_ECOLI	C6EHV1
YQIG_ECOLI	C6EHU9
YQIH_ECOLI	C6EHU8
YQII_ECOLI	C6EHU7
YQIJ_ECOLI	C6EHU5
YQJB_ECOLI	C6EHP7
YQJG_ECOLI	C6EHP1
YRAH_ECOLI	C6EH83
YRAI_ECOLI	C6EH82
YRAJ_ECOLI	C6EH81
YRAK_ECOLI	C6EH80
YRAM_ECOLI	C6EH78
YRAP_ECOLI	C6EH75
YRBG_ECOLI	C6EH31
YRDB_ECOLI	C6EGI6
YRFA_ECOLI	C6EFI4
YRFC_ECOLI	C6EFI2
YRHB_ECOLI	C6EFC8
YTFB_ECOLI	C6ECD8
YTFK_ECOLI	C6ECC8
YTFR_ECOLI	C6ECC0
ZAPB_ECOLI	C6EEX0
ZITB_ECOLI	C6EJJ2
ZNUA_ECOLI	C6EBX0
ZRAP_ECOLI	C6EE16
ZRAR_ECOLI	C6EE14
ZUPT_ECOLI	C6EHV4
YFEO_ECOLI	C6EL79
YADL_ECOLI	C6EAS0
YQJF_ECOLI	C6EHP2
FDOG_ECOLI	C6EF05
YTFT_ECOLI	C6ECB9
YIHI_ECOLI	C6EF36
RNE_ECOLI	C6EHC9
RF2_ECOLI	C6EIL7
HOKE_ECOLI	C6EKB6
YCHH_ECOLI	C6EGR1
ECNB_ECOLI	C6ECX6
YJBE_ECOLI	C6EDZ8
YEBE_ECOLI	C6EBY3
YHFL_ECOLI	C6EFK7
YBGS_ECOLI	C6EJJ1
ARNF_ECOLI	C6E9U1
FECC_ECOLI	C6EC67
EMRD_ECOLI	C6ED95
FIMA1_ECOLI	C6EBR9
SGCB_ECOLI	C6EC54
OSMB_ECOLI	C6EFV1
ZRAS_ECOLI	C6EE15
SLYB_ECOLI	C6EDK4
YJDP_ECOLI	C6ED32
YDBJ_ECOLI	C6EEW6
YFCQ_ECOLI	C6ELB9
YOHO_ECOLI	C6EAI4
YJHX_ECOLI	C6EBS7
YEAL_ECOLI	C6EC42
RL18_ECOLI	C6EGG2
TUSD_ECOLI	C6EGB9
YBAB_ECOLI	C6EKZ3
RL34_ECOLI	C6EGA1
YPFN_ECOLI	C6EKN9
YJGL_ECOLI	C6EC98
CCMB_ECOLI	C6EA00
SECE_ECOLI	C6EE38
YNBA_ECOLI	C6EEV5
YHFG_ECOLI	C6EFL4
PTPC2_ECOLI	C6EH93
YMGF_ECOLI	C6EGU5
RSEC_ECOLI	C6EK17
ELAB_ECOLI	C6E9T3
CCMD_ECOLI	C6EA02
DCUC_ECOLI	C6EK71
YPEB_ECOLI	C6EL68
YJBD_ECOLI	C6EE01
FLHA_ECOLI	C6EBU8
NANK_ECOLI	C6EH10
YPJD_ECOLI	C6EJY1
YHAI_ECOLI	C6EHN8
YICG_ECOLI	C6EDE4
FLGM_ECOLI	C6EHE2
PIOO_ECOLI	C6EGE4
CYNX_ECOLI	C6ELN9
AQPZ_ECOLI	C6EIA6
YHDU_ECOLI	C6EGJ7
YEIW_ECOLI	C6EA27
LDRB_ECOLI	C6EGP9
YDCV_ECOLI	C6EES0
SBCC_ECOLI	C6ELI7
HYFB_ECOLI	C6EKM9
SLYX_ECOLI	C6EGB6
MGRB_ECOLI	C6EC04
RBSC_ECOLI	C6EG52
RL29_ECOLI	C6EGF4
YBDZ_ECOLI	C6EKB0
DAMX_ECOLI	C6EFI8
FDNG_ECOLI	C6EEP3
YPHD_ECOLI	C6EKG1
YFCR_ECOLI	C6ELB8
BTUC_ECOLI	C6ECP6
YHHA_ECOLI	C6EFC6
YBGT_ECOLI	C6EJK3
FTSN_ECOLI	C6EE76
ASR_ECOLI	C6EDQ1
FEPD_ECOLI	C6EKA5
YFCP_ECOLI	C6ELC0
YBGF_ECOLI	C6EJJ5
FHUB_ECOLI	C6EAD1
YIFL_ECOLI	C6EG06
YBAY_ECOLI	C6EL10
RL35_ECOLI	C6ECP0
YAEP_ECOLI	C6EA95
ATPL_ECOLI	C6EG66
YIDD_ECOLI	C6EG99
NUOK_ECOLI	C6E9S3
UBIC_ECOLI	C6EDY1
THIS_ECOLI	C6EE27
YMFA_ECOLI	C6EGW9
YQJE_ECOLI	C6EHP4
DSBB_ECOLI	C6EGT2
YEHY_ECOLI	C6EAI1
HOKA_ECOLI	C6EEC3
FECD_ECOLI	C6EC68
YJJZ_ECOLI	C6EBK2
YQJD_ECOLI	C6EHP5
YHDT_ECOLI	C6EGK3
YQIK_ECOLI	C6EHU4
FXSA_ECOLI	C6ECY5
PERM_ECOLI	C6EKL8
FSR_ECOLI	C6EKY5
YGDQ_ECOLI	C6EJ36
C561_ECOLI	C6EEU4
TATE_ECOLI	C6EK66
YEHK_ECOLI	C6EAJ4
DGOA_ECOLI	C6ED77
MREC_ECOLI	C6EGL1
LDRD_ECOLI	C6EEE4
YHDL_ECOLI	C6EGH5
YOAG_ECOLI	C6EC34
BCCP_ECOLI	C6EGK5
YJET_ECOLI	C6ECH3
YHCB_ECOLI	C6EGZ9
YECJ_ECOLI	C6EBF7
ZNUB_ECOLI	C6EBW8
GNSA_ECOLI	C6EHL6
YCIZ_ECOLI	C6EFU9
ARNE_ECOLI	C6E9U2
BLR_ECOLI	C6EDM2
CLCA_ECOLI	C6EAC9
DSBE_ECOLI	C6EA05
ENTS_ECOLI	C6EKA4
FDHF_ECOLI	C6ED45
FDHF_ECOLI	C6ED46
FLIO_ECOLI	C6EBB8
FLIQ_ECOLI	C6EBB6
GFCA_ECOLI	C6EHM0
GNTU_ECOLI	C6EFD9
KDUD_ECOLI	C6ECE0
LDRB_ECOLI	C6EGQ0
LIVM_ECOLI	C6EFB8
LSRK_ECOLI	C6EJ68
NRFE_ECOLI	C6ED51
PAAF_ECOLI	C6ECE2
RBSA_ECOLI	C6EJ65
RFAI_ECOLI	C6EDG2
RFAJ_ECOLI	C6EDG6
RFAL_ECOLI	C6EDG8
RFAY_ECOLI	C6EDG5
RL362_ECOLI	C6ELT4
RMLC_ECOLI	C6EAR9
RNFC_ECOLI	C6EDL7
SGRT_ECOLI	C6EAY5
SSTT_ECOLI	C6EHQ5
WBBJ_ECOLI	C6EB47
YADC_ECOLI	C6EAS2
YBFK_ECOLI	C6EJP1
YCCB_ECOLI	C6EHM8
YCIX_ECOLI	C6EFW0
YEFI_ECOLI	C6EB51
YFCO_ECOLI	C6ELC1
YFGH_ECOLI	C6EKK4
YGCS_ECOLI	C6EJA1
YHEV_ECOLI	C6EGB4
YIBT_ECOLI	C6EDJ0
YICS_ECOLI	C6EDA8
YJBS_ECOLI	C6ED70
YJBT_ECOLI	C6EDZ4
YJDO_ECOLI	C6ECZ6
YKGR_ECOLI	C6ELT2
YLCI_ECOLI	C6EJF5
YMGG_ECOLI	C6EGU3
YMIA_ECOLI	C6EFW1
YMIB_ECOLI	C6EFU7
YNCN_ECOLI	C6EES6
YNEM_ECOLI	C6EDV2
YNEN_ECOLI	C6EEL7
YNID_ECOLI	C6ECN7
YOBH_ECOLI	C6EC03
YOJO_ECOLI	C6E9Z1
YQCG_ECOLI	C6EJ95
YQFG_ECOLI	C6EIM0
YRHD_ECOLI	C6EFC9
YSAB_ECOLI	C6EEB8
YSHB_ECOLI	C6EF34
YTCA_ECOLI	C6ED41
YTHA_ECOLI	C6EC77
YTJA_ECOLI	C6EBJ5
YCIG_ECOLI	C6EHK2
RHMT_ECOLI	C6EBM2
YIBA_ECOLI	C6EEK1
YIBD_ECOLI	C6EDG7
YICJ_ECOLI	C6EE94
YIJO_ECOLI	C6EE95
HOKE_ECOLI	C6EJB1
EXUT_ECOLI	C6ECE5
EXUT_ECOLI	C6EDC7
RBSC_ECOLI	C6EJ66
DGOA_ECOLI	C6EF67
LDRD_ECOLI	C6EEE2
YBEQ_ECOLI	C6EL41
MANC_ECOLI	C6EB54
ARCL_ECOLI	C6EF78
ARNB_ECOLI	C6EB46
BETT_ECOLI	C6EC73
BLC_ECOLI	C6EDT4
CODB_ECOLI	C6EF80
CYTR_ECOLI	C6EDC8
BGAL_ECOLI	C6EJI6
DGOK_ECOLI	C6EF66
DINI_ECOLI	C6EIS9
FRUR_ECOLI	C6EJ69
HYFD_ECOLI	C6EKM8
RHMA_ECOLI	C6EBM1
MANB_ECOLI	C6EB55
MHPD_ECOLI	C6EBM0
NADB_ECOLI	C6ECE4
PRP1_ECOLI	C6EJG4
PTPD_ECOLI	C6EH92
PUUC_ECOLI	C6EBL7
RBSB_ECOLI	C6EJ67
RUTB_ECOLI	C6EF74
RUTF_ECOLI	C6EBM5
SOHB_ECOLI	C6EJF0
UIDR_ECOLI	C6EFF6
XYLS_ECOLI	C6EDC6
YADI_ECOLI	C6EH91
YAHE_ECOLI	C6EF75
YAHF_ECOLI	C6EF76
YAHG_ECOLI	C6EF77
YCGM_ECOLI	C6EBL6
YDCA_ECOLI	C6EIT4
YDCI_ECOLI	C6ELP8
YDHB_ECOLI	C6EF81
YDIF_ECOLI	C6ECE3
YDIP_ECOLI	C6EBM3
WZXC_ECOLI	C6EB45
YAJR_ECOLI	C6EFF5
YJIX_ECOLI	C6EK96
	C6ELI9
	C6ECB3
	C6EB37
	C6EAK5
	C6EJG2
	C6EJI2
	C6EDC1
	C6EIT6
	C6EFL9
	C6EIT2
	C6ECB0
	C6EGC8
	C6EH12
	C6EJ10
	C6EJL7
	C6EAN4
	C6EDT5
	C6EHQ8
	C6EK13
	C6EL64
	C6EAK1
	C6EDY3
	C6EE88
	C6EF12
	C6EFH2
	C6EFV9
	C6EGC6
	C6EGK6
	C6EHP0
	C6EKS6
	C6EL30
	C6E9R1
	C6EB21
	C6EDY4
	C6EHQ6
	C6EHZ4
	C6EDA9
	C6EG29
	C6EAK2
	C6EBQ6
	C6EEG7
	C6EGZ5
	C6EA61
	C6EDB5
	C6EDE6
	C6ELJ5
	C6ED96
	C6EF42
	C6EFP0
	C6EAN2
	C6ECP2
	C6EDN3
	C6EEQ9
	C6EF38
	C6EJ76
	C6ELR6
	C6EC35
	C6ECK9
	C6EEK9
	C6EGM6
	C6EKK5
	C6EKK7
	C6EAN3
	C6EDL2
	C6EF73
	C6EHX5
	C6EIW6
	C6EK85
	C6EKS8
	C6EBQ4
	C6EBX5
	C6EEZ3
	C6EFH8
	C6ELS5
	C6EBA2
	C6EBY2
	C6EHP9
	C6E9V7
	C6EBE7
	C6EBQ5
	C6EC14
	C6EJQ5
	C6ECX7
	C6EDY8
	C6EFZ8
	C6EHJ2
	C6EB90
	C6EB33
	C6EJ20
	C6EBL5
	C6EDC4
	C6EJH1
	C6ECE1
	C6EF70
	C6EAK4
	C6EIS7
	C6EEQ6
	C6EJI1
	C6EDT9
	C6EIS8
	C6EBI6
	C6EFL8
	C6EB49
	C6EDU0
	C6EJW9
	C6EDS3
	C6EIS6
	C6EB50
	C6EJI3
	C6EE93
	C6EAK3
	C6EBM4
	C6EJ12
	C6EL40
	C6EEZ8
	C6EG00
	C6EF68
	C6EDI8
	C6EDT1
	C6EDT8
	C6EJH2
	C6EFZ5
	C6EDC9
	C6EJF2
	C6EJI0
	C6EFM5
	C6EDS8
	C6EBL8
	C6EIR9
	C6EJH5
	C6EJ22
	C6EBL9
	C6EJX1
	C6EJH9
	C6EJ24
	C6EB48
	C6EDD0
	C6EIT0
	C6EJH8
	C6EKS7
	C6EDB4
	C6EF79
	C6EBQ9
	C6EDC2
	C6EGM5
	C6EGR4
	C6EHV3
	C6ELA6
	C6EFM0
	C6EF09
	C6ELL1
	C6EL39
	C6EK25
	C6EI24
	C6EF69
	C6EDB3
	C6EGK9
	C6EIH5
	C6EKS9
	C6E9R3
	C6EA71
	C6EC62
	C6EC74
	C6EFD6
	C6EG07
	C6EB77
	C6EDS2
	C6EEH2
	C6EE72
	C6ECQ4
	C6ED97
	C6EIF2
	C6EEC6
	C6EHY1
	C6EBP0
	C6EEI4
	C6EGJ2
	C6EKA2
	C6EDD7
	C6EBF6
	C6EBP5
	C6EFZ6
	C6EGP1
	C6EJ14
	C6EJD5
	C6EKR0
	C6ELJ4
	C6EJ38
DICC_ECOLI	C6EDS5
BORD_ECOLI	C6EJF8
YFAD_ECOLI	C6E9V6
YADD_ECOLI	C6EAS5
YEEN_ECOLI	C6EB86
SMP_ECOLI	C6EBI4
YEBC_ECOLI	C6EBW3
HFLK_ECOLI	C6ECH5
PSPG_ECOLI	C6EDX0
PSPE_ECOLI	C6EFS4
PSPC_ECOLI	C6EFS6
PSPA_ECOLI	C6EFS8
YIGB_ECOLI	C6EG02
XERC_ECOLI	C6EG03
XERD_ECOLI	C6EIL4
TSX_ECOLI	C6ELH3
YIBV_ECOLI	C6EDJ6
DICC_ECOLI	C6EJG8
DICA_ECOLI	C6EDS4
LPRH_ECOLI	C6EG31
YIIE_ECOLI	C6EF11
INSF1_ECOLI	C6EC72
RNPH_ECOLI	C6EDE8
SSB_ECOLI	C6EDC5
YIGE_ECOLI	C6EFZ9
RFH_ECOLI	C6EA51
SMF_ECOLI	C6EGI1
GLVG_ECOLI	C6ED87
YDEK_ECOLI	C6EEK8
YJBI_ECOLI	C6EDY2
STFE_ECOLI	C6EIR1
MOLR_ECOLI	C6EAJ6
YEHQ_ECOLI	C6EAJ0
YBBD_ECOLI	C6EKW4
YEJO_ECOLI	C6EA08
EAEH_ECOLI	C6ELT1
YBFG_ECOLI	C6EJP4
OGRK_ECOLI	C6EIQ9
ARSR_ECOLI	C6EEI3
YHIS_ECOLI	C6EEI0
YHJQ_ECOLI	C6EEE9
AG43_ECOLI	C6EDI7
YTFA_ECOLI	C6ECD9
YJHD_ECOLI	C6EC76
YBEM_ECOLI	C6EK67
YHAM_ECOLI	C6EHB4
AGAA_ECOLI	C6EH90
YFAH_ECOLI	C6E9W3
FRLC_ECOLI	C6EFK4
YHDW_ECOLI	C6EGJ1
YRHA_ECOLI	C6EFD1
YQGD_ECOLI	C6EIH0
YGGP_ECOLI	C6EIH8
YFJV_ECOLI	C6EEI2
YEEW_ECOLI	C6EDB6
YQFE_ECOLI	C6EIJ4
PTXB_ECOLI	C6ED86
YKFJ_ECOLI	C6EA52
YAGP_ECOLI	C6EA41
YBCC_ECOLI	C6EJH7
EFEU_ECOLI	C6EHJ0
FLGD_ECOLI	C6EHD8
YMFK_ECOLI	C6EJG9
YNEL_ECOLI	C6EEL2
YNEF_ECOLI	C6EDW7
REQ2_ECOLI	C6EJG3
YDFX_ECOLI	C6EDS6
YOEA_ECOLI	C6EB78
YGAY_ECOLI	C6EJU5
YZGL_ECOLI	C6EFE7
LOMR_ECOLI	C6EJ11
YAIT_ECOLI	C6ELL4
YDFJ_ECOLI	C6EDU3
YAGI_ECOLI	C6EF65
YCJV_ECOLI	C6EFR4
YKGA_ECOLI	C6ELT0
FLXA_ECOLI	C6EL71
YLBG_ECOLI	C6EKW3
TFAD_ECOLI	C6EJF3
YAHH_ECOLI	C6ELQ8
YMJC_ECOLI	C6EFQ5
YNFO_ECOLI	C6EKD3
YGEQ_ECOLI	C6EIP4
YGFQ_ECOLI	C6EIM4
YGHE_ECOLI	C6EIE1
YGHO_ECOLI	C6EIC9
YGCU_ECOLI	C6EJA0
FHIA_ECOLI	C6EA58
MBHA_ECOLI	C6EA57
YLCH_ECOLI	C6EKE6
YLCG_ECOLI	C6EKE1
Y4286_ECOLI	C6EC70
YGHX_ECOLI	C6EHZ2
YUAQ_ECOLI	C6EDC0
YUBM_ECOLI	C6EJX0
FIME_ECOLI	C6EBS0
INSG_ECOLI	C6EC80
INTB_ECOLI	C6EC81
YKGN_ECOLI	C6EDB9
YDFD_ECOLI	C6EDS0
DICB_ECOLI	C6EDS1
REM_ECOLI	C6EDT0
PINR_ECOLI	C6EDU1
RHSA_ECOLI	C6EE82
YHHI_ECOLI	C6EEK0
YDCC_ECOLI	C6EEQ4
RHSB_ECOLI	C6EF92
PINQ_ECOLI	C6EFL7
YNAK_ECOLI	C6EFM1
TRKG_ECOLI	C6EFM2
YDAG_ECOLI	C6EFM8
YDAF_ECOLI	C6EFM9
SIEB_ECOLI	C6EFN0
KIL_ECOLI	C6EFN1
YDAE_ECOLI	C6EFN2
RACC_ECOLI	C6EFN3
RECT_ECOLI	C6EFN4
YDAC_ECOLI	C6EFN5
INTR_ECOLI	C6EFN7
TFAE_ECOLI	C6EIR2
YBFD_ECOLI	C6EJN2
NOHA_ECOLI	C6EKD2
YBCO_ECOLI	C6EKE3
NINE_ECOLI	C6EKE4
YBCN_ECOLI	C6EKE5
YBCM_ECOLI	C6EKE7
