Total Length (aa)	
133	RBFA_ECOLI
187	YDAL_ECOLI
187	YDAL_ECOLI
187	YDAL_ECOLI
298	XERC_ECOLI
466	DCEA_ECOLI
466	DCEA_ECOLI
466	DCEA_ECOLI
466	DCEA_ECOLI
466	DCEA_ECOLI
466	DCEA_ECOLI
350	ALF1_ECOLI
350	ALF1_ECOLI
350	ALF1_ECOLI
350	ALF1_ECOLI
350	ALF1_ECOLI
248	YJHP_ECOLI
248	YJHP_ECOLI
248	YJHP_ECOLI
376	WECB_ECOLI
376	WECB_ECOLI
376	WECB_ECOLI
125	APAG_ECOLI
125	APAG_ECOLI
221	YECA_ECOLI
298	MURQ_ECOLI
298	MURQ_ECOLI
298	MURQ_ECOLI
298	MURQ_ECOLI
298	MURQ_ECOLI
442	SSNA_ECOLI
442	SSNA_ECOLI
442	SSNA_ECOLI
119	YNEG_ECOLI
119	YNEG_ECOLI
91	INSA4_ECOLI
184	YFCE_ECOLI
184	YFCE_ECOLI
19	IBSE_ECOLI
191	GMHB_ECOLI
384	RLMN_ECOLI
59	YNEL_ECOLI
118	YFFB_ECOLI
283	RFAZ_ECOLI
283	RFAZ_ECOLI
283	RFAZ_ECOLI
283	RFAZ_ECOLI
283	RFAZ_ECOLI
246	YEBC_ECOLI
246	YEBC_ECOLI
246	YEBC_ECOLI
572	SYP_ECOLI
572	SYP_ECOLI
572	SYP_ECOLI
572	SYP_ECOLI
744	RELA_ECOLI
744	RELA_ECOLI
744	RELA_ECOLI
474	ABDH_ECOLI
474	ABDH_ECOLI
474	ABDH_ECOLI
310	MMUM_ECOLI
310	MMUM_ECOLI
310	MMUM_ECOLI
310	MMUM_ECOLI
206	YCIO_ECOLI
206	YCIO_ECOLI
529	T1MK_ECOLI
529	T1MK_ECOLI
283	ISPE_ECOLI
283	ISPE_ECOLI
283	ISPE_ECOLI
283	ISPE_ECOLI
213	YFFL_ECOLI
382	RUTA_ECOLI
382	RUTA_ECOLI
382	RUTA_ECOLI
382	RUTA_ECOLI
382	RUTA_ECOLI
400	ACKA_ECOLI
400	ACKA_ECOLI
400	ACKA_ECOLI
75	YEJL_ECOLI
337	GCP_ECOLI
337	GCP_ECOLI
337	GCP_ECOLI
337	GCP_ECOLI
337	GCP_ECOLI
146	YIAC_ECOLI
146	YIAC_ECOLI
345	PUR5_ECOLI
345	PUR5_ECOLI
345	PUR5_ECOLI
345	PUR5_ECOLI
70	YBCJ_ECOLI
268	TRPA_ECOLI
268	TRPA_ECOLI
554	SYQ_ECOLI
554	SYQ_ECOLI
117	YGBA_ECOLI
277	MHPR_ECOLI
277	MHPR_ECOLI
277	MHPR_ECOLI
277	MHPR_ECOLI
231	YHHW_ECOLI
231	YHHW_ECOLI
459	MCRB_ECOLI
459	MCRB_ECOLI
459	MCRB_ECOLI
461	SYC_ECOLI
156	HYCI_ECOLI
156	HYCI_ECOLI
350	AROG_ECOLI
350	AROG_ECOLI
350	AROG_ECOLI
160	YGCK_ECOLI
160	YGCK_ECOLI
160	ALLA_ECOLI
313	RSMH_ECOLI
313	RSMH_ECOLI
312	TDCA_ECOLI
312	TDCA_ECOLI
312	TDCA_ECOLI
312	TDCA_ECOLI
274	RHAD_ECOLI
274	RHAD_ECOLI
274	RHAD_ECOLI
274	RHAD_ECOLI
274	RHAD_ECOLI
274	RHAD_ECOLI
219	YJFK_ECOLI
219	YJFK_ECOLI
219	YJFK_ECOLI
51	YDAF_ECOLI
1180	EX5B_ECOLI
1180	EX5B_ECOLI
1180	EX5B_ECOLI
1180	EX5B_ECOLI
95	FIXX_ECOLI
79	PINH_ECOLI
152	YAII_ECOLI
483	UXAB_ECOLI
483	UXAB_ECOLI
140	YAEJ_ECOLI
255	TPIS_ECOLI
255	TPIS_ECOLI
255	TPIS_ECOLI
255	TPIS_ECOLI
301	INSD2_ECOLI
301	INSD2_ECOLI
162	YHHY_ECOLI
175	GADE_ECOLI
175	GADE_ECOLI
137	YBDB_ECOLI
137	YBDB_ECOLI
428	THRC_ECOLI
428	THRC_ECOLI
428	THRC_ECOLI
428	THRC_ECOLI
428	THRC_ECOLI
301	YJHH_ECOLI
301	YJHH_ECOLI
301	YJHH_ECOLI
301	YJHH_ECOLI
108	GLPE_ECOLI
108	GLPE_ECOLI
262	YBEM_ECOLI
262	YBEM_ECOLI
262	YBEM_ECOLI
262	YBEM_ECOLI
253	YEGK_ECOLI
253	YEGK_ECOLI
253	YEGK_ECOLI
253	YEGK_ECOLI
253	YEGK_ECOLI
530	LSRK_ECOLI
530	LSRK_ECOLI
530	LSRK_ECOLI
530	LSRK_ECOLI
530	LSRK_ECOLI
530	LSRK_ECOLI
530	LSRK_ECOLI
124	RS12_ECOLI
103	YQFB_ECOLI
684	HELD_ECOLI
684	HELD_ECOLI
274	DAPF_ECOLI
274	DAPF_ECOLI
274	DAPF_ECOLI
274	DAPF_ECOLI
387	YHFX_ECOLI
387	YHFX_ECOLI
387	YHFX_ECOLI
218	UVRY_ECOLI
218	UVRY_ECOLI
341	PURR_ECOLI
341	PURR_ECOLI
341	PURR_ECOLI
341	PURR_ECOLI
268	SGCQ_ECOLI
268	SGCQ_ECOLI
268	SGCQ_ECOLI
268	SGCQ_ECOLI
75	YKGL_ECOLI
357	YFJN_ECOLI
357	YFJN_ECOLI
357	YFJN_ECOLI
357	YFJN_ECOLI
357	YFJN_ECOLI
742	YJDA_ECOLI
742	YJDA_ECOLI
742	YJDA_ECOLI
742	YJDA_ECOLI
742	YJDA_ECOLI
475	CYSN_ECOLI
475	CYSN_ECOLI
475	CYSN_ECOLI
475	CYSN_ECOLI
256	YAFV_ECOLI
256	YAFV_ECOLI
256	YAFV_ECOLI
382	MTLD_ECOLI
382	MTLD_ECOLI
382	MTLD_ECOLI
433	YGIF_ECOLI
433	YGIF_ECOLI
433	YGIF_ECOLI
236	ISPD_ECOLI
236	ISPD_ECOLI
112	CUTA_ECOLI
112	CUTA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
477	GLGA_ECOLI
140	YDAT_ECOLI
140	YDAT_ECOLI
470	BGLB_ECOLI
470	BGLB_ECOLI
470	BGLB_ECOLI
470	BGLB_ECOLI
181	NOHB_ECOLI
181	NOHB_ECOLI
121	INSC5_ECOLI
121	INSC5_ECOLI
655	YJHG_ECOLI
655	YJHG_ECOLI
655	YJHG_ECOLI
655	YJHG_ECOLI
655	YJHG_ECOLI
655	YJHG_ECOLI
655	YJHG_ECOLI
188	YECD_ECOLI
188	YECD_ECOLI
113	YKFI_ECOLI
113	YKFI_ECOLI
183	APT_ECOLI
183	APT_ECOLI
183	APT_ECOLI
254	PDHR_ECOLI
254	PDHR_ECOLI
278	DMA_ECOLI
278	DMA_ECOLI
278	DMA_ECOLI
220	SGBH_ECOLI
220	SGBH_ECOLI
220	SGBH_ECOLI
220	SGBH_ECOLI
199	TORD_ECOLI
199	TORD_ECOLI
199	TORD_ECOLI
199	TORD_ECOLI
474	OTSA_ECOLI
474	OTSA_ECOLI
474	OTSA_ECOLI
474	OTSA_ECOLI
392	YHHZ_ECOLI
392	YHHZ_ECOLI
392	YHHZ_ECOLI
392	YHHZ_ECOLI
392	YHHZ_ECOLI
392	YHHZ_ECOLI
46	YJJY_ECOLI
196	CAIE_ECOLI
196	CAIE_ECOLI
196	CAIE_ECOLI
267	SUHB_ECOLI
267	SUHB_ECOLI
267	SUHB_ECOLI
62	YDIH_ECOLI
233	FRE_ECOLI
233	FRE_ECOLI
233	FRE_ECOLI
312	YTFI_ECOLI
312	YTFI_ECOLI
312	YTFI_ECOLI
330	RPOS_ECOLI
330	RPOS_ECOLI
113	YTFP_ECOLI
113	YTFP_ECOLI
518	GSH1_ECOLI
518	GSH1_ECOLI
518	GSH1_ECOLI
518	GSH1_ECOLI
518	GSH1_ECOLI
342	MALI_ECOLI
342	MALI_ECOLI
342	MALI_ECOLI
342	MALI_ECOLI
342	MALI_ECOLI
81	YAHM_ECOLI
81	YAHM_ECOLI
128	NIFU_ECOLI
173	YEDN_ECOLI
309	K6PF2_ECOLI
309	K6PF2_ECOLI
309	K6PF2_ECOLI
309	K6PF2_ECOLI
309	K6PF2_ECOLI
313	RIHB_ECOLI
313	RIHB_ECOLI
313	RIHB_ECOLI
313	RIHB_ECOLI
313	RIHB_ECOLI
44	LPPY_ECOLI
317	YBEF_ECOLI
317	YBEF_ECOLI
317	YBEF_ECOLI
317	YBEF_ECOLI
297	NADC_ECOLI
297	NADC_ECOLI
639	DHAR_ECOLI
639	DHAR_ECOLI
639	DHAR_ECOLI
639	DHAR_ECOLI
639	DHAR_ECOLI
639	DHAR_ECOLI
639	DHAR_ECOLI
639	DHAR_ECOLI
157	SMG_ECOLI
289	YJEJ_ECOLI
289	YJEJ_ECOLI
111	YJGW_ECOLI
111	YJGW_ECOLI
299	PFLE_ECOLI
299	PFLE_ECOLI
299	PFLE_ECOLI
655	YAGF_ECOLI
655	YAGF_ECOLI
655	YAGF_ECOLI
655	YAGF_ECOLI
655	YAGF_ECOLI
1227	METH_ECOLI
1227	METH_ECOLI
1227	METH_ECOLI
1227	METH_ECOLI
1227	METH_ECOLI
110	YGJH_ECOLI
110	YGJH_ECOLI
96	YDIZ_ECOLI
134	YCGX_ECOLI
134	YCGX_ECOLI
73	KIL_ECOLI
203	RUVA_ECOLI
203	RUVA_ECOLI
411	ASLB_ECOLI
411	ASLB_ECOLI
411	ASLB_ECOLI
244	CYSH_ECOLI
244	CYSH_ECOLI
888	YGCB_ECOLI
888	YGCB_ECOLI
888	YGCB_ECOLI
888	YGCB_ECOLI
888	YGCB_ECOLI
888	YGCB_ECOLI
888	YGCB_ECOLI
888	YGCB_ECOLI
181	HYFH_ECOLI
181	HYFH_ECOLI
185	YMFL_ECOLI
185	YMFL_ECOLI
155	RNH_ECOLI
155	RNH_ECOLI
159	HPPK_ECOLI
159	HPPK_ECOLI
248	WCAE_ECOLI
248	WCAE_ECOLI
248	WCAE_ECOLI
248	WCAE_ECOLI
248	WCAE_ECOLI
231	ALSE_ECOLI
231	ALSE_ECOLI
231	ALSE_ECOLI
59	YOAH_ECOLI
299	CYNR_ECOLI
299	CYNR_ECOLI
299	CYNR_ECOLI
182	YFCM_ECOLI
182	YFCM_ECOLI
166	YCIF_ECOLI
196	WBBJ_ECOLI
196	WBBJ_ECOLI
196	WBBJ_ECOLI
305	NAC_ECOLI
305	NAC_ECOLI
305	NAC_ECOLI
305	NAC_ECOLI
383	FUCO_ECOLI
383	FUCO_ECOLI
383	FUCO_ECOLI
383	FUCO_ECOLI
383	FUCO_ECOLI
383	FUCO_ECOLI
301	INSD6_ECOLI
301	INSD6_ECOLI
262	YGID_ECOLI
262	YGID_ECOLI
262	YGID_ECOLI
262	YGID_ECOLI
122	YBDF_ECOLI
122	YBDF_ECOLI
107	YBJQ_ECOLI
107	YBJQ_ECOLI
118	RL20_ECOLI
118	RL20_ECOLI
118	RL20_ECOLI
356	FRVX_ECOLI
356	FRVX_ECOLI
356	FRVX_ECOLI
356	FRVX_ECOLI
318	YFJH_ECOLI
318	YFJH_ECOLI
318	YFJH_ECOLI
460	RADA_ECOLI
460	RADA_ECOLI
460	RADA_ECOLI
460	RADA_ECOLI
187	IDNK_ECOLI
386	METB_ECOLI
386	METB_ECOLI
386	METB_ECOLI
386	METB_ECOLI
386	METB_ECOLI
386	METB_ECOLI
116	FLHD_ECOLI
116	FLHD_ECOLI
155	YBEY_ECOLI
384	YAGA_ECOLI
384	YAGA_ECOLI
183	CITX_ECOLI
183	CITX_ECOLI
64	LAR_ECOLI
374	FES_ECOLI
374	FES_ECOLI
266	OTSB_ECOLI
266	OTSB_ECOLI
500	ARAA_ECOLI
500	ARAA_ECOLI
500	ARAA_ECOLI
500	ARAA_ECOLI
578	ACEK_ECOLI
578	ACEK_ECOLI
578	ACEK_ECOLI
578	ACEK_ECOLI
578	ACEK_ECOLI
85	PTHP_ECOLI
66	YPJJ_ECOLI
478	ASPA_ECOLI
478	ASPA_ECOLI
478	ASPA_ECOLI
478	ASPA_ECOLI
240	MNGR_ECOLI
260	YHIS_ECOLI
260	YHIS_ECOLI
495	AMY2_ECOLI
495	AMY2_ECOLI
318	YQHC_ECOLI
318	YQHC_ECOLI
318	YQHC_ECOLI
318	YQHC_ECOLI
318	YQHC_ECOLI
318	YQHC_ECOLI
114	TFAS_ECOLI
114	TFAS_ECOLI
114	TFAS_ECOLI
184	KPTA_ECOLI
890	IF2_ECOLI
890	IF2_ECOLI
159	ISPF_ECOLI
159	ISPF_ECOLI
159	ISPF_ECOLI
159	ISPF_ECOLI
310	HLDD_ECOLI
310	HLDD_ECOLI
239	YKGA_ECOLI
239	YKGA_ECOLI
239	YKGA_ECOLI
314	MHPB_ECOLI
314	MHPB_ECOLI
314	MHPB_ECOLI
314	MHPB_ECOLI
394	UXUA_ECOLI
394	UXUA_ECOLI
394	UXUA_ECOLI
394	UXUA_ECOLI
121	QUED_ECOLI
815	PHSG_ECOLI
815	PHSG_ECOLI
815	PHSG_ECOLI
130	YFED_ECOLI
378	PHNM_ECOLI
196	YJAG_ECOLI
196	YJAG_ECOLI
404	YIDR_ECOLI
1264	MOLR_ECOLI
1264	MOLR_ECOLI
1264	MOLR_ECOLI
1264	MOLR_ECOLI
1264	MOLR_ECOLI
160	SSRP_ECOLI
160	SSRP_ECOLI
266	RUTD_ECOLI
266	RUTD_ECOLI
266	RUTD_ECOLI
266	RUTD_ECOLI
266	RUTD_ECOLI
251	BIOC_ECOLI
251	BIOC_ECOLI
251	BIOC_ECOLI
95	YGHW_ECOLI
95	YGHW_ECOLI
95	YGHW_ECOLI
348	PYRC_ECOLI
348	PYRC_ECOLI
348	PYRC_ECOLI
348	PYRC_ECOLI
303	NAGK_ECOLI
303	NAGK_ECOLI
303	NAGK_ECOLI
303	NAGK_ECOLI
303	NAGK_ECOLI
303	NAGK_ECOLI
642	SYT_ECOLI
216	RCSB_ECOLI
216	RCSB_ECOLI
216	RCSB_ECOLI
188	YQAB_ECOLI
188	YQAB_ECOLI
130	RS9_ECOLI
130	RS9_ECOLI
457	ARLY_ECOLI
457	ARLY_ECOLI
457	ARLY_ECOLI
457	ARLY_ECOLI
300	YADD_ECOLI
300	YADD_ECOLI
300	YADD_ECOLI
154	YHAV_ECOLI
516	YJJI_ECOLI
516	YJJI_ECOLI
516	YJJI_ECOLI
324	HEM2_ECOLI
324	HEM2_ECOLI
324	HEM2_ECOLI
324	HEM2_ECOLI
324	HEM2_ECOLI
100	REND_ECOLI
195	HYAD_ECOLI
195	HYAD_ECOLI
195	HYAD_ECOLI
228	RNPH_ECOLI
228	RNPH_ECOLI
228	RNPH_ECOLI
228	RNPH_ECOLI
301	YHFZ_ECOLI
301	YHFZ_ECOLI
301	YHFZ_ECOLI
301	YHFZ_ECOLI
382	DGOD_ECOLI
382	DGOD_ECOLI
382	DGOD_ECOLI
245	YCDX_ECOLI
245	YCDX_ECOLI
245	YCDX_ECOLI
408	RTCB_ECOLI
408	RTCB_ECOLI
408	RTCB_ECOLI
408	RTCB_ECOLI
105	HSPQ_ECOLI
215	YFCG_ECOLI
215	YFCG_ECOLI
215	YFCG_ECOLI
346	YDGJ_ECOLI
346	YDGJ_ECOLI
346	YDGJ_ECOLI
346	YDGJ_ECOLI
196	RUTE_ECOLI
196	RUTE_ECOLI
196	RUTE_ECOLI
196	RUTE_ECOLI
180	YCBW_ECOLI
180	YCBW_ECOLI
180	YCBW_ECOLI
180	YCBW_ECOLI
129	TDCF_ECOLI
129	TDCF_ECOLI
256	BIOH_ECOLI
256	BIOH_ECOLI
256	BIOH_ECOLI
256	BIOH_ECOLI
256	BIOH_ECOLI
256	BIOH_ECOLI
166	RECX_ECOLI
346	GALS_ECOLI
346	GALS_ECOLI
346	GALS_ECOLI
346	GALS_ECOLI
346	GALS_ECOLI
205	DGOA_ECOLI
205	DGOA_ECOLI
205	DGOA_ECOLI
280	APAH_ECOLI
280	APAH_ECOLI
153	NUDJ_ECOLI
338	INSH9_ECOLI
338	INSH9_ECOLI
338	INSH9_ECOLI
338	INSH9_ECOLI
338	INSH9_ECOLI
243	FUCR_ECOLI
243	FUCR_ECOLI
243	FUCR_ECOLI
420	DCDA_ECOLI
196	UHPA_ECOLI
196	UHPA_ECOLI
196	UHPA_ECOLI
362	YEHL_ECOLI
362	YEHL_ECOLI
362	YEHL_ECOLI
362	YEHL_ECOLI
248	ENTA_ECOLI
248	ENTA_ECOLI
248	ENTA_ECOLI
248	ENTA_ECOLI
248	ENTA_ECOLI
321	YEAX_ECOLI
321	YEAX_ECOLI
375	TGT_ECOLI
375	TGT_ECOLI
375	TGT_ECOLI
190	RIMN_ECOLI
190	RIMN_ECOLI
376	RFFA_ECOLI
376	RFFA_ECOLI
376	RFFA_ECOLI
376	RFFA_ECOLI
376	RFFA_ECOLI
376	RFFA_ECOLI
400	CINAL_ECOLI
400	CINAL_ECOLI
400	CINAL_ECOLI
400	CINAL_ECOLI
400	CINAL_ECOLI
536	YAGH_ECOLI
536	YAGH_ECOLI
536	YAGH_ECOLI
478	MANC_ECOLI
478	MANC_ECOLI
478	MANC_ECOLI
478	MANC_ECOLI
261	YGCW_ECOLI
261	YGCW_ECOLI
261	YGCW_ECOLI
261	YGCW_ECOLI
253	UDP_ECOLI
253	UDP_ECOLI
253	UDP_ECOLI
517	CAIC_ECOLI
517	CAIC_ECOLI
517	CAIC_ECOLI
517	CAIC_ECOLI
517	CAIC_ECOLI
517	CAIC_ECOLI
286	SGBU_ECOLI
286	SGBU_ECOLI
286	SGBU_ECOLI
188	YIEF_ECOLI
188	YIEF_ECOLI
609	GLMS_ECOLI
609	GLMS_ECOLI
609	GLMS_ECOLI
609	GLMS_ECOLI
254	IDNO_ECOLI
254	IDNO_ECOLI
254	IDNO_ECOLI
263	MAZG_ECOLI
1426	RHSD_ECOLI
1426	RHSD_ECOLI
1426	RHSD_ECOLI
1426	RHSD_ECOLI
149	FKBX_ECOLI
137	YMFS_ECOLI
187	AHPC_ECOLI
403	YCGF_ECOLI
403	YCGF_ECOLI
403	YCGF_ECOLI
403	YCGF_ECOLI
169	SULA_ECOLI
169	SULA_ECOLI
169	SULA_ECOLI
132	YGEO_ECOLI
132	YGEO_ECOLI
132	YGEO_ECOLI
357	YJJU_ECOLI
357	YJJU_ECOLI
357	YJJU_ECOLI
370	INSL2_ECOLI
370	INSL2_ECOLI
370	INSL2_ECOLI
370	INSL2_ECOLI
760	PFLB_ECOLI
760	PFLB_ECOLI
760	PFLB_ECOLI
760	PFLB_ECOLI
760	PFLB_ECOLI
760	PFLB_ECOLI
760	PFLB_ECOLI
123	YFJO_ECOLI
123	YFJO_ECOLI
440	XYLA_ECOLI
440	XYLA_ECOLI
440	XYLA_ECOLI
440	XYLA_ECOLI
732	PRIA_ECOLI
732	PRIA_ECOLI
732	PRIA_ECOLI
732	PRIA_ECOLI
348	AROH_ECOLI
348	AROH_ECOLI
348	AROH_ECOLI
471	DNAB_ECOLI
134	INSN1_ECOLI
134	INSN1_ECOLI
350	YEEL_ECOLI
350	YEEL_ECOLI
350	YEEL_ECOLI
350	YEEL_ECOLI
364	DDLA_ECOLI
364	DDLA_ECOLI
364	DDLA_ECOLI
364	DDLA_ECOLI
130	RS8_ECOLI
130	RS8_ECOLI
226	DPIA_ECOLI
226	DPIA_ECOLI
577	SYR_ECOLI
577	SYR_ECOLI
453	HCAE_ECOLI
453	HCAE_ECOLI
263	NANR_ECOLI
220	CAN_ECOLI
220	CAN_ECOLI
220	CAN_ECOLI
186	NUDE_ECOLI
32	LPID_ECOLI
349	YDFU_ECOLI
117	YCHN_ECOLI
117	YCHN_ECOLI
127	BSSR_ECOLI
1397	RHSC_ECOLI
1397	RHSC_ECOLI
393	YQEF_ECOLI
393	YQEF_ECOLI
393	YQEF_ECOLI
393	YQEF_ECOLI
393	YQEF_ECOLI
393	YQEF_ECOLI
408	PEPT_ECOLI
408	PEPT_ECOLI
408	PEPT_ECOLI
378	YGGW_ECOLI
378	YGGW_ECOLI
373	HYPD_ECOLI
373	HYPD_ECOLI
373	HYPD_ECOLI
373	HYPD_ECOLI
373	HYPD_ECOLI
341	NAGZ_ECOLI
341	NAGZ_ECOLI
257	NUDC_ECOLI
257	NUDC_ECOLI
237	YDIV_ECOLI
237	YDIV_ECOLI
237	YDIV_ECOLI
123	YLBG_ECOLI
123	YLBG_ECOLI
99	YIIS_ECOLI
372	YJHC_ECOLI
372	YJHC_ECOLI
372	YJHC_ECOLI
372	YJHC_ECOLI
372	YJHC_ECOLI
321	GLK_ECOLI
321	GLK_ECOLI
321	GLK_ECOLI
321	GLK_ECOLI
321	GLK_ECOLI
321	GLK_ECOLI
321	GLK_ECOLI
196	RIBA_ECOLI
196	RIBA_ECOLI
179	RS7_ECOLI
179	RS7_ECOLI
93	YKIA_ECOLI
417	AVTA_ECOLI
417	AVTA_ECOLI
417	AVTA_ECOLI
457	MPL_ECOLI
457	MPL_ECOLI
457	MPL_ECOLI
457	MPL_ECOLI
457	MPL_ECOLI
457	MPL_ECOLI
224	YMFK_ECOLI
224	YMFK_ECOLI
316	USPE_ECOLI
316	USPE_ECOLI
316	USPE_ECOLI
316	USPE_ECOLI
252	YAGI_ECOLI
86	IRAP_ECOLI
396	HMP_ECOLI
396	HMP_ECOLI
396	HMP_ECOLI
396	HMP_ECOLI
396	HMP_ECOLI
277	YDIA_ECOLI
277	YDIA_ECOLI
277	YDIA_ECOLI
277	YDIA_ECOLI
158	YBHB_ECOLI
158	YBHB_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
413	FABF_ECOLI
177	YMDB_ECOLI
177	YMDB_ECOLI
177	YMDB_ECOLI
288	INSF2_ECOLI
288	INSF2_ECOLI
239	OMPR_ECOLI
239	OMPR_ECOLI
667	TKT2_ECOLI
667	TKT2_ECOLI
667	TKT2_ECOLI
667	TKT2_ECOLI
667	TKT2_ECOLI
667	TKT2_ECOLI
667	TKT2_ECOLI
667	TKT2_ECOLI
200	YEBB_ECOLI
200	YEBB_ECOLI
200	YEBB_ECOLI
147	WZB_ECOLI
150	NUDB_ECOLI
150	NUDB_ECOLI
338	INH10_ECOLI
338	INH10_ECOLI
338	INH10_ECOLI
338	INH10_ECOLI
338	INH10_ECOLI
69	YDHZ_ECOLI
474	ASCB_ECOLI
474	ASCB_ECOLI
474	ASCB_ECOLI
457	DBPA_ECOLI
457	DBPA_ECOLI
457	DBPA_ECOLI
457	DBPA_ECOLI
457	DBPA_ECOLI
245	PYRF_ECOLI
245	PYRF_ECOLI
245	PYRF_ECOLI
245	PYRF_ECOLI
297	YDDE_ECOLI
297	YDDE_ECOLI
297	YDDE_ECOLI
297	YDDE_ECOLI
356	DHAK_ECOLI
356	DHAK_ECOLI
356	DHAK_ECOLI
356	DHAK_ECOLI
752	XDHA_ECOLI
752	XDHA_ECOLI
752	XDHA_ECOLI
752	XDHA_ECOLI
752	XDHA_ECOLI
752	XDHA_ECOLI
752	XDHA_ECOLI
752	XDHA_ECOLI
716	DING_ECOLI
716	DING_ECOLI
716	DING_ECOLI
716	DING_ECOLI
716	DING_ECOLI
407	DEOB_ECOLI
407	DEOB_ECOLI
274	YFDQ_ECOLI
274	YFDQ_ECOLI
54	YJIS_ECOLI
218	YOBB_ECOLI
218	YOBB_ECOLI
218	YOBB_ECOLI
321	GUTQ_ECOLI
321	GUTQ_ECOLI
321	GUTQ_ECOLI
321	GUTQ_ECOLI
321	GUTQ_ECOLI
321	GUTQ_ECOLI
366	TRMA_ECOLI
366	TRMA_ECOLI
366	TRMA_ECOLI
366	TRMA_ECOLI
73	YKFH_ECOLI
191	SSUE_ECOLI
191	SSUE_ECOLI
260	RHMR_ECOLI
260	RHMR_ECOLI
260	RHMR_ECOLI
296	YFCI_ECOLI
296	YFCI_ECOLI
296	YFCI_ECOLI
296	YFCI_ECOLI
174	YHBT_ECOLI
261	FRLD_ECOLI
261	FRLD_ECOLI
261	FRLD_ECOLI
261	FRLD_ECOLI
323	CYSK_ECOLI
323	CYSK_ECOLI
323	CYSK_ECOLI
323	CYSK_ECOLI
162	WCAB_ECOLI
162	WCAB_ECOLI
162	WCAB_ECOLI
162	WCAB_ECOLI
427	CISY_ECOLI
427	CISY_ECOLI
427	CISY_ECOLI
427	CISY_ECOLI
427	CISY_ECOLI
332	DLGD_ECOLI
332	DLGD_ECOLI
332	DLGD_ECOLI
278	BGLG_ECOLI
278	BGLG_ECOLI
453	ALLB_ECOLI
453	ALLB_ECOLI
429	BIOA_ECOLI
429	BIOA_ECOLI
429	BIOA_ECOLI
429	BIOA_ECOLI
429	BIOA_ECOLI
429	BIOA_ECOLI
429	BIOA_ECOLI
429	BIOA_ECOLI
127	RL17_ECOLI
430	SYS_ECOLI
430	SYS_ECOLI
278	KDUI_ECOLI
278	KDUI_ECOLI
278	KDUI_ECOLI
278	KDUI_ECOLI
278	KDUI_ECOLI
278	KDUI_ECOLI
252	GPH_ECOLI
252	GPH_ECOLI
252	GPH_ECOLI
252	GPH_ECOLI
252	GPH_ECOLI
293	MHPC_ECOLI
293	MHPC_ECOLI
293	MHPC_ECOLI
293	MHPC_ECOLI
356	AROF_ECOLI
356	AROF_ECOLI
356	AROF_ECOLI
1030	BGA2_ECOLI
1030	BGA2_ECOLI
1030	BGA2_ECOLI
1030	BGA2_ECOLI
1030	BGA2_ECOLI
1030	BGA2_ECOLI
183	MAA_ECOLI
183	MAA_ECOLI
298	XERD_ECOLI
298	XERD_ECOLI
298	XERD_ECOLI
216	INAA_ECOLI
273	RSMA_ECOLI
273	RSMA_ECOLI
273	RSMA_ECOLI
273	RSMA_ECOLI
350	RSGA_ECOLI
350	RSGA_ECOLI
411	MOEA_ECOLI
411	MOEA_ECOLI
411	MOEA_ECOLI
411	MOEA_ECOLI
367	GLDA_ECOLI
367	GLDA_ECOLI
367	GLDA_ECOLI
367	GLDA_ECOLI
367	GLDA_ECOLI
367	GLDA_ECOLI
381	SSUD_ECOLI
261	SMTA_ECOLI
261	SMTA_ECOLI
261	SMTA_ECOLI
285	HYAF_ECOLI
220	YGAE_ECOLI
220	YGAE_ECOLI
220	YGAE_ECOLI
306	DDLB_ECOLI
306	DDLB_ECOLI
306	DDLB_ECOLI
306	DDLB_ECOLI
141	ARSC_ECOLI
424	SYH_ECOLI
424	SYH_ECOLI
424	SYH_ECOLI
424	SYH_ECOLI
424	SYH_ECOLI
355	RMLB2_ECOLI
355	RMLB2_ECOLI
355	RMLB2_ECOLI
355	RMLB2_ECOLI
355	RMLB2_ECOLI
127	YHHK_ECOLI
127	YHHK_ECOLI
127	YHHK_ECOLI
191	YJDC_ECOLI
191	YJDC_ECOLI
359	COBT_ECOLI
359	COBT_ECOLI
359	COBT_ECOLI
359	COBT_ECOLI
359	COBT_ECOLI
209	RLME_ECOLI
209	RLME_ECOLI
209	RLME_ECOLI
379	YJES_ECOLI
301	INSD1_ECOLI
301	INSD1_ECOLI
280	CHBR_ECOLI
280	CHBR_ECOLI
280	CHBR_ECOLI
179	YAIL_ECOLI
64	YLCI_ECOLI
673	UVRB_ECOLI
673	UVRB_ECOLI
98	YJDK_ECOLI
419	MURA_ECOLI
419	MURA_ECOLI
419	MURA_ECOLI
419	MURA_ECOLI
419	MURA_ECOLI
419	MURA_ECOLI
143	SGCA_ECOLI
143	SGCA_ECOLI
143	SGCA_ECOLI
309	PAAA_ECOLI
309	PAAA_ECOLI
309	PAAA_ECOLI
288	YDIB_ECOLI
