AAEA_ECOLI	P46482	C6EGL9_ECOBD
ARGR_ECOLI	P0A6D0	C6EGZ4_ECOBD
ARIR_ECOLI	P75993	C6EGU8_ECOBD
ARLY_ECOLI	P11447	C6EE49_ECOBD
ARNA_ECOLI	P77398	C6E9U5_ECOBD
ARNB_ECOLI	P77690	C6E9U7_ECOBD
ARND_ECOLI	P76472	C6E9U4_ECOBD
AROA_ECOLI	P0A6D3	C6EI74_ECOBD
AROB_ECOLI	P07639	C6EFI7_ECOBD
AROD_ECOLI	P05194	C6ECR4_ECOBD
AROE_ECOLI	P15770	C6EGI5_ECOBD
AROF_ECOLI	P00888	C6EJZ1_ECOBD
AROG_ECOLI	P0AB91	C6EJJ0_ECOBD
AROH_ECOLI	P00887	C6ECQ2_ECOBD
AROK_ECOLI	P0A6D7	C6EFI6_ECOBD
AROL_ECOLI	P0A6E1	C6ELJ9_ECOBD
ARPA_ECOLI	P23325	Null
ARPB_ECOLI	P76205	Null
ARSC_ECOLI	P0AB96	C6EEI1_ECOBD
ARSR_ECOLI	P37309	C6EEI3_ECOBD
ASCB_ECOLI	P24240	C6EJR5_ECOBD
ASCG_ECOLI	P24242	C6EJR7_ECOBD
ASLB_ECOLI	P25550	C6EG15_ECOBD
ASNA_ECOLI	P00963	C6EG59_ECOBD
ASNB_ECOLI	P22106	C6EJR1_ECOBD
ASNC_ECOLI	P0ACI6	C6EG60_ECOBD
ASPA_ECOLI	P0AC38	C6ECY6_ECOBD
ASPG1_ECOLI	P0A962	C6ECJ0_ECOBD
ASSY_ECOLI	P0A6E4	C6EH54_ECOBD
ASTA_ECOLI	P0AE37	C6ECL1_ECOBD
ASTB_ECOLI	P76216	C6ECL3_ECOBD
ASTC_ECOLI	P77581	C6ECL0_ECOBD
ASTD_ECOLI	P76217	C6ECL2_ECOBD
ASTE_ECOLI	P76215	C6ECL4_ECOBD
ATDA_ECOLI	P0A951	C6EDR4_ECOBD
ATOA_ECOLI	P76459	C6E9X8_ECOBD
ATOB_ECOLI	P76461	C6E9X6_ECOBD
ATOC_ECOLI	Q06065	C6E9Y0_ECOBD
ATOD_ECOLI	P76458	C6E9X9_ECOBD
AVTA_ECOLI	P09053	C6EEA7_ECOBD
AZOR_ECOLI	P41407	C6EEV1_ECOBD
BAER_ECOLI	P69228	C6EAM6_ECOBD
BASR_ECOLI	P30843	C6ED11_ECOBD
BCCP_ECOLI	P0ABD8	C6EGK5_ECOBD
BCP_ECOLI	P0AE52	C6EKN1_ECOBD
BDM_ECOLI	P76127	C6EEN6_ECOBD
BETB_ECOLI	P17445	C6ELR9_ECOBD
BETI_ECOLI	P17446	C6ELR8_ECOBD
BFD_ECOLI	P0AE56	C6EGC9_ECOBD
BFR_ECOLI	P0ABD3	C6EGD0_ECOBD
BGA2_ECOLI	P06864	C6EHS0_ECOBD
BGAL_ECOLI	P00722	C6ELN6_ECOBD
BGLA_ECOLI	Q46829	C6EIK7_ECOBD
BGLB_ECOLI	P11988	C6EG82_ECOBD
BGLG_ECOLI	P11989	C6EG80_ECOBD
BGLJ_ECOLI	P39404	C6EBK4_ECOBD
BGLR_ECOLI	P05804	C6EDN0_ECOBD
BIOA_ECOLI	P12995	C6EJ08_ECOBD
BIOC_ECOLI	P12999	C6EJ05_ECOBD
BIOD_ECOLI	P13000	C6EJ04_ECOBD
BIOF_ECOLI	P12998	C6EJ06_ECOBD
BIOH_ECOLI	P13001	C6EFG2_ECOBD
BISC_ECOLI	P20099	C6EED0_ECOBD
BOLA_ECOLI	P0ABE2	C6EL31_ECOBD
BSSR_ECOLI	P0AAY1	C6EIU7_ECOBD
BSSS_ECOLI	P0AB33	C6EHF3_ECOBD
BTUE_ECOLI	P06610	C6ECP7_ECOBD
BTUR_ECOLI	P0A9H5	C6EFW7_ECOBD
CAAL_ECOLI	P77213	C6EKC0_ECOBD
CAIA_ECOLI	P60584	C6EB14_ECOBD
CAIB_ECOLI	P31572	Null
CAIC_ECOLI	P31552	C6EB15_ECOBD
CAID_ECOLI	P31551	C6EB16_ECOBD
CAIE_ECOLI	P39206	C6EB17_ECOBD
CAIF_ECOLI	P0AE58	C6EB18_ECOBD
CAN_ECOLI	P61517	C6EAT1_ECOBD
CAPP_ECOLI	P00864	C6EE53_ECOBD
CARA_ECOLI	P0A6F1	C6EB20_ECOBD
CARB_ECOLI	P00968	C6EB19_ECOBD
CATE_ECOLI	P21179	C6ECM6_ECOBD
CBL_ECOLI	Q47083	C6EB84_ECOBD
CBPA_ECOLI	P36659	C6EHK7_ECOBD
CBPM_ECOLI	P63264	C6EHK8_ECOBD
CBRA_ECOLI	P31456	C6ED80_ECOBD
CBRC_ECOLI	P31469	C6EG86_ECOBD
CCA_ECOLI	P06961	C6EHT9_ECOBD
CCDA_ECOLI	P62552	Null
CCDB_ECOLI	P62554	Null
CDAR_ECOLI	P37047	C6EAC2_ECOBD
CEDA_ECOLI	P0AE60	C6ECM7_ECOBD
CFA_ECOLI	P0A9H7	C6ECU2_ECOBD
CH10_ECOLI	P0A6F9	C6ECY3_ECOBD
CH60_ECOLI	P0A6F5	C6ECY2_ECOBD
CHAB_ECOLI	P0AE63	C6EGP7_ECOBD
CHAC_ECOLI	P39163	C6EGP6_ECOBD
CHBF_ECOLI	P17411	C6ECM4_ECOBD
CHBG_ECOLI	P37794	C6ECM5_ECOBD
CHBR_ECOLI	P17410	C6ECM3_ECOBD
CHEA_ECOLI	P07363	C6EBT9_ECOBD
CHEB_ECOLI	P07330	C6EBU4_ECOBD
CHER_ECOLI	P07364	C6EBU3_ECOBD
CHEW_ECOLI	P0A964	C6EBU0_ECOBD
CHEY_ECOLI	P0AE67	C6EBU5_ECOBD
CHEZ_ECOLI	P0A9H9	C6EBU6_ECOBD
CHO_ECOLI	P76213	C6ECL7_ECOBD
CHPA_ECOLI	P0AE70	C6EJ90_ECOBD
CHPB_ECOLI	P33647	Null
CHPR_ECOLI	P0AE72	C6EJ89_ECOBD
CHPS_ECOLI	P08365	Null
CILA_ECOLI	P75726	C6EK79_ECOBD
CINAL_ECOLI	P77808	C6E9V1_ECOBD
CISY_ECOLI	P0ABH7	C6EJL8_ECOBD
CITC_ECOLI	P77390	C6EK76_ECOBD
CITD_ECOLI	P69330	C6EK77_ECOBD
CITE_ECOLI	P0A9I1	C6EK78_ECOBD
CITX_ECOLI	P0A6G5	C6EK80_ECOBD
CLPA_ECOLI	P0ABH9	C6EI99_ECOBD
CLPB_ECOLI	P63284	C6EJZ8_ECOBD
CLPP_ECOLI	P0A6G7	C6EL28_ECOBD
CLPS_ECOLI	P0A8Q6	C6EIA0_ECOBD
CLPX_ECOLI	P0A6H1	C6EL27_ECOBD
CMOA_ECOLI	P76290	C6EBV7_ECOBD
CMOB_ECOLI	P76291	C6EBV6_ECOBD
CNU_ECOLI	P64467	C6EDM1_ECOBD
COAA_ECOLI	P0A6I3	C6EE40_ECOBD
COABC_ECOLI	P0ABQ0	C6EDF2_ECOBD
COAD_ECOLI	P0A6I6	C6EDF7_ECOBD
COAE_ECOLI	P0A6I9	C6EAV3_ECOBD
COBC_ECOLI	P52086	C6EK55_ECOBD
COBT_ECOLI	P36562	C6EB81_ECOBD
COBU_ECOLI	P0AE76	C6EB79_ECOBD
CODA_ECOLI	P25524	C6ELP3_ECOBD
COF_ECOLI	P46891	C6EL17_ECOBD
COPB1_ECOLI	P13959	Null
CORC_ECOLI	P0AE78	C6EK37_ECOBD
CREB_ECOLI	P08368	C6EBH3_ECOBD
CRL_ECOLI	P24251	C6EA47_ECOBD
CRP_ECOLI	P0ACJ8	C6EGA6_ECOBD
CSDA_ECOLI	Q46925	C6EJ56_ECOBD
CSGD_ECOLI	P52106	C6EHH2_ECOBD
CSID_ECOLI	P76621	C6EJW6_ECOBD
CSIE_ECOLI	P54901	C6EKH2_ECOBD
CSPA_ECOLI	P0A9X9	C6EEC4_ECOBD
CSPB_ECOLI	P36995	Null
CSPC_ECOLI	P0A9Y6	C6EC07_ECOBD
CSPD_ECOLI	P0A968	C6EIA1_ECOBD
CSPE_ECOLI	P0A972	C6EK69_ECOBD
CSPF_ECOLI	P0A976	Null
CSPG_ECOLI	P0A978	C6EHL8_ECOBD
CSPH_ECOLI	P0A982	C6EHL9_ECOBD
CSPI_ECOLI	P0A986	Null
CSRA_ECOLI	P69913	C6EJT5_ECOBD
CUER_ECOLI	P0A9G4	C6EKX7_ECOBD
CUSR_ECOLI	P0ACZ8	C6EKD0_ECOBD
CUTA_ECOLI	P69488	C6ECY8_ECOBD
CUTC_ECOLI	P67826	C6EBV3_ECOBD
CYAA_ECOLI	P00936	C6EG09_ECOBD
CYAY_ECOLI	P27838	C6EG08_ECOBD
CYNR_ECOLI	P27111	C6ELP2_ECOBD
CYNS_ECOLI	P00816	C6ELP0_ECOBD
CYNT_ECOLI	P0ABE9	C6ELP1_ECOBD
CYSB_ECOLI	P0A9F3	C6EFW2_ECOBD
CYSD_ECOLI	P21156	C6EJB5_ECOBD
CYSE_ECOLI	P0A9D4	C6EDI2_ECOBD
CYSG_ECOLI	P0AEA8	C6EFK8_ECOBD
CYSH_ECOLI	P17854	C6EJB0_ECOBD
CYSI_ECOLI	P17846	C6EJA9_ECOBD
CYSJ_ECOLI	P38038	C6EJA8_ECOBD
CYSK_ECOLI	P0ABK5	C6EL63_ECOBD
CYSM_ECOLI	P16703	C6EL56_ECOBD
CYSN_ECOLI	P23845	C6EJB6_ECOBD
CYTR_ECOLI	P0ACN7	C6EE75_ECOBD
DAPA_ECOLI	P0A6L2	C6EKN3_ECOBD
DAPB_ECOLI	P04036	C6EB22_ECOBD
DAPD_ECOLI	P0A9D8	C6EAB9_ECOBD
DAPE_ECOLI	P0AED7	C6EKP0_ECOBD
DAPF_ECOLI	P0A6K1	C6EG05_ECOBD
DBHA_ECOLI	P0ACF0	C6EE18_ECOBD
DBHB_ECOLI	P0ACF4	Null
DBPA_ECOLI	P21693	C6EFN9_ECOBD
DCD_ECOLI	P28248	C6EAP2_ECOBD
DCDA_ECOLI	P00861	C6EJ30_ECOBD
DCEA_ECOLI	P69908	C6EEG6_ECOBD
DCEB_ECOLI	P69910	C6EEM4_ECOBD
DCLZ_ECOLI	P52095	C6EA99_ECOBD
DCM_ECOLI	P0AED9	C6EBA5_ECOBD
DCOR_ECOLI	P21169	C6EIE4_ECOBD
DCOS_ECOLI	P24169	C6EJP2_ECOBD
DCP_ECOLI	P24171	C6EDU8_ECOBD
DCTR_ECOLI	P37195	C6EEH8_ECOBD
DCUP_ECOLI	P29680	C6EE21_ECOBD
DCUR_ECOLI	P0AD01	C6ED00_ECOBD
DCYD_ECOLI	P76316	C6EBE2_ECOBD
DDLA_ECOLI	P0A6J8	C6ELK6_ECOBD
DDLB_ECOLI	P07862	C6EAW3_ECOBD
DDPX_ECOLI	P77790	C6EEM9_ECOBD
DEAD_ECOLI	P0A9P6	C6EH63_ECOBD
DEF_ECOLI	P0A6K3	C6EGI0_ECOBD
DEOB_ECOLI	P0A6K6	C6EBI8_ECOBD
DEOC_ECOLI	P0A6L0	C6EBJ0_ECOBD
DEOD_ECOLI	P0ABP8	C6EBI7_ECOBD
DEOR_ECOLI	P0ACK5	C6EIU3_ECOBD
DGOA_ECOLI	Q6BF16	C6ED77_ECOBD
DGOD_ECOLI	Q6BF17	C6ED78_ECOBD
DGOR_ECOLI	P31460	C6ED75_ECOBD
DGTP_ECOLI	P15723	C6EAC4_ECOBD
DHAK_ECOLI	P76015	C6EGR7_ECOBD
DHAL_ECOLI	P76014	C6EGR8_ECOBD
DHAR_ECOLI	P76016	C6EGR6_ECOBD
DHE4_ECOLI	P00370	C6ECJ6_ECOBD
DHPS_ECOLI	P0AC13	C6EH50_ECOBD
DIAA_ECOLI	P66817	C6EH76_ECOBD
DICA_ECOLI	P06966	C6EDS4_ECOBD
DICB_ECOLI	P09557	C6EDS1_ECOBD
DICC_ECOLI	P06965	C6EJG8_ECOBD
DIND_ECOLI	P23840	C6EDE5_ECOBD
DING_ECOLI	P27296	C6EIY3_ECOBD
DINI_ECOLI	P0ABR1	C6EHF2_ECOBD
DINJ_ECOLI	Q47150	C6EA62_ECOBD
DKGA_ECOLI	Q46857	C6EHY2_ECOBD
DKGB_ECOLI	P30863	C6EA83_ECOBD
DKSA_ECOLI	P0ABS1	C6EAD9_ECOBD
DLGD_ECOLI	P37672	C6EEA4_ECOBD
DLHH_ECOLI	P56262	C6EF72_ECOBD
DMA_ECOLI	P0AEE8	C6EFI9_ECOBD
DNAB_ECOLI	P0ACB0	C6EDW8_ECOBD
DNAC_ECOLI	P0AEF0	C6EBK9_ECOBD
DNAJ_ECOLI	P08622	C6EB39_ECOBD
DNAT_ECOLI	P0A8J2	C6EBK8_ECOBD
DNLJ_ECOLI	P15042	C6EL67_ECOBD
DOS_ECOLI	P76129	Null
DPAL_ECOLI	P66899	C6EIN7_ECOBD
DPIA_ECOLI	P0AEF4	C6EK72_ECOBD
DPO1_ECOLI	P00582	C6EF39_ECOBD
DPO2_ECOLI	P21189	C6EAZ5_ECOBD
DPO3A_ECOLI	P10443	C6EAA1_ECOBD
DPO3B_ECOLI	P0A988	C6ECH8_ECOBD
DPO3E_ECOLI	P03007	C6EA75_ECOBD
DPO3X_ECOLI	P06710	C6EKZ4_ECOBD
DPO4_ECOLI	Q47155	C6EA56_ECOBD
DPS_ECOLI	P0ABT2	C6EIX0_ECOBD
DSDC_ECOLI	P46068	C6ELA4_ECOBD
DSRB_ECOLI	P0AEG8	C6EBB3_ECOBD
DTD_ECOLI	P0A6M4	C6EF14_ECOBD
DUSA_ECOLI	P32695	C6EDX1_ECOBD
DUSB_ECOLI	P0ABT5	C6EGK0_ECOBD
DUSC_ECOLI	P33371	C6EAH2_ECOBD
DUT_ECOLI	P06968	C6EDF1_ECOBD
DXS_ECOLI	P77488	C6ELG4_ECOBD
DYR_ECOLI	P0ABQ4	C6EB05_ECOBD
E4PD_ECOLI	P0A9B6	C6EII2_ECOBD
EBGC_ECOLI	P0AC73	C6EHR9_ECOBD
EBGR_ECOLI	P06846	C6EHS1_ECOBD
EDD_ECOLI	P0ADF6	C6EBX7_ECOBD
EFG_ECOLI	P0A6M8	C6EGC4_ECOBD
EFP_ECOLI	P0A6N4	C6ECX8_ECOBD
EFPL_ECOLI	P0A6N8	C6EA26_ECOBD
EFTS_ECOLI	P0A6P1	C6EAB5_ECOBD
ELAA_ECOLI	P0AEH3	C6E9T2_ECOBD
ELAD_ECOLI	Q47013	C6E9T0_ECOBD
ELBB_ECOLI	P0ABU5	C6EH18_ECOBD
END3_ECOLI	P0AB83	C6EDL3_ECOBD
END4_ECOLI	P0A6C1	C6EAF4_ECOBD
END8_ECOLI	P50465	C6EJM4_ECOBD
ENGA_ECOLI	P0A6P5	C6EKJ8_ECOBD
ENGB_ECOLI	P0A6P7	C6EF37_ECOBD
ENGD_ECOLI	P0ABU2	C6EGR3_ECOBD
ENO_ECOLI	P0A6P9	C6EJ93_ECOBD
ENTA_ECOLI	P15047	C6EK98_ECOBD
ENTC_ECOLI	P0AEJ2	C6EKA1_ECOBD
ENTD_ECOLI	P19925	C6EKB3_ECOBD
ENVR_ECOLI	P0ACT2	C6EGJ6_ECOBD
ENVY_ECOLI	P10805	Null
ERPA_ECOLI	P0ACC3	C6EAC8_ECOBD
ETP_ECOLI	P0ACZ2	C6EHM5_ECOBD
EUTB_ECOLI	P0AEJ6	C6EKR3_ECOBD
EUTC_ECOLI	P19636	C6EKR4_ECOBD
EUTD_ECOLI	P77218	C6EKQ4_ECOBD
EUTE_ECOLI	P77445	C6EKQ7_ECOBD
EUTG_ECOLI	P76553	C6EKQ9_ECOBD
EUTJ_ECOLI	P77277	C6EKQ8_ECOBD
EUTK_ECOLI	P76540	C6EKR6_ECOBD
EUTL_ECOLI	P76541	C6EKR5_ECOBD
EUTM_ECOLI	P0ABF4	C6EKQ5_ECOBD
EUTN_ECOLI	P0AEJ8	C6EKQ6_ECOBD
EUTP_ECOLI	P76556	C6EKQ1_ECOBD
EUTQ_ECOLI	P76555	C6EKQ2_ECOBD
EUTR_ECOLI	P36547	C6EKR7_ECOBD
EUTS_ECOLI	P63746	C6EKQ0_ECOBD
EUTT_ECOLI	P65643	C6EKQ3_ECOBD
EVGA_ECOLI	P0ACZ4	C6EL99_ECOBD
EX1_ECOLI	P04995	C6EB72_ECOBD
EX3_ECOLI	P09030	C6ECK8_ECOBD
EX5A_ECOLI	P04993	C6EJ50_ECOBD
EX5B_ECOLI	P08394	C6EJ49_ECOBD
EX5C_ECOLI	P07648	C6EJ47_ECOBD
EX7L_ECOLI	P04994	C6EKK0_ECOBD
EX7S_ECOLI	P0A8G9	C6EL47_ECOBD
EXOX_ECOLI	P0AEK0	C6EBY5_ECOBD
EXUR_ECOLI	P0ACL2	C6EHQ0_ECOBD
F16PA_ECOLI	P0A993	C6ECB7_ECOBD
FABA_ECOLI	P0A6Q3	C6EI28_ECOBD
FABB_ECOLI	P0A953	C6ELD0_ECOBD
FABD_ECOLI	P0AAI9	C6EHC2_ECOBD
FABF_ECOLI	P0AAI5	C6EHB9_ECOBD
FABG_ECOLI	P0AEK2	C6EHC1_ECOBD
FABH_ECOLI	P0A6R0	C6EHC3_ECOBD
FABR_ECOLI	P0ACU5	C6EE46_ECOBD
FADA_ECOLI	P21151	C6EF53_ECOBD
FADB_ECOLI	P21177	C6EF52_ECOBD
FADH_ECOLI	P42593	C6EHR5_ECOBD
FADI_ECOLI	P76503	C6ELB2_ECOBD
FADJ_ECOLI	P77399	C6ELB3_ECOBD
FADR_ECOLI	P0A8V6	C6EGT0_ECOBD
FCL_ECOLI	P32055	C6EAQ5_ECOBD
FDHD_ECOLI	P32177	C6EF04_ECOBD
FDHE_ECOLI	P13024	C6EF08_ECOBD
FDHF_ECOLI	P07658	C6ED45_ECOBD
FDRA_ECOLI	Q47208	C6EKU8_ECOBD
FEAB_ECOLI	P80668	C6EEV9_ECOBD
FEAR_ECOLI	Q47129	C6EEW0_ECOBD
FECI_ECOLI	P23484	C6EC63_ECOBD
FENR_ECOLI	P28861	C6EEX4_ECOBD
FEOA_ECOLI	P0AEL3	C6EFG6_ECOBD
FEOC_ECOLI	P64638	C6EFG4_ECOBD
FER_ECOLI	P0A9R4	C6EKI2_ECOBD
FES_ECOLI	P13039	C6EKB1_ECOBD
FETP_ECOLI	P0A8P3	C6EIE8_ECOBD
FHLA_ECOLI	P19323	C6EJD7_ECOBD
FIC_ECOLI	P20605	C6EGA2_ECOBD
FIMB_ECOLI	P0ADH5	Null
FIME_ECOLI	P0ADH7	C6EBS0_ECOBD
FIMZ_ECOLI	P0AEL8	C6EKT1_ECOBD
FINO_ECOLI	P22707	Null
FIS_ECOLI	P0A6R3	C6EGJ9_ECOBD
FIXA_ECOLI	P60566	C6EB12_ECOBD
FIXB_ECOLI	P31574	C6EB11_ECOBD
FIXX_ECOLI	P68646	C6EB09_ECOBD
FKBB_ECOLI	P0A9L3	C6ECD7_ECOBD
FKBX_ECOLI	P0AEM0	C6EB25_ECOBD
FLAV_ECOLI	P61949	C6EJQ0_ECOBD
FLAW_ECOLI	P0ABY4	C6EIL3_ECOBD
FLGJ_ECOLI	P75942	C6EHD2_ECOBD
FLGM_ECOLI	P0AEM4	C6EHE2_ECOBD
FLGN_ECOLI	P43533	C6EHE3_ECOBD
FLHC_ECOLI	P0ABY7	C6EBT6_ECOBD
FLHD_ECOLI	P0A8S9	C6EBT5_ECOBD
FLIA_ECOLI	P0AEM6	C6EBD9_ECOBD
FLIH_ECOLI	P31068	C6EBC5_ECOBD
FLII_ECOLI	P52612	C6EBC4_ECOBD
FLIK_ECOLI	P52614	C6EBC2_ECOBD
FLIS_ECOLI	P26608	C6EBD6_ECOBD
FLIT_ECOLI	P0ABY2	C6EBD5_ECOBD
FLIZ_ECOLI	P52627	Null
FLMC1_ECOLI	P11519	Null
FLXA_ECOLI	P77609	C6EL71_ECOBD
FMT_ECOLI	P23882	C6EGH9_ECOBD
FNR_ECOLI	P0A9E5	Null
FOLB_ECOLI	P0AC16	C6EHT7_ECOBD
FOLC_ECOLI	P08192	C6ELD8_ECOBD
FOLD_ECOLI	P24186	C6EKT7_ECOBD
FOLM_ECOLI	P0AFS3	C6EDP2_ECOBD
FOLX_ECOLI	P0AC19	C6ELF0_ECOBD
FPG_ECOLI	P05523	C6EDF6_ECOBD
FRE_ECOLI	P0AEN1	C6EF54_ECOBD
FRLB_ECOLI	P0AC00	C6EFK5_ECOBD
FRLC_ECOLI	P45541	C6EFK4_ECOBD
FRLD_ECOLI	P45543	C6EFK3_ECOBD
FRLR_ECOLI	P45544	C6EFK2_ECOBD
FRMA_ECOLI	P25437	C6ELM4_ECOBD
FRMR_ECOLI	P0AAP3	C6ELM3_ECOBD
FRSA_ECOLI	P04335	C6EA48_ECOBD
FRUR_ECOLI	P0ACP1	C6EAX5_ECOBD
FRVR_ECOLI	P32152	C6EF02_ECOBD
FRVX_ECOLI	P32153	C6EF01_ECOBD
FSAA_ECOLI	P78055	C6EIV7_ECOBD
FSAB_ECOLI	P32669	C6EE62_ECOBD
FTNA_ECOLI	P0A998	C6EBF4_ECOBD
FTNB_ECOLI	P0A9A2	C6EBF8_ECOBD
FUCA_ECOLI	P0AB87	Null
FUCI_ECOLI	P69922	C6EJ64_ECOBD
FUCK_ECOLI	P11553	C6EJ63_ECOBD
FUCM_ECOLI	P0AEN8	C6EJ62_ECOBD
FUCO_ECOLI	P0A9S1	C6EJ72_ECOBD
FUCR_ECOLI	P0ACK8	C6EJ61_ECOBD
FUMA_ECOLI	P0AC33	C6EDN6_ECOBD
FUMB_ECOLI	P14407	C6ED02_ECOBD
FUMC_ECOLI	P05042	C6EDN7_ECOBD
FUR_ECOLI	P0A9A9	C6EJQ1_ECOBD
G3P1_ECOLI	P0A9B2	C6EC50_ECOBD
G3P3_ECOLI	P33898	C6EEU7_ECOBD
G6PD_ECOLI	P0AC53	C6EBX6_ECOBD
G6PI_ECOLI	P0A6T1	C6EDZ9_ECOBD
GABD_ECOLI	P25526	C6EJW4_ECOBD
GABT_ECOLI	P22256	C6EJW3_ECOBD
GADE_ECOLI	P63204	C6EEH3_ECOBD
GADW_ECOLI	P63201	C6EEG9_ECOBD
GADX_ECOLI	P37639	C6EEG8_ECOBD
GAL1_ECOLI	P0A6T3	Null
GAL7_ECOLI	P09148	Null
GALE_ECOLI	P09147	Null
GALM_ECOLI	P0A9C3	Null
GALR_ECOLI	P03024	C6EJ31_ECOBD
GALS_ECOLI	P25748	C6EAG2_ECOBD
GARD_ECOLI	P39829	C6EH98_ECOBD
GARL_ECOLI	P23522	C6EHA0_ECOBD
GARR_ECOLI	P0ABQ2	C6EHA1_ECOBD
GATR_ECOLI	P36930	Null
GATY_ECOLI	P0C8J6	C6EAL4_ECOBD
GATZ_ECOLI	P0C8J8	C6EAL5_ECOBD
GCH1_ECOLI	P0A6T5	C6EAG0_ECOBD
GCL_ECOLI	P0AEP7	C6EKV8_ECOBD
GCP_ECOLI	P05852	C6EHT1_ECOBD
GCSH_ECOLI	P0A6T9	C6EIK4_ECOBD
GCSP_ECOLI	P33195	C6EIK5_ECOBD
GCST_ECOLI	P27248	C6EIK3_ECOBD
GCVA_ECOLI	P0A9F6	C6EJ58_ECOBD
GCVR_ECOLI	P0A9I3	C6EKN2_ECOBD
GHRA_ECOLI	P75913	C6EHH9_ECOBD
GHRB_ECOLI	P37666	C6EEC8_ECOBD
GLCC_ECOLI	P0ACL5	C6EID0_ECOBD
GLCD_ECOLI	P0AEP9	C6EID1_ECOBD
GLCE_ECOLI	P52073	C6EID2_ECOBD
GLCF_ECOLI	P52074	C6EID3_ECOBD
GLCG_ECOLI	P0AEQ1	C6EID4_ECOBD
GLDA_ECOLI	P0A9S5	C6EE63_ECOBD
GLGA_ECOLI	P0A6U8	C6EFE5_ECOBD
GLGB_ECOLI	P07762	C6EFE2_ECOBD
GLGC_ECOLI	P0A6V1	C6EFE4_ECOBD
GLGS_ECOLI	P26649	C6EHU6_ECOBD
GLGX_ECOLI	P15067	C6EFE3_ECOBD
GLK_ECOLI	P0A6V8	C6EL80_ECOBD
GLMM_ECOLI	P31120	C6EH51_ECOBD
GLMS_ECOLI	P17169	C6EG74_ECOBD
GLMU_ECOLI	P0ACC7	C6EG73_ECOBD
GLNA_ECOLI	P0A9C5	C6EF31_ECOBD
GLNB_ECOLI	P0A9Z1	C6EKF4_ECOBD
GLND_ECOLI	P27249	C6EAB8_ECOBD
GLNE_ECOLI	P30870	C6EHU2_ECOBD
GLO2_ECOLI	P0AC84	C6EA78_ECOBD
GLPE_ECOLI	P0A6V5	C6EFE9_ECOBD
GLPK_ECOLI	P0A6F3	C6EEX2_ECOBD
GLPR_ECOLI	P0ACL0	C6EFF1_ECOBD
GLPX_ECOLI	P0A9C9	C6EEX3_ECOBD
GLRX1_ECOLI	P68688	C6EIQ6_ECOBD
GLRX2_ECOLI	P0AC59	C6EHE9_ECOBD
GLRX3_ECOLI	P0AC62	C6EDH9_ECOBD
GLRX4_ECOLI	P0AC69	C6ECU9_ECOBD
GLSA1_ECOLI	P77454	C6EKX9_ECOBD
GLSA2_ECOLI	P0A6W0	C6EDW5_ECOBD
GLTB_ECOLI	P09831	C6EH15_ECOBD
GLTD_ECOLI	P09832	C6EH14_ECOBD
GLUQ_ECOLI	P27305	C6EAE0_ECOBD
GLXK1_ECOLI	P77364	C6EKV2_ECOBD
GLXR_ECOLI	P77161	C6EKV6_ECOBD
GLYA_ECOLI	P0A825	C6EKF6_ECOBD
GM4D_ECOLI	P0AC88	C6EAQ4_ECOBD
GMHA_ECOLI	P63224	C6EA66_ECOBD
GMHB_ECOLI	P63228	C6EA84_ECOBD
GMR_ECOLI	P77334	C6EFU8_ECOBD
GNSA_ECOLI	P0AC92	C6EHL6_ECOBD
GNSB_ECOLI	P77695	Null
GNTK_ECOLI	P46859	C6EFD8_ECOBD
GNTR_ECOLI	P0ACP5	C6EFD7_ECOBD
GNTX_ECOLI	P46846	C6EFG1_ECOBD
GPDA_ECOLI	P0A6S7	C6EDI1_ECOBD
GPH_ECOLI	P32662	C6EFJ1_ECOBD
GPMA_ECOLI	P62707	C6EJI9_ECOBD
GPMI_ECOLI	P37689	C6EDH7_ECOBD
GRCA_ECOLI	P68066	Null
GREA_ECOLI	P0A6W5	C6EH46_ECOBD
GREB_ECOLI	P30128	C6EFG8_ECOBD
GRPE_ECOLI	P09372	C6EJX9_ECOBD
GSA_ECOLI	P23893	C6EAD0_ECOBD
GSH1_ECOLI	P0A6W9	C6EJT8_ECOBD
GSHB_ECOLI	P04425	C6EIG4_ECOBD
GSHR_ECOLI	P06715	C6EEI5_ECOBD
GSP_ECOLI	P0AES0	C6EI04_ECOBD
GST_ECOLI	P0A9D2	C6EDL0_ECOBD
GUAA_ECOLI	P04079	C6EKK2_ECOBD
GUAD_ECOLI	P76641	C6EIM5_ECOBD
GUDH_ECOLI	P0AES2	C6EJ85_ECOBD
GUDX_ECOLI	Q46915	C6EJ84_ECOBD
GUTM_ECOLI	P15081	C6EJS5_ECOBD
GUTQ_ECOLI	P17115	C6EJS3_ECOBD
GYRA_ECOLI	P0AES4	C6E9X0_ECOBD
GYRB_ECOLI	P0AES6	C6ECI0_ECOBD
GYRI_ECOLI	P33012	C6EB74_ECOBD
HCAB_ECOLI	P77646	C6EKG6_ECOBD
HCAC_ECOLI	P0ABW0	C6EKG7_ECOBD
HCAD_ECOLI	P77650	C6EKG5_ECOBD
HCAE_ECOLI	P0ABR5	C6EKG9_ECOBD
HCAF_ECOLI	Q47140	C6EKG8_ECOBD
HCAR_ECOLI	Q47141	C6EKH0_ECOBD
HCHA_ECOLI	P31658	C6EBA1_ECOBD
HCP_ECOLI	P75825	C6EIA8_ECOBD
