Accession	Uniprot Entry Name K12	Uniprot Accession BL21(DE3)	Uniprot Entry Name BL21(DE3)	Localization
P37617	ATZN_ECOLI	C6EFA5	C6EFA5_ECOBD	B
P41407	AZOR_ECOLI	C6EEV1	C6EEV1_ECOBD	A
P0AEC5	BARA_ECOLI	C6EJ86	C6EJ86_ECOBD	B
P28246	BCR_ECOLI	C6EA15	C6EA15_ECOBD	B
P37650	BCSC_ECOLI	C6EEF3	C6EEF3_ECOBD	G
P17444	BETA_ECOLI	C6ELS0	C6ELS0_ECOBD	F1
P17445	BETB_ECOLI	C6ELR9	C6ELR9_ECOBD	A
P17446	BETI_ECOLI	C6ELR8	C6ELR8_ECOBD	A
P0ABD3	BFR_ECOLI	C6EGD0	C6EGD0_ECOBD	A
P0A9H5	BTUR_ECOLI	C6EFW7	C6EFW7_ECOBD	A
P76345	C56H_ECOLI	C6EB94	C6EB94_ECOBD	B
P75925	C56I_ECOLI	C6EHF6	C6EHF6_ECOBD	B
P23890	CADC_ECOLI	C6ECZ1	C6ECZ1_ECOBD	B
P33931	CCMA_ECOLI	C6E9Z9	C6E9Z9_ECOBD	F1
P0ABM1	CCMC_ECOLI	C6EA01	C6EA01_ECOBD	B
P0A6F9	CH10_ECOLI	C6ECY3	C6ECY3_ECOBD	A
P31801	CHAA_ECOLI	C6EGP8	C6EGP8_ECOBD	B
P17315	CIRA_ECOLI	C6EAF8	C6EAF8_ECOBD	H
P0ABQ0	COABC_ECOLI	C6EDF2	C6EDF2_ECOBD	A
P0A6I6	COAD_ECOLI	C6EDF7	C6EDF7_ECOBD	A
P36561	COBS_ECOLI	C6EB80	C6EB80_ECOBD	B
P25524	CODA_ECOLI	C6ELP3	C6ELP3_ECOBD	A
P0AA82	CODB_ECOLI	C6ELP4	C6ELP4_ECOBD	B
Q59385	COPA_ECOLI	C6EKY0	C6EKY0_ECOBD	B
P0AE85	CPXP_ECOLI	C6EEY4	C6EEY4_ECOBD	F2
P0AE88	CPXR_ECOLI	C6EEY5	C6EEY5_ECOBD	F1
P37001	CRCA_ECOLI	C6EK70	C6EK70_ECOBD	H
P37002	CRCB_ECOLI	C6EK68	C6EK68_ECOBD	B
P24251	CRL_ECOLI	C6EA47	C6EA47_ECOBD	A
P76621	CSID_ECOLI	C6EJW6	C6EJW6_ECOBD	A
P0A9Y6	CSPC_ECOLI	C6EC07	C6EC07_ECOBD	A
P69913	CSRA_ECOLI	C6EJT5	C6EJT5_ECOBD	A
P36649	CUEO_ECOLI	C6EAT4	C6EAT4_ECOBD	G
P77485	CUSS_ECOLI	C6EKD1	C6EKD1_ECOBD	B
P76007	CVRA_ECOLI	C6EGS6	C6EGS6_ECOBD	B
P00936	CYAA_ECOLI	C6EG09	C6EG09_ECOBD	A
P0ABK2	CYDB_ECOLI	C6EJK4	C6EJK4_ECOBD	B
P27111	CYNR_ECOLI	C6ELP2	C6ELP2_ECOBD	A
P17846	CYSI_ECOLI	C6EJA9	C6EJA9_ECOBD	A
P22255	CYSQ_ECOLI	C6ECD0	C6ECD0_ECOBD	F1
P0A830	DCTA_ECOLI	C6EEF5	C6EEF5_ECOBD	B
P0ABN5	DCUA_ECOLI	C6ECY7	C6ECY7_ECOBD	B
P0ABP6	DEDA_ECOLI	C6ELD6	C6ELD6_ECOBD	B
P0C0V0	DEGP_ECOLI	C6EAC3	C6EAC3_ECOBD	G
P39099	DEGQ_ECOLI	C6EGZ8	C6EGZ8_ECOBD	G
P0AEE3	DEGS_ECOLI	C6EGZ7	C6EGZ7_ECOBD	B
P0A6L0	DEOC_ECOLI	C6EBJ0	C6EBJ0_ECOBD	A
P31460	DGOR_ECOLI	C6ED75	C6ED75_ECOBD	A
P76014	DHAL_ECOLI	C6EGR8	C6EGR8_ECOBD	A
P37349	DHAM_ECOLI	C6EGR9	C6EGR9_ECOBD	F1
P76016	DHAR_ECOLI	C6EGR6	C6EGR6_ECOBD	A
Q47150	DINJ_ECOLI	C6EA62	C6EA62_ECOBD	A
P31680	DJLA_ECOLI	C6EAZ8	C6EAZ8_ECOBD	B
P18775	DMSA_ECOLI	C6EI88	C6EI88_ECOBD	F2
P18777	DMSC_ECOLI	C6EI86	C6EI86_ECOBD	B
P03004	DNAA_ECOLI	C6ECH7	C6ECH7_ECOBD	F1
P08622	DNAJ_ECOLI	C6EB39	C6EB39_ECOBD	A
P0A8J2	DNAT_ECOLI	C6EBK8	C6EBK8_ECOBD	A
P76129	DOSP_ECOLI	C6EEM8	C6EEM8_ECOBD	A
P00582	DPO1_ECOLI	C6EF39	C6EF39_ECOBD	A
P0AEG1	DPPC_ECOLI	C6EED8	C6EED8_ECOBD	B
P0AAG0	DPPD_ECOLI	C6EED9	C6EED9_ECOBD	F1
P36655	DSBD_ECOLI	C6ECY9	C6ECY9_ECOBD	B
P46068	DSDC_ECOLI	C6ELA4	C6ELA4_ECOBD	A
P08555	DSDX_ECOLI	C6ELA3	C6ELA3_ECOBD	B
P45568	DXR_ECOLI	C6EAB2	C6EAB2_ECOBD	B
P23827	ECOT_ECOLI	C6E9Z0	C6E9Z0_ECOBD	G
P0A6N8	EFPL_ECOLI	C6EA26	C6EA26_ECOBD	A
P0A6P1	EFTS_ECOLI	C6EAB5	C6EAB5_ECOBD	A
P0CE47	EFTU1_ECOLI	C6EGC5	C6EGC5_ECOBD	F1
P0CE48	EFTU2_ECOLI	C6EE39	C6EE39_ECOBD	F1
P0AEH3	ELAA_ECOLI	C6E9T2	C6E9T2_ECOBD	A
P27303	EMRA_ECOLI	C6EJU1	C6EJU1_ECOBD	B
P0A6C1	END4_ECOLI	C6EAF4	C6EAF4_ECOBD	A
P38134	ETK_ECOLI	C6EHM6	C6EHM6_ECOBD	B
P0ACZ2	ETP_ECOLI	C6EHM5	C6EHM5_ECOBD	A
P76551	EUTA_ECOLI	C6EKR2	C6EKR2_ECOBD	B
P19636	EUTC_ECOLI	C6EKR4	C6EKR4_ECOBD	A
P0ACZ4	EVGA_ECOLI	C6EL99	C6EL99_ECOBD	A
P04994	EX7L_ECOLI	C6EKK0	C6EKK0_ECOBD	A
P0AEK2	FABG_ECOLI	C6EHC1	C6EHC1_ECOBD	A
P0ACU5	FABR_ECOLI	C6EE46	C6EE46_ECOBD	A
P10384	FADL_ECOLI	C6ELB0	C6ELB0_ECOBD	H
P80668	FEAB_ECOLI	C6EEV9	C6EEV9_ECOBD	A
Q47129	FEAR_ECOLI	C6EEW0	C6EEW0_ECOBD	A
P13036	FECA_ECOLI	C6EC65	C6EC65_ECOBD	H
P15028	FECB_ECOLI	C6EC66	C6EC66_ECOBD	G
P15031	FECE_ECOLI	C6EC69	C6EC69_ECOBD	F1
P05825	FEPA_ECOLI	C6EKB2	C6EKB2_ECOBD	H
P16869	FHUE_ECOLI	C6EGZ0	C6EGZ0_ECOBD	H
P20605	FIC_ECOLI	C6EGA2	C6EGA2_ECOBD	A
P45523	FKBA_ECOLI	C6EGB7	C6EGB7_ECOBD	G
P0A9L3	FKBB_ECOLI	C6ECD7	C6ECD7_ECOBD	A
P76299	FLHB_ECOLI	C6EBU7	C6EBU7_ECOBD	B
P0ABY7	FLHC_ECOLI	C6EBT6	C6EBT6_ECOBD	A
P0AEM9	FLIY_ECOLI	C6EBE1	C6EBE1_ECOBD	G
P15286	FLK_ECOLI	C6ELD2	C6ELD2_ECOBD	B
P0AC16	FOLB_ECOLI	C6EHT7	C6EHT7_ECOBD	A
P0AC47	FRDB_ECOLI	C6ECX0	C6ECX0_ECOBD	F1
P0A8Q0	FRDC_ECOLI	C6ECX1	C6ECX1_ECOBD	B
P0A8Q3	FRDD_ECOLI	C6ECX2	C6ECX2_ECOBD	B
P32152	FRVR_ECOLI	C6EF02	C6EF02_ECOBD	A
P0A6S5	FTSB_ECOLI	C6EJB9	C6EJB9_ECOBD	B
P0AAI3	FTSH_ECOLI	C6EH49	C6EH49_ECOBD	B
P0AEN4	FTSL_ECOLI	C6EAX2	C6EAX2_ECOBD	B
P0ABG4	FTSW_ECOLI	C6EAW6	C6EAW6_ECOBD	B
P0A9A6	FTSZ_ECOLI	C6EAW0	C6EAW0_ECOBD	F1
P25526	GABD_ECOLI	C6EJW4	C6EJW4_ECOBD	A
P0AEP1	GALP_ECOLI	C6EIG8	C6EIG8_ECOBD	B
P0A9S3	GATD_ECOLI	C6EAL9	C6EAL9_ECOBD	B
P0C8J6	GATY_ECOLI	C6EAL4	C6EAL4_ECOBD	A
P0C8J8	GATZ_ECOLI	C6EAL5	C6EAL5_ECOBD	A
P0A6T5	GCH1_ECOLI	C6EAG0	C6EAG0_ECOBD	A
P27248	GCST_ECOLI	C6EIK3	C6EIK3_ECOBD	A
P0A932	GFCE_ECOLI	C6EHM4	C6EHM4_ECOBD	I
P75913	GHRA_ECOLI	C6EHH9	C6EHH9_ECOBD	A
P0ACL5	GLCC_ECOLI	C6EID0	C6EID0_ECOBD	A
P17169	GLMS_ECOLI	C6EG74	C6EG74_ECOBD	A
P0A9Z1	GLNB_ECOLI	C6EKF4	C6EKF4_ECOBD	A
P0AEQ6	GLNP_ECOLI	C6EIX2	C6EIX2_ECOBD	B
P13035	GLPD_ECOLI	C6EFE8	C6EFE8_ECOBD	F1
P0AC62	GLRX3_ECOLI	C6EDH9	C6EDH9_ECOBD	A
P0A6W0	GLSA2_ECOLI	C6EDW5	C6EDW5_ECOBD	A
P09831	GLTB_ECOLI	C6EH15	C6EH15_ECOBD	A
P37902	GLTI_ECOLI	C6EK40	C6EK40_ECOBD	G
P0AER8	GLTS_ECOLI	C6EDD6	C6EDD6_ECOBD	B
P39835	GNTT_ECOLI	C6EFF9	C6EFF9_ECOBD	B
P0A7A2	GPMB_ECOLI	C6EBH6	C6EBH6_ECOBD	B
P25552	GPPA_ECOLI	C6EG34	C6EG34_ECOBD	B
P09372	GRPE_ECOLI	C6EJX9	C6EJX9_ECOBD	A
P75798	GSIC_ECOLI	C6EIV1	C6EIV1_ECOBD	B
P41441	GSPF_ECOLI	C6EGD9	C6EGD9_ECOBD	B
P0AES6	GYRB_ECOLI	C6ECI0	C6ECI0_ECOBD	A
P0ABR5	HCAE_ECOLI	C6EKG9	C6EKG9_ECOBD	A
Q47140	HCAF_ECOLI	C6EKG8	C6EKG8_ECOBD	A
Q47141	HCAR_ECOLI	C6EKH0	C6EKH0_ECOBD	A
P0A8R9	HDFR_ECOLI	C6EG46	C6EG46_ECOBD	A
P09127	HEMX_ECOLI	C6EG12	C6EG12_ECOBD	B
P23874	HIPA_ECOLI	C6EEL1	C6EEL1_ECOBD	A
P06989	HIS2_ECOLI	C6EB59	C6EB59_ECOBD	A
P10371	HIS4_ECOLI	C6EB61	C6EB61_ECOBD	A
P0AEU3	HISM_ECOLI	C6ELE6	C6ELE6_ECOBD	B
P52094	HISQ_ECOLI	C6ELE5	C6ELE5_ECOBD	B
P51020	HOA_ECOLI	C6ELM8	C6ELM8_ECOBD	A
P28630	HOLA_ECOLI	C6EK53	C6EK53_ECOBD	A
P28631	HOLB_ECOLI	C6EGZ3	C6EGZ3_ECOBD	A
P28632	HOLD_ECOLI	C6EBK0	C6EBK0_ECOBD	A
P0ABS8	HOLE_ECOLI	C6EBY7	C6EBY7_ECOBD	A
P26281	HPPK_ECOLI	C6EAE2	C6EAE2_ECOBD	A
P52644	HSLJ_ECOLI	C6EEW5	C6EEW5_ECOBD	I
P0A6Y5	HSLO_ECOLI	C6EFH4	C6EFH4_ECOBD	A
P0ACG8	HSLR_ECOLI	C6EFH5	C6EFH5_ECOBD	A
P77668	HYFI_ECOLI	C6EKM2	C6EKM2_ECOBD	A
P39377	IADA_ECOLI	C6EBQ1	C6EBQ1_ECOBD	A
P39208	IDNK_ECOLI	C6EC83	C6EC83_ECOBD	A
P39343	IDNR_ECOLI	C6EC87	C6EC87_ECOBD	A
P69222	IF1_ECOLI	C6EI98	C6EI98_ECOBD	A
P0A705	IF2_ECOLI	C6EH57	C6EH57_ECOBD	A
P0A707	IF3_ECOLI	C6ECN9	C6ECN9_ECOBD	A
P0A6X7	IHFA_ECOLI	C6ECP5	C6ECP5_ECOBD	A
P0A6Y1	IHFB_ECOLI	C6EI70	C6EI70_ECOBD	A
P05791	ILVD_ECOLI	C6EG40	C6EG40_ECOBD	A
P00892	ILVG_ECOLI	C6EG43	C6EG43_ECOBD	A
P00894	ILVH_ECOLI	C6EAX6	C6EAX6_ECOBD	A
P0ADG7	IMDH_ECOLI	C6EKK1	C6EKK1_ECOBD	B
P0AAC8	ISCA_ECOLI	C6EKH9	C6EKH9_ECOBD	A
P0C0L9	ISCX_ECOLI	C6EKI3	C6EKI3_ECOBD	A
P0AEW9	K1PF_ECOLI	C6EA30	C6EA30_ECOBD	A
P0A6I0	KCY_ECOLI	C6EI72	C6EI72_ECOBD	A
P0ABN1	KDGL_ECOLI	C6EDX8	C6EDX8_ECOBD	B
P21865	KDPD_ECOLI	C6EJN9	C6EJN9_ECOBD	B
P76469	RHMA_ECOLI	C6E9V5	C6E9V5_ECOBD	B
P45522	KEFB_ECOLI	C6EGB3	C6EGB3_ECOBD	B
P03819	KEFC_ECOLI	C6EB06	C6EB06_ECOBD	B
P03023	LACI_ECOLI	C6EJI7	C6EJI7_ECOBD	A
P37005	LAST_ECOLI	C6EBG8	C6EBG8_ECOBD	A
P30125	LEU3_ECOLI	C6EAY1	C6EAY1_ECOBD	A
P0A6A6	LEUC_ECOLI	C6EAY2	C6EAY2_ECOBD	A
P30126	LEUD_ECOLI	C6EAY3	C6EAY3_ECOBD	B
P0ADC3	LOLC_ECOLI	C6EGX6	C6EGX6_ECOBD	B
P75958	LOLE_ECOLI	C6EGX4	C6EGX4_ECOBD	B
P69776	LPP_ECOLI	C6ECS8	C6ECS8_ECOBD	I
P0ADC1	LPTE_ECOLI	C6EK52	C6EK52_ECOBD	I
P0AF98	LPTF_ECOLI	C6EC90	C6EC90_ECOBD	B
P27300	LPXK_ECOLI	C6EI67	C6EI67_ECOBD	B
P75831	MACB_ECOLI	C6EIA2	C6EIA2_ECOBD	B
P18811	MALI_ECOLI	C6EDM7	C6EDM7_ECOBD	A
P37330	MASZ_ECOLI	C6EID5	C6EID5_ECOBD	A
P0ACD8	MBHL_ECOLI	C6EHN5	C6EHN5_ECOBD	F1
P69741	MBHT_ECOLI	C6EHZ5	C6EHZ5_ECOBD	F2
P76114	MCBR_ECOLI	C6EER3	C6EER3_ECOBD	A
P05704	MCP3_ECOLI	C6EEU1	C6EEU1_ECOBD	B
P15005	MCRB_ECOLI	C6EBN5	C6EBN5_ECOBD	A
P76399	MDTC_ECOLI	C6EAM9	C6EAM9_ECOBD	B
P25744	MDTG_ECOLI	C6EHG0	C6EHG0_ECOBD	B
P0C0T5	MEPA_ECOLI	C6ELC5	C6ELC5_ECOBD	G
P31547	METI_ECOLI	C6EA86	C6EA86_ECOBD	B
P0A9F9	METR_ECOLI	C6EF83	C6EF83_ECOBD	A
P0AAG8	MGLA_ECOLI	C6EAG3	C6EAG3_ECOBD	F1
P23200	MGLC_ECOLI	C6EAG4	C6EAG4_ECOBD	B
P77044	MHPC_ECOLI	C6ELN1	C6ELN1_ECOBD	A
P77569	MHPR_ECOLI	C6ELN4	C6ELN4_ECOBD	A
P64602	MLAB_ECOLI	C6EH36	C6EH36_ECOBD	F1
P52045	MMCD_ECOLI	C6EIJ0	C6EIJ0_ECOBD	A
P13669	MNGR_ECOLI	C6EJK8	C6EJK8_ECOBD	A
P77182	MNMC_ECOLI	C6ELC9	C6ELC9_ECOBD	A
P0A6U3	MNMG_ECOLI	C6EG62	C6EG62_ECOBD	F1
P77348	MPPA_ECOLI	C6EFQ2	C6EFQ2_ECOBD	G
P0ACR9	MPRA_ECOLI	C6EJU2	C6EJU2_ECOBD	A
P0A6W3	MRAY_ECOLI	C6EAW8	C6EAW8_ECOBD	B
P22186	MRAZ_ECOLI	C6EAX4	C6EAX4_ECOBD	A
P24202	MRR_ECOLI	C6EBM9	C6EBM9_ECOBD	A
P0A742	MSCL_ECOLI	C6EGH6	C6EGH6_ECOBD	B
P0C0S1	MSCS_ECOLI	C6EII5	C6EII5_ECOBD	B
P0A9H1	MUG_ECOLI	C6EHS7	C6EHS7_ECOBD	A
P0A749	MURA_ECOLI	C6EH38	C6EH38_ECOBD	A
P14900	MURD_ECOLI	C6EAW7	C6EAW7_ECOBD	A
P22188	MURE_ECOLI	C6EAX0	C6EAX0_ECOBD	A
P77245	MURR_ECOLI	C6EL50	C6EL50_ECOBD	B
P0AF16	MVIN_ECOLI	C6EHE4	C6EHE4_ECOBD	B
P10902	NADB_ECOLI	C6EK12	C6EK12_ECOBD	A
P19317	NARW_ECOLI	C6EEP9	C6EEP9_ECOBD	A
P17117	NFSA_ECOLI	C6EIQ4	C6EIQ4_ECOBD	A
P13738	NHAA_ECOLI	C6EB35	C6EB35_ECOBD	B
P0AFA7	NHAB_ECOLI	C6EGT1	C6EGT1_ECOBD	B
P0A6Z6	NIKR_ECOLI	C6EF93	C6EF93_ECOBD	A
P04846	NLPA_ECOLI	C6EDB0	C6EDB0_ECOBD	E
P0A903	NLPB_ECOLI	C6EKN4	C6EKN4_ECOBD	I
P0ADA3	NLPD_ECOLI	C6EJC5	C6EJC5_ECOBD	I
P0AFE0	NUOJ_ECOLI	C6E9S2	C6E9S2_ECOBD	B
P0A780	NUSB_ECOLI	C6ELG8	C6ELG8_ECOBD	A
P42641	OBG_ECOLI	C6EH44	C6EH44_ECOBD	A
P06959	ODP2_ECOLI	C6EAU2	C6EAU2_ECOBD	F1
P0AFH0	OGT_ECOLI	C6EFP8	C6EFP8_ECOBD	A
P0A910	OMPA_ECOLI	C6EI25	C6EI25_ECOBD	H
P39401	OPGB_ECOLI	C6EBL1	C6EBL1_ECOBD	B
P40120	OPGD_ECOLI	C6EET8	C6EET8_ECOBD	G
P0AFH2	OPPB_ECOLI	C6EGM3	C6EGM3_ECOBD	B
P0AFH6	OPPC_ECOLI	C6EFZ1	C6EFZ1_ECOBD	B
P04391	OTC1_ECOLI	C6EC97	C6EC97_ECOBD	A
P05041	PABB_ECOLI	C6EC19	C6EC19_ECOBD	A
P31057	PANB_ECOLI	C6EAS3	C6EAS3_ECOBD	A
P02919	PBPB_ECOLI	C6EAD5	C6EAD5_ECOBD	B
P24207	PHEP_ECOLI	C6EKC5	C6EKC5_ECOBD	B
P16690	PHNN_ECOLI	C6ED29	C6ED29_ECOBD	A
P0A9K1	PHOH_ECOLI	C6EHI7	C6EHI7_ECOBD	A
P0A7A7	PLSB_ECOLI	C6EDX9	C6EDX9_ECOBD	F1
P27247	PLSX_ECOLI	C6EHC4	C6EHC4_ECOBD	A
P00634	PPB_ECOLI	C6ELK4	C6ELK4_ECOBD	G
P0AFL3	PPIA_ECOLI	C6EFL3	C6EFL3_ECOBD	G
P23869	PPIB_ECOLI	C6EKU1	C6EKU1_ECOBD	A
P31828	PQQL_ECOLI	C6EEM3	C6EEM3_ECOBD	G
P0A8T1	PRMA_ECOLI	C6EGK1	C6EGK1_ECOBD	A
P14175	PROV_ECOLI	C6EJU8	C6EJU8_ECOBD	F1
P14176	PROW_ECOLI	C6EJU7	C6EJU7_ECOBD	B
P0AAE2	PROY_ECOLI	C6ELI2	C6ELI2_ECOBD	B
P77541	PRPB_ECOLI	C6ELP9	C6ELP9_ECOBD	B
P0A8K1	PSD_ECOLI	C6ECW5	C6ECW5_ECOBD	F1
P0AGH8	PSTC_ECOLI	C6EG76	C6EG76_ECOBD	B
P0A9M8	PTA_ECOLI	C6ELF6	C6ELF6_ECOBD	B
P69811	PTFAH_ECOLI	C6EA29	C6EA29_ECOBD	F1
P20966	PTFBC_ECOLI	C6EA31	C6EA31_ECOBD	B
P77439	PTFX1_ECOLI	C6EL85	C6EL85_ECOBD	F1
P0A7D1	PTH_ECOLI	C6EGR2	C6EGR2_ECOBD	A
P0AA04	PTHP_ECOLI	C6EL62	C6EL62_ECOBD	A
P69828	PTKA_ECOLI	C6EAL6	C6EAL6_ECOBD	F1
P37188	PTKB_ECOLI	C6EAL7	C6EAL7_ECOBD	F1
P69831	PTKC_ECOLI	C6EAL8	C6EAL8_ECOBD	B
P69797	PTNAB_ECOLI	C6EC13	C6EC13_ECOBD	F1
P08722	PTV3B_ECOLI	C6EG81	C6EG81_ECOBD	B
P09323	PTW3C_ECOLI	C6EJQ6	C6EJQ6_ECOBD	B
P77272	PTYBC_ECOLI	C6EKS4	C6EKS4_ECOBD	B
P0AG18	PUR6_ECOLI	C6EKU3	C6EKU3_ECOBD	A
P0ACP7	PURR_ECOLI	C6ECU5	C6ECU5_ECOBD	A
P33221	PURT_ECOLI	C6EBX9	C6EBX9_ECOBD	A
P07117	PUTP_ECOLI	C6EHJ1	C6EHJ1_ECOBD	B
P78061	PUUA_ECOLI	C6EFT5	C6EFT5_ECOBD	A
P37906	PUUB_ECOLI	C6EFT1	C6EFT1_ECOBD	A
P76038	PUUD_ECOLI	C6EFT4	C6EFT4_ECOBD	A
P50457	PUUE_ECOLI	C6EFT0	C6EFT0_ECOBD	A
P0A9U6	PUUR_ECOLI	C6EFT3	C6EFT3_ECOBD	A
P28304	QOR1_ECOLI	C6EDW9	C6EDW9_ECOBD	A
P0AD49	RAIA_ECOLI	C6EJZ4	C6EJZ4_ECOBD	A
P60240	RAPA_ECOLI	C6EAZ6	C6EAZ6_ECOBD	A
P31473	RAVA_ECOLI	C6EG57	C6EG57_ECOBD	A
P0ACQ0	RBSR_ECOLI	C6EG49	C6EG49_ECOBD	A
P69411	RCSF_ECOLI	C6EA88	C6EA88_ECOBD	I
P0AG20	RELA_ECOLI	C6EJ88	C6EJ88_ECOBD	A
P25740	RFAG_ECOLI	C6EDG0	C6EDG0_ECOBD	A
P25741	RFAP_ECOLI	C6EDG1	C6EDG1_ECOBD	A
P25742	RFAQ_ECOLI	C6EDF9	C6EDF9_ECOBD	A
P37759	RMLB1_ECOLI	C6EAR6	C6EAR6_ECOBD	A
P37760	RMLD_ECOLI	C6EAR7	C6EAR7_ECOBD	A
P27125	RHAT_ECOLI	C6EEZ0	C6EEZ0_ECOBD	B
P0AA67	RHTA_ECOLI	C6EIW9	C6EIW9_ECOBD	B
P0AG34	RHTB_ECOLI	C6EF87	C6EF87_ECOBD	B
P0AG38	RHTC_ECOLI	C6EF88	C6EF88_ECOBD	B
P22564	RIHC_ECOLI	C6EB23	C6EB23_ECOBD	A
P0A7L0	RL1_ECOLI	C6EE35	C6EE35_ECOBD	A
P0A7J7	RL11_ECOLI	C6EE36	C6EE36_ECOBD	A
P0A7L3	RL20_ECOLI	C6ECP1	C6ECP1_ECOBD	A
P0AG48	RL21_ECOLI	C6EH41	C6EH41_ECOBD	A
P0ADZ0	RL23_ECOLI	C6EGE8	C6EGE8_ECOBD	A
P68919	RL25_ECOLI	C6EA12	C6EA12_ECOBD	A
P0A7L8	RL27_ECOLI	C6EH42	C6EH42_ECOBD	A
P0A7M2	RL28_ECOLI	C6EDF4	C6EDF4_ECOBD	A
P0AG51	RL30_ECOLI	C6EGG4	C6EGG4_ECOBD	A
P0A7M9	RL31_ECOLI	C6EE73	C6EE73_ECOBD	A
P0A7N4	RL32_ECOLI	C6EHC5	C6EHC5_ECOBD	A
P0A7N9	RL33_ECOLI	C6EDF5	C6EDF5_ECOBD	A
P0A7Q6	RL36_ECOLI	C6EGG7	C6EGG7_ECOBD	A
P62399	RL5_ECOLI	C6EGF8	C6EGF8_ECOBD	A
P0A7K2	RL7_ECOLI	C6EE33	C6EE33_ECOBD	A
P0A7R1	RL9_ECOLI	C6ECE6	C6ECE6_ECOBD	A
P75782	RLMF_ECOLI	C6EIX5	C6EIX5_ECOBD	A
P10100	RLPA_ECOLI	C6EK60	C6EK60_ECOBD	I
P37744	RMLA1_ECOLI	C6EAR8	C6EAR8_ECOBD	B
P77179	RNFE_ECOLI	C6EDL4	C6EDL4_ECOBD	B
P0ABG7	RODA_ECOLI	C6EK59	C6EK59_ECOBD	B
P27434	RODZ_ECOLI	C6EKJ3	C6EKJ3_ECOBD	B
P24255	RP54_ECOLI	C6EH25	C6EH25_ECOBD	A
P0ACS7	RPIR_ECOLI	C6ED34	C6ED34_ECOBD	B
P13445	RPOS_ECOLI	C6EJC6	C6EJC6_ECOBD	A
P0A800	RPOZ_ECOLI	C6EDE1	C6EDE1_ECOBD	A
P0A8R0	RRAA_ECOLI	C6EEW9	C6EEW9_ECOBD	A
P0AG67	RS1_ECOLI	C6EI71	C6EI71_ECOBD	A
P0A7S3	RS12_ECOLI	C6EGC2	C6EGC2_ECOBD	A
P0A7T7	RS18_ECOLI	C6ECE7	C6ECE7_ECOBD	A
P0A7U7	RS20_ECOLI	C6EB30	C6EB30_ECOBD	A
P68679	RS21_ECOLI	C6EHT0	C6EHT0_ECOBD	A
P0A7V3	RS3_ECOLI	C6EGF2	C6EGF2_ECOBD	A
P0AFX7	RSEA_ECOLI	C6EK15	C6EK15_ECOBD	B
P0A6U5	RSMG_ECOLI	C6EG63	C6EG63_ECOBD	A
P0A814	RUVC_ECOLI	C6EBW4	C6EBW4_ECOBD	A
P30744	SDHM_ECOLI	C6EJ74	C6EJ74_ECOBD	A
P0A821	SELA_ECOLI	C6EE84	C6EE84_ECOBD	A
P39363	SGCA_ECOLI	C6EC57	C6EC57_ECOBD	A
P39365	SGCC_ECOLI	C6EC55	C6EC55_ECOBD	B
P39362	SGCE_ECOLI	C6EC58	C6EC58_ECOBD	A
P39364	SGCQ_ECOLI	C6EC56	C6EC56_ECOBD	A
P39361	SGCR_ECOLI	C6EC59	C6EC59_ECOBD	A
P33595	SGRR_ECOLI	C6EAY6	C6EAY6_ECOBD	A
P0AEU7	SKP_ECOLI	C6EAA7	C6EAA7_ECOBD	G
P0AG14	SOHB_ECOLI	C6EFW5	C6EFW5_ECOBD	B
P0A9E2	SOXS_ECOLI	C6ED62	C6ED62_ECOBD	A
P77754	SPY_ECOLI	C6ECL5	C6ECL5_ECOBD	G
P05707	SRLD_ECOLI	C6EJS6	C6EJS6_ECOBD	A
P15082	SRLR_ECOLI	C6EJS4	C6EJS4_ECOBD	A
P21507	SRMB_ECOLI	C6EK10	C6EK10_ECOBD	A
P0AAI1	SSUB_ECOLI	C6EI49	C6EI49_ECOBD	F1
P0ACG1	STPA_ECOLI	C6EJV6	C6EJV6_ECOBD	A
P0AGE9	SUCD_ECOLI	C6EJK9	C6EJK9_ECOBD	A
P0ADG4	SUHB_ECOLI	C6EKH4	C6EKH4_ECOBD	A
P0ABZ6	SURA_ECOLI	C6EB00	C6EB00_ECOBD	G
P00957	SYA_ECOLI	C6EJT4	C6EJT4_ECOBD	A
P07395	SYFB_ECOLI	C6ECP4	C6ECP4_ECOBD	A
P00960	SYGA_ECOLI	C6EEB9	C6EEB9_ECOBD	A
P0AGJ9	SYY_ECOLI	C6EDK8	C6EDK8_ECOBD	A
P08957	T1MK_ECOLI	C6EBN1	C6EBN1_ECOBD	A
P08956	T1RK_ECOLI	C6EBN0	C6EBN0_ECOBD	A
P69428	TATA_ECOLI	C6EF60	C6EF60_ECOBD	B
P27859	TATD_ECOLI	C6EF57	C6EF57_ECOBD	A
Q47538	TAUB_ECOLI	C6ELL8	C6ELL8_ECOBD	F1
P25396	TEHA_ECOLI	C6EET4	C6EET4_ECOBD	B
P25397	TEHB_ECOLI	C6EET3	C6EET3_ECOBD	A
P0ADA1	TESA_ECOLI	C6EKX0	C6EKX0_ECOBD	G
P77712	TESC_ECOLI	C6EL20	C6EL20_ECOBD	A
P31550	THIB_ECOLI	C6EAY7	C6EAY7_ECOBD	G
P77718	THII_ECOLI	C6EL46	C6EL46_ECOBD	A
P0AA25	THIO_ECOLI	C6EG32	C6EG32_ECOBD	A
P31548	THIQ_ECOLI	C6EAY9	C6EAY9_ECOBD	F1
