Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Pan2010	Thein2010	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	Manddalo2011	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Corbin2003 Duplicates	Fountoulakis2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Pan2010 Duplicates	Thein2010 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates	Manddalo2011 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	Mobole Element	Accession	
P0A6G3	1			1												1																	1						4	1			1												1																	1						A	YGAD_ECOLI	0		
P0A6G5	1															1																							2	1															2																							A	CITX_ECOLI	0		
P0A6G7	1	1		1				1	1		1	1			1	1	1		1	1			1						1	1			1					1	17	1	1		1				1	1		1	1			1	1	1		1	1			1						1	1			1					1	A	CLPP_ECOLI	0	P0A6G7	
P0A6H1	1					1	1	1	1		1	1			1	1	1		1				1						1	1			1			1		1	17	1					1	1	1	1		1	1			1	1	1		1				1						1	1			1			1		1	A	CLPX_ECOLI	0	P0A6H1	
P0A6H5	1					1	1	1	1		1	1			1	1	1		1	1			1		1	1			1	1			1					1	19	1					1	1	1	1		1	1			1	1	1		1	1			1		1	1			1	1			1					1	A	HSLU_ECOLI	0	P0A6H5	
P0A6H8	1			1		1					1								1					1					1	1			1					1	10	1			1		1					1								1					1					1	1			1					1	B	CLS_ECOLI	0	P0A6H8	
P0A6I3	1							1																						1			1						4	1							1																						1			1						A	COAA_ECOLI	0		
P0A6I9	1							1	1			1																					1					1	6	1							1	1			1																					1					1	A	COAE_ECOLI	0	P0A6I9	
P0A6J1	1					1																																1	3	1					1																																1	B	CYSC_ECOLI	0	P0A6J1	
P0A6J3	1			1																				1					1	1			1					1	7	1			1																				2					1	1			1					1	B	CYSZ_ECOLI	0	P0A6J3	
P0A6J5	1					1	1	1			1	1			1	1	1	1						1		1			1	1			1					1	16	1					1	1	1			1	1			1	1	1	1						1		1			1	1			1					1	F1	DADA_ECOLI	0	P0A6J5	
P0A6J8	1					1		1	1			1																	1	1			1					1	9	1					1		1	1			1																	1	1			1					1	A	DDLA_ECOLI	0	P0A6J8	
P0A6K1	1						1	1	1			1				1														1			1					1	9	1						1	1	1			1				1														1			1					1	A	DAPF_ECOLI	0	P0A6K1	
P0A6K3	1					1	1	1	1							1														1			1					1	9	1					1	1	1	1							1														1			1					1	A	DEF_ECOLI	0	P0A6K3	
P0A6K6	1			1		1	1	1				1			1	1	1	1	1	1			1	1		1			1	1			1					1	19	1			1		1	1	1				1			1	1	1	1	1	1			1	1		1			1	1			1					1	A	DEOB_ECOLI	0	P0A6K6	
P0A6L2	1			1		1	1	1				1				1				1									1	1			1					1	12	1			1		1	1	1				1				1				1									1	1			1					1	A	DAPA_ECOLI	0	P0A6L2	
P0A6L4	1			1				1							1	1	1									1			1	1			1						10	1			1				1							1	1	1									1			1	1			1						A	NANA_ECOLI	0		
P0A6L9	1					1		1	1			1				1														1			1					1	9	1					1		1	1			1				1														1			1					1	A	HSCB_ECOLI	0	P0A6L9	
P0A6M4	1							1	1							1																	1					1	6	1							1	1							1																	1					1	A	DTD_ECOLI	0	P0A6M4	
P0A6M8	1			1	1	1	1	1	1	1	1	1				1		1	1	1						1			1	1			1	1		1		1	21	1			1	1	1	1	1	1	1	1	1				1		1	1	1						1			1	1			1	1		1		1	A	EFG_ECOLI	0	P0A6M8	
P0A6N4	1					1		1				1																	1	1			1					1	8	1					1		1				1																	1	1			1					1	A	EFP_ECOLI	0	P0A6N4	
P0A6P5	1			1		1		1	1		1					1													1	1			1					1	11	1			1		1		1	1		1					1													1	1			1					1	A	ENGA_ECOLI	0	P0A6P5	
P0A6P7	1			1				1	1		1					1													1	1			1					1	10	1			1				1	1		1					1													1	1			1					1	A	ENGB_ECOLI	0	P0A6P7	
P0A6P9	1			1	1	1	1	1	1	1	1	1			1		1	1	1	1			1	1			1		1	1			1	1				1	23	1			1	1	1	1	1	1	1	1	1			1		1	1	1	1			1	1			1		1	1			1	1				1	A	ENO_ECOLI	0	P0A6P9	
P0A6Q3	1			1		1		1	1							1													1	1			1					1	10	1			1		1		1	1							1													1	1			1					1	A	FABA_ECOLI	0	P0A6Q3	
P0A6Q6	1			1				1	1		1	1				1		1		1									1	1			1			1		1	14	1			1				1	1		1	1				1		1		1									1	1			1			1		1	F1	FABZ_ECOLI	0	P0A6Q6	
P0A6R0	1			1		1	1	1	1		1	1			1		1						1						1	1			1					1	15	1			1		1	1	1	1		1	1			1		1						1						1	1			1					1	A	FABH_ECOLI	0	P0A6R0	
P0A6R3	1			1				1	1			1				1														1			1					1	9	1			1				1	1			1				1														1			1					1	A	FIS_ECOLI	0	P0A6R3	
P0A6S0	1										1																			1									3	1										1																			1									I	FLGH_ECOLI	0		
P0A6S7	1					1		1								1													1	1			1					1	8	1					1		1								1													1	1			1					1	A	GPDA_ECOLI	0	P0A6S7	
P0A6T1	1			1		1		1								1				1									1	1			1					1	10	1			1		1		1								1				1									1	1			1					1	A	G6PI_ECOLI	0	P0A6T1	
P0A6T9	1							1			1																			1			1					1	6	1							1			1																			1			1					1	A	GCSH_ECOLI	0	P0A6T9	
P0A6U8	1			1		1		1			1				1		1						1						1	1			1			1		1	13	1			1		1		1			1				1		1						1						1	1			1			1		1	A	GLGA_ECOLI	0	P0A6U8	
P0A6V1	1					1		1	1							1													1	1			1					1	9	1					1		1	1							1													1	1			1					1	A	GLGC_ECOLI	0	P0A6V1	
P0A6V5	1																																1						2	1																																1						A	GLPE_ECOLI	0		
P0A6V8	1					1		1																						1			1					1	6	1					1		1																						1			1					1	A	GLK_ECOLI	0	P0A6V8	
P0A6W5	1			1		1		1	1			1				1				1									1	1			1					1	12	1			1		1		1	1			1				1				1									1	1			1					1	A	GREA_ECOLI	0	P0A6W5	
P0A6W9	1			1		1		1	1																				1	1			1					1	9	1			1		1		1	1																				1	1			1					1	A	GSH1_ECOLI	0	P0A6W9	
P0A6X1	1															1			1										1				1					1	6	1															1			1										1				1					1	A	HEM1_ECOLI	0	P0A6X1	
P0A6X3	1								1		1					1														1			1					1	7	1								1		1					1														1			1					1	F1	HFQ_ECOLI	0	P0A6X3	
P0A6Y8	1			1	1	1	1	1	1		1	1		1	1	1	1	1	1	1			1	1		1	1		1	1			1			1	1	1	26	1			1	1	1	1	1	1		1	1		1	1	1	1	1	1	1			1	1		1	1		1	1			1			1	1	1	F1	DNAK_ECOLI	0	P0A6Y8	
P0A6Z1	1					1		1	1							1													1	1			1					1	9	1					1		1	1							1													1	1			1					1	A	HSCA_ECOLI	0	P0A6Z1	
P0A6Z3	1			1		1	1	1	1		1	1		1	1	1	1		1	1			1						1	1			1			1	1	1	21	1			1		1	1	1	1		1	1		1	1	1	1		1	1			1						1	1			1			1	1	1	F1	HTPG_ECOLI	0	P0A6Z3	
P0A700	1																																						1	1																																						A	HYPA_ECOLI	0		
P0A703	1																																					1	2	1																																					1	A	HYBF_ECOLI	0	P0A703	
P0A715	1			1		1	1	1	1			1			1	1	1			1									1	1			1					1	15	1			1		1	1	1	1			1			1	1	1			1									1	1			1					1	A	KDSA_ECOLI	0	P0A715	
P0A717	1			1		1	1	1	1		1	1				1			1	1									1	1			1					1	15	1			1		1	1	1	1		1	1				1			1	1									1	1			1					1	A	KPRS_ECOLI	0	P0A717	
P0A720	1							1	1							1														1			1			1		1	8	1							1	1							1														1			1			1		1	A	KTHY_ECOLI	0	P0A720	
P0A722	1					1		1	1							1													1	1			1					1	9	1					1		1	1							1													1	1			1					1	A	LPXA_ECOLI	0	P0A722	
P0A725	1							1	1		1																		1	1			1					1	8	1							1	1		1																		1	1			1					1	A	LPXC_ECOLI	0	P0A725	
P0A729	1					1		1								1													1	1			1						7	1					1		1								1													1	1			1						A	YCEF_ECOLI	0		
P0A731	1			1								1				1														1			1					1	7	1			1								1				1														1			1					1	A	MGSA_ECOLI	0	P0A731	
P0A734	1			1		1		1				1				1			1										1	1			1					1	11	1			1		1		1				1				1			1										1	1			1					1	F1	MINE_ECOLI	0	P0A734	
P0A738	1			1		1		1	1							1													1	1			1					1	10	1			1		1		1	1							1													1	1			1					1	A	MOAC_ECOLI	0	P0A738	
P0A744	1					1						1				1																	1					1	6	1					1						1				1																	1					1	A	MSRA_ECOLI	0	P0A744	
P0A746	1					1		1	1																					1			1					1	7	1					1		1	1																					1			1					1	A	MSRB_ECOLI	0	P0A746	
P0A752	1																																1						2	1																																1						A	NADD_ECOLI	0		
P0A754	1							1	1							1																	1						5	1							1	1							1																	1						F1	KEFF_ECOLI	0		
P0A756	1																													1			1					1	4	1																													1			1					1	F1	KEFG_ECOLI	0	P0A756	
P0A759	1			1		1		1								1			1										1	1			1					1	10	1			1		1		1								1			1										1	1			1					1	B	NAGB_ECOLI	0	P0A759	
P0A763	1					1		1	1		1	1				1													1	1			1					1	11	1					1		1	1		1	1				1													1	1			1					1	A	NDK_ECOLI	0	P0A763	
P0A766	1																																					1	2	1																																					1	B	RNFA_ECOLI	0	P0A766	
P0A769	1								1																				1										3	1								1																				1										B	MNTH_ECOLI	0		
P0A772	1															1																						1	3	1															1																						1	A	NRDI_ECOLI	0	P0A772	
P0A776	1								1																				1				1					1	5	1								1																				1				1					1	A	RPPH_ECOLI	0	P0A776	
P0A784	1					1		1				1				1														1			1					1	8	1					1		1				1				1														1			1					1	A	ORN_ECOLI	0	P0A784	
P0A786	1	1		1		1	1					1				1			1	1									1	1			1					1	13	1	1		1		1	1					1				1			1	1									1	1			1					1	A	PYRB_ECOLI	0	P0A786	
P0A790	1					1													1											1								1	5	1					1													1											1								1	A	PAND_ECOLI	0	P0A790	
P0A794	1					1	1	1	1							1				1										1			1					1	10	1					1	1	1	1							1				1										1			1					1	A	PDXJ_ECOLI	0	P0A794	
P0A796	1			1	1	1		1	1			1				1			1										1	1			1					1	13	1			1	1	1		1	1			1				1			1										1	1			1					1	A	K6PF1_ECOLI	0	P0A796	
P0A799	1			1	1	1	1	1	1	1	1	1			1	1	1			1						1			1	1			1	1		1		1	21	1			1	1	1	1	1	1	1	1	1			1	1	1			1						1			1	1			1	1		1		1	A	PGK_ECOLI	0	P0A799	
P0A7A5	1							1																						1			1					1	5	1							1																						1			1					1	A	PIMT_ECOLI	0	P0A7A5	
P0A7A9	1				1	1		1	1			1				1				1									1	1			1					1	12	1				1	1		1	1			1				1				1									1	1			1					1	A	IPYR_ECOLI	0	P0A7A9	
P0A7B1	1					1		1	1		1					1			1	1									1	1			1			1		1	13	1					1		1	1		1					1			1	1									1	1			1			1		1	F1	PPK_ECOLI	0	P0A7B1	
P0A7B3	1								1																								1					1	4	1								1																								1					1	F1	PPNK_ECOLI	0	P0A7B3	
P0A7B5	1			1		1		1			1								1										1	1			1					1	10	1			1		1		1			1								1										1	1			1					1	A	PROB_ECOLI	0	P0A7B5	
P0A7B8	1					1		1	1						1		1			1			1			1			1	1			1					1	13	1					1		1	1						1		1			1			1			1			1	1			1					1	A	HSLV_ECOLI	0	P0A7B8	
P0A7C2	1			1		1	1	1	1			1			1		1						1							1			1					1	13	1			1		1	1	1	1			1			1		1						1							1			1					1	A	LEXA_ECOLI	0	P0A7C2	
P0A7C6	1			1		1		1	1							1														1			1						8	1			1		1		1	1							1														1			1						A	PEPE_ECOLI	0		
P0A7D4	1			1	1	1	1	1	1		1	1			1		1		1	1			1						1	1			1					1	18	1			1	1	1	1	1	1		1	1			1		1		1	1			1						1	1			1					1	A	PURA_ECOLI	0	P0A7D4	
P0A7D7	1				1	1	1	1	1		1	1				1			1	1				1					1	1			1					1	16	1				1	1	1	1	1		1	1				1			1	1				1					1	1			1					1	A	PUR7_ECOLI	0	P0A7D7	
P0A7E1	1					1	1	1	1	1	1	1			1	1	1	1	1					1		1			1	1			1	1				1	20	1					1	1	1	1	1	1	1			1	1	1	1	1					2		1			1	1			1	1				1	F1	PYRD_ECOLI	0	P0A7E1	
P0A7E3	1							1																									1					1	4	1							1																									1					1	A	PYRE_ECOLI	0	P0A7E3	
P0A7E5	1			1	1	1	1	1			1	1				1			1	1						1			1	1			1					1	16	1			1	1	1	1	1			1	1				1			1	1						1			1	1			1					1	B	PYRG_ECOLI	0	P0A7E5	
P0A7E9	1			1				1	1		1	1				1													1	1			1			1		1	12	1			1				1	1		1	1				1													1	1			1			1		1	A	PYRH_ECOLI	0	P0A7E9	
P0A7F3	1					1						1				1			1	1									1	1			1					1	10	1					1						1				1			1	1									1	1			1					1	A	PYRI_ECOLI	0	P0A7F3	
P0A7F6	1							1								1														1			1					1	6	1							1								1														1			1					1	A	SPED_ECOLI	0	P0A7F6	
P0A7F9	1							1								1			1											1			1					1	7	1							1								1			1											1			1					1	A	QUEA_ECOLI	0	P0A7F9	
P0A7G2	1			1		1		1	1							1														1			1					1	9	1			1		1		1	1							1														1			1					1	A	RBFA_ECOLI	0	P0A7G2	
P0A7H0	1								1		1					1								1									1					1	7	1								1		1					1								1									1					1	A	RECF_ECOLI	0	P0A7H0	
P0A7H3	1																																1						2	1																																1						B	RECO_ECOLI	0		
P0A7H6	1															1														1			1						4	1															1														1			1						A	RECR_ECOLI	0		
P0A7I0	1							1	1																					1			1					1	6	1							1	1																					1			1					1	A	RF1_ECOLI	0	P0A7I0	
P0A7I4	1			1		1		1	1			1				1													1	1			1					1	11	1			1		1		1	1			1				1													1	1			1					1	A	RF3_ECOLI	0	P0A7I4	
P0A7I7	1							1								1														1			1					1	6	1							1								1														1			1					1	A	RIBA_ECOLI	0	P0A7I7	
P0A7J0	1					1		1	1			1				1				1									1	1			1					1	11	1					1		1	1			1				1				1									1	1			1					1	F1	RIBB_ECOLI	0	P0A7J0	
P0A7J3	1			1		1		1	1		1	1	1			1								1					1	1			1					1	14	1			1		1		1	1		1	1	1			1								1					1	1			1					1	A	RL10_ECOLI	0	P0A7J3	
P0A7K6	1					1		1	1		1					1													1	1			1					1	10	1					1		1	1		1					1													1	1			1					1	A	RL19_ECOLI	0	P0A7K6	
P0A7R5	1					1		1	1		1				1	1	1		1				1						1	1			1					1	14	1					1		1	1		1				1	1	1		1				1						1	1			1					1	A	RS10_ECOLI	0	P0A7R5	
P0A7R9	1			1		1		1	1		1					1													1	1			1					1	11	1			1		1		1	1		1					1													1	1			1					1	A	RS11_ECOLI	0	P0A7R9	
P0A7S9	1			1		1		1	1		1					1			1										1	1			1					1	12	1			1		1		1	1		1					1			1										1	1			1					1	A	RS13_ECOLI	0	P0A7S9	
P0A7T3	1					1		1	1		1								1										1	1			1					1	10	1					1		1	1		1								1										1	1			1					1	A	RS16_ECOLI	0	P0A7T3	
P0A7U3	1			1		1		1	1		1					1													1	1			1					1	11	1			1		1		1	1		1					1													1	1			1					1	A	RS19_ECOLI	0	P0A7U3	
P0A7V0	1			1	1	1	1	1	1		1	1			1	1	1		1					1					1	1			1					1	18	1			1	1	1	1	1	1		1	1			1	2	1		1					1					1	1			1					1	A	RS2_ECOLI	0	P0A7V0	
P0A7V8	1					1	1	1	1		1					1		1	1										1	1			1					1	13	1					1	1	1	1		1					1		1	1										1	1			1					1	A	RS4_ECOLI	0	P0A7V8	
P0A7W1	1			1		1	1	1	1		1					1													1	1			1					1	12	1			1		1	1	1	1		1					1													1	1			1					1	A	RS5_ECOLI	0	P0A7W1	
P0A7W7	1			1		1		1	1		1																		1	1			1					1	10	1			1		1		1	1		1																		1	1			1					1	A	RS8_ECOLI	0	P0A7W7	
P0A7X3	1			1		1		1	1		1					1		1	1										1	1			1					1	13	1			1		1		1	1		1					1		1	1										1	1			1					1	A	RS9_ECOLI	0	P0A7X3	
P0A7X6	1			1	1	1		1			1	1																		1			1					1	10	1			1	1	1		1			1	1																		1			1					1	A	RIMM_ECOLI	0	P0A7X6	
P0A7Y0	1					1	1	1	1		1	1				1													1	1			1			1		1	13	1					1	1	1	1		1	1				1													1	1			1			1		1	A	RNC_ECOLI	0	P0A7Y0	
P0A7Y4	1								1							1																	1					1	5	1								1							1																	1					1	A	RNH_ECOLI	0	P0A7Y4	
P0A7Y8	1			1					1																								1					1	5	1			1					1																								1					1	A	RNPA_ECOLI	0	P0A7Y8	
P0A7Z0	1			1		1	1	1				1								1										1			1					1	10	1			1		1	1	1				1								1										1			1					1	A	RPIA_ECOLI	0	P0A7Z0	
P0A7Z4	1			1	1	1	1	1	1		1	1			1	1	1		1	1									1	1			1					1	18	1			1	1	1	1	1	1		1	1			1	1	1		1	1									1	1			1					1	A	RPOA_ECOLI	0	P0A7Z4	
P0A805	1			1		1	1	1	1			1				1														1			1					1	11	1			1		1	1	1	1			1				1														1			1					1	A	RRF_ECOLI	0	P0A805	
P0A809	1			1				1	1																								1					1	6	1			1				1	1																								1					1	A	RUVA_ECOLI	0	P0A809	
P0A812	1					1			1						1	1	1		1				1						1	1			1			1		1	13	1					1			1						1	1	1		1				1						1	1			1			1		1	A	RUVB_ECOLI	0	P0A812	
P0A817	1			1		1	1	1	1		1	1							1	1				1					1	1			1					1	15	1			1		1	1	1	1		1	1							1	1				1					1	1			1					1	A	METK_ECOLI	0	P0A817	
P0A823	1								1							1													1				1					1	6	1								1							1													1				1					1	A	SFSA_ECOLI	0	P0A823	
P0A825	1			1	1	1	1	1			1	1				1			1	1									1	1			1					1	15	1			1	1	1	1	1			1	1				1			1	1									1	1			1					1	A	GLYA_ECOLI	0	P0A825	
P0A828	1																																						1	1																																						A	SMG_ECOLI	0		
P0A832	1					1		1	1																				1	1			1					1	8	1					1		1	1																				1	1			1					1	A	SSRP_ECOLI	0	P0A832	
P0A836	1			1		1	1	1			1					1			1	1									1	1			1					1	13	1			1		1	1	1			1					1			1	1									1	1			1					1	A	SUCC_ECOLI	0	P0A836	
P0A840	1															1														1			1					1	5	1															1														1			1					1	A	SURE_ECOLI	0	P0A840	
P0A847	1					1	1	1	1							1													1	1			1					1	10	1					1	1	1	1							1													1	1			1					1	A	TGT_ECOLI	0	P0A847	
P0A850	1			1	1	1	1	1	1		1	1			1	1	1	1	1	1			1			1			1	1			1					1	21	1			1	1	1	1	1	1		1	1			1	1	1	1	1	1			1			1			1	1			1					1	A	TIG_ECOLI	0	P0A850	
P0A853	1				1	1	1	1	1		1	1			1	1	1	1		1			1		1	1			1	1			1			1			20	1				1	1	1	1	1		1	1			1	1	1	1		1			1		1	1			1	1			1			1			A	TNAA_ECOLI	0		
P0A855	1		1	1		1	1	1			1	1							1					1			1		1	1			1					1	15	1		1	1		1	1	1			1	1							1					1			1		1	1			1					1	G	TOLB_ECOLI	0	P0A855	
P0A858	1				1	1	1	1	1			1				1		1		1									1	1			1					1	14	1				1	1	1	1	1			1				1		1		1									1	1			1					1	A	TPIS_ECOLI	0	P0A858	
P0A867	1					1	1	1				1				1										1			1	1			1					1	11	1					1	1	1				1				1										1			1	1			1					1	A	TALA_ECOLI	0	P0A867	
P0A870	1			1	1	1	1	1			1	1				1		1	1	1									1	1			1					1	16	1			1	1	1	1	1			1	1				2		1	1	1									1	1			1					1	A	TALB_ECOLI	0	P0A870	
P0A873	1															1																	1					1	4	1															1																	1					1	A	TRMD_ECOLI	0	P0A873	
P0A879	1				1	1		1				1				1			1										1	1			1					1	11	1				1	1		1				1				1			1										1	1			1					1	B	TRPB_ECOLI	0	P0A879	
P0A884	1					1		1	1		1					1														1			1					1	9	1					1		1	1		1					1														1			1					1	A	TYSY_ECOLI	0	P0A884	
P0A887	1			1		1	1	1	1		1	1				1			1										1	1			1					1	14	1			1		1	1	1	1		1	1				1			1										1	1			1					1	A	UBIE_ECOLI	0	P0A887	
P0A894	1			1				1	1							1			1										1	1			1					1	10	1			1				1	1							1			1										1	1			1					1	A	YHBJ_ECOLI	0	P0A894	
P0A8A4	1			1					1			1				1													1	1			1			1		1	10	1			1					1			1				1													1	1			1			1		1	A	YDIA_ECOLI	0	P0A8A4	
P0A8A8	1			1					1																					1			1					1	6	1			1					1																					1			1					1	A	RIMP_ECOLI	0	P0A8A8	
P0A8C1	1					1		1	1		1								1										1	1			1					1	10	1					1		1	1		1								1										1	1			1					1	A	YBJQ_ECOLI	0	P0A8C1	
P0A8C4	1					1		1																						1			1					1	6	1					1		1																						1			1					1	A	YGFB_ECOLI	0	P0A8C4	
P0A8D0	1			1				1	1							1													1	1			1					1	9	1			1				1	1							1													1	1			1					1	A	NRDR_ECOLI	0	P0A8D0	
P0A8D3	1			1												1																	1					1	5	1			1												1																	1					1	A	YAII_ECOLI	0	P0A8D3	
P0A8D6	1					1										1																	1					1	5	1					1										1																	1					1	A	YMDB_ECOLI	0	P0A8D6	
P0A8E1	1					1		1			1	1			1	1	1	1					1							1			1					1	13	1					1		1			1	1			1	1	1	1					1							1			1					1	A	YCFP_ECOLI	0	P0A8E1	
P0A8E5	1			1					1							1			1														1					1	7	1			1					1							1			1														1					1	A	YACL_ECOLI	0	P0A8E5	
P0A8E7	1					1		1	1			1			1	1	1	1											1	1			1					1	13	1					1		1	1			1			1	1	1	1											1	1			1					1	A	YAJQ_ECOLI	0	P0A8E7	
P0A8F0	1			1		1	1	1			1	1				1		1		1									1	1			1					1	14	1			1		1	1	1			1	1				1		1		1									1	1			1					1	A	UPP_ECOLI	0	P0A8F0	
P0A8F4	1			1				1			1	1				1			1										1	1			1					1	11	1			1				1			1	1				1			1										1	1			1					1	A	URK_ECOLI	0	P0A8F4	
P0A8F8	1			1				1	1		1					1			1										1	1			1					1	11	1			1				1	1		1					1			1										1	1			1					1	A	UVRB_ECOLI	0	P0A8F8	
P0A8G0	1					1			1		1					1																	1					1	7	1					1			1		1					1																	1					1	A	UVRC_ECOLI	0	P0A8G0	
