Join Name	BL21Remv	K12Total	No files found in	BL21Remv Duplicates	K12Total Duplicates
P75788	1	1	2	1	1	C6EIW4
P0AAX8	1	1	2	1	1	C6EIW3
P0A9U3	1	1	2	1	1	C6EIW2
P75791	1	1	2	1	1	C6EIW1
P75779	1	1	2	1	1	C6EIX8
P46119	1	1	2	1	1	C6EIQ5
P75828	1	1	2	1	1	C6EIA5
P75826	1	1	2	1	1	C6EIA7
P75806	1	1	2	1	1	C6EIU2
P0AAY4	1	1	2	1	1	C6EIU0
P75809	1	1	2	1	1	C6EIT9
P75810	1	1	2	1	1	C6EIT8
P75811	1	1	2	1	1	C6EIT7
P60869	1	1	2	1	1	C6EIQ8
P64439	1	1	2	1	1	C6EIQ7
P0AAY6	1	1	2	1	1	C6EIQ2
P0AAZ0	1	1	2	1	1	C6EIC3
P75818	1	1	2	1	1	C6EIB6
P0A8C1	1	1	2	1	1	C6EIB5
P75821	1	1	2	1	1	C6EIB3
P75822	1	1	2	1	1	C6EIB2
P75829	1	1	2	1	1	C6EIA4
P21367	1	1	2	1	1	C6EI85
P21503	1	1	2	1	1	C6EI84
P37443	1	1	2	1	1	C6EI69
P43340	1	1	2	1	1	C6EI81
P43674	1	1	2	1	1	C6EI73
P75835	1	1	2	1	1	C6EI83
P75836	1	1	2	1	1	C6EI82
P75838	1	1	2	1	1	C6EI77
P75839	1	1	2	1	1	C6EI76
P75843	1	1	2	1	1	C6EI66
P0AAZ7	1	1	2	1	1	C6EI65
P22525	1	1	2	1	1	C6EI57
P0AB01	1	1	2	1	1	C6EI62
P40876	1	1	2	1	1	C6EI38
P0A8N0	1	1	2	1	1	C6EI26
P0AB03	1	1	2	1	1	C6EI63
P0AB06	1	1	2	1	1	C6EI56
P75849	1	1	2	1	1	C6EI55
P75855	1	1	2	1	1	C6EI44
P75856	1	1	2	1	1	C6EI43
P75857	1	1	2	1	1	C6EI42
P75858	1	1	2	1	1	C6EI41
P75859	1	1	2	1	1	C6EI40
P75860	1	1	2	1	1	C6EI39
P75862	1	1	2	1	1	C6EI36
P75863	1	1	2	1	1	C6EI35
P0AAC6	1	1	2	1	1	C6EI11
P36661	1	1	2	1	1	C6EHK6
P0AB12	1	1	2	1	1	C6EI20
P0AB14	1	1	2	1	1	C6EHK4
P52636	1	1	2	1	1	C6EHL5
P75870	1	1	2	1	1	C6EI21
P0A8X4	1	1	2	1	1	C6EI17
P75874	1	1	2	1	1	C6EI16
P31545	1	1	2	1	1	C6EHI8
P0AB24	1	1	2	1	1	C6EHI9
P75908	1	1	2	1	1	C6EHI2
P75914	1	1	2	1	1	C6EHH8
P75915	1	1	2	1	1	C6EHH7
P75916	1	1	2	1	1	C6EHH6
P24188	1	1	2	1	1	C6EHF8
P0AB26	1	1	2	1	1	C6EHF0
P0AB28	1	1	2	1	1	C6EHC6
P0A729	1	1	2	1	1	C6EHC7
P28306	1	1	2	1	1	C6EHB7
P29217	1	1	2	1	1	C6EHE6
P0A8X2	1	1	2	1	1	C6EHF7
P0AB31	1	1	2	1	1	C6EHG2
P64442	1	1	2	1	1	C6EHF5
P27431	1	1	2	1	1	C6EGW3
P0AFQ7	1	1	2	1	1	C6EGZ2
P0AB35	1	1	2	1	1	C6EGY2
P75946	1	1	2	1	1	C6EGY8
P0AB38	1	1	2	1	1	C6EGY7
P0A8E1	1	1	2	1	1	C6EGY4
P75952	1	1	2	1	1	C6EGY1
P75954	1	1	2	1	1	C6EGX9
P75955	1	1	2	1	1	C6EGX7
P75961	1	1	2	1	1	C6EGX0
P29013	1	1	2	1	1	C6EGS9
P75989	1	1	2	1	1	C6EGV2
P75990	1	1	2	1	1	C6EGV1
P75995	1	1	2	1	1	C6EGU6
P76001	1	1	2	1	1	C6EGT9
P76002	1	1	2	1	1	C6EGT8
P0AB43	1	1	2	1	1	C6EGT7
P76004	1	1	2	2	1	C6EGT6;C6EBL6
P0A8L5	1	1	2	1	1	C6EGT5
P76010	1	1	2	1	1	C6EGS3
P76017	1	1	2	1	1	C6EGR5
P75988	1	1	2	1	1	C6EGV3
P76012	1	1	2	1	1	C6EGS1
P75991	1	1	2	1	1	C6EGV0
P25743	1	1	2	1	1	C6EGM7
P0AFR2	1	1	2	1	1	C6EGR0
P0AB52	1	1	2	1	1	C6EGP5
P39165	1	1	2	1	1	C6EGP4
P0A8Z0	1	1	2	1	1	C6EFY3
P21365	1	1	2	1	1	C6EFY1
P21363	1	1	2	1	1	C6EFX9
P21362	1	1	2	1	1	C6EFX8
P21361	1	1	2	2	1	C6EFX7;C6EHK2
P08245	1	1	2	1	1	C6EFV2
P0AB55	1	1	2	1	1	C6EFY5
P31808	1	1	2	1	1	C6EFW6
P0AB58	1	1	2	1	1	C6EFV4
P0AB61	1	1	2	1	1	C6EFW4
P0AFR4	1	1	2	1	1	C6EFX0
P0ACV4	1	1	2	1	1	C6EFV5
P76034	1	1	2	1	1	C6EFV0
P0A8L7	1	1	2	1	1	C6EFY8
P76035	1	1	2	1	1	C6EFU5
P45736	1	1	2	1	1	C6EFU3
P0A8R7	1	1	2	1	1	C6EFR0
P76042	1	1	2	1	1	C6EFS2
P0AFR7	1	1	2	1	1	C6EFS1
P77716	1	1	2	1	1	C6EFS0
P76043	1	1	2	1	1	C6EFR9
P76044	1	1	2	1	1	C6EFR8
P77503	1	1	2	1	1	C6EFR7
P77154	1	1	2	1	1	C6EFR6
P77481	1	1	2	1	1	C6EFR4
P77615	1	1	2	1	1	C6EFR2
P76046	1	1	2	1	1	C6EFR1
P76049	1	1	2	1	1	C6EFQ4
P77333	1	1	2	1	1	C6EFQ3
P76053	1	1	2	1	1	C6EFP3
P77302	1	1	2	1	1	C6EFP2
P25907	1	1	2	1	1	C6EEV6
P52645	1	1	2	1	1	C6EEW3
P76076	1	1	2	1	1	C6EEW1
P0ACW4	1	1	2	2	1	C6EEU3;C6EIT4
P31991	1	1	2	1	1	C6EEQ5
P34209	1	1	2	1	1	C6EEU9
P0ACW6	1	1	2	1	1	C6EET7
P77171	1	1	2	2	1	C6EEU0;C6ELP8
P76097	1	1	2	1	1	C6EET9
P76100	1	1	2	1	1	C6EET5
P64451	1	1	2	1	1	C6EET2
P77626	1	1	2	1	1	C6EES9
P76103	1	1	2	1	1	C6EET0
P76104	1	1	2	1	1	C6EES8
P67697	1	1	2	1	1	C6EES5
P77730	1	1	2	1	1	C6EES4
P76108	1	1	2	1	1	C6EES3
P77795	1	1	2	1	1	C6EES2
P77156	1	1	2	1	1	C6EES1
P64453	1	1	2	1	1	C6EER8
P64455	1	1	2	1	1	C6EER7
P76111	1	1	2	1	1	C6EER6
P31826	1	1	2	1	1	C6EEM1
P31827	1	1	2	1	1	C6EEM2
P46136	1	1	2	1	1	C6EEP4
P76121	1	1	2	1	1	C6EEQ2
P77519	1	1	2	1	1	C6EEP5
P67699	1	1	2	1	1	C6EEP0
P0AA89	1	1	2	1	1	C6EEM7
P64426	1	1	2	1	1	C6EEM6
P31126	1	1	2	1	1	C6EDV3
P31129	1	1	2	1	1	C6EDV1
P31130	1	1	2	1	1	C6EDV0
P31131	1	1	2	1	1	C6EDU9
P32051	1	1	2	1	1	C6EEK8
P76134	1	1	2	1	1	C6EEM0
P77318	1	1	2	1	1	C6EEL9
P76135	1	1	2	1	1	C6EEL8
P77561	1	1	2	1	1	C6EEL6
P77588	1	1	2	1	1	C6EEL5
P77294	1	1	2	1	1	C6EEL4
P77789	1	1	2	1	1	C6EEL3
Q47138	1	1	2	1	1	C6EDR9
P39831	1	1	2	1	1	C6EDU7
P0ACM2	1	1	2	1	1	C6EDU6
P77260	1	1	2	1	1	C6EDU4
P77228	1	1	2	1	1	C6EDU3
P76165	1	1	2	1	1	C6EDS6
P64463	1	1	2	1	1	C6EDU5
P77804	1	1	2	1	1	C6EDN4
P0ACX0	1	1	2	1	1	C6EDP1
P76176	1	1	2	1	1	C6EDQ0
P76177	1	1	2	1	1	C6EDP4
P77376	1	1	2	1	1	C6EDM3
P76180	1	1	2	1	1	C6EDM0
P0ACR2	1	1	2	2	1	C6ECU4;C6EF81
P37597	1	1	2	1	1	C6ECU3
P76187	1	1	2	1	1	C6EDJ8
P64471	1	1	2	1	1	C6EDK2
P76185	1	1	2	1	1	C6EDK1
P76186	1	1	2	1	1	C6EDK0
P64474	1	1	2	1	1	C6ECV5
P76190	1	1	2	1	1	C6ECU8
P77389	1	1	2	1	1	C6ECU6
P77552	1	1	2	1	1	C6ECT9
P0ACX3	1	1	2	1	1	C6ECT8
P77148	1	1	2	1	1	C6ECT7
P77147	1	1	2	1	1	C6ECT6
P76192	1	1	2	1	1	C6ECT2
P77564	1	1	2	1	1	C6ECT3
P77375	1	1	2	1	1	C6ECT4
P0AAL6	1	1	2	1	1	C6ECT1
P0ACX5	1	1	2	1	1	C6ECT0
P0A8A4	1	1	2	1	1	C6ECQ3
P0A6D5	1	1	2	1	1	C6ECR5
P0ACX9	1	1	2	1	1	C6ECQ1
P37766	1	1	2	2	1	C6ECR3;C6ECE3
P64476	1	1	2	1	1	C6ECS1
P77781	1	1	2	1	1	C6ECS0
P77748	1	1	2	1	1	C6ECR9
P0AFS7	1	1	2	1	1	C6ECR8
P76196	1	1	2	1	1	C6ECR7
P76198	1	1	2	1	1	C6ECR6
P0A9U8	1	1	2	1	1	C6ECR2
P77402	1	1	2	2	1	C6ECR1;C6EBM3
P76201	1	1	2	1	1	C6ECR0
P77378	1	1	2	1	1	C6ECQ9
P77337	1	1	2	1	1	C6ECQ8
P77714	1	1	2	1	1	C6ECQ7
P77649	1	1	2	1	1	C6ECQ0
P76206	1	1	2	1	1	C6ECN6
P64479	1	1	2	1	1	C6ECN4
P0ACY1	1	1	2	1	1	C6ECJ2
P38055	1	1	2	1	1	C6ECI8
P77721	1	1	2	1	1	C6ECI7
P77256	1	1	2	1	1	C6ECI6
P77493	1	1	2	1	1	C6ECI5
P77704	1	1	2	1	1	C6ECI4
P77280	1	1	2	1	1	C6ECI3
P76230	1	1	2	1	1	C6ECI2
P77539	1	1	2	1	1	C6EC53
P64481	1	1	2	1	1	C6ECN0
P77529	1	1	2	1	1	C6ECM9
P76210	1	1	2	1	1	C6ECM8
P76219	1	1	2	1	1	C6ECK7
P76220	1	1	2	1	1	C6ECK6
P76221	1	1	2	1	1	C6ECK5
P76231	1	1	2	1	1	C6EC52
P39173	1	1	2	1	1	C6EC49
P76234	1	1	2	1	1	C6EC48
P76235	1	1	2	1	1	C6EC46
P76236	1	1	2	1	1	C6EC45
P76237	1	1	2	1	1	C6EC44
P64483	1	1	2	1	1	C6EC43
P76241	1	1	2	1	1	C6EC41
P76242	1	1	2	1	1	C6EC40
P76243	1	1	2	1	1	C6EC39
P76245	1	1	2	1	1	C6EC37
P64488	1	1	2	1	1	C6EC33
P76250	1	1	2	1	1	C6EC31
P0ABR7	1	1	2	1	1	C6EC29
P76254	1	1	2	1	1	C6EC28
P0AA91	1	1	2	1	1	C6EC25
P76256	1	1	2	1	1	C6EC24
P0AFS9	1	1	2	1	1	C6EBX1
P24238	1	1	2	1	1	C6EBW5
P33219	1	1	2	1	1	C6EBY1
P0ACY9	1	1	2	1	1	C6EBY0
P76264	1	1	2	1	1	C6EC09
P64499	1	1	2	1	1	C6EC05
P76269	1	1	2	1	1	C6EC01
P76270	1	1	2	1	1	C6EBZ7
P0AD03	1	1	2	1	1	C6EBZ6
P76272	1	1	2	1	1	C6EBZ5
P64503	1	1	2	1	1	C6EBZ3
P76275	1	1	2	1	1	C6EBZ2
P64506	1	1	2	1	1	C6EBZ0
P76278	1	1	2	1	1	C6EBY9
P0AD05	1	1	2	2	1	C6EGN4;C6EBF1
P37774	1	1	2	1	1	C6EBE4
P0ADI7	1	1	2	1	1	C6EBW0
P37348	1	1	2	1	1	C6EBV9
P0AD07	1	1	2	1	1	C6EBE6
P46887	1	1	2	1	1	C6EBF3
P52007	1	1	2	1	1	C6EBV2
P64515	1	1	2	1	1	C6EBV8
P76308	1	1	2	1	1	C6EBF5
P0AFT2	1	1	2	1	1	C6EBE3
P76296	1	1	2	1	1	C6EBV0
P0AA70	1	1	2	1	1	C6EBA7
P31063	1	1	2	1	1	C6EBD3
P31064	1	1	2	1	1	C6EBD2
P0AA31	1	1	2	1	1	C6EBD1
P46125	1	1	2	1	1	C6EBA8
P46144	1	1	2	1	1	C6EBA4
P76318	1	1	2	1	1	C6EBD0
P76319	1	1	2	1	1	C6EBC9
P76330	1	1	2	1	1	C6EBB0
P76334	1	1	2	1	1	C6EBA3
P76339	1	1	2	1	1	C6EBA0
P76340	1	1	2	1	1	C6EB99
P76342	1	1	2	1	1	C6EB97
P76343	1	1	2	1	1	C6EB96
P33011	1	1	2	1	1	C6EB75
P33014	1	1	2	1	1	C6EB71
P33015	1	1	2	1	1	C6EB70
P0AA47	1	1	2	1	1	C6EB69
P76347	1	1	2	1	1	C6EB89
P76352	1	1	2	1	1	C6EB85
P64526	1	1	2	1	1	C6EDB6
P0A8M6	1	1	2	1	1	C6EB76
P76369	1	1	2	1	1	C6EB68
P0AD12	1	1	2	1	1	C6EB67
P36928	1	1	2	1	1	C6EAN8
P38097	1	1	2	1	1	C6EAP0
P76389	1	1	2	1	1	C6EAP4
P76393	1	1	2	1	1	C6EAN7
P76395	1	1	2	1	1	C6EAN6
P76396	1	1	2	1	1	C6EAN5
P76402	1	1	2	1	1	C6EAM5
P76403	1	1	2	1	1	C6EAM4
P76406	1	1	2	1	1	C6EAM3
P76407	1	1	2	1	1	C6EAM2
P76417	1	1	2	1	1	C6EAL2
P76418	1	1	2	1	1	C6EAL1
P76419	1	1	2	1	1	C6EAL0
P0ACM5	1	1	2	1	1	C6EAK9
P76421	1	1	2	1	1	C6EAK8
P33346	1	1	2	1	1	C6EAJ5
P33348	1	1	2	1	1	C6EAJ3
P33349	1	1	2	1	1	C6EAJ2
P33352	1	1	2	1	1	C6EAJ1
P33353	1	1	2	1	1	C6EAJ0
P33354	1	1	2	1	1	C6EAI9
P33355	1	1	2	1	1	C6EAI8
P0AFT5	1	1	2	1	1	C6EAI7
P0AD14	1	1	2	1	1	C6EAI6
P33359	1	1	2	1	1	C6EAI3
P33360	1	1	2	1	1	C6EAI2
P25889	1	1	2	1	1	C6EAG5
P25747	1	1	2	1	1	C6EAG1
P0ACR4	1	1	2	1	1	C6EAF6
P62723	1	1	2	1	1	C6EAF5
P33020	1	1	2	1	1	C6EAF3
P33029	1	1	2	1	1	C6EA25
P33030	1	1	2	1	1	C6EA24
P64536	1	1	2	1	1	C6EAG7
P76440	1	1	2	1	1	C6EAG6
P76445	1	1	2	1	1	C6EA23
P33913	1	1	2	1	1	C6EA20
P0AFU0	1	1	2	1	1	C6EA19
P33915	1	1	2	1	1	C6EA18
P33916	1	1	2	1	1	C6EA17
P0AD21	1	1	2	1	1	C6EA16
P33919	1	1	2	1	1	C6EA13
P0AD24	1	1	2	1	1	C6EA10
P0AD27	1	1	2	1	1	C6EA09
P33924	1	1	2	1	1	C6EA08
P17994	1	1	2	1	1	C6E9X1
P0ABW3	1	1	2	1	1	C6E9W5
P45505	1	1	2	1	1	C6E9W3
P45508	1	1	2	1	1	C6E9W8
P76462	1	1	2	1	1	C6E9X5
P76463	1	1	2	1	1	C6E9X4
P76464	1	1	2	1	1	C6E9X3
P76466	1	1	2	1	1	C6E9X2
P76470	1	1	2	2	1	C6E9V4;C6EBM2
P77732	1	1	2	1	1	C6E9V2
P76471	1	1	2	1	1	C6E9V0
P76483	1	1	2	1	1	C6E9S9
P0A959	1	1	2	1	1	C6ELG3
P76491	1	1	2	1	1	C6ELG2
P0AFU2	1	1	2	1	1	C6ELG1
P77625	1	1	2	1	1	C6ELG0
P0A8W8	1	1	2	1	1	C6ELF9
P0A8D9	1	1	2	1	1	C6ELF8
P0AD30	1	1	2	1	1	C6ELC6
P39199	1	1	2	1	1	C6ELC3
P39263	1	1	2	1	1	C6ELF5
P65556	1	1	2	1	1	C6ELF4
P67095	1	1	2	1	1	C6ELF3
P77544	1	1	2	1	1	C6ELF2
P77526	1	1	2	1	1	C6ELF1
P77775	1	1	2	1	1	C6ELE9
P77549	1	1	2	1	1	C6ELD1
P64540	1	1	2	1	1	C6ELC8
P76938	1	1	2	1	1	C6ELC7
P0A8B2	1	1	2	1	1	C6ELC2
P77599	1	1	2	1	1	C6ELB7
P77196	1	1	2	1	1	C6ELB6
P77288	1	1	2	1	1	C6ELB5
P0AD33	1	1	2	1	1	C6ELB1
P37327	1	1	2	1	1	C6ELA5
P76518	1	1	2	1	1	C6EL97
P0AA49	1	1	2	1	1	C6EL96
P76520	1	1	2	1	1	C6EL93
P76521	1	1	2	1	1	C6EL91
P77434	1	1	2	1	1	C6EL89
P23842	1	1	2	1	1	C6EL75
P0AD37	1	1	2	1	1	C6EL74
P27238	1	1	2	1	1	C6EL73
P39836	1	1	2	1	1	C6EL69
Q47702	1	1	2	1	1	C6EL58
P0ACR7	1	1	2	1	1	C6EL70
P78271	1	1	2	1	1	C6EL57
P76536	1	1	2	1	1	C6EKS3
P76537	1	1	2	1	1	C6EKS2
P76538	1	1	2	1	1	C6EKS1
P24178	1	1	2	1	1	C6EKP1
P66948	1	1	2	1	1	C6EKL7
P76569	1	1	2	1	1	C6EKL6
P77172	1	1	2	1	1	C6EKK8
P64545	1	1	2	1	1	C6EKK6
P76573	1	1	2	1	1	C6EKK3
P76575	1	1	2	1	1	C6EKJ9
P77774	1	1	2	1	1	C6EKJ7
P76576	1	1	2	1	1	C6EKJ6
P0AFU4	1	1	2	1	1	C6EKF3
P0AD42	1	1	2	1	1	C6EK28
P0AD44	1	1	2	1	1	C6EKF2
P37767	1	1	2	1	1	C6EK27
P52101	1	1	2	1	1	C6EKF1
P52102	1	1	2	1	1	C6EK26
P76578	1	1	2	1	1	C6EKI9
P77538	1	1	2	1	1	C6EKH3
P07021	1	1	2	1	1	C6EJY7
P33634	1	1	2	1	1	C6EK09
P0AGJ5	1	1	2	1	1	C6EK05
P33644	1	1	2	1	1	C6EJZ7
P11289	1	1	2	1	1	C6EJZ0
P46126	1	1	2	1	1	C6EK00
P46139	1	1	2	1	1	C6EJY8
P0AC02	1	1	2	1	1	C6EJZ5
Q47319	1	1	2	1	1	C6EK03
P76594	1	1	2	1	1	C6EK02
P64548	1	1	2	1	1	C6EJY9
P37908	1	1	2	1	1	C6EJY0
P52119	1	1	2	1	1	C6EJX5
P0AGL5	1	1	2	1	1	C6EJX4
P52137	1	1	2	1	1	C6EEI2
P0AD53	1	1	2	1	1	C6EJV4
P0A6G3	1	1	2	1	1	C6EJT1
P37338	1	1	2	1	1	C6EJW1
P37339	1	1	2	1	1	C6EJW5
P43667	1	1	2	1	1	C6EJU3
P0ADQ7	1	1	2	1	1	C6EJV3
P55734	1	1	2	1	1	C6EJV7
P0ADE6	1	1	2	1	1	C6EJW0
P77295	1	1	2	1	1	C6EJV8
P64550	1	1	2	1	1	C6EJV5
P76628	1	1	2	1	1	C6EJU5
P76630	1	1	2	1	1	C6EJU4
P25728	1	1	2	1	1	C6EJD6
P46141	1	1	2	1	1	C6EJB8
P52598	1	1	2	1	1	C6EJD2
Q46888	1	1	2	1	1	C6EJD1
Q46889	1	1	2	1	1	C6EJD0
Q46890	1	1	2	1	1	C6EJC9
Q46891	1	1	2	1	1	C6EJC8
Q46892	1	1	2	1	1	C6EJC7
P55138	1	1	2	1	1	C6EJ97
P64554	1	1	2	1	1	C6EJ96
P55140	1	1	2	1	1	C6EJ94
Q46904	1	1	2	1	1	C6EJA6
Q46905	1	1	2	1	1	C6EJA5
Q46906	1	1	2	1	1	C6EJA4
Q46907	1	1	2	1	1	C6EJA3
Q46908	1	1	2	1	1	C6EJA2
Q46911	1	1	2	1	1	C6EJA0
P76633	1	1	2	1	1	C6EJ99
P08370	1	1	2	1	1	C6EJ45
P0ADR2	1	1	2	1	1	C6EJ59
P0ADR8	1	1	2	1	1	C6EJ77
P65292	1	1	2	1	1	C6EJ57
P0AGF2	1	1	2	1	1	C6EJ55
Q46927	1	1	2	1	1	C6EJ54
P65294	1	1	2	1	1	C6EJ35
P03813	1	1	2	1	1	C6EJ28
Q46797	1	1	2	1	1	C6EIP4
Q46798	1	1	2	1	1	C6EIP3
Q46802	1	1	2	1	1	C6EIN9
Q46803	1	1	2	1	1	C6EIN8
P65807	1	1	2	1	1	C6EIN6
P0AC28	1	1	2	1	1	C6EIJ7
P0A8C4	1	1	2	1	1	C6EIJ9
P52037	1	1	2	1	1	C6EIK6
P52043	1	1	2	1	1	C6EII9
P52044	1	1	2	1	1	C6EII8
Q46810	1	1	2	1	1	C6EIN1
Q46811	1	1	2	1	1	C6EIN0
P64557	1	1	2	1	1	C6EIM8
P67444	1	1	2	1	1	C6EIM6
Q46817	1	1	2	1	1	C6EIM4
Q46819	1	1	2	1	1	C6EIM3
Q46820	1	1	2	1	1	C6EIM2
Q46821	1	1	2	1	1	C6EIM1
Q46824	1	1	2	1	1	C6EIL2
P64559	1	1	2	1	1	C6EIL1
P0ADE8	1	1	2	1	1	C6EIL0
P11664	1	1	2	1	1	C6EII1
P11663	1	1	2	1	1	C6EII0
P0ADS6	1	1	2	1	1	C6EII7
P21437	1	1	2	1	1	C6EIH9
P25894	1	1	2	1	1	C6EIH3
P38521	1	1	2	1	1	C6EIF1
P46142	1	1	2	1	1	C6EIF5
P0ADS9	1	1	2	1	1	C6EIF3
P52048	1	1	2	1	1	C6EIH8
P52052	1	1	2	1	1	C6EIG1
P67080	1	1	2	1	1	C6EIG0
P64564	1	1	2	1	1	C6EIF9
P52060	1	1	2	1	1	C6EIF8
P52062	1	1	2	1	1	C6EIF6
P0AG84	1	1	2	1	1	C6EHY9
P0AA60	1	1	2	1	1	C6EHY5
Q46832	1	1	2	1	1	C6EIE2
Q46833	1	1	2	1	1	C6EIE1
Q46834	1	1	2	1	1	C6EIE0
Q46835	1	1	2	1	1	C6EID9
Q46840	1	1	2	1	1	C6EIC9
Q46841	1	1	2	1	1	C6EI09
P64572	1	1	2	1	1	C6EI08
Q46843	1	1	2	1	1	C6EI07
Q46844	1	1	2	1	1	C6EI06
Q46845	1	1	2	1	1	C6EI03
P64574	1	1	2	1	1	C6EHZ3
Q7DFU6	1	1	2	1	1	C6EHZ2
Q46851	1	1	2	1	1	C6EHZ1
P0ADT2	1	1	2	1	1	C6EHV7
P0ADT5	1	1	2	1	1	C6EHV6
P24197	1	1	2	1	1	C6EHV5
P30871	1	1	2	1	1	C6EHU1
P39834	1	1	2	1	1	C6EHV0
P0ADT8	1	1	2	1	1	C6EHU0
P0ADU2	1	1	2	1	1	C6EHW4
Q46861	1	1	2	1	1	C6EHX8
Q46863	1	1	2	1	1	C6EHX3
Q46864	1	1	2	1	1	C6EHX2
Q46866	1	1	2	1	1	C6EHX0
P0ADU5	1	1	2	1	1	C6EHW9
Q46867	1	1	2	1	1	C6EHW6
P42589	1	1	2	1	1	C6EHS2
P42590	1	1	2	1	1	C6EHR8
P42591	1	1	2	1	1	C6EHR7
P42592	1	1	2	1	1	C6EHR6
P67701	1	1	2	1	1	C6EHR4
P64578	1	1	2	1	1	C6EHR3
P42597	1	1	2	1	1	C6EHR1
P42598	1	1	2	1	1	C6EHR0
P42599	1	1	2	1	1	C6EHQ9
P42603	1	1	2	1	1	C6EHQ4
P11865	1	1	2	1	1	C6EHA4
P11864	1	1	2	1	1	C6EHA3
P64590	1	1	2	1	1	C6EHN9
P67660	1	1	2	1	1	C6EHN7
P42624	1	1	2	1	1	C6EHN6
P42625	1	1	2	1	1	C6EHB5
P42626	1	1	2	1	1	C6EHB4
P42628	1	1	2	1	1	C6EHB3
P0AA73	1	1	2	1	1	C6EH43
P0A894	1	1	2	1	1	C6EH22
P45470	1	1	2	1	1	C6EH72
P67762	1	1	2	1	1	C6EH71
P45472	1	1	2	1	1	C6EH70
P63417	1	1	2	1	1	C6EH69
P64599	1	1	2	1	1	C6EH68
P45527	1	1	2	1	1	C6EH67
P45475	1	1	2	1	1	C6EH66
P0ADV5	1	1	2	1	1	C6EH65
P42640	1	1	2	1	1	C6EH53
P0AGK4	1	1	2	1	1	C6EH47
P0ADW6	1	1	2	1	1	C6EH16
P45423	1	1	2	1	1	C6EH13
P45424	1	1	2	1	1	C6EH11
P64612	1	1	2	1	1	C6EH00
P64614	1	1	2	1	1	C6EGM2
P64616	1	1	2	1	1	C6EGM1
P13518	1	1	2	1	1	C6EGK8
P25536	1	1	2	1	1	C6EGL3
P26646	1	1	2	1	1	C6EGK7
P28638	1	1	2	1	1	C6EGJ8
P36677	1	1	2	1	1	C6EGH3
P46474	1	1	2	1	1	C6EGL5
P64622	1	1	2	1	1	C6EGJ3
P45766	1	1	2	1	1	C6EGJ1
P45767	1	1	2	1	1	C6EGJ0
P45768	1	1	2	1	1	C6EGI9
P45769	1	1	2	1	1	C6EGI8
P64624	1	1	2	1	1	C6EGB8
P63389	1	1	2	1	1	C6EGB1
P45524	1	1	2	1	1	C6EGB0
P67624	1	1	2	1	1	C6EGA9
P0ADX1	1	1	2	1	1	C6EGA7
P45537	1	1	2	1	1	C6EGA5
P45546	1	1	2	1	1	C6EFJ9
P64631	1	1	2	1	1	C6EFJ8
P45549	1	1	2	1	1	C6EFJ6
P45550	1	1	2	1	1	C6EFJ5
P45551	1	1	2	1	1	C6EFJ4
P45552	1	1	2	1	1	C6EFJ3
P45804	1	1	2	1	1	C6EFH3
P46837	1	1	2	1	1	C6EFG7
P67143	1	1	2	1	1	C6EFE0
P28911	1	1	2	1	1	C6EF91
P0AGH1	1	1	2	1	1	C6EEJ9
P37613	1	1	2	1	1	C6EFB5
P37614	1	1	2	1	1	C6EFA8
P37615	1	1	2	1	1	C6EFA7
P0ADI9	1	1	2	1	1	C6EFA6
P37619	1	1	2	1	1	C6EFA3
P37621	1	1	2	1	1	C6EFA1
P0AGM0	1	1	2	1	1	C6EFA0
P46852	1	1	2	1	1	C6EFD5
P46853	1	1	2	1	1	C6EFD4
P46854	1	1	2	1	1	C6EFD3
P46855	1	1	2	1	1	C6EFD2
P0AFV2	1	1	2	1	1	C6EEH7
P37624	1	1	2	1	1	C6EEJ8
P37626	1	1	2	1	1	C6EEJ7
P37627	1	1	2	1	1	C6EEJ6
P37629	1	1	2	1	1	C6EEJ5
P37630	1	1	2	1	1	C6EEJ4
P37631	1	1	2	1	1	C6EEJ3
P36837	1	1	2	1	1	C6EEI9
P68567	1	1	2	1	1	C6EEI8
P37634	1	1	2	1	1	C6EEI6
P37635	1	1	2	1	1	C6EEI0
P37197	1	1	2	1	1	C6EEG5
P37640	1	1	2	1	1	C6EEG3
P37641	1	1	2	1	1	C6EEG2
P37642	1	1	2	1	1	C6EEG1
P37643	1	1	2	1	1	C6EEG0
P37645	1	1	2	1	1	C6EEF9
P37646	1	1	2	1	1	C6EEF8
P37648	1	1	2	1	1	C6EEF6
P37649	1	1	2	1	1	C6EEF4
P37655	1	1	2	1	1	C6EEE9
P0ADJ3	1	1	2	1	1	C6EEE8
P37657	1	1	2	1	1	C6EEE7
P0ADJ5	1	1	2	1	1	C6EEE6
P37659	1	1	2	1	1	C6EEE5
P37660	1	1	2	1	1	C6EEE1
P37662	1	1	2	1	1	C6EED4
P37663	1	1	2	1	1	C6EED3
P0ADJ8	1	1	2	1	1	C6EEB6
P11286	1	1	2	1	1	C6EEB5
P37664	1	1	2	1	1	C6EED1
P37665	1	1	2	1	1	C6EEC9
P0ADK0	1	1	2	1	1	C6EEC7
P0A9V5	1	1	2	1	1	C6EEC5
P37669	1	1	2	1	1	C6EEB7
P37671	1	1	2	1	1	C6EEA5
P37673	1	1	2	1	1	C6EEA3
P37674	1	1	2	1	1	C6EEA2
P37675	1	1	2	1	1	C6EEA1
P37676	1	1	2	1	1	C6EEA0
P37681	1	1	2	1	1	C6EE92
