Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Normalized And Descr Itensity	0BS_C0LL	ABS_CALL	ABS_CALL	Merge ID	Merge ID	Masuda2009_fin	Taniguchi2010_fin_mmol	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Copy number per cell	mMol	Merge ID	Merge ID	Pan2010	Thein2010	Taoka2004	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Huang2006	Ji2006	Lasserre2006	Cirulli2007	Wagner2007	Jarchow2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Iwasaki2010	Wickstrom2010	# Studies	DB_NoveV12 Duplicates	P0AFG8	P0A910	P00350	P0AG44	P0A9P0	P08660	P17583	P0A6F5	P0A6H8	P0AC47	P06129	P0ADT8	P02925	P0A910	C1P619	P0ACV0	Q46798	P00561	P00350
P0AAI1	0	1	1	1	0	3	F1		0	0	0		P0AAI1	0	1	0	1	F1		0.00010819		P0AAI1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	F1							P0AAI1											P0AAI1	
P0AAI3	1	1	1	1	1	5	B	1	2	2	2	P0AAI3	P0AAI3	1	1	1	3	B	349.88	0.034483	P0AAI3	P0AAI3	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	11	B		P0AAI3	P0AAI3	P0AAI3		P0AAI3	P0AAI3		P0AAI3			P0AAI3			P0AAI3	P0AAI3		P0AAI3	P0AAI3
P0AAJ3	0	1	1	1	0	3	B		0	2	2		P0AAJ3	0	0	0	0	B				P0AAJ3	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	7	B	P0AAJ3		P0AAJ3				P0AAJ3			P0AAJ3					P0AAJ3	P0AAJ3		P0AAJ3	
P0AAL9	0	1	1	1	0	3	G		2	2			P0AAL9	0	0	0	0	G				P0AAL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P0AAR5	0	1	1	1	0	3	B		2	2	2		P0AAR5	0	0	0	0	B				P0AAR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AAR8	0	1	1	1	0	3	G		0	2			P0AAR8	0	0	0	0	G				P0AAR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P0AAR8	
P0AAS3	0	1	1	1	0	3	B		2	2			P0AAS3	0	0	0	0	B				P0AAS3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	3	B											P0AAS3					P0AAS3		P0AAS3	
P0AAU2	0	0	1	1	0	2	B			2	2		P0AAU2	0	0	0	0	B				P0AAU2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	B							P0AAU2								P0AAU2				
P0AAU5	0	0	1	1	0	2	B			0	0		P0AAU5	0	0	0	0	B				P0AAU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AAV6	0	1	1	1	0	3	G		2	2	2		P0AAV6	0	0	0	0	G				P0AAV6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	G			P0AAV6													P0AAV6		P0AAV6	
P0AAW5	0	1	1	1	0	3	B		2	2	2		P0AAW5	0	0	0	0	B				P0AAW5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AAX3	0	1	1	1	0	3	G		2	0	0		P0AAX3	0	0	0	0	G				P0AAX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P0AB01	1	1	1	1	1	5	B	1	2	2	2	P0AB01	P0AB01	1	0	1	2	B	1.45		P0AB01	P0AB01	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0AB01						P0AB01	P0AB01		P0AB01	
P0AB31	0	1	1	1	0	3	I		2	2			P0AB31	0	0	0	0	I				P0AB31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I																			
P0AB35	0	1	1	1	0	3	B		2	2			P0AB35	0	0	0	0	B				P0AB35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AB35												
P0AB46	0	1	1	1	0	3	G		0	2			P0AB46	0	0	0	0	G				P0AB46	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	G			P0AB46				P0AB46											P0AB46	
P0AB49	0	1	1	1	0	3	B		2	2	2		P0AB49	0	0	0	0	B				P0AB49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P0AB49			P0AB49	
P0AB93	0	1	1	1	0	3	B		2	0			P0AB93	0	0	0	0	B				P0AB93	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AB93												
P0ABA0	1	1	1	1	1	5	B	2	2	2	2	P0ABA0	P0ABA0	1	0	1	2	B	7978.89		P0ABA0	P0ABA0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	11	B		P0ABA0	P0ABA0		P0ABA0	P0ABA0	P0ABA0		P0ABA0	P0ABA0		P0ABA0			P0ABA0	P0ABA0		P0ABA0	
P0ABA4	1	1	1	1	1	5	F1	1	2	2	2	P0ABA4	P0ABA4	1	1	1	3	F1	1480.65	0.04983	P0ABA4	P0ABA4	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	9	F1		P0ABA4	P0ABA4	P0ABA4		P0ABA4			P0ABA4			P0ABA4			P0ABA4	P0ABA4		P0ABA4	
P0ABB0	1	1	1	1	1	5	F1	2	2	2	2	P0ABB0	P0ABB0	1	1	1	3	F1	1206.59	0.15958	P0ABB0	P0ABB0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	14	F1	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0		P0ABB0			P0ABB0	P0ABB0		P0ABB0	
P0ABC0	0	1	1	1	0	3	B		2	2	2		P0ABC0	0	0	0	0	B				P0ABC0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ABC9	1	1	1	1	1	5	B	1	2	2	0	P0ABC9	P0ABC9	1	0	1	2	B	1.03		P0ABC9	P0ABC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	B															P0ABC9	P0ABC9			
P0ABE5	0	1	1	1	0	3	B		2	2	2		P0ABE5	0	0	0	0	B				P0ABE5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0ABE5												
P0ABG4	0	1	1	1	0	3	B		2	2	2		P0ABG4	0	0	0	0	B				P0ABG4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	B									P0ABG4						P0ABG4				
P0ABG7	1	1	1	1	1	5	B	1	2	2	2	P0ABG7	P0ABG7	1	0	1	2	B	1.27		P0ABG7	P0ABG7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0ABG7						P0ABG7	P0ABG7		P0ABG7	
P0ABK2	1	1	1	1	1	5	B	1	2	2	2	P0ABK2	P0ABK2	1	0	1	2	B	165.27		P0ABK2	P0ABK2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	7	B		P0ABK2	P0ABK2		P0ABK2				P0ABK2						P0ABK2	P0ABK2		P0ABK2	
P0ABL1	0	1	1	1	0	3	G		0	0	2		P0ABL1	0	0	0	0	G				P0ABL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	G															P0ABL1			P0ABL1	
P0ABL8	0	1	1	1	0	3	B		0	0	2		P0ABL8	0	0	0	0	B				P0ABL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ABM1	0	1	1	1	0	3	B		0	0	0		P0ABM1	0	0	0	0	B				P0ABM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P0ABM1			P0ABM1	
P0ABM5	0	1	1	1	0	3	B		0	0	0		P0ABM5	0	0	0	0	B				P0ABM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ABN1	1	1	1	1	1	5	B	1	2	2	2	P0ABN1	P0ABN1	1	0	1	2	B	1.79		P0ABN1	P0ABN1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	B		P0ABN1													P0ABN1	P0ABN1		P0ABN1	
P0ABN5	1	1	1	1	1	5	B	1	0	0	2	P0ABN5	P0ABN5	1	0	1	2	B	136.13		P0ABN5	P0ABN5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	6	B		P0ABN5	P0ABN5						P0ABN5						P0ABN5	P0ABN5		P0ABN5	
P0ABN9	0	1	1	1	0	3	B		0	0	2		P0ABN9	0	0	0	0	B				P0ABN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P0ABN9				
P0ABP3	0	1	1	1	0	3	B		1	2	2		P0ABP3	0	0	0	0	B				P0ABP3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	B							P0ABP3								P0ABP3				
P0ABP6	1	1	1	1	1	5	B	1	2	2	2	P0ABP6	P0ABP6	1	0	1	2	B	1.37		P0ABP6	P0ABP6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0ABP6						P0ABP6	P0ABP6		P0ABP6	
P0ABW5	0	1	1	1	0	3	G		0	0	0		P0ABW5	0	0	0	0	G				P0ABW5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P0ABX8	0	1	1	1	0	3	F1		2	2			P0ABX8	0	0	0	0	F1				P0ABX8	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	F1							P0ABX8		P0ABX8										
P0ABZ1	0	1	1	1	0	3	F1		2	2	2		P0ABZ1	0	0	0	0	F1				P0ABZ1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	4	F1							P0ABZ1									P0ABZ1		P0ABZ1	P0ABZ1
P0ABZ6	1	1	1	1	1	5	G	1	2	2	2	P0ABZ6	P0ABZ6	1	1	1	3	G	112	0.0028319	P0ABZ6	P0ABZ6	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	G		P0ABZ6	P0ABZ6				P0ABZ6								P0ABZ6	P0ABZ6		P0ABZ6	
P0AC05	0	1	1	1	0	3	B		2	2	2		P0AC05	0	0	0	0	B				P0AC05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P0AC05			P0AC05	
P0AC07	0	1	1	1	0	3	B		2	2			P0AC07	0	0	0	0	B				P0AC07	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AC07												
P0AC47	1	1	1	1	1	5	F1	1	2	2	2	P0AC47	P0AC47	1	0	1	2	F1	220		P0AC47	P0AC47	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	7	F1	P0AC47		P0AC47					P0AC47		P0AC47					P0AC47	P0AC47		P0AC47	
P0AC78	0	1	1	1	1	4	B		2	2	2	P0AC78	P0AC78	0	0	1	1	B			P0AC78	P0AC78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P0AC78			P0AC78	
P0AC94	0	1	1	1	0	3	B		2	0	0		P0AC94	0	0	0	0	B				P0AC94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AC96	0	1	1	1	0	3	B		2	0			P0AC96	0	0	0	0	B				P0AC96	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	B											P0AC96								
P0ACA1	0	1	1	1	0	3	B		2	2			P0ACA1	0	0	0	0	B				P0ACA1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	B			P0ACA1												P0ACA1			P0ACA1	
P0ACD8	0	1	1	1	1	4	F1		0	1		P0ACD8	P0ACD8	0	0	1	1	F1			P0ACD8	P0ACD8	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	6	F1							P0ACD8	P0ACD8		P0ACD8					P0ACD8	P0ACD8		P0ACD8	
P0ACS7	0	1	1	1	1	4	B		2	2	2	P0ACS7	P0ACS7	0	0	1	1	B			P0ACS7	P0ACS7	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	B			P0ACS7				P0ACS7								P0ACS7	P0ACS7		P0ACS7	
P0ACU0	0	1	1	1	1	4	B		2	2	2	P0ACU0	P0ACU0	0	0	1	1	B			P0ACU0	P0ACU0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	B							P0ACU0											P0ACU0	
P0ACV4	1	1	1	1	1	5	B	1	2	2	2	P0ACV4	P0ACV4	1	0	1	2	B	3.22		P0ACV4	P0ACV4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0ACV4						P0ACV4	P0ACV4		P0ACV4	
P0ACW2	0	0	0	0	0	0	I						P0ACW2	0	0	0	0	I				P0ACW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I																			
P0ACW4	0	1	1	1	0	3	G		2	2	2		P0ACW4	0	0	0	0	G				P0ACW4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P0ACW4											P0ACW4	
P0ACY6	0	1	1	1	0	3	B		0	0	0		P0ACY6	0	0	0	0	B				P0ACY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AD42	0	0	1	1	1	3	B			2	2	P0AD42	P0AD42	0	0	1	1	B			P0AD42	P0AD42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0AD42						P0AD42	P0AD42		P0AD42	
P0AD44	1	1	1	1	1	5	I	1	2	2	2	P0AD44	P0AD44	1	0	1	2	I			P0AD44	P0AD44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	I									P0AD44						P0AD44	P0AD44		P0AD44	
P0AD47	0	1	1	1	0	3	B		1	0	0		P0AD47	0	0	0	0	B				P0AD47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P0AD47				
P0ADA1	0	1	1	1	1	4	G		2	2	2	P0ADA1	P0ADA1	0	0	1	1	G			P0ADA1	P0ADA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P0ADA1	
P0ADA3	1	1	1	1	1	5	I	2	2	2	2	P0ADA3	P0ADA3	1	0	1	2	I	67.71		P0ADA3	P0ADA3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	7	I		P0ADA3	P0ADA3						P0ADA3						P0ADA3	P0ADA3	P0ADA3	P0ADA3	
P0ADA7	0	1	1	1	0	3	I		2	2	0		P0ADA7	0	0	0	0	I				P0ADA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	I															P0ADA7	P0ADA7		P0ADA7	
P0ADB7	0	0	0	0	0	0	I						P0ADB7	0	0	0	0	I				P0ADB7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	5	I		P0ADB7													P0ADB7	P0ADB7	P0ADB7	P0ADB7	
P0ADC1	1	1	1	1	1	5	I	1	2	2	2	P0ADC1	P0ADC1	1	0	1	2	I	99.64		P0ADC1	P0ADC1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	8	I		P0ADC1	P0ADC1				P0ADC1		P0ADC1						P0ADC1	P0ADC1	P0ADC1	P0ADC1	
P0ADC3	1	1	1	1	1	5	B	1	2	2	2	P0ADC3	P0ADC3	1	0	1	2	B	1.52		P0ADC3	P0ADC3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	6	B		P0ADC3					P0ADC3		P0ADC3						P0ADC3	P0ADC3		P0ADC3	
P0ADG7	1	1	1	1	1	5	B	1	2	2	2	P0ADG7	P0ADG7	1	0	1	2	B	604.57		P0ADG7	P0ADG7	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	8	B		P0ADG7	P0ADG7	P0ADG7			P0ADG7			P0ADG7					P0ADG7	P0ADG7		P0ADG7	
P0ADI9	0	1	1	1	0	3	B		2	2	2		P0ADI9	0	0	0	0	B				P0ADI9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P0ADI9			P0ADI9	
P0ADJ5	0	1	1	1	0	3	B		2	2	2		P0ADJ5	0	0	0	0	B				P0ADJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ADJ8	0	1	1	1	0	3	B		2	0	2		P0ADJ8	0	0	0	0	B				P0ADJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ADK4	0	1	1	1	0	3	B		0	0	0		P0ADK4	0	0	0	0	B				P0ADK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ADL6	0	1	1	1	0	3	B		2	2			P0ADL6	0	0	0	0	B				P0ADL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ADM0	0	1	1	1	0	3	B		2	2	2		P0ADM0	0	1	0	1	B		0.000559		P0ADM0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ADM6	0	1	1	1	0	3	I		0	0	2		P0ADM6	0	0	0	0	I				P0ADM6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	I							P0ADM6											P0ADM6	
P0ADN6	1	0	0	0	1	2	I	1				P0ADN6	P0ADN6	1	0	1	2	I	398		P0ADN6	P0ADN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	4	I															P0ADN6	P0ADN6	P0ADN6	P0ADN6	
P0ADP5	0	1	1	1	0	3	B		2	0	0		P0ADP5	0	0	0	0	B				P0ADP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0ADQ2	0	1	1	1	1	4	B		2	2	2	P0ADQ2	P0ADQ2	0	1	1	2	B		0.0085761	P0ADQ2	P0ADQ2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	B		P0ADQ2	P0ADQ2												P0ADQ2	P0ADQ2		P0ADQ2	
P0ADQ7	1	1	1	1	1	5	B	1	0	2	0	P0ADQ7	P0ADQ7	1	0	1	2	B	64.08		P0ADQ7	P0ADQ7	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	6	B			P0ADQ7				P0ADQ7		P0ADQ7						P0ADQ7	P0ADQ7		P0ADQ7	
P0ADT8	1	1	1	1	1	5	B	1	2	2	2	P0ADT8	P0ADT8	1	0	1	2	B	49		P0ADT8	P0ADT8	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	9	B		P0ADT8	P0ADT8			P0ADT8	P0ADT8		P0ADT8			P0ADT8			P0ADT8	P0ADT8		P0ADT8	
P0ADW3	1	1	1	1	1	5	B	1	2	2	2	P0ADW3	P0ADW3	1	0	1	2	B	540		P0ADW3	P0ADW3	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	9	B		P0ADW3	P0ADW3	P0ADW3	P0ADW3	P0ADW3			P0ADW3						P0ADW3	P0ADW3		P0ADW3	
P0ADX7	0	1	1	1	1	4	G		0	2	2	P0ADX7	P0ADX7	0	0	1	1	G			P0ADX7	P0ADX7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	G							P0ADX7									P0ADX7		P0ADX7	
P0AE06	1	1	1	1	1	5	E	1	2	2	2	P0AE06	P0AE06	1	0	1	2	E	172.75		P0AE06	P0AE06	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	8	E		P0AE06	P0AE06		P0AE06			P0AE06	P0AE06						P0AE06	P0AE06		P0AE06	
P0AE16	0	1	1	1	0	3	B		2	2	2		P0AE16	0	0	0	0	B				P0AE16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AE22	1	1	1	1	0	4	G	1	2	2	2		P0AE22	1	0	0	1	G	17.54			P0AE22	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	G			P0AE22				P0AE22									P0AE22		P0AE22	
P0AE24	0	1	1	1	0	3	B		0	2			P0AE24	0	0	0	0	B				P0AE24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P0AE24	
P0AE26	0	1	1	1	0	3	B		2	2	2		P0AE26	0	0	0	0	B				P0AE26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P0AE26			P0AE26	
P0AE30	0	1	1	1	1	4	B		0	1	0	P0AE30	P0AE30	0	0	1	1	B			P0AE30	P0AE30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	B							P0AE30								P0AE30	P0AE30			
P0AE42	0	1	1	1	0	3	B		2	2	2		P0AE42	0	0	0	0	B				P0AE42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AE85	0	0	0	0	0	0	F2						P0AE85	0	0	0	0	F2				P0AE85	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	F2							P0AE85											P0AE85	
P0AE88	1	1	1	1	1	5	F1	1	2	2	2	P0AE88	P0AE88	1	1	1	3	F1	316.29	0.013339	P0AE88	P0AE88	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	F1			P0AE88				P0AE88								P0AE88	P0AE88		P0AE88	
P0AE98	0	1	1	1	0	3	G		0	2	0		P0AE98	0	0	0	0	G				P0AE98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P0AEB0	0	1	1	1	0	3	B		0	2			P0AEB0	0	0	0	0	B				P0AEB0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	B											P0AEB0								
P0AEC5	1	1	1	1	1	5	B	1	2	2	2	P0AEC5	P0AEC5	1	1	1	3	B	1.27	0.00087491	P0AEC5	P0AEC5	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	6	B		P0AEC5					P0AEC5		P0AEC5						P0AEC5	P0AEC5		P0AEC5	
P0AEE3	1	1	1	1	1	5	B	1	2	2	2	P0AEE3	P0AEE3	1	0	1	2	B	20.84		P0AEE3	P0AEE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P0AEE3	P0AEE3		P0AEE3	
P0AEG1	0	1	1	1	1	4	B		2	2	2	P0AEG1	P0AEG1	0	0	1	1	B			P0AEG1	P0AEG1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0AEG1						P0AEG1	P0AEG1		P0AEG1	
P0AEH5	1	1	1	1	1	5	B	1	2	2	2	P0AEH5	P0AEH5	1	1	1	3	B	37.12	0.36578	P0AEH5	P0AEH5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	5	B			P0AEH5						P0AEH5						P0AEH5	P0AEH5		P0AEH5	
P0AEH8	0	1	1	1	0	3	B		2	2	2		P0AEH8	0	0	0	0	B				P0AEH8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AEH8												
P0AEM9	1	1	1	1	0	4	G	1	2	2	2		P0AEM9	1	1	0	2	G	17.07	0.0020484		P0AEM9	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	5	G			P0AEM9				P0AEM9		P0AEM9							P0AEM9		P0AEM9	
P0AEN4	1	1	1	1	1	5	B	1	2	2	2	P0AEN4	P0AEN4	1	0	1	2	B	1.93		P0AEN4	P0AEN4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	B							P0AEN4		P0AEN4						P0AEN4	P0AEN4		P0AEN4	
P0AEP1	1	1	1	1	1	5	B	1	2	0		P0AEP1	P0AEP1	1	0	1	2	B	1.22		P0AEP1	P0AEP1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	B		P0AEP1														P0AEP1		P0AEP1	
P0AEQ6	1	1	1	1	1	5	B	1	2	2	2	P0AEQ6	P0AEQ6	1	0	1	2	B	27.85		P0AEQ6	P0AEQ6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0AEQ6						P0AEQ6	P0AEQ6		P0AEQ6	
P0AER8	0	1	1	1	0	3	B		0	0	0		P0AER8	0	0	0	0	B				P0AER8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P0AER8				
P0AET5	0	1	1	1	0	3	B		2	0	2		P0AET5	0	0	0	0	B				P0AET5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	5	B									P0AET5					P0AET5	P0AET5	P0AET5		P0AET5	
P0AEU3	0	1	1	1	1	4	B		2	2	0	P0AEU3	P0AEU3	0	0	1	1	B			P0AEU3	P0AEU3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AEU7	1	1	1	1	1	5	G	1	2	2	2	P0AEU7	P0AEU7	1	1	1	3	G	327.93	0.012174	P0AEU7	P0AEU7	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	8	G		P0AEU7	P0AEU7				P0AEU7			P0AEU7					P0AEU7	P0AEU7		P0AEU7	P0AEU7
P0AEW1	0	1	1	1	0	3	B		0	0			P0AEW1	0	0	0	0	B				P0AEW1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P0AEW1												
P0AEX7	0	1	1	1	0	3	B		2	2	1		P0AEX7	0	0	0	0	B				P0AEX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P0AF16	0	1	1	1	1	4	B		2	2	2	P0AF16	P0AF16	0	0	1	1	B			P0AF16	P0AF16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	B							P0AF16								P0AF16			P0AF16	
P0AF32	0	1	1	1	0	3	B		2	2	0		P0AF32	0	0	0	0	B				P0AF32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P0AF32	P0AF32		P0AF32	
P0AF36	1	1	1	1	0	4	F1	1	2	2	2		P0AF36	1	1	0	2	F1	791.36	0.59897		P0AF36	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	F1			P0AF36				P0AF36								P0AF36	P0AF36		P0AF36	
P0AF43	1	1	1	1	1	5	B	1	0	0	0	P0AF43	P0AF43	1	0	1	2	B	1.33		P0AF43	P0AF43	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0AF43						P0AF43	P0AF43		P0AF43	
P0AF45	0	1	1	1	0	3	G		0	0	0		P0AF45	0	0	0	0	G				P0AF45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P0AF52	1	1	1	1	1	5	B	1	2	0		P0AF52	P0AF52	1	0	1	2	B	1.31		P0AF52	P0AF52	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P0AF52						P0AF52	P0AF52		P0AF52	
