Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	Abundance Level
P0AEK4	1	1	1	1	0	1	1	6	F1	FABI_ECOLI	1.54	2	2	2	2			F1	P
P0AEK7	0	1	1	1	1	0	0	4	B	FDNI_ECOLI			0	0	2	0			P
P0AEL0	0	1	1	1	0	0	1	4	B	FDOI_ECOLI			2	2	2			B	P
P0AEL6	0	1	1	1	1	1	1	6	G	FEPB_ECOLI			0	0	0	0	2.62587317	G	P
P0AEP3	1	1	1	1	0	0	1	5	B	GALU_ECOLI	3.68	2	2	2	2			B	P
P0AEQ3	1	1	1	1	0	0	1	5	G	GLNH_ECOLI	7.77	2	2	2	2			G	P
P0AER0	0	1	1	1	0	0	1	4	B	GLPF_ECOLI			2	2	2			B	P
P0AER3	0	1	1	1	0	0	1	4	B	GLTJ_ECOLI			2	2	2			B	P
P0AER5	0	1	1	1	0	0	1	4	B	GLTK_ECOLI			2	2	0			B	P
P0AES9	1	1	1	1	1	1	0	6	G	HDEA_ECOLI		2	2	2	2	0	134.8617851		P
P0AET2	0	1	1	1	1	1	0	5	G	HDEB_ECOLI			2	2	2	0	53.81901624		P
P0AEU0	1	1	1	1	0	1	1	6	G	HISJ_ECOLI	5	2	2	2	2		1.520671808	G	P
P0AEX3	0	1	1	1	0	0	1	4	B	KGTP_ECOLI			2	2	2			B	P
P0AEX9	1	1	1	1	0	0	1	5	G	MALE_ECOLI	3.63	2	2	2	2			G	P
P0AEY1	0	1	1	1	0	0	1	4	B	MARC_ECOLI			2	1	2			B	P
P0AEY5	1	1	1	1	0	0	1	5	B	MDAB_ECOLI		2	2	1	2			B	P
P0AEY8	0	1	1	1	0	0	1	4	B	MDFA_ECOLI			2	2	2			B	P
P0AEZ3	1	1	1	1	0	0	1	5	F1	MIND_ECOLI	0.96	2	2	2	2			F1	P
P0AEZ7	0	1	1	1	1	1	1	6	I	MLTD_ECOLI			1	2		0		I	P
P0AF06	0	1	1	1	0	0	0	3	B	MOTB_ECOLI			2	2	0				P
P0AF20	1	1	1	1	0	1	1	6	B	NAGC_ECOLI	0.72	2	2	2	2		3.604132867	B	P
P0AF34	0	1	1	1	0	0	1	4	B	YIIR_ECOLI			2	2				B	P
P0AF40	0	1	1	1	0	0	1	4	B	YIJD_ECOLI			2	2	2			B	P
P0AF56	0	1	1	1	0	0	0	3	G	YJCO_ECOLI			0	2					P
P0AF70	0	1	1	1	0	0	1	4	I	YJEI_ECOLI			2	2	2			I	P
P0AF80	0	1	1	1	0	0	0	3	B	YJFL_ECOLI			0	2					P
P0AF82	0	1	1	1	0	0	0	3	G	YJFN_ECOLI			0	2	2				P
P0AFA2	0	1	1	1	0	0	1	4	B	NARX_ECOLI			2	2				B	P
P0AFB1	1	1	1	1	0	1	1	6	I	NLPI_ECOLI		2	2	2	2			I	P
P0AFC3	1	1	1	1	0	1	1	6	B	NUOA_ECOLI	6.62	2	2	2	2		8.070578836	B	P
P0AFC7	1	1	1	1	0	1	1	6	F1	NUOB_ECOLI	6	2	2	2	2		11.66003673	F1	P
P0AFD1	1	1	1	1	0	1	1	6	F1	NUOE_ECOLI	9.83	2	2	2	2		8.009589916	F1	P
P0AFD4	1	1	1	1	0	0	1	5	B	NUOH_ECOLI	6.26	2	2	2	2			B	P
P0AFD6	1	1	1	1	0	0	1	5	F1	NUOI_ECOLI	9.81	2	2	2	2			F1	P
P0AFE8	0	1	1	1	0	0	1	4	B	NUOM_ECOLI			2	2	2			B	P
P0AFF0	0	1	1	1	0	0	1	4	B	NUON_ECOLI			2	2	2			B	P
P0AFF2	0	1	1	1	0	0	1	4	B	NUPC_ECOLI			2	2	2			B	P
P0AFG8	1	1	1	1	0	1	1	6	B	ODP1_ECOLI	7	2	2	2	2		15.84047156	B	P
P0AFH8	0	1	1	1	0	1	1	5	G	OSMY_ECOLI			2	2	0		9.680731031	G	P
P0AFI2	1	1	1	1	0	1	1	6	F1	PARC_ECOLI	0.23	2	2	0	0		2.906842346	F1	P
P0AFI5	1	1	1	1	0	1	0	5	G	PBP7_ECOLI	0.42	2	2	2	2		1.619175982		P
P0AFJ7	1	1	1	1	0	0	1	5	B	PITA_ECOLI	0.83	2	2	2	2			B	P
P0AFK2	0	1	1	1	1	0	1	5	B	PNUC_ECOLI			2	2	2	0		B	P
P0AFK4	0	1	1	1	0	0	1	4	B	POTB_ECOLI			2	2	2			B	P
P0AFK6	0	1	1	1	0	0	1	4	B	POTC_ECOLI			2	2	2			B	P
P0AFK9	1	1	1	1	0	0	1	5	G	POTD_ECOLI	1.89	2	2	2	2			G	P
P0AFL6	1	1	1	1	0	0	1	5	F1	PPX_ECOLI	0.47	2	2	2	2			F1	P
P0AFL9	0	1	1	1	0	0	0	3	B	PQIA_ECOLI			2	2					P
P0AFM2	0	1	1	1	0	0	1	4	G	PROX_ECOLI			2	2				G	P
P0AFP9	0	1	1	1	0	0	1	4	B	YBHR_ECOLI			2	2	2			B	P
P0AFQ2	0	1	1	1	0	0	1	4	B	YBHS_ECOLI			2	2	2			B	P
P0AFQ5	0	1	1	1	0	1	0	4	G	RUTC_ECOLI			2	2	0				P
P0AFS9	0	0	1	1	0	0	1	3	B	YEBA_ECOLI				2				B	P
P0AFU0	0	1	1	1	0	0	0	3	B	YEJB_ECOLI			2	2	2				P
P0AFV0	0	1	1	1	1	0	0	4	B	YIBH_ECOLI			2	2	2	0			P
P0AFV2	0	1	1	1	0	0	0	3	B	YHID_ECOLI			0	0	0				A
P0AFV4	0	0	1	1	0	0	1	3	I	SPR_ECOLI				2	2			I	P
P0AFX9	0	1	1	1	0	0	1	4	G	RSEB_ECOLI			2	2	2			G	P
P0AFY2	0	1	1	1	1	0	1	5	B	SANA_ECOLI			2	1	2	0		B	P
P0AFY6	0	1	1	1	0	0	1	4	B	SBMA_ECOLI			2	2	0			B	P
P0AFY8	1	1	1	1	0	1	1	6	F1	SEQA_ECOLI	1.86	2	2	2	2		7.185055896	F1	P
P0AFZ7	0	1	1	1	0	0	1	4	B	TRKH_ECOLI			2	2	2			B	P
P0AG00	1	1	1	1	0	0	1	5	B	WZZE_ECOLI	0.41	2	2	2	2			B	P
P0AG27	1	1	1	1	0	1	1	6	B	YIBN_ECOLI	6.68	2	2	2	2		7.467956275	B	P
P0AG71	0	1	1	1	0	1	1	5	B	RMUC_ECOLI			2	2	2			B	P
P0AG78	0	1	1	1	0	0	0	3	G	SUBI_ECOLI			2	0					P
P0AG80	0	1	1	1	0	1	1	5	G	UGPB_ECOLI			2	2				G	P
P0AG82	0	1	1	1	0	1	1	5	G	PSTS_ECOLI			2	2	2		132.9554438	G	P
P0AG86	1	1	1	1	0	1	1	6	F1	SECB_ECOLI	9.85	2	2	2	2		11.20686608	F1	P
P0AG90	1	1	1	1	0	0	1	5	B	SECD_ECOLI	1.11	2	2	2	2			B	P
P0AG93	1	1	1	1	0	0	1	5	B	SECF_ECOLI	0.34	2	2	2	2			B	P
P0AG99	1	1	1	1	0	0	1	5	B	SECG_ECOLI	0.92	2	2	2	2			B	P
P0AGA2	1	1	1	1	0	0	1	5	B	SECY_ECOLI	9.13	2	2	2	2			B	P
P0AGB0	1	1	1	1	0	0	1	5	B	SERB_ECOLI	0.59	2	2	2				B	P
P0AGB6	0	1	1	1	0	0	1	4	F1	RPOE_ECOLI			2	2	2			F1	P
P0AGC0	0	1	1	1	1	0	0	4	B	UHPT_ECOLI			2	2		0			P
P0AGC3	1	1	1	1	0	0	1	5	G	SLT_ECOLI	1	2	2	2	2			G	P
P0AGD1	0	1	1	1	1	0	1	5	G	SODC_ECOLI			2	2	2	0		G	P
P0AGD7	1	1	1	1	0	0	1	5	F1	SRP54_ECOLI	0.84	2	2	2	2			F1	P
P0AGF6	1	1	1	1	0	0	0	4	B	THD2_ECOLI	0.66	2	0	2	2				P
P0AGH3	0	1	1	1	1	0	1	5	B	SAPB_ECOLI			1	0	0	0		B	A
P0AGH5	0	1	1	1	1	0	1	5	B	SAPC_ECOLI			2	2	2	0		B	P
P0AGM0	0	1	1	1	0	0	0	3	B	YHHT_ECOLI			2	2					P
P0AGM5	0	1	1	1	0	0	1	4	B	SIRB1_ECOLI			2	2	2			B	P
P0AGM7	1	1	1	1	0	0	0	4	B	URAA_ECOLI	0.72	2	2	0	0				P
P0AGM9	0	1	1	1	0	0	0	3	B	XANP_ECOLI			0	0	0				A
P0C066	0	1	1	1	0	0	1	4	I	MLTC_ECOLI			2	2	2			I	P
P0C0L7	1	1	1	1	0	0	1	5	B	PROP_ECOLI	0	2	2	2				B	P
P0C960	0	1	1	1	0	0	1	4	I	EMTA_ECOLI			2	1	2			I	P
P0CB39	1	1	1	1	0	0	1	5	B	CPTA_ECOLI	0.34	2	2	2	2			B	P
P10121	1	1	1	1	0	0	1	5	F1	FTSY_ECOLI	1.41	2	2	2	2			F1	P
P10346	1	1	1	1	0	0	1	5	F1	GLNQ_ECOLI	1	2	2	2	2			F1	P
P10378	0	1	1	1	1	1	1	6	F1	ENTE_ECOLI			0	2		0	0.5180744	F1	P
P10408	1	1	1	1	0	1	1	6	F1	SECA_ECOLI	1.48	2	2	2	2		2.693961519	F1	P
P10423	0	1	1	1	0	0	0	3	F2	IAP_ECOLI			2	0					P
P10441	1	1	1	1	0	1	1	6	F1	LPXB_ECOLI	0.77	2	2	2	2		0.497364635	F1	P
P10905	0	1	1	1	0	0	1	4	B	UGPA_ECOLI			0	0	0			B	A
P10906	0	1	1	1	1	0	1	5	B	UGPE_ECOLI			0	0	0	0		B	A
P10907	0	1	1	1	0	0	1	4	F1	UGPC_ECOLI			0	0	0			F1	A
P11289	0	1	1	1	0	0	1	4	I	YFIL_ECOLI			2	2	0			I	P
P11349	1	1	1	1	0	1	1	6	F1	NARH_ECOLI	1.39	2	0	0	2		0.023431729	F1	P
P11350	0	1	1	1	1	0	1	5	B	NARI_ECOLI			0	0	2	0		B	P
P11454	0	1	1	1	1	1	1	6	F1	ENTF_ECOLI			0	0	0	0	0.272301515	F1	A
P12008	1	1	1	1	0	0	1	5	B	AROC_ECOLI	1	2	2	2	2			B	P
P12996	0	0	1	1	0	0	0	2	B	BIOB_ECOLI				2	2				P
P13033	0	1	1	1	0	0	0	3	F1	GLPB_ECOLI			2	0	2				P
P13518	0	1	1	1	0	1	1	5	B	CSRD_ECOLI			2	2	0		2.092399378	B	P
P14376	0	1	1	1	0	1	1	5	B	RCSC_ECOLI			2	2	2			B	P
P15877	0	1	1	1	0	0	1	4	B	DHG_ECOLI			2	0	0			B	P
P15993	0	1	1	1	0	0	1	4	B	AROP_ECOLI			2	2	2			B	P
P16095	1	1	1	1	0	0	1	5	B	SDHL_ECOLI	0.35	2	2	2	2			B	P
P16430	0	1	1	1	1	0	0	4	B	HYCD_ECOLI			2	0	0	0			P
P16431	1	1	1	1	0	1	0	5	B	HYCE_ECOLI		2	0	0	0				P
P16676	0	1	1	1	0	0	1	4	F1	CYSA_ECOLI			0	2				F1	P
P16677	0	1	1	1	1	0	0	4	F1	PHNC_ECOLI			0	0	0	0			A
P16678	0	1	1	1	1	1	0	5	F1	PHNK_ECOLI			0	0	0	0			L
P16679	0	1	1	1	1	0	0	4	F1	PHNL_ECOLI			0	0	0	0			A
P16682	0	1	1	1	1	1	0	5	G	PHND_ECOLI			2	2	2	0	8.732777343		P
P16700	0	1	1	1	0	0	1	4	G	CYSP_ECOLI			1	2	0			G	P
P17334	0	1	1	1	0	0	0	3	B	PTQC_ECOLI			2	2	2				P
P17443	1	1	1	1	0	1	1	6	F1	MURG_ECOLI	1.46	2	2	2	2			F1	P
P18200	0	1	1	1	0	0	0	3	B	PGPA_ECOLI			2	2	2				P
P18390	1	1	1	1	0	0	0	4	G	YJJA_ECOLI	0.65	2	2	2	2				P
P18392	0	1	1	1	0	0	1	4	B	RSTB_ECOLI			2	2	2			B	P
P18776	0	1	1	1	1	0	1	5	F2	DMSB_ECOLI			0	0	2	0		F2	P
P18956	0	1	1	1	0	1	0	4	G	GGT_ECOLI			2	0	0				P
P19318	0	1	1	1	0	0	1	4	F1	NARY_ECOLI			2	2				F1	P
P19319	0	1	1	1	1	1	1	6	F1	NARZ_ECOLI			0	0	0	0	0.263113058	F1	A
P21338	0	1	1	1	1	1	1	6	G	RNI_ECOLI			2	2	2	0		G	P
P21345	0	1	1	1	0	0	1	4	B	GLTP_ECOLI			2	0	2			B	P
P21503	0	1	1	1	0	0	0	3	B	YCAD_ECOLI			2	0	0				P
P21889	1	1	1	1	0	1	1	6	F1	SYD_ECOLI	3.07	2	2	2	2		5.511100467	F1	P
P21893	1	1	1	1	0	1	1	6	B	RECJ_ECOLI	0.22	2	2	2	2		1.754960541	B	P
P22525	0	0	1	1	0	1	1	4	B	YCBB_ECOLI				2	2		2.24092838	B	P
P22731	0	1	1	1	0	0	1	4	F1	LIVF_ECOLI			1	0	0			F1	A
P23256	0	1	1	1	0	0	0	3	B	MALY_ECOLI			2	2	2				P
P23524	0	1	1	1	0	1	0	4	B	GLXK2_ECOLI			2	0	2				P
P23830	1	1	1	1	0	1	1	6	F1	PSS_ECOLI	0.86	2	2	2	2		6.556476944	F1	P
P23837	0	1	1	1	0	1	1	5	B	PHOQ_ECOLI			2	2	2		1.415194646	B	P
P23843	1	1	1	1	0	0	1	5	G	OPPA_ECOLI	13.15	2	2	2	2			G	P
P23847	1	1	1	1	0	1	1	6	G	DPPA_ECOLI	3.94	2	2	2	2		10.21570097	G	P
P23865	1	1	1	1	0	0	1	5	F2	PRC_ECOLI	1.07	2	2	2	2			F2	P
P23878	0	1	1	1	0	0	1	4	F1	FEPC_ECOLI			0	0	0			F1	A
P23886	1	1	1	1	0	1	1	6	B	CYDC_ECOLI	0.55	2	2	2			0.864652722	B	P
P23894	1	1	1	1	0	1	1	6	B	HTPX_ECOLI	0.63	2	2	2	2		9.085872423	B	P
P23898	0	1	1	1	1	0	0	4	I	NLPC_ECOLI			2	2	2	0			P
P23909	1	1	1	1	0	0	1	5	B	MUTS_ECOLI	0.39	2	2	2	2			B	P
P23917	1	1	1	1	0	0	1	5	B	MAK_ECOLI	0.43	2	2	2	2			B	P
P23930	1	1	1	1	0	0	1	5	B	LNT_ECOLI	0.14	2	2	2				B	P
P24177	0	1	1	1	0	0	1	4	B	ACRD_ECOLI			0	0	0			B	A
P24205	1	1	1	1	0	1	1	6	B	MSBB_ECOLI	0.27	2	2	2	2		5.128878117	B	P
P24228	1	1	1	1	1	1	1	7	F2	DACB_ECOLI	0.12	2	2	1	2	0		F2	P
P25522	1	1	1	1	0	1	1	6	F1	MNME_ECOLI	1	2	2	2	2			F1	P
P25527	0	1	1	1	1	0	0	4	B	GABP_ECOLI			0	2	0	0			P
P25534	0	1	1	1	0	1	1	5	F1	UBIH_ECOLI			2	2	2		1.527041809	F1	P
P25535	0	1	1	1	0	1	1	5	B	VISC_ECOLI			2	2	2		0.829592795	B	P
P25714	1	1	1	1	1	0	1	6	B	OXAA_ECOLI	1.71	2	2	2	2	0		B	P
P25718	0	1	1	1	0	0	0	3	G	AMY1_ECOLI			2	2	2				P
P25737	0	1	1	1	0	0	1	4	B	LYSP_ECOLI			2	2	2			B	P
P25743	0	1	1	1	0	0	0	3	B	YCHE_ECOLI			0	0	0				A
P25746	1	1	1	1	0	0	1	5	F1	HFLD_ECOLI	1	2	2	2	2			F1	P
P26365	0	1	1	1	0	1	1	5	G	AMIB_ECOLI			2	2	2		1.292670344	G	P
P26458	0	1	1	1	0	0	0	3	B	APPB_ECOLI			0	0	0				A
P26459	0	1	1	1	0	1	1	5	B	APPC_ECOLI			2	1	2		0.09547673	B	P
P26647	1	1	1	1	0	0	1	5	F1	PLSC_ECOLI	0	2	2	2	2			F1	P
P26648	0	1	1	1	0	0	1	4	G	SUFI_ECOLI			2	2	2			G	P
P27278	1	1	1	1	0	0	1	5	F1	NADR_ECOLI	0.51	2	2	2	2			F1	P
P27297	0	1	1	1	0	0	0	3	G	BAX_ECOLI			2	2	2				P
P27829	1	1	1	1	0	0	1	5	H	WECC_ECOLI	0.23	2	2	2	2			H	P
P27844	0	1	1	1	1	0	0	4	B	RARD_ECOLI			2	0	2	0			P
P27896	0	1	1	1	0	0	1	4	B	NARQ_ECOLI			0	0	0			B	A
P28224	0	1	1	1	0	0	1	4	I	MLIC_ECOLI			0	0	0			I	A
P28249	0	1	1	1	0	1	1	5	B	ASMA_ECOLI			2	2	2		2.576487483	B	P
P28306	0	1	1	1	0	0	1	4	B	YCEG_ECOLI			2	2	2			B	P
P28635	0	1	1	1	0	1	1	5	E	METQ_ECOLI			2	2	2			E	P
P28696	0	1	1	1	0	0	0	3	G	YAAI_ECOLI			0	0	0				A
P29018	1	1	1	1	0	1	1	6	B	CYDD_ECOLI	0.49	2	2	2	2		1.25607674	B	P
P29217	1	1	1	1	0	0	1	5	B	YCEH_ECOLI	1.18	2	2	2	2			B	P
P29744	0	1	1	1	1	0	0	4	F4	FLGL_ECOLI			2	2		0			P
P30136	0	1	1	1	0	0	0	3	B	THIC_ECOLI			2	0	0				P
P30138	0	1	1	1	0	0	1	4	B	THIF_ECOLI			0	0	0			B	A
P30143	0	1	1	1	0	0	0	3	B	YAAJ_ECOLI			2	2	2				P
P30750	0	1	1	1	0	0	1	4	F1	METN_ECOLI			1	0	0			F1	A
P30844	0	1	1	1	0	1	1	5	B	BASS_ECOLI			2	2	2			B	P
P30845	0	1	1	1	0	0	1	4	B	EPTA_ECOLI			0	2	0			B	P
P30847	0	1	1	1	0	0	1	4	B	BAES_ECOLI			2	2	2			B	P
P30859	1	1	1	1	1	0	1	6	G	ARTI_ECOLI	7.04	2	2	2	2	0		G	P
P30864	0	1	1	1	0	1	1	5	B	YAFC_ECOLI			2	2	2		0.748602568	B	P
P31069	0	1	1	1	1	1	1	6	B	KCH_ECOLI			2	2	2	0	1.995479308	B	P
P31119	0	1	1	1	1	0	1	5	B	AAS_ECOLI			2	2	2	0		B	P
P31125	0	1	1	1	0	0	0	3	B	EAMA_ECOLI			2	2	2				P
P31133	0	1	1	1	1	0	0	4	G	POTF_ECOLI			2	2		0			P
P31134	0	1	1	1	1	0	1	5	F1	POTG_ECOLI			0	0	0	0		F1	A
P31433	0	1	1	1	0	1	1	5	B	YICH_ECOLI			2	2	2		1.2932084	B	P
P31435	0	1	1	1	0	0	0	3	B	YICJ_ECOLI			0	0	0				A
P31440	0	1	1	1	0	0	0	3	B	YICO_ECOLI			0	0	0				A
P31462	0	1	1	1	0	0	0	3	B	MDTL_ECOLI			2	0	0				P
P31466	0	1	1	1	0	0	1	4	B	PURP_ECOLI			2	0				B	P
P31474	0	1	1	1	0	0	0	3	B	HSRA_ECOLI			2	2	2				P
P31545	0	1	1	1	0	0	1	4	G	YCDB_ECOLI			2	0	0			G	P
P31553	0	1	1	1	0	0	0	3	B	CAIT_ECOLI			0	0	0				A
P31554	1	1	1	1	0	0	1	5	H	LPTD_ECOLI	1.71	2	2	2	2			H	P
P31666	0	1	1	1	0	1	1	5	G	YADE_ECOLI			2	2	2		0.189512	G	P
P31679	0	1	1	1	0	0	0	3	B	YAAU_ECOLI			0	0	0				A
P31979	1	1	1	1	0	1	1	6	F1	NUOF_ECOLI	7.13	2	2	2	2		1.356570869	F1	P
P32057	0	1	1	1	0	0	0	3	B	WCAI_ECOLI			2	2	0				P
P32108	0	1	1	1	0	0	0	3	B	YIBI_ECOLI			0	0	0				A
P32125	0	1	1	1	0	1	0	4	B	MOBB_ECOLI			2	1			1.711740891		P
P32129	0	1	1	1	0	0	1	4	B	YIHG_ECOLI			2	2	2			B	P
P32160	0	1	1	1	0	0	1	4	G	YIIQ_ECOLI			2	2	2			G	P
P32166	0	1	1	1	0	0	1	4	B	MENA_ECOLI			0	0				B	A
P32670	0	1	1	1	0	0	0	3	F1	PTFX2_ECOLI			2	2	2				P
P32676	0	1	1	1	1	0	0	4	F1	PTFB3_ECOLI			0	0	0	0			A
P32681	0	1	1	1	0	0	1	4	I	YJAH_ECOLI			2	2	2			I	P
P32687	0	1	1	1	0	0	0	3	I	YJBF_ECOLI			0	0	0				A
P32689	0	1	1	1	0	0	0	3	E	YJBH_ECOLI			0	0	0				A
P32700	0	1	1	1	0	0	0	3	B	YJCB_ECOLI			2	0	0				P
P32712	0	1	1	1	1	0	0	4	I	NRFG_ECOLI			0	0	0	0			A
P32714	0	1	1	1	0	0	0	3	I	MDTP_ECOLI			0	0	0				A
P32715	0	1	1	1	0	0	0	3	B	MDTO_ECOLI			2	2	2				P
P33011	0	1	1	1	0	0	1	4	B	YEEA_ECOLI			2	2	2			B	P
P33024	0	1	1	1	0	0	0	3	B	PSUT_ECOLI			0	0	0				A
P33136	1	1	1	1	0	0	1	5	G	OPGG_ECOLI	1.64	2	2	2	2			G	P
P33219	0	1	1	1	0	0	0	3	X	YEBF_ECOLI			2	2	2				P
P33225	0	1	1	1	1	1	1	6	G	TORA_ECOLI			2	2	2	0	0.084602098	G	P
P33226	0	1	1	1	0	0	1	4	B	TORC_ECOLI			0	0	0			B	A
P33232	1	1	1	1	0	1	1	6	B	LLDD_ECOLI	2	2	0	0				B	P
P33235	0	1	1	1	0	0	0	3	F4	FLGK_ECOLI			2	2	2				P
P33358	0	1	1	1	0	1	1	5	B	MLRA_ECOLI			0	0	0		2.414915665	B	P
P33360	0	1	1	1	0	0	1	4	F1	YEHX_ECOLI			1	2				F1	P
P33362	0	1	1	1	0	0	1	4	G	OSMF_ECOLI			0	0	0			G	A
P33363	1	1	1	1	0	0	1	5	G	BGLX_ECOLI		2	2	2	2			G	P
P33554	0	1	1	1	1	0	0	4	G	PPDA_ECOLI			0	0	0	0			A
P33590	0	1	1	1	0	0	0	3	G	NIKA_ECOLI			2	2	2				P
P33591	0	1	1	1	1	0	0	4	B	NIKB_ECOLI			0	0	2	0			P
P33593	0	1	1	1	1	1	0	5	F1	NIKD_ECOLI			1	0	2	0			P
P33594	0	1	1	1	1	1	0	5	F1	NIKE_ECOLI			2	0	2	0			P
P33599	1	1	1	1	0	1	1	6	F1	NUOCD_ECOLI	6.62	2	2	2	2		6.287468662	F1	P
P33602	1	1	1	1	0	1	1	6	F1	NUOG_ECOLI	7.82	2	2	2	2			F1	P
P33607	0	1	1	1	0	0	1	4	B	NUOL_ECOLI			2	2	2			B	P
P33650	0	1	1	1	0	0	1	4	B	FEOB_ECOLI			1	0	2			B	P
P33915	0	1	1	1	0	0	1	4	B	YEJE_ECOLI			0	0	0			B	A
P33916	0	1	1	1	0	0	1	4	F1	YEJF_ECOLI			2	2	2			F1	P
P33927	0	1	1	1	0	0	1	4	B	CCMF_ECOLI			0	0	0			B	A
P33934	0	1	1	1	1	0	0	4	B	NAPH_ECOLI			2	2	2	0			P
P33937	0	0	1	1	0	0	1	3	G	NAPA_ECOLI				0	2			G	P
P33940	1	1	1	1	0	0	1	5	B	MQO_ECOLI		2	2	0	0			B	P
P34749	0	1	1	1	0	0	0	3	H	HOFQ_ECOLI			0	0	0				A
P36548	0	1	1	1	0	0	1	4	G	AMIA_ECOLI			2	2	2			G	P
P36647	0	1	1	1	1	0	0	4	B	PPDD_ECOLI			0	0	0	0			A
P36672	1	1	1	1	0	0	1	5	B	PTTBC_ECOLI	8.31	2	2	2	2			B	P
P36837	0	1	1	1	0	0	0	3	B	DTPB_ECOLI			2	2	2				P
P36879	0	1	1	1	0	1	1	5	F1	YADG_ECOLI			2	2	2		1.102228501	F1	P
P36881	0	1	1	1	0	0	0	3	F1	YADI_ECOLI			2	2	2				P
P36929	1	1	1	1	0	0	1	5	B	RSMB_ECOLI		2	2	2	2			B	P
P37028	0	1	1	1	0	0	1	4	G	BTUF_ECOLI			2	1	0			G	P
P37146	0	1	1	1	1	0	0	4	B	RIR4_ECOLI			2	2		0			P
P37177	0	0	1	1	0	0	1	3	F1	PT1P_ECOLI				2	2			F1	P
P37180	0	1	1	1	1	0	0	4	B	HYBB_ECOLI			2	2	2	0			P
P37194	1	1	1	1	1	0	1	6	I	SLP_ECOLI	2.67	2	2	2	2	0		I	P
P37313	0	1	1	1	0	0	1	4	F1	DPPF_ECOLI			2	2	2			F1	P
P37339	0	1	1	1	0	0	1	4	B	YGAF_ECOLI			2	2	0			B	P
P37340	0	1	1	1	0	0	1	4	B	MDTK_ECOLI			2	2	2			B	P
P37387	0	1	1	1	1	0	0	4	G	XYLF_ECOLI			0	2	0	0			P
P37619	0	1	1	1	0	0	0	3	B	YHHQ_ECOLI			0	1	2				P
P37624	0	1	1	1	0	0	1	4	B	YHIH_ECOLI			0	2	0			B	P
P37631	0	1	1	1	0	0	0	3	B	YHIN_ECOLI			2	0	0				P
P37636	0	1	1	1	0	1	1	5	E	MDTE_ECOLI			0	0	0			E	A
P37637	0	1	1	1	0	0	1	4	B	MDTF_ECOLI			2	0				B	P
P37641	0	1	1	1	0	0	1	4	B	YHJC_ECOLI			2	0	0			B	P
P37642	0	1	1	1	0	0	1	4	B	YHJD_ECOLI			2	2				B	P
P37648	0	1	1	1	0	1	1	5	G	YHJJ_ECOLI			2	2	2			G	P
P37649	0	1	1	1	0	0	1	4	B	YHJK_ECOLI			2	2	2			B	P
P37651	0	1	1	1	0	0	1	4	G	GUN_ECOLI			0	0				G	A
P37652	0	1	1	1	0	0	1	4	B	BCSB_ECOLI			0	0	2			B	P
P37660	0	1	1	1	0	0	0	3	B	YHJV_ECOLI			2	2	2				P
P37661	0	1	1	1	0	0	0	3	B	EPTB_ECOLI			2	2	2				P
P37690	0	1	1	1	0	0	1	4	G	YIBP_ECOLI			2	0	2			G	P
P37691	0	1	1	1	0	0	1	4	G	YIBQ_ECOLI			2	0				G	P
P37758	0	1	1	1	0	0	0	3	B	NARU_ECOLI			2	0	1				P
P37767	0	1	1	1	0	0	1	4	B	YFHH_ECOLI			2	2	2			B	P
P37908	0	1	1	1	0	0	1	4	B	YFJD_ECOLI			0	0				B	A
P38054	0	1	1	1	0	0	0	3	B	CUSA_ECOLI			0	0	0				A
P38055	0	1	1	1	0	0	0	3	B	YDJE_ECOLI			2	2	0				P
P38135	0	1	1	1	0	0	1	4	F1	FADK_ECOLI			2	2	2			F1	P
P38506	0	1	1	1	1	1	1	6	B	XNI_ECOLI			2	2	2	0	1.87895379	B	P
P38683	0	1	1	1	1	0	0	4	G	TORT_ECOLI			0	0	0	0			A
P39165	0	1	1	1	0	0	0	3	G	YCHO_ECOLI			2	0	0				P
P39176	0	1	1	1	1	0	1	5	G	ERFK_ECOLI			2	2	2	0		G	P
P39187	0	1	1	1	0	0	1	4	G	YTFJ_ECOLI			2	2	2			G	P
P39276	0	1	1	1	0	0	0	3	B	YJDL_ECOLI			2	2	2				P
P39285	0	1	1	1	0	0	1	4	B	YJEP_ECOLI			2	2	2			B	P
P39301	0	1	1	1	0	0	0	3	B	ULAA_ECOLI			0	0	0				A
P39314	0	1	1	1	0	0	0	3	B	YTFF_ECOLI			2	0					P
P39321	0	1	1	1	0	1	1	5	B	YTFN_ECOLI			2	2	2		1.226465684	B	P
P39325	0	1	1	1	0	0	1	4	G	YTFQ_ECOLI			2	2	2			G	P
P39342	1	1	1	1	0	1	1	6	B	YJGR_ECOLI	0.41	2	2	2	2		0.787695886	B	P
P39405	0	1	1	1	0	1	0	4	F1	FHUF_ECOLI			2	2	2		4.679107558		P
P39453	0	1	1	1	0	1	0	4	B	TORS_ECOLI			2	2			0.259865181		P
P39836	0	1	1	1	0	0	1	4	B	YFEH_ECOLI			2	2	2			B	P
