Gene Name	Ordered Locus Name	VALUE	ABS_CALL	DETECTION P-VALUE	NORMALIZED BY GLOBAL INTENSITY (EXPRESSED AS PARTS PER MILLION)
ycaR	b0917	1719,83	P	0,00315926	473
ycbB	b0925	420,52	P	0,00157146	116
ycbC	b0920	211,241	P	0,0109718	58
ycbE	b0933	74,5171	A	0,0957232	20
ycbF	b0944	151,421	P	0,034572	42
ycbG	b0956	352,305	P	0,0115479	97
ycbK	b0926	1248,16	P	0,000402638	343
ycbL	b0927	1053,18	P	0,000402638	289
ycbM	b0934	71,7835	A	0,296809	20
ycbN	b0935	122,504	A	0,254899	34
ycbO	b0936	37,7962	A	0,198363	10
ycbP	b0937	58,325	A	0,48748	16
ycbQ	b0938	36,3668	A	0,0864242	10
ycbR	b0939	10,4775	A	0,324781	3
ycbS	b0940	77,7411	A	0,216313	21
ycbW	b0946	451,19	P	0,00993898	124
ycbY	b0948	588,35	P	0,000327479	162
yccA	b0970	1476,54	P	0,000612512	406
yccC	b0981	124,233	P	0,00214285	34
yccD	b0999	219	A	0,0789057	60
yccE	b1001	24,2736	P	0,0391461	7
yccF	b0961	329,681	P	0,0177324	91
yccJ	b1003	66,6669	A	0,0778177	18
yccK	b0969	210,309	P	0,00379911	58
yccM	b0992	15,4504	A	0,537511	4
yccV	b0966	998,377	P	0,0129214	274
yccY	b0982	56,991	A	0,48748	16
yccZ	b0983	123,048	P	0,0421419	34
ycdB	b1019	246,449	P	0,0133783	68
ycdC	b1013	204,474	A	0,11649	56
ycdF	b1005	90,6328	A	0,0778177	25
ycdG	b1006	52,2697	A	0,364945	14
ycdO	b1018	224,51	P	0,00379911	62
ycdP	b1021	52,435	A	0,0957232	14
ycdQ	b1022	47,3059	A	0,0990615	13
ycdR	b1023	6,01893	A	0,764831	2
ycdS	b1024	36,6666	P	0,0480985	10
ycdT	b1025	99,2246	P	0,0304463	27
ycdU	b1029	15,6735	A	0,0957232	4
ycdV	b1031	52,3894	A	0,453125	14
ycdW	b1033	1391,99	P	0,000493549	383
ycdX	b1034	745,91	P	0,000493549	205
ycdY	b1035	565,846	P	0,000402638	156
ycdZ	b1036	913,196	P	0,000402638	251
yceA	b1055	338,824	P	0,00320325	93
yceB	b1063	330,912	P	0,0177324	91
yceC	b1086	116,888	P	0,0234132	32
yceD	b1088	5980,58	P	0,000327479	1644
yceE	b1053	145,704	P	0,00118279	40
yceF	b1087	212,861	P	0,00550396	58
yceG	b1097	275,766	P	0,00130539	76
yceH	b1067	983,661	P	0,000327479	270
yceI	b1056	452,101	P	0,00049077	124
yceK	b1050	74,9985	P	0,0267372	21
yceL	b1065	107,771	A	0,0789057	30
yceO	b1058	2,6174	A	0,922182	1
yceP	b1060	820,01	P	0,000327479	225
ycfA	b1156	45,3377	A	0,28503	12
ycfB	b1133	1412,24	P	0,00782678	388
ycfC	b1132	1106,37	P	0,00175518	304
ycfD	b1128	879,656	P	0,000327479	242
ycfF	b1103	1250,84	P	0,000734887	344
ycfH	b1100	340,831	P	0,0115479	94
ycfJ	b1110	146,694	P	0,000402638	40
ycfK	b1154	2,38695	A	0,998357	1
ycfL	b1104	1402,32	P	0,000327479	385
ycfM	b1105	1235,72	P	0,00049077	340
ycfN	b1106	875,26	P	0,000327479	241
ycfO	b1107	1621,91	P	0,00550396	446
ycfP	b1108	1535,14	P	0,000327479	422
ycfQ	b1111	878,924	P	0,00049077	242
ycfR	b1112	141,721	P	0,0234132	39
ycfS	b1113	89,1765	P	0,0206634	25
ycfT	b1115	4,73493	A	0,586954	1
ycfU	b1116	392,854	P	0,00225703	108
ycfV	b1117	347,198	P	0,000603158	95
ycfW	b1118	541,694	P	0,000892689	149
ycfX	b1119	1062,28	P	0,000892689	292
ycgB	b1188	17,5634	A	0,230151	5
ycgC	b1198	494,255	P	0,000327479	136
ycgE	b1162	923,529	P	0,000612512	254
ycgJ	b1177	255,284	P	0,00157146	70
ycgK	b1178	110,714	P	0,0277665	30
ycgL	b1179	394,378	P	0,000327479	108
ycgN	b1181	206,399	P	0,0178004	57
ycgR	b1194	2145,36	P	0,000493549	590
ycgW	b1160	9,81102	A	0,110449	3
ycgX	b1161	14,3641	A	0,41014	4
ycgY	b1196	3,29808	A	0,955799	1
ycgZ	b1164	58,4727	A	0,0957232	16
ychA	b1214	791,668	P	0,000603158	218
ychB	b1208	2129,41	P	0,00049077	585
ychE	b1242	81,3544	A	0,266065	22
ychF	b1203	594,858	P	0,00459071	163
ychG	b1239	96,5603	A	0,135974	27
ychH	b1205	457,825	P	0,000734887	126
ychJ	b1233	767,344	P	0,000493549	211
ychK	b1234	310,421	P	0,0044925	85
ychM	b1206	121,805	A	0,122747	33
ychN	b1219	402,168	P	0,00094359	111
ychP	b1220	182,388	P	0,0442012	50
yciA	b1253	265,553	P	0,00049077	73
yciB	b1254	608,487	P	0,00049077	167
yciC	b1255	632,201	P	0,000603158	174
yciD	b1256	56,4194	A	0,0778177	16
yciE	b1257	11,102	A	0,127994	3
yciF	b1258	6,3272	A	0,818256	2
yciG	b1259	16,8709	A	0,733935	5
yciH	b1282	686,932	P	0,000402638	189
yciI	b1251	651,187	P	0,000402638	179
yciK	b1271	861,401	P	0,00315926	237
yciL	b1269	760,171	P	0,0072983	209
yciM	b1280	217,319	P	0,0442012	60
yciN	b1273	627,051	P	0,000327479	172
yciO	b1267	595,904	P	0,000327479	164
yciQ	b1268	10,7097	A	0,818256	3
yciR	b1285	40,109	A	0,150145	11
yciS	b1279	568,237	P	0,000402638	156
yciV	b1266	915,742	P	0,00049077	252
yciW	b1287	123,175	P	0,0421419	34
ycjC	b1299	231,286	P	0,000327479	64
ycjD	b1289	72,8614	A	0,0864242	20
ycjF	b1322	96,7239	A	0,153312	27
ycjG	b1325	305,547	P	0,00529677	84
ycjI	b1326	409,364	P	0,000612512	112
ycjJ	b1296	55,3002	A	0,235169	15
ycjL	b1298	278,896	P	0,00320325	77
ycjM	b1309	14,1334	A	0,345472	4
ycjO	b1311	50,4963	M	0,0547106	14
ycjP	b1312	66,6755	A	0,366636	18
ycjQ	b1313	125,716	A	0,127994	35
ycjS	b1315	40,3605	A	0,48748	11
ycjT	b1316	3,67527	A	0,989028	1
ycjU	b1317	49,0015	A	0,388213	13
ycjV	b1318	72,8414	A	0,24776	20
ycjW	b1320	133,692	P	0,0044925	37
ycjX	b1321	315,135	P	0,0304463	87
ycjZ	b1328	64,9899	P	0,0178004	18
ydaA	b1333	7,59602	A	0,786736	2
ydaC	b1347	1,19377	A	0,979556	0
ydaD	b1352	5,28567	A	0,537511	1
ydaH	b1336	48,1454	A	0,324781	13
ydaJ	b1338	201,348	A	0,110449	55
ydaK	b1339	23,2915	A	0,432352	6
ydaL	b1340	15,4913	A	0,955799	4
ydaO	b1344	61,9606	A	0,181744	17
ydaQ	b1346	3,4238	A	0,894262	1
ydaR	b1356	3,04864	A	0,633364	1
ydaS	b1357	0,945607	A	0,992702	0
ydaT	b1358	30,2478	A	0,477354	8
ydaU	b1359	54,1893	A	0,58986	15
ydaW	b1361	28,0634	A	0,24776	8
ydaY	b1366	4,60511	A	0,802877	1
ydbA	b1401	39,1969	A	0,153312	11
ydbA	b1405	136,288	A	0,0698779	37
ydbC	b1406	114,295	P	0,00130539	31
ydbD	b1407	103,088	P	0,0442012	28
ydbH	b1381	132,471	P	0,00529677	36
ydbK	b1378	310,686	P	0,00529677	85
ydbL	b1383	183,155	P	0,00188612	50
ydbO	b1388	23,4826	A	0,675219	6
ydbP	b1390	92,6047	A	0,153312	25
ydbS	b1393	6,56775	A	0,695382	2
ydbU	b1395	11,9356	A	0,877253	3
ydcA	b1419	233,777	P	0,000493549	64
ydcD	b1457	51,0838	P	0,00928336	14
ydcE	b1461	57,418	P	0,00188612	16
ydcF	b1414	178,972	M	0,0558844	49
ydcG	b1424	140,894	P	0,00852936	39
ydcH	b1426	50,0383	A	0,213264	14
ydcN	b1434	165,664	P	0,000493549	46
ydcP	b1435	172,283	P	0,0234132	47
yddA	b1496	15,6247	A	0,462489	4
yddB	b1495	34,8512	A	0,477354	10
yddE	b1464	307,786	P	0,000603158	85
yddG	b1473	108,149	P	0,00175518	30
yddM	b1477	183,119	M	0,0547106	50
ydeA	b1528	287,882	P	0,0072983	79
ydeB	b1529	209	P	0,00320325	57
ydeD	b1533	455,873	P	0,000493549	125
ydeF	b1534	394,774	P	0,00188612	108
ydeH	b1535	67,5637	A	0,0778177	19
ydeI	b1536	76,9299	A	0,318883	21
ydeJ	b1537	82,2007	P	0,00852936	23
ydeK	b1510	307,881	P	0,00157146	85
ydeV	b1511	49,135	A	0,34162	14
ydeW	b1512	259,267	P	0,00657518	71
ydeY	b1514	153,955	P	0,0234132	42
ydeZ	b1515	56,5233	A	0,167138	16
ydfA	b1571	21,1026	A	0,128906	6
ydfB	b1572	40,5433	P	0,0421419	11
ydfC	b1573	50,0824	A	0,345472	14
ydfD	b1576	4,16057	A	0,913576	1
ydfE	b1577	8,23487	A	0,675219	2
ydfG	b1539	3042,83	P	0,000327479	836
ydfH	b1540	608,243	P	0,0044925	167
ydfI	b1542	161,056	P	0,0115479	44
ydfM	b1546	83,2522	A	0,19458	23
ydfO	b1549	13,5979	A	0,0957232	4
ydgA	b1614	1712,61	P	0,000327479	471
ydgB	b1606	222,763	P	0,000734887	61
ydgC	b1607	205,518	P	0,0442012	56
ydgO	b1630	402,93	P	0,0072983	111
ydgQ	b1632	622,787	P	0,00622665	171
ydgR	b1634	1427,16	P	0,000327479	392
ydhA	b1639	47,1122	A	0,254899	13
ydhB	b1659	224,129	P	0,0177324	62
ydhC	b1660	305,41	P	0,00320325	84
ydhD	b1654	2252,1	P	0,00143241	619
ydhE	b1663	370,486	P	0,00188612	102
ydhO	b1655	203,007	P	0,000402638	56
ydhU	b1670	53,1494	A	0,296809	15
ydiA	b1703	977,438	P	0,000327479	269
ydiB	b1692	43,0194	A	0,324781	12
ydiC	b1684	200,135	P	0,0355946	55
ydiD	b1701	147,896	P	0,00130539	41
ydiE	b1705	108,543	P	0,0304463	30
ydiF	b1694	53,7796	A	0,364945	15
ydiJ	b1687	1039,27	P	0,000761638	286
ydiQ	b1697	53,383	A	0,0778177	15
ydiR	b1698	150,371	A	0,324781	41
ydiS	b1699	87,5283	A	0,070073	24
ydiT	b1700	77,6868	A	0,140265	21
ydjA	b1765	1770,15	P	0,00049077	486
ydjB	b1768	606,376	P	0,000327479	167
ydjC	b1733	136,349	P	0,0115479	37
ydjE	b1769	47,7098	P	0,0304463	13
ydjJ	b1774	39,3201	A	0,0957232	11
ydjS	b1744	42,6872	P	0,0304463	12
ydjX	b1750	35,6146	A	0,122747	10
ydjY	b1751	35,3671	A	0,366636	10
ydjZ	b1752	98,8097	A	0,0957232	27
yeaA	b1778	1375,87	P	0,000327479	378
yeaB	b1813	368,854	P	0,00529677	101
yeaD	b1780	1412,23	P	0,000327479	388
yeaF	b1782	3794,6	P	0,00049077	1043
yeaG	b1783	107,174	P	0,034572	29
yeaH	b1784	54,1667	A	0,24776	15
yeaI	b1785	32,1686	A	0,140265	9
yeaJ	b1786	156,229	P	0,000493549	43
yeaK	b1787	491,926	P	0,000603158	135
yeaL	b1789	224,084	A	0,167138	62
yeaM	b1790	86,0104	A	0,165268	24
yeaN	b1791	324,967	P	0,00157146	89
yeaO	b1792	383,726	P	0,00188612	105
yeaP	b1794	359,412	P	0,00529677	99
yeaQ	b1795	491,895	P	0,00188612	135
yeaR	b1797	414,828	P	0,00175518	114
yeaS	b1798	70,0563	P	0,0177324	19
yeaT	b1799	251,736	A	0,0789057	69
yeaU	b1800	26,4806	A	0,5	7
yeaV	b1801	8,10036	A	0,54522	2
yeaW	b1802	127,691	A	0,0778177	35
yeaX	b1803	108,233	P	0,00320325	30
yeaZ	b1807	581,763	P	0,00315926	160
yebA	b1856	175,413	P	0,00459071	48
yebB	b1862	52,8751	A	0,24776	15
yebC	b1864	3477,61	P	0,000327479	956
yebE	b1846	94,4644	P	0,0480985	26
yebF	b1847	460,346	P	0,00175518	127
yebG	b1848	692,808	P	0,000612512	190
yebH	b1822	280,209	P	0,00214285	77
yebI	b1859	241,712	P	0,00108112	66
yebJ	b1831	2730,03	P	0,00049077	750
yebK	b1853	748,497	P	0,00157146	206
yebL	b1857	782,421	P	0,00049077	215
yebM	b1858	259,029	P	0,00529677	71
yebU	b1835	202,639	P	0,0442012	56
yecA	b1908	1100,07	P	0,00130539	302
yecC	b1917	416,009	P	0,0129214	114
yecD	b1867	794,605	P	0,00094359	218
yecE	b1868	243,659	P	0,00993898	67
yecF	b1915	292,367	A	0,197123	80
yecG	b1895	136,54	P	0,00852936	38
yecH	b1906	85,7429	P	0,0267372	24
yecI	b1902	190,823	P	0,0391461	52
yecK	b1873	33,3413	A	0,366636	9
yecM	b1875	705,568	P	0,00094359	194
yecN	b1869	611,129	P	0,000327479	168
yecO	b1870	561,045	P	0,00379911	154
yecP	b1871	289,15	P	0,0391461	79
yecS	b1918	528,258	P	0,00049077	145
yecT	b1877	9,60273	A	0,388213	3
yedA	b1959	195,384	P	0,00993898	54
yedD	b1928	842,629	P	0,000612512	232
yedE	b1929	221,058	P	0,0239949	61
yedF	b1930	206,593	A	0,140265	57
yedI	b1958	654,808	P	0,00379911	180
yedJ	b1962	214,852	P	0,0239949	59
yedK	b1931	115,244	P	0,0304463	32
yedL	b1932	176,635	P	0,0234132	49
yedM	b1935	27,4192	P	0,00622665	8
yedN	b1934	0,531813	A	0,996797	0
yedO	b1919	814,727	P	0,000761638	224
yedU	b1967	112,973	A	0,153312	31
yedV	b1968	23,3083	P	0,00130539	6
yedW	b1969	184,321	P	0,000892689	51
yeeA	b2008	251,511	P	0,000612512	69
yeeD	b2012	200,083	P	0,000761638	55
yeeE	b2013	66,216	A	0,413046	18
yeeF	b2014	253,819	P	0,00459071	70
yeeO	b1985	146,476	A	0,213264	40
yeeP	b1999	114,712	A	0,140265	32
yeeS	b2002	130,938	M	0,0625767	36
yeeT	b2003	9,37474	A	0,58986	3
yeeU	b2004	43,8604	A	0,230151	12
yeeV	b2005	44,4986	A	0,275462	12
yeeW	b2006	89,727	P	0,036797	25
yeeX	b2007	2574,34	P	0,000327479	707
yeeY	b2015	236,003	P	0,00157146	65
yefJ	b2031	1771,67	P	0,000327479	487
yefM	b2017	586,75	P	0,000327479	161
yegB	b2077	92,2622	P	0,00852936	25
yegD	b2069	127,985	P	0,0442012	35
yegE	b2067	360,517	P	0,000327479	99
yegH	b2063	533,962	P	0,000327479	147
yegN	b2075	84,9207	A	0,28503	23
yegO	b2076	131,884	P	0,000734887	36
yegQ	b2081	247,187	P	0,00379911	68
yegT	b2098	104,112	P	0,0044925	29
yegW	b2101	618,809	P	0,00381521	170
yegX	b2102	146,938	A	0,0698779	40
yehA	b2108	22,558	A	0,070073	6
yehB	b2109	32,6092	A	0,366636	9
yehC	b2110	3,7207	A	0,675219	1
yehD	b2111	22,2413	A	0,254899	6
yehE	b2112	62,6548	P	0,00094359	17
yehI	b2118	49,5389	P	0,0267372	14
yehL	b2119	9,01134	A	0,846688	2
yehM	b2120	40,4784	A	0,462489	11
yehP	b2121	79,6629	A	0,135974	22
yehQ	b2122	128,537	M	0,0625767	35
yehR	b2123	17,2386	A	0,5	5
yehS	b2124	196,003	A	0,0864242	54
yehT	b2125	90,3944	P	0,0442012	25
yehU	b2126	120,848	P	0,00657518	33
yehV	b2127	57,8153	A	0,477354	16
yehW	b2128	20,3983	A	0,681117	6
yehX	b2129	147,381	M	0,0558844	41
yehY	b2130	249,01	P	0,036797	68
yehZ	b2131	93,508	A	0,345472	26
yeiA	b2147	115,749	A	0,0698779	32
yeiB	b2152	98,9253	A	0,153312	27
yeiC	b2166	40,1757	A	0,437646	11
yeiE	b2157	670,594	P	0,00116472	184
yeiG	b2154	583,828	P	0,000493549	160
yeiH	b2158	442,388	P	0,000493549	122
yeiI	b2160	470,399	P	0,00529677	129
yeiJ	b2161	50,2534	A	0,153312	14
yeiK	b2162	88,661	A	0,0990615	24
yeiL	b2163	22,3057	A	0,45478	6
yeiM	b2164	77,5478	A	0,24776	21
yeiN	b2165	34,1527	A	0,0789057	9
yeiO	b2170	111,103	A	0,0698779	31
yeiP	b2171	514,238	P	0,000493549	141
yeiQ	b2172	204,4	M	0,0558844	56
yeiR	b2173	189,147	P	0,0204441	52
yejA	b2177	203,783	P	0,00379911	56
yejB	b2178	159,827	P	0,00269283	44
yejE	b2179	134,813	A	0,11649	37
yejF	b2180	393,413	P	0,00379911	108
yejG	b2181	221,891	P	0,00225703	61
yejH	b2184	188,843	P	0,00225703	52
yejK	b2186	565,753	P	0,00381521	155
yejL	b2187	1411,43	P	0,00108112	388
yejM	b2188	300,79	P	0,00379911	83
yejO	b2190	192,836	P	0,00852936	53
yfaA	b2230	74,2101	A	0,139354	20
yfaD	b2244	135,191	A	0,140265	37
yfaE	b2236	270,123	P	0,0072983	74
yfaH	b2238	14,5476	A	0,230151	4
yfaL	b2233	409,313	P	0,00320325	112
yfaO	b2251	291,659	P	0,00852936	80
yfbB	b2263	541,757	P	0,00459071	149
yfbK	b2270	10,2802	A	0,58986	3
yfbL	b2271	36,4674	A	0,197123	10
yfbM	b2272	26,8918	A	0,733935	7
yfbN	b2273	13,099	A	0,318883	4
yfbS	b2292	108,491	P	0,0239949	30
yfbT	b2293	752,824	P	0,000402638	207
yfcA	b2327	818,209	P	0,00225703	225
yfcB	b2330	2838,7	P	0,000327479	780
yfcC	b2298	160,421	M	0,0625767	44
yfcE	b2300	991,788	P	0,00049077	273
yfcF	b2301	162,639	P	0,0151637	45
yfcG	b2302	58,2509	A	0,345472	16
yfcI	b2305	112,817	P	0,0177324	31
yfcS	b2336	115,711	P	0,0206634	32
yfcU	b2338	15,8115	A	0,388782	4
yfdC	b2347	56,8772	A	0,105738	16
yfdE	b2371	22,3933	A	0,34162	6
yfdL	b2355	32,7092	A	0,110449	9
yfdM	b2356	93,8147	A	0,266065	26
yfdN	b2357	41,5484	A	0,649648	11
yfdO	b2358	187,413	A	0,198363	52
yfeA	b2395	158,379	P	0,00459071	44
yfeC	b2398	368,848	P	0,000493549	101
yfeD	b2399	304,326	P	0,000327479	84
yfeG	b2437	141,81	A	0,24776	39
yfeH	b2410	710,675	P	0,000493549	195
yfeK	b2419	59,0634	A	0,0778177	16
yfeN	b2408	109,448	P	0,0234132	30
yfeR	b2409	147,059	A	0,165268	40
yfeT	b2427	285,094	P	0,000761638	78
yfeU	b2428	264,992	P	0,00130539	73
yffB	b2471	802,03	P	0,000493549	220
yffG	b2468	205,678	M	0,0558844	57
yffH	b2467	478,923	P	0,0421419	132
yfgA	b2516	2178,32	P	0,00049077	599
yfgB	b2517	478,593	P	0,00116472	132
yfhA	b2554	771,109	P	0,00049077	212
yfhB	b2560	569,568	P	0,000761638	157
yfhC	b2559	304,978	P	0,000603158	84
yfhD	b2558	38,8632	A	0,105738	11
yfhE	b2527	707,747	P	0,000327479	194
yfhF	b2528	3130,76	P	0,000761638	860
yfhG	b2555	676,674	P	0,0109718	186
yfhH	b2561	244,378	P	0,0044925	67
yfhJ	b2524	1887,27	P	0,00049077	519
yfhK	b2556	454,744	P	0,000327479	125
yfhL	b2562	204,54	P	0,0072983	56
yfhO	b2530	1679,11	P	0,00049077	461
yfiA	b2597	2558,27	P	0,000327479	703
yfiB	b2605	575,952	P	0,00320325	158
yfiC	b2575	304,392	M	0,0620214	84
yfiD	b2579	220,453	A	0,0990615	61
yfiE	b2577	170,828	P	0,00379911	47
yfiF	b2581	804,103	P	0,000603158	221
yfiH	b2593	350,765	P	0,00315926	96
yfiK	b2578	117,644	A	0,0957232	32
yfiL	b2602	51,3178	P	0,0304463	14
yfiM	b2586	655,102	P	0,000327479	180
yfiN	b2604	409,346	P	0,00269283	112
yfiP	b2583	325,602	P	0,000327479	89
yfiQ	b2584	293,361	P	0,000327479	81
yfjA	b2608	8832,58	P	0,000327479	2427
yfjB	b2615	570,506	P	0,000327479	157
yfjD	b2613	146,857	A	0,0778177	40
yfjH	b2623	27,1819	P	0,0304463	7
yfjI	b2625	8,95019	A	0,477354	2
yfjJ	b2626	4,04694	A	0,786736	1
yfjK	b2627	105,507	P	0,00315926	29
yfjL	b2628	226,444	P	0,00320325	62
yfjM	b2629	9,32403	A	0,48748	3
yfjN	b2630	1138,52	P	0,000327479	313
yfjO	b2631	410,048	P	0,000402638	113
yfjP	b2632	53,9999	M	0,0625767	15
yfjQ	b2633	144,278	A	0,0957232	40
yfjR	b2634	19,791	A	0,537511	5
yfjT	b2637	18,446	A	0,266065	5
yfjW	b2642	30,7064	P	0,00529677	8
yfjX	b2643	105,627	A	0,140265	29
yfjY	b2644	27,0451	A	0,345472	7
yfjZ	b2645	33,9812	A	0,197123	9
ygaA	b2709	288,691	P	0,00657518	79
ygaC	b2671	53,3893	A	0,070073	15
ygaD	b2700	709,754	P	0,000734887	195
ygaE	b2664	643,218	P	0,0442012	177
ygaF	b2660	156,323	P	0,034572	43
ygaG	b2687	1679,98	P	0,000327479	462
ygaH	b2683	819,163	P	0,00049077	225
ygaM	b2672	176,875	A	0,140265	49
ygaP	b2668	121,1	P	0,015454	33
ygaU	b2665	134,162	P	0,0129214	37
ygbA	b2732	104,734	P	0,0177324	29
ygbB	b2746	1050,58	P	0,00049077	289
ygbD	b2711	78,0833	A	0,345472	21
ygbE	b2749	162,064	P	0,00049077	45
ygbF	b2754	147,353	P	0,000612512	40
ygbI	b2735	378,449	P	0,00214285	104
ygbL	b2738	233,026	P	0,0072983	64
ygbM	b2739	95,0556	A	0,11649	26
ygbO	b2745	2229,97	P	0,00049077	613
ygbP	b2747	1052,61	P	0,000612512	289
ygcA	b2785	646,002	P	0,00049077	178
ygcB	b2761	3,87911	A	0,745101	1
ygcE	b2776	53,0751	A	0,181744	15
ygcF	b2777	616,212	P	0,000402638	169
ygcG	b2778	14,6745	P	0,00622665	4
ygcK	b2759	58,2637	P	0,0072983	16
ygcM	b2765	134,774	A	0,0957232	37
ygcN	b2766	38,1659	A	0,586954	10
ygcO	b2767	94,4332	A	0,318883	26
ygcP	b2768	42,912	A	0,197123	12
ygcQ	b2769	262,226	A	0,0957232	72
ygcR	b2770	149,986	A	0,235169	41
ygcS	b2771	164,551	P	0,015454	45
ygcU	b2773	85,1505	A	0,318883	23
ygcW	b2774	8,36631	A	0,71497	2
ygcX	b2787	184,589	P	0,036797	51
ygcY	b2788	147,441	P	0,0133783	41
ygdB	b2824	153,082	P	0,00928336	42
ygdD	b2807	324,367	P	0,00459071	89
ygdE	b2806	404,27	P	0,00108112	111
ygdH	b2795	1439,37	P	0,00130539	396
ygdK	b2811	374,187	P	0,00108112	103
ygdL	b2812	253,553	P	0,0391461	70
ygdP	b2830	2500,89	P	0,00049077	687
ygeA	b2840	360,9	P	0,0151637	99
ygeD	b2835	183,648	P	0,0129214	50
ygeF	b2850	1,40598	A	0,913576	0
ygeG	b2851	5,7468	A	0,41014	2
ygeH	b2852	0,765712	A	0,986622	0
ygeK	b2855	4,61189	A	0,51252	1
ygeT	b2867	21,1686	A	0,611787	6
ygeV	b2869	150,937	P	0,00157146	41
ygeW	b2870	5,08166	A	0,88351	1
ygeX	b2871	13,8348	A	0,58986	4
ygeY	b2872	4,37474	A	0,88351	1
ygfA	b2912	220,598	P	0,0115479	61
ygfB	b2909	3779,37	P	0,000327479	1039
ygfD	b2918	49,5258	A	0,070073	14
ygfE	b2910	1377,63	P	0,000402638	379
ygfF	b2902	142,392	A	0,266065	39
ygfG	b2919	128,926	P	0,000734887	35
ygfH	b2920	65,8942	A	0,28503	18
ygfI	b2921	47,301	A	0,150145	13
ygfJ	b2877	17,6307	A	0,522646	5
ygfO	b2882	16,203	A	0,58986	4
ygfP	b2883	87,6619	P	0,015454	24
ygfQ	b2884	112,238	P	0,00049077	31
ygfR	b2885	32,2499	A	0,230151	9
ygfS	b2886	14,4322	A	0,832862	4
ygfT	b2887	121,204	A	0,150145	33
ygfU	b2888	16,9553	A	0,41014	5
ygfY	b2897	1372,7	P	0,00073689	377
ygfZ	b2898	1483,89	P	0,00108112	408
yggA	b2923	143,711	P	0,00550396	39
yggB	b2924	1618,15	P	0,000327479	445
yggC	b2928	308,98	P	0,00049077	85
yggD	b2929	598,39	P	0,000892689	164
yggE	b2922	1055,02	P	0,000612512	290
yggF	b2930	16,1318	A	0,45478	4
yggG	b2936	335,249	P	0,00130539	92
yggH	b2960	802,757	P	0,00232472	221
yggJ	b2946	987,093	P	0,000327479	271
yggL	b2959	1474,17	P	0,00049077	405
yggM	b2956	33,1652	P	0,00315926	9
yggN	b2958	533,336	P	0,000327479	147
yggP	b2932	49,4871	A	0,432373	14
yggR	b2950	144,301	A	0,105738	40
yggS	b2951	804,398	P	0,000327479	221
yggT	b2952	698,675	P	0,00094359	192
yggU	b2953	1224,6	P	0,000327479	337
yggV	b2954	772,57	P	0,000761638	212
yggW	b2955	244,863	P	0,00529677	67
yggX	b2962	1990,55	P	0,00157146	547
yghA	b3003	303,635	P	0,00993898	83
yghB	b3009	591,151	P	0,000402638	162
yghD	b2968	140,975	P	0,0234132	39
yghE	b2969	135,747	A	0,24776	37
yghK	b2975	46,5174	A	0,24776	13
yghQ	b2983	121,074	A	0,235169	33
yghR	b2984	49,3986	A	0,140265	14
yghS	b2985	25,0764	A	0,122747	7
yghT	b2986	10,139	A	0,611787	3
ygiA	b3036	1562,82	P	0,00292969	429
ygiB	b3037	1644,93	P	0,000493549	452
ygiC	b3038	970,491	P	0,00269283	267
ygiD	b3039	146,002	P	0,00315926	40
ygiE	b3040	747,834	P	0,000327479	206
ygiF	b3054	1308,09	P	0,00049077	359
ygiG	b3058	470,682	P	0,00622665	129
ygiH	b3059	253,245	P	0,0391461	70
ygiL	b3043	37,0918	A	0,0778177	10
ygiM	b3055	760,024	P	0,000327479	209
ygiN	b3029	972,934	P	0,00188612	267
ygiP	b3060	7,1532	A	0,695382	2
ygiR	b3016	983,505	P	0,000761638	270
ygiW	b3024	118,721	P	0,0206634	33
ygiX	b3025	177,497	P	0,0421419	49
ygiY	b3026	25,5611	A	0,54522	7
ygjD	b3064	639,453	P	0,00459071	176
ygjE	b3063	64,1839	A	0,324781	18
ygjF	b3068	380,981	P	0,0044925	105
ygjG	b3073	23,9211	A	0,733935	7
ygjH	b3074	210,716	A	0,181343	58
ygjI	b3078	38,2774	A	0,567648	11
ygjJ	b3079	97,3796	P	0,00852936	27
ygjK	b3080	175,42	P	0,00993898	48
ygjL	b3081	99,0442	A	0,477354	27
ygjM	b3082	171,541	P	0,0391461	47
ygjN	b3083	49,958	P	0,000761638	14
ygjO	b3084	383,286	P	0,00320325	105
ygjP	b3085	215,758	P	0,00130539	59
ygjQ	b3086	64,3875	M	0,0625767	18
ygjR	b3087	269,724	P	0,00130539	74
ygjT	b3088	91,8537	A	0,24776	25
ygjU	b3089	244,127	P	0,00130539	67
ygjV	b3090	68,5005	M	0,0625767	19
yhaB	b3120	1,75286	A	0,611787	0
yhaC	b3121	0,805256	A	0,675219	0
yhaD	b3124	198,181	P	0,0115479	54
yhaE	b3125	249,948	P	0,0044925	69
yhaF	b3126	101,594	A	0,24776	28
yhaG	b3128	86,5794	A	0,153312	24
yhaH	b3103	276,28	P	0,0115479	76
yhaI	b3104	26,4444	A	0,695382	7
yhaJ	b3105	383,324	P	0,00269283	105
yhaK	b3106	115,455	P	0,034572	32
yhaL	b3107	421,086	P	0,000892689	116
yhaM	b3108	360,38	P	0,00143241	99
yhaN	b3109	269,052	P	0,0480985	74
yhaO	b3110	130,217	P	0,00094359	36
yhaP	b3111	166,393	A	0,088557	46
yhaQ	b3112	146,061	A	0,266065	40
yhaR	b3113	148,661	A	0,150145	41
yhaU	b3127	22,8993	A	0,388213	6
