From	To	To
CP001396	C4ZVY1	GLGX_ECOBW
CP001396	C4ZZ47	GPPA_ECOBW
CP001396	C4ZX82	GUAA_ECOBW
CP001396	C4ZQ92	HSPQ_ECOBW
CP001396	C5A083	K6PF_ECOBW
CP001396	C4ZUS8	KAD_ECOBW
CP001396	C4ZPZ7	LEU1_ECOBW
CP001396	C4ZWP8	MAO1_ECOBW
CP001396	C4ZRY8	OPGC_ECOBW
CP001396	C5A0V8	PEPE_ECOBW
CP001396	P0CG18	RNPH_ECOBW
CP001396	C5A0R1	STHA_ECOBW
CP001396	C4ZXE9	SYGB_ECOBW
CP001396	C4ZQG0	SYR_ECOBW
CP001396	C4ZWT6	TAM_ECOBW
CP001396	C4ZXK8	TDH_ECOBW
CP001396	C4ZTJ3	TIG_ECOBW
CP001396	C4ZZ60	WECF_ECOBW
CP001396	C4ZWI8	YBGL_ECOBW
CP001396	C4ZQ82	YCBG_ECOBW
CP001396	C4ZYF4	YDIB_ECOBW
CP001396	C4ZYY2	YIDD_ECOBW
CP001396	C4ZWZ5	YNFB_ECOBW
CP001396	C4ZZG7	YOAH_ECOBW
CP001396	C4ZUS3	APT_ECOBW
CP001396	C4ZZA0	ASTE_ECOBW
CP001396	C4ZWH3	ATKB_ECOBW
CP001396	C4ZUE1	DEF_ECOBW
CP001396	C4ZS19	FLGH_ECOBW
CP001396	C4ZT96	FRSA_ECOBW
CP001396	C4ZRU9	GLO2_ECOBW
CP001396	C4ZXA6	ISCR_ECOBW
CP001396	C4ZT19	KPTA_ECOBW
CP001396	C5A130	LAMB_ECOBW
CP001396	C4ZT68	LPLA_ECOBW
CP001396	C4ZVX0	MALT_ECOBW
CP001396	C4ZYY4	MNME_ECOBW
CP001396	C4ZRM4	PAND_ECOBW
CP001396	C4ZZ24	RAVA_ECOBW
CP001396	C4ZTF1	RDGC_ECOBW
CP001396	C5A070	RHAD_ECOBW
CP001396	C4ZU87	RHMA_ECOBW
CP001396	C4ZWD8	RIHA_ECOBW
CP001396	C4ZYM4	RL19_ECOBW
CP001396	C4ZUH4	RL4_ECOBW
CP001396	C4ZZW1	RLMM_ECOBW
CP001396	C4ZQ19	SYS_ECOBW
CP001396	C5A0T1	THIG_ECOBW
CP001396	C4ZUV5	ALLA_ECOBW
CP001396	C4ZZA4	ASTC_ECOBW
CP001396	C4ZVU4	CYSZ_ECOBW
CP001396	C4ZSF3	DCD_ECOBW
CP001396	C4ZPU1	DNAJ_ECOBW
CP001396	C4ZVR1	FCTA_ECOBW
CP001396	C4ZQK4	FLIT_ECOBW
CP001396	C5A0W2	G6PI_ECOBW
CP001396	C4ZXK0	GPDA_ECOBW
CP001396	C4ZYT8	GSH1_ECOBW
CP001396	C4ZZI6	HTPX_ECOBW
CP001396	C4ZUK6	KEFB_ECOBW
CP001396	C4ZSG3	MDTB_ECOBW
CP001396	C4ZXV3	MOAA_ECOBW
CP001396	C4ZRI6	MURC_ECOBW
CP001396	C4ZZ96	NADE_ECOBW
CP001396	C4ZYV4	NORR_ECOBW
CP001396	C4ZQY9	PAT_ECOBW
CP001396	C4ZS67	PEPT_ECOBW
CP001396	C5A134	PLSB_ECOBW
CP001396	C4ZRR4	RRF_ECOBW
CP001396	C5A1F5	RSGA_ECOBW
CP001396	C4ZZV3	XNI_ECOBW
CP001396	C5A0C2	CAPP_ECOBW
CP001396	C4ZRQ8	DAPD_ECOBW
CP001396	C4ZVS5	GLK_ECOBW
CP001396	C4ZYN1	GRPE_ECOBW
CP001396	C4ZYI0	IF3_ECOBW
CP001396	C4ZSG4	MDTC_ECOBW
CP001396	C5A0A5	METJ_ECOBW
CP001396	C4ZXQ4	NEPI_ECOBW
CP001396	C5A021	PEPQ_ECOBW
CP001396	C4ZQ57	PNCB_ECOBW
CP001396	C4ZRB8	PYRB_ECOBW
CP001396	C4ZZT3	PYRG_ECOBW
CP001396	C4ZTK1	QUEC_ECOBW
CP001396	C4ZUF6	RL15_ECOBW
CP001396	C4ZUF9	RL18_ECOBW
CP001396	C4ZS29	RL32_ECOBW
CP001396	C4ZX91	RODZ_ECOBW
CP001396	C5A0S7	RPOB_ECOBW
CP001396	C4ZYG8	YDIU_ECOBW
CP001396	C4ZZE0	YEAH_ECOBW
CP001396	C4ZXT8	6PGL_ECOBW
CP001396	C4ZXQ7	ADEC_ECOBW
CP001396	C4ZVM2	AROC_ECOBW
CP001396	C4ZZ16	ATP6_ECOBW
CP001396	C4ZZ13	ATPD_ECOBW
CP001396	C4ZU91	CINAL_ECOBW
CP001396	C4ZTN0	DADA_ECOBW
CP001396	C5A082	FIEF_ECOBW
CP001396	C4ZYW3	IBPB_ECOBW
CP001396	C4ZYC7	MDTK_ECOBW
CP001396	C5A163	NRFA_ECOBW
CP001396	C4ZPY3	RAPA_ECOBW
CP001396	C4ZTH2	RISB_ECOBW
CP001396	C5A0S5	RL10_ECOBW
CP001396	C4ZXM8	RL33_ECOBW
CP001396	C4ZY91	RNFB_ECOBW
CP001396	C4ZWU5	SOTB_ECOBW
CP001396	C5A0K6	SPEB_ECOBW
CP001396	C4ZYE1	SUFE_ECOBW
CP001396	C4ZYH6	SYFA_ECOBW
CP001396	C4ZPV2	SYI_ECOBW
CP001396	C4ZYI1	SYT_ECOBW
CP001396	C4ZRL2	YACL_ECOBW
CP001396	C5A0M2	YGGU_ECOBW
CP001396	C4ZU95	ARNB_ECOBW
CP001396	C4ZYR1	CSID_ECOBW
CP001396	C4ZTN2	CVRA_ECOBW
CP001396	C4ZYK2	GRCA_ECOBW
CP001396	C4ZXB7	HCAD_ECOBW
CP001396	C4ZZ41	ILVD_ECOBW
CP001396	C4ZT14	IRAD_ECOBW
CP001396	C4ZTE1	IRAP_ECOBW
CP001396	C4ZZQ1	ISPD_ECOBW
CP001396	C4ZPV5	ISPH_ECOBW
CP001396	C4ZTQ0	LOLB_ECOBW
CP001396	C4ZUA7	MEND_ECOBW
CP001396	C4ZQM8	MPGP_ECOBW
CP001396	C4ZQA4	C4ZQA4_ECOBW
CP001396	C4ZS63	C4ZS63_ECOBW
CP001396	C4ZTS6	C4ZTS6_ECOBW
CP001396	C4ZVW0	C4ZVW0_ECOBW
CP001396	C4ZX77	C4ZX77_ECOBW
CP001396	C4ZZR8	C4ZZR8_ECOBW
CP001396	C4ZQR7	C4ZQR7_ECOBW
CP001396	C4ZSN8	C4ZSN8_ECOBW
CP001396	C4ZU66	C4ZU66_ECOBW
CP001396	C4ZV80	C4ZV80_ECOBW
CP001396	C4ZWZ8	C4ZWZ8_ECOBW
CP001396	C4ZYV8	C4ZYV8_ECOBW
CP001396	C5A0Q1	C5A0Q1_ECOBW
CP001396	C4ZQD8	C4ZQD8_ECOBW
CP001396	C4ZRU4	C4ZRU4_ECOBW
CP001396	C4ZU25	C4ZU25_ECOBW
CP001396	C4ZVZ0	C4ZVZ0_ECOBW
CP001396	C4ZXU0	C4ZXU0_ECOBW
CP001396	C4ZZH9	C4ZZH9_ECOBW
CP001396	C5A179	C5A179_ECOBW
CP001396	C4ZQM7	C4ZQM7_ECOBW
CP001396	C4ZRE6	C4ZRE6_ECOBW
CP001396	C4ZTB6	C4ZTB6_ECOBW
CP001396	C4ZVN1	C4ZVN1_ECOBW
CP001396	C4ZWU9	C4ZWU9_ECOBW
CP001396	C4ZY00	C4ZY00_ECOBW
CP001396	C4ZZW6	C4ZZW6_ECOBW
CP001396	C4ZRK8	C4ZRK8_ECOBW
CP001396	C4ZTR2	C4ZTR2_ECOBW
CP001396	C4ZUZ2	C4ZUZ2_ECOBW
CP001396	C4ZWA4	C4ZWA4_ECOBW
CP001396	C4ZXW2	C4ZXW2_ECOBW
CP001396	C4ZZS8	C4ZZS8_ECOBW
CP001396	C4ZRB5	C4ZRB5_ECOBW
CP001396	C4ZT43	C4ZT43_ECOBW
CP001396	C4ZV93	C4ZV93_ECOBW
CP001396	C4ZX11	C4ZX11_ECOBW
CP001396	C4ZYX8	C4ZYX8_ECOBW
CP001396	C5A0H4	C5A0H4_ECOBW
CP001396	C4ZPT6	C4ZPT6_ECOBW
CP001396	C4ZRA3	C4ZRA3_ECOBW
CP001396	C4ZSZ8	C4ZSZ8_ECOBW
CP001396	C4ZUP3	C4ZUP3_ECOBW
CP001396	C4ZW27	C4ZW27_ECOBW
CP001396	C4ZXU1	C4ZXU1_ECOBW
CP001396	C4ZZN2	C4ZZN2_ECOBW
CP001396	C5A193	C5A193_ECOBW
CP001396	C4ZRK7	C4ZRK7_ECOBW
CP001396	C4ZT17	C4ZT17_ECOBW
CP001396	C4ZV09	C4ZV09_ECOBW
CP001396	C4ZWM6	C4ZWM6_ECOBW
CP001396	C4ZXI4	C4ZXI4_ECOBW
CP001396	C4ZYP6	C4ZYP6_ECOBW
CP001396	C5A0C4	C5A0C4_ECOBW
CP001396	C4ZQH1	C4ZQH1_ECOBW
CP001396	C4ZS37	C4ZS37_ECOBW
CP001396	C4ZU42	C4ZU42_ECOBW
CP001396	C4ZVS4	C4ZVS4_ECOBW
CP001396	C4ZX85	C4ZX85_ECOBW
CP001396	C4ZZD1	C4ZZD1_ECOBW
CP001396	C5A0R5	C5A0R5_ECOBW
CP001396	C4ZQV1	C4ZQV1_ECOBW
CP001396	C4ZSC1	C4ZSC1_ECOBW
CP001396	C4ZTZ1	C4ZTZ1_ECOBW
CP001396	C4ZVY7	C4ZVY7_ECOBW
CP001396	C4ZXV9	C4ZXV9_ECOBW
CP001396	C4ZZX2	C4ZZX2_ECOBW
CP001396	C5A1D8	C5A1D8_ECOBW
CP001396	C4ZTW0	C4ZTW0_ECOBW
CP001396	C4ZVG1	C4ZVG1_ECOBW
CP001396	C4ZX27	C4ZX27_ECOBW
CP001396	C4ZYQ6	C4ZYQ6_ECOBW
CP001396	C5A056	C5A056_ECOBW
CP001396	C4ZQH9	C4ZQH9_ECOBW
CP001396	C4ZQU8	C4ZQU8_ECOBW
CP001396	C4ZSK2	C4ZSK2_ECOBW
CP001396	C4ZTT9	C4ZTT9_ECOBW
CP001396	C4ZV76	C4ZV76_ECOBW
CP001396	C4ZWS9	C4ZWS9_ECOBW
CP001396	C4ZYL6	C4ZYL6_ECOBW
CP001396	C5A0J9	C5A0J9_ECOBW
CP001396	C4ZQL4	C4ZQL4_ECOBW
CP001396	C4ZSE6	C4ZSE6_ECOBW
CP001396	C4ZU68	C4ZU68_ECOBW
CP001396	C4ZW25	C4ZW25_ECOBW
CP001396	C4ZX75	C4ZX75_ECOBW
CP001396	C4ZYZ1	C4ZYZ1_ECOBW
CP001396	C5A0N4	C5A0N4_ECOBW
CP001396	C4ZQM0	C4ZQM0_ECOBW
CP001396	C4ZST1	C4ZST1_ECOBW
CP001396	C4ZUQ9	C4ZUQ9_ECOBW
CP001396	C4ZWM7	C4ZWM7_ECOBW
CP001396	C4ZY36	C4ZY36_ECOBW
CP001396	C5A058	C5A058_ECOBW
CP001396	C4ZPZ3	C4ZPZ3_ECOBW
CP001396	C4ZR98	C4ZR98_ECOBW
CP001396	C4ZTQ5	C4ZTQ5_ECOBW
CP001396	C4ZV33	C4ZV33_ECOBW
CP001396	C4ZWP9	C4ZWP9_ECOBW
CP001396	C4ZYD4	C4ZYD4_ECOBW
CP001396	C4ZZT5	C4ZZT5_ECOBW
CP001396	C4ZR63	C4ZR63_ECOBW
CP001396	C4ZTA6	C4ZTA6_ECOBW
CP001396	C4ZUX3	C4ZUX3_ECOBW
CP001396	C4ZW83	C4ZW83_ECOBW
CP001396	C4ZY67	C4ZY67_ECOBW
CP001396	C4ZZU4	C4ZZU4_ECOBW
CP001396	C4ZRX1	C4ZRX1_ECOBW
CP001396	C4ZRX1	C4ZRX1_ECOBW
CP001396	C4ZRX1	C4ZRX1_ECOBW
CP001396	C4ZRX1	C4ZRX1_ECOBW
CP001396	C4ZQS5	C4ZQS5_ECOBW
CP001396	C4ZSN6	C4ZSN6_ECOBW
CP001396	C4ZUD4	C4ZUD4_ECOBW
CP001396	C4ZWA9	C4ZWA9_ECOBW
CP001396	C4ZXV0	C4ZXV0_ECOBW
CP001396	C5A090	C5A090_ECOBW
CP001396	C4ZR43	C4ZR43_ECOBW
CP001396	C4ZT81	C4ZT81_ECOBW
CP001396	C4ZUI7	C4ZUI7_ECOBW
CP001396	C4ZVS0	C4ZVS0_ECOBW
CP001396	C4ZXK6	C4ZXK6_ECOBW
CP001396	C4ZZC6	C4ZZC6_ECOBW
CP001396	C5A165	C5A165_ECOBW
CP001396	C4ZQV6	C4ZQV6_ECOBW
CP001396	C4ZS83	C4ZS83_ECOBW
CP001396	C4ZUM2	C4ZUM2_ECOBW
CP001396	C4ZWJ3	C4ZWJ3_ECOBW
CP001396	C4ZY72	C4ZY72_ECOBW
CP001396	C5A039	C5A039_ECOBW
CP001396	C4ZR19	C4ZR19_ECOBW
CP001396	C4ZRT9	C4ZRT9_ECOBW
CP001396	C4ZTK8	C4ZTK8_ECOBW
CP001396	C4ZVV6	C4ZVV6_ECOBW
CP001396	C4ZX43	C4ZX43_ECOBW
CP001396	C4ZYQ7	C4ZYQ7_ECOBW
CP001396	C5A0M0	C5A0M0_ECOBW
CP001396	C4ZQ22	C4ZQ22_ECOBW
CP001396	C4ZS60	C4ZS60_ECOBW
CP001396	C4ZU23	C4ZU23_ECOBW
CP001396	C4ZVF8	C4ZVF8_ECOBW
CP001396	C4ZWP2	C4ZWP2_ECOBW
CP001396	C4ZYD8	C4ZYD8_ECOBW
CP001396	C5A012	C5A012_ECOBW
CP001396	C4ZPT2	C4ZPT2_ECOBW
CP001396	C4ZRI4	C4ZRI4_ECOBW
CP001396	C4ZTW3	C4ZTW3_ECOBW
CP001396	C4ZVR8	C4ZVR8_ECOBW
CP001396	C4ZXW1	C4ZXW1_ECOBW
CP001396	C4ZZB3	C4ZZB3_ECOBW
CP001396	C5A180	C5A180_ECOBW
CP001396	C4ZQD1	C4ZQD1_ECOBW
CP001396	C4ZRZ6	C4ZRZ6_ECOBW
CP001396	C4ZTD1	C4ZTD1_ECOBW
CP001396	C4ZV45	C4ZV45_ECOBW
CP001396	C4ZWI2	C4ZWI2_ECOBW
CP001396	C4ZY88	C4ZY88_ECOBW
CP001396	C5A0F0	C5A0F0_ECOBW
CP001396	C4ZQ68	C4ZQ68_ECOBW
CP001396	C4ZS12	C4ZS12_ECOBW
CP001396	C4ZTG6	C4ZTG6_ECOBW
CP001396	C4ZVG8	C4ZVG8_ECOBW
CP001396	C4ZWX7	C4ZWX7_ECOBW
CP001396	C4ZXX7	C4ZXX7_ECOBW
CP001396	C4ZZ85	C4ZZ85_ECOBW
CP001396	C5A0X1	C5A0X1_ECOBW
CP001396	C4ZQU3	C4ZQU3_ECOBW
CP001396	C4ZSG7	C4ZSG7_ECOBW
CP001396	C4ZUF0	C4ZUF0_ECOBW
CP001396	C4ZW82	C4ZW82_ECOBW
CP001396	C4ZXJ5	C4ZXJ5_ECOBW
CP001396	C4ZZN6	C4ZZN6_ECOBW
CP001396	C5A0W3	C5A0W3_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQQ9	C4ZQQ9_ECOBW
CP001396	C4ZQE6	C4ZQE6_ECOBW
CP001396	C4ZSE5	C4ZSE5_ECOBW
CP001396	C4ZTY7	C4ZTY7_ECOBW
CP001396	C4ZW08	C4ZW08_ECOBW
CP001396	C4ZXJ3	C4ZXJ3_ECOBW
CP001396	C4ZZZ5	C4ZZZ5_ECOBW
CP001396	C4ZQY0	C4ZQY0_ECOBW
CP001396	C4ZSU8	C4ZSU8_ECOBW
CP001396	C4ZU78	C4ZU78_ECOBW
CP001396	C4ZVE7	C4ZVE7_ECOBW
CP001396	C4ZXB0	C4ZXB0_ECOBW
CP001396	C4ZZ49	C4ZZ49_ECOBW
CP001396	C5A0W6	C5A0W6_ECOBW
CP001396	C4ZQK9	C4ZQK9_ECOBW
CP001396	C4ZRZ7	C4ZRZ7_ECOBW
CP001396	C4ZUB8	C4ZUB8_ECOBW
CP001396	C4ZW34	C4ZW34_ECOBW
CP001396	C4ZXW5	C4ZXW5_ECOBW
CP001396	C4ZZQ8	C4ZZQ8_ECOBW
CP001396	C4ZQT7	C4ZQT7_ECOBW
CP001396	C4ZRK4	C4ZRK4_ECOBW
CP001396	C4ZTE4	C4ZTE4_ECOBW
CP001396	C4ZVS9	C4ZVS9_ECOBW
CP001396	C4ZX10	C4ZX10_ECOBW
CP001396	C4ZY57	C4ZY57_ECOBW
CP001396	C5A032	C5A032_ECOBW
CP001396	C4ZRV6	C4ZRV6_ECOBW
CP001396	C4ZTT7	C4ZTT7_ECOBW
CP001396	C4ZV21	C4ZV21_ECOBW
CP001396	C4ZWD2	C4ZWD2_ECOBW
CP001396	C4ZY20	C4ZY20_ECOBW
CP001396	C4ZZW3	C4ZZW3_ECOBW
CP001396	C4ZRG4	C4ZRG4_ECOBW
CP001396	C4ZTI9	C4ZTI9_ECOBW
CP001396	C4ZVE9	C4ZVE9_ECOBW
CP001396	C4ZXF4	C4ZXF4_ECOBW
CP001396	C4ZZ37	C4ZZ37_ECOBW
CP001396	C5A0P0	C5A0P0_ECOBW
CP001396	C4ZQ66	C4ZQ66_ECOBW
CP001396	C4ZRN4	C4ZRN4_ECOBW
CP001396	C4ZT24	C4ZT24_ECOBW
CP001396	C4ZUT1	C4ZUT1_ECOBW
CP001396	C4ZWA5	C4ZWA5_ECOBW
CP001396	C4ZXX8	C4ZXX8_ECOBW
CP001396	C5A048	C5A048_ECOBW
CP001396	C4ZRU7	C4ZRU7_ECOBW
CP001396	C4ZT90	C4ZT90_ECOBW
CP001396	C4ZV86	C4ZV86_ECOBW
CP001396	C4ZWU1	C4ZWU1_ECOBW
CP001396	C4ZXK9	C4ZXK9_ECOBW
CP001396	C4ZYT5	C4ZYT5_ECOBW
CP001396	C5A0J0	C5A0J0_ECOBW
CP001396	C4ZQM1	C4ZQM1_ECOBW
CP001396	C4ZS73	C4ZS73_ECOBW
CP001396	C4ZU63	C4ZU63_ECOBW
CP001396	C4ZVX4	C4ZVX4_ECOBW
CP001396	C4ZXA0	C4ZXA0_ECOBW
CP001396	C4ZZF6	C4ZZF6_ECOBW
CP001396	C5A0S8	C5A0S8_ECOBW
CP001396	C4ZR22	C4ZR22_ECOBW
CP001396	C4ZSJ3	C4ZSJ3_ECOBW
CP001396	C4ZU22	C4ZU22_ECOBW
CP001396	C4ZW35	C4ZW35_ECOBW
CP001396	C4ZXY1	C4ZXY1_ECOBW
CP001396	C5A024	C5A024_ECOBW
CP001396	C4ZU26	C4ZU26_ECOBW
CP001396	C4ZVP1	C4ZVP1_ECOBW
CP001396	C4ZX52	C4ZX52_ECOBW
CP001396	C4ZYU5	C4ZYU5_ECOBW
CP001396	C5A0A9	C5A0A9_ECOBW
CP001396	C4ZQP8	C4ZQP8_ECOBW
CP001396	C4ZR23	C4ZR23_ECOBW
CP001396	C4ZSL4	C4ZSL4_ECOBW
CP001396	C4ZTZ0	C4ZTZ0_ECOBW
CP001396	C4ZV95	C4ZV95_ECOBW
CP001396	C4ZWU3	C4ZWU3_ECOBW
CP001396	C4ZYQ0	C4ZYQ0_ECOBW
CP001396	C5A0S0	C5A0S0_ECOBW
CP001396	C4ZQQ0	C4ZQQ0_ECOBW
CP001396	C4ZSL0	C4ZSL0_ECOBW
CP001396	C4ZUG2	C4ZUG2_ECOBW
CP001396	C4ZW69	C4ZW69_ECOBW
CP001396	C4ZXA9	C4ZXA9_ECOBW
CP001396	C4ZZ42	C4ZZ42_ECOBW
CP001396	C5A0Z3	C5A0Z3_ECOBW
CP001396	C4ZQW8	C4ZQW8_ECOBW
CP001396	C4ZSY1	C4ZSY1_ECOBW
CP001396	C4ZUW3	C4ZUW3_ECOBW
CP001396	C4ZWR3	C4ZWR3_ECOBW
CP001396	C4ZYG7	C4ZYG7_ECOBW
CP001396	C4ZYZ3	C4ZYZ3_ECOBW
CP001396	C5A0D2	C5A0D2_ECOBW
CP001396	C4ZQ40	C4ZQ40_ECOBW
CP001396	C4ZRB2	C4ZRB2_ECOBW
CP001396	C4ZTT0	C4ZTT0_ECOBW
CP001396	C4ZVB2	C4ZVB2_ECOBW
CP001396	C4ZWT0	C4ZWT0_ECOBW
CP001396	C4ZYE7	C4ZYE7_ECOBW
CP001396	C5A004	C5A004_ECOBW
CP001396	C4ZRC1	C4ZRC1_ECOBW
CP001396	C4ZTN3	C4ZTN3_ECOBW
CP001396	C4ZUZ5	C4ZUZ5_ECOBW
CP001396	C4ZWB6	C4ZWB6_ECOBW
CP001396	C4ZYA7	C4ZYA7_ECOBW
CP001396	C4ZZZ3	C4ZZZ3_ECOBW
CP001396	C4ZRX2	C4ZRX2_ECOBW
CP001396	C4ZRX2	C4ZRX2_ECOBW
CP001396	C4ZRX2	C4ZRX2_ECOBW
CP001396	C4ZRX2	C4ZRX2_ECOBW
CP001396	C4ZV05	C4ZV05_ECOBW
CP001396	C4ZV05	C4ZV05_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQH6	C4ZQH6_ECOBW
CP001396	C4ZQR2	C4ZQR2_ECOBW
CP001396	C4ZSN5	C4ZSN5_ECOBW
CP001396	C4ZUC3	C4ZUC3_ECOBW
CP001396	C4ZW78	C4ZW78_ECOBW
CP001396	C4ZXU3	C4ZXU3_ECOBW
CP001396	C5A061	C5A061_ECOBW
CP001396	C4ZR03	C4ZR03_ECOBW
CP001396	C4ZT27	C4ZT27_ECOBW
CP001396	C4ZUI3	C4ZUI3_ECOBW
CP001396	C4ZVR4	C4ZVR4_ECOBW
CP001396	C4ZXI8	C4ZXI8_ECOBW
CP001396	C4ZZC4	C4ZZC4_ECOBW
CP001396	C5A152	C5A152_ECOBW
CP001396	C4ZQT4	C4ZQT4_ECOBW
CP001396	C4ZS81	C4ZS81_ECOBW
CP001396	C4ZUL1	C4ZUL1_ECOBW
CP001396	C4ZWE7	C4ZWE7_ECOBW
CP001396	C4ZY55	C4ZY55_ECOBW
CP001396	C5A027	C5A027_ECOBW
CP001396	C4ZQZ7	C4ZQZ7_ECOBW
CP001396	C4ZRT4	C4ZRT4_ECOBW
CP001396	C4ZTK7	C4ZTK7_ECOBW
CP001396	C4ZVU0	C4ZVU0_ECOBW
CP001396	C4ZX37	C4ZX37_ECOBW
CP001396	C4ZYK0	C4ZYK0_ECOBW
CP001396	C5A0J5	C5A0J5_ECOBW
CP001396	C4ZPT1	C4ZPT1_ECOBW
CP001396	C4ZS51	C4ZS51_ECOBW
CP001396	C4ZTY9	C4ZTY9_ECOBW
CP001396	C4ZVA8	C4ZVA8_ECOBW
CP001396	C4ZWN0	C4ZWN0_ECOBW
CP001396	C4ZY97	C4ZY97_ECOBW
CP001396	C4ZZZ9	C4ZZZ9_ECOBW
CP001396	C4ZRI0	C4ZRI0_ECOBW
CP001396	C4ZTP6	C4ZTP6_ECOBW
CP001396	C4ZVQ8	C4ZVQ8_ECOBW
CP001396	C4ZXU2	C4ZXU2_ECOBW
CP001396	C4ZZ99	C4ZZ99_ECOBW
CP001396	C5A159	C5A159_ECOBW
CP001396	C4ZQC9	C4ZQC9_ECOBW
CP001396	C4ZRY2	C4ZRY2_ECOBW
CP001396	C4ZT89	C4ZT89_ECOBW
CP001396	C4ZV23	C4ZV23_ECOBW
CP001396	C4ZWE0	C4ZWE0_ECOBW
CP001396	C4ZY83	C4ZY83_ECOBW
CP001396	C5A0A7	C5A0A7_ECOBW
CP001396	C4ZQ31	C4ZQ31_ECOBW
CP001396	C4ZS09	C4ZS09_ECOBW
CP001396	C4ZTG5	C4ZTG5_ECOBW
CP001396	C4ZVE2	C4ZVE2_ECOBW
CP001396	C4ZWX1	C4ZWX1_ECOBW
CP001396	C4ZXT2	C4ZXT2_ECOBW
CP001396	C4ZZ59	C4ZZ59_ECOBW
CP001396	C5A0U2	C5A0U2_ECOBW
CP001396	C4ZQS7	C4ZQS7_ECOBW
CP001396	C4ZSG6	C4ZSG6_ECOBW
CP001396	C4ZUD2	C4ZUD2_ECOBW
CP001396	C4ZW73	C4ZW73_ECOBW
CP001396	C4ZXH5	C4ZXH5_ECOBW
CP001396	C4ZZL5	C4ZZL5_ECOBW
CP001396	C5A0V2	C5A0V2_ECOBW
CP001396	C4ZR81	C4ZR81_ECOBW
CP001396	C4ZSQ2	C4ZSQ2_ECOBW
CP001396	C4ZU85	C4ZU85_ECOBW
CP001396	C4ZWD7	C4ZWD7_ECOBW
CP001396	C4ZY23	C4ZY23_ECOBW
CP001396	C5A0D5	C5A0D5_ECOBW
CP001396	C4ZSK1	C4ZSK1_ECOBW
CP001396	C4ZUJ1	C4ZUJ1_ECOBW
CP001396	C4ZVT6	C4ZVT6_ECOBW
CP001396	C4ZXC2	C4ZXC2_ECOBW
CP001396	C4ZYX3	C4ZYX3_ECOBW
CP001396	C5A0H9	C5A0H9_ECOBW
CP001396	C4ZQZ3	C4ZQZ3_ECOBW
CP001396	C4ZRC7	C4ZRC7_ECOBW
CP001396	C4ZSR3	C4ZSR3_ECOBW
CP001396	C4ZU33	C4ZU33_ECOBW
CP001396	C4ZVB9	C4ZVB9_ECOBW
CP001396	C4ZX45	C4ZX45_ECOBW
CP001396	C4ZYT0	C4ZYT0_ECOBW
CP001396	C5A1F6	C5A1F6_ECOBW
CP001396	C4ZQW0	C4ZQW0_ECOBW
CP001396	C4ZSQ7	C4ZSQ7_ECOBW
CP001396	C4ZUU5	C4ZUU5_ECOBW
CP001396	C4ZWG0	C4ZWG0_ECOBW
CP001396	C4ZXG5	C4ZXG5_ECOBW
CP001396	C4ZZA8	C4ZZA8_ECOBW
CP001396	C5A154	C5A154_ECOBW
CP001396	C4ZRC4	C4ZRC4_ECOBW
CP001396	C4ZT80	C4ZT80_ECOBW
CP001396	C4ZV53	C4ZV53_ECOBW
CP001396	C4ZWY3	C4ZWY3_ECOBW
CP001396	C4ZYL0	C4ZYL0_ECOBW
CP001396	C4ZZ38	C4ZZ38_ECOBW
CP001396	C5A0I8	C5A0I8_ECOBW
CP001396	C4ZQA3	C4ZQA3_ECOBW
CP001396	C4ZRL9	C4ZRL9_ECOBW
CP001396	C4ZTX3	C4ZTX3_ECOBW
CP001396	C4ZU37	C4ZU37_ECOBW
CP001396	C4ZVI6	C4ZVI6_ECOBW
CP001396	C4ZWY9	C4ZWY9_ECOBW
CP001396	C4ZYM1	C4ZYM1_ECOBW
CP001396	C5A084	C5A084_ECOBW
CP001396	C4ZRG1	C4ZRG1_ECOBW
CP001396	C4ZTT8	C4ZTT8_ECOBW
CP001396	C4ZV85	C4ZV85_ECOBW
CP001396	C4ZWJ7	C4ZWJ7_ECOBW
CP001396	C4ZYE3	C4ZYE3_ECOBW
CP001396	C5A0B6	C5A0B6_ECOBW
CP001396	C5A178	C5A178_ECOBW
CP001396	C4ZRP1	C4ZRP1_ECOBW
CP001396	C4ZTF5	C4ZTF5_ECOBW
CP001396	C4ZVJ5	C4ZVJ5_ECOBW
