K12 Uniproti Entry name	BL21(DE3) Uniprot Entry name	Curated Subcellular Location
YNIA_ECOLI	C6ECN3_ECOBD	A
YDIZ_ECOLI	C6ECN4_ECOBD	A
K6PF2_ECOLI	C6ECN5_ECOBD	A
SYFA_ECOLI	C6ECP3_ECOBD	A
BTUE_ECOLI	C6ECP7_ECOBD	A
AROH_ECOLI	C6ECQ2_ECOBD	A
YDIA_ECOLI	C6ECQ3_ECOBD	A
PPSA_ECOLI	C6ECQ5_ECOBD	A
YDIT_ECOLI	C6ECQ7_ECOBD	A
YDIS_ECOLI	C6ECQ8_ECOBD	A
YDIR_ECOLI	C6ECQ9_ECOBD	A
YDIQ_ECOLI	C6ECR0_ECOBD	A
YDIP_ECOLI	C6ECR1_ECOBD	A
AROD_ECOLI	C6ECR4_ECOBD	A
YDIB_ECOLI	C6ECR5_ECOBD	A
YDIJ_ECOLI	C6ECR9_ECOBD	A
YDII_ECOLI	C6ECS0_ECOBD	A
YDIH_ECOLI	C6ECS1_ECOBD	A
KPYK1_ECOLI	C6ECS9_ECOBD	A
YDHT_ECOLI	C6ECT6_ECOBD	A
YDHQ_ECOLI	C6ECT9_ECOBD	A
RISA_ECOLI	C6ECU1_ECOBD	A
CFA_ECOLI	C6ECU2_ECOBD	A
YDHB_ECOLI	C6ECU4_ECOBD	A
SODF_ECOLI	C6ECU7_ECOBD	A
GLRX4_ECOLI	C6ECU9_ECOBD	A
RNT_ECOLI	C6ECV1_ECOBD	A
LGUL_ECOLI	C6ECV2_ECOBD	A
NEMA_ECOLI	C6ECV3_ECOBD	A
NEMR_ECOLI	C6ECV4_ECOBD	A
MIAA_ECOLI	C6ECV7_ECOBD	A
MUTL_ECOLI	C6ECV8_ECOBD	A
YJEE_ECOLI	C6ECW0_ECOBD	A
YJES_ECOLI	C6ECW2_ECOBD	A
ORN_ECOLI	C6ECW3_ECOBD	A
RSGA_ECOLI	C6ECW4_ECOBD	A
YJEA_ECOLI	C6ECW8_ECOBD	A
YJEJ_ECOLI	C6ECY0_ECOBD	A
CH60_ECOLI	C6ECY2_ECOBD	A
ASPA_ECOLI	C6ECY6_ECOBD	A
LDCI_ECOLI	C6ECZ3_ECOBD	A
FUMB_ECOLI	C6ED02_ECOBD	A
AGAL_ECOLI	C6ED05_ECOBD	A
MELR_ECOLI	C6ED06_ECOBD	A
BASR_ECOLI	C6ED11_ECOBD	A
YJCZ_ECOLI	C6ED14_ECOBD	A
PHNF_ECOLI	C6ED21_ECOBD	A
PHNG_ECOLI	C6ED22_ECOBD	A
PHNH_ECOLI	C6ED23_ECOBD	A
PHNI_ECOLI	C6ED24_ECOBD	A
PHNM_ECOLI	C6ED28_ECOBD	A
PHNO_ECOLI	C6ED30_ECOBD	A
ACSA_ECOLI	C6ED56_ECOBD	A
SOXR_ECOLI	C6ED61_ECOBD	A
YJBR_ECOLI	C6ED67_ECOBD	A
YJBQ_ECOLI	C6ED68_ECOBD	A
TYRB_ECOLI	C6ED71_ECOBD	A
ALR1_ECOLI	C6ED72_ECOBD	A
YIDA_ECOLI	C6ED73_ECOBD	A
YIDR_ECOLI	C6ED81_ECOBD	A
IBPA_ECOLI	C6ED83_ECOBD	A
IBPB_ECOLI	C6ED84_ECOBD	A
YIDF_ECOLI	C6ED94_ECOBD	A
ILVB_ECOLI	C6ED98_ECOBD	A
ILVN_ECOLI	C6ED99_ECOBD	A
UHPA_ECOLI	C6EDA0_ECOBD	A
RECG_ECOLI	C6EDD8_ECOBD	A
TRMH_ECOLI	C6EDD9_ECOBD	A
SPOT_ECOLI	C6EDE0_ECOBD	A
KGUA_ECOLI	C6EDE2_ECOBD	A
LIGB_ECOLI	C6EDE3_ECOBD	A
YICC_ECOLI	C6EDE7_ECOBD	A
PYRE_ECOLI	C6EDE9_ECOBD	A
SLMA_ECOLI	C6EDF0_ECOBD	A
DUT_ECOLI	C6EDF1_ECOBD	A
YICR_ECOLI	C6EDF3_ECOBD	A
FPG_ECOLI	C6EDF6_ECOBD	A
RFAC_ECOLI	C6EDG9_ECOBD	A
RFAF_ECOLI	C6EDH0_ECOBD	A
HLDD_ECOLI	C6EDH1_ECOBD	A
KBL_ECOLI	C6EDH2_ECOBD	A
TDH_ECOLI	C6EDH3_ECOBD	A
YIBD_ECOLI	C6EDH4_ECOBD	A
GPMI_ECOLI	C6EDH7_ECOBD	A
GPDA_ECOLI	C6EDI1_ECOBD	A
CYSE_ECOLI	C6EDI2_ECOBD	A
YIBK_ECOLI	C6EDI3_ECOBD	A
LLDR_ECOLI	C6EDI5_ECOBD	A
MTLR_ECOLI	C6EDJ1_ECOBD	A
MTLD_ECOLI	C6EDJ2_ECOBD	A
YDHF_ECOLI	C6EDJ8_ECOBD	A
SLYA_ECOLI	C6EDK3_ECOBD	A
ANMK_ECOLI	C6EDK5_ECOBD	A
PDXH_ECOLI	C6EDK7_ECOBD	A
PDXY_ECOLI	C6EDK9_ECOBD	A
GST_ECOLI	C6EDL0_ECOBD	A
END3_ECOLI	C6EDL3_ECOBD	A
YDGJ_ECOLI	C6EDM3_ECOBD	A
ADD_ECOLI	C6EDM4_ECOBD	A
HDHA_ECOLI	C6EDM8_ECOBD	A
UIDR_ECOLI	C6EDM9_ECOBD	A
BGLR_ECOLI	C6EDN0_ECOBD	A
MANA_ECOLI	C6EDN5_ECOBD	A
FUMA_ECOLI	C6EDN6_ECOBD	A
FUMC_ECOLI	C6EDN7_ECOBD	A
TUS_ECOLI	C6EDN8_ECOBD	A
RSTA_ECOLI	C6EDP0_ECOBD	A
FOLM_ECOLI	C6EDP2_ECOBD	A
YNFL_ECOLI	C6EDQ3_ECOBD	A
ATDA_ECOLI	C6EDR4_ECOBD	A
YDFI_ECOLI	C6EDU4_ECOBD	A
YDFH_ECOLI	C6EDU6_ECOBD	A
YDFG_ECOLI	C6EDU7_ECOBD	A
DCP_ECOLI	C6EDU8_ECOBD	A
YDEH_ECOLI	C6EDV1_ECOBD	A
MARA_ECOLI	C6EDV6_ECOBD	A
MARR_ECOLI	C6EDV7_ECOBD	A
YNEI_ECOLI	C6EDW4_ECOBD	A
DNAB_ECOLI	C6EDW8_ECOBD	A
DUSA_ECOLI	C6EDX1_ECOBD	A
ZUR_ECOLI	C6EDX4_ECOBD	A
LEXA_ECOLI	C6EDX7_ECOBD	A
G6PI_ECOLI	C6EDZ9_ECOBD	A
PEPE_ECOLI	C6EE03_ECOBD	A
METH_ECOLI	C6EE05_ECOBD	A
ICLR_ECOLI	C6EE06_ECOBD	A
ACEK_ECOLI	C6EE07_ECOBD	A
ACEA_ECOLI	C6EE08_ECOBD	A
MASY_ECOLI	C6EE09_ECOBD	A
META_ECOLI	C6EE10_ECOBD	A
YJAB_ECOLI	C6EE11_ECOBD	A
PUR9_ECOLI	C6EE12_ECOBD	A
PUR2_ECOLI	C6EE13_ECOBD	A
YJAG_ECOLI	C6EE19_ECOBD	A
NFI_ECOLI	C6EE20_ECOBD	A
DCUP_ECOLI	C6EE21_ECOBD	A
NUDC_ECOLI	C6EE22_ECOBD	A
RSD_ECOLI	C6EE23_ECOBD	A
THIE_ECOLI	C6EE25_ECOBD	A
THIG_ECOLI	C6EE28_ECOBD	A
THIH_ECOLI	C6EE29_ECOBD	A
RPOC_ECOLI	C6EE31_ECOBD	A
RPOB_ECOLI	C6EE32_ECOBD	A
NUSG_ECOLI	C6EE37_ECOBD	A
COAA_ECOLI	C6EE40_ECOBD	A
MURB_ECOLI	C6EE42_ECOBD	A
MURI_ECOLI	C6EE43_ECOBD	A
TRMA_ECOLI	C6EE44_ECOBD	A
STHA_ECOLI	C6EE47_ECOBD	A
OXYR_ECOLI	C6EE48_ECOBD	A
ARLY_ECOLI	C6EE49_ECOBD	A
ARGB_ECOLI	C6EE50_ECOBD	A
ARGC_ECOLI	C6EE51_ECOBD	A
ARGE_ECOLI	C6EE52_ECOBD	A
CAPP_ECOLI	C6EE53_ECOBD	A
YIJO_ECOLI	C6EE55_ECOBD	A
PFLC_ECOLI	C6EE57_ECOBD	A
PFLD_ECOLI	C6EE58_ECOBD	A
FSAB_ECOLI	C6EE62_ECOBD	A
GLDA_ECOLI	C6EE63_ECOBD	A
KATG_ECOLI	C6EE66_ECOBD	A
METF_ECOLI	C6EE67_ECOBD	A
AK2H_ECOLI	C6EE68_ECOBD	A
METB_ECOLI	C6EE69_ECOBD	A
METJ_ECOLI	C6EE70_ECOBD	A
PRIA_ECOLI	C6EE74_ECOBD	A
CYTR_ECOLI	C6EE75_ECOBD	A
HSLV_ECOLI	C6EE77_ECOBD	A
HSLU_ECOLI	C6EE78_ECOBD	A
SELB_ECOLI	C6EE85_ECOBD	A
ADH2_ECOLI	C6EE86_ECOBD	A
YSAA_ECOLI	C6EEA6_ECOBD	A
AVTA_ECOLI	C6EEA7_ECOBD	A
XYLR_ECOLI	C6EEB0_ECOBD	A
XYLA_ECOLI	C6EEB3_ECOBD	A
YIAG_ECOLI	C6EEC5_ECOBD	A
GHRB_ECOLI	C6EEC8_ECOBD	A
YIAC_ECOLI	C6EED1_ECOBD	A
KDGK_ECOLI	C6EEF7_ECOBD	A
YHJH_ECOLI	C6EEF8_ECOBD	A
YHJB_ECOLI	C6EEG3_ECOBD	A
TREF_ECOLI	C6EEG4_ECOBD	A
DCEA_ECOLI	C6EEG6_ECOBD	A
GADW_ECOLI	C6EEG9_ECOBD	A
GADE_ECOLI	C6EEH3_ECOBD	A
DCTR_ECOLI	C6EEH8_ECOBD	A
ARSC_ECOLI	C6EEI1_ECOBD	A
GSHR_ECOLI	C6EEI5_ECOBD	A
YHIR_ECOLI	C6EEI6_ECOBD	A
OPDA_ECOLI	C6EEI7_ECOBD	A
YHIQ_ECOLI	C6EEI8_ECOBD	A
YDEP_ECOLI	C6EEL6_ECOBD	A
YDEM_ECOLI	C6EEM0_ECOBD	A
DCEB_ECOLI	C6EEM4_ECOBD	A
OSMC_ECOLI	C6EEN5_ECOBD	A
BDM_ECOLI	C6EEN6_ECOBD	A
MAO1_ECOLI	C6EEN8_ECOBD	A
NHOA_ECOLI	C6EEQ1_ECOBD	A
YDDH_ECOLI	C6EEQ2_ECOBD	A
YDCF_ECOLI	C6EEU9_ECOBD	A
HRPA_ECOLI	C6EEV0_ECOBD	A
LDHD_ECOLI	C6EEW4_ECOBD	A
NIFJ_ECOLI	C6EEW7_ECOBD	A
GLPK_ECOLI	C6EEX2_ECOBD	A
GLPX_ECOLI	C6EEX3_ECOBD	A
FENR_ECOLI	C6EEX4_ECOBD	A
USPD_ECOLI	C6EEX5_ECOBD	A
YIIS_ECOLI	C6EEX6_ECOBD	A
TPIS_ECOLI	C6EEX9_ECOBD	A
K6PF1_ECOLI	C6EEY2_ECOBD	A
YIIM_ECOLI	C6EEY7_ECOBD	A
SODM_ECOLI	C6EEY9_ECOBD	A
RHAS_ECOLI	C6EEZ2_ECOBD	A
RHAB_ECOLI	C6EEZ4_ECOBD	A
RHAA_ECOLI	C6EEZ5_ECOBD	A
RHAD_ECOLI	C6EEZ6_ECOBD	A
RHAM_ECOLI	C6EEZ7_ECOBD	A
FDHD_ECOLI	C6EF04_ECOBD	A
FDHE_ECOLI	C6EF08_ECOBD	A
DTD_ECOLI	C6EF14_ECOBD	A
YIHX_ECOLI	C6EF16_ECOBD	A
TYPA_ECOLI	C6EF30_ECOBD	A
GLNA_ECOLI	C6EF31_ECOBD	A
NTRB_ECOLI	C6EF32_ECOBD	A
NTRC_ECOLI	C6EF33_ECOBD	A
HEMN_ECOLI	C6EF35_ECOBD	A
ENGB_ECOLI	C6EF37_ECOBD	A
RDOA_ECOLI	C6EF44_ECOBD	A
YIHD_ECOLI	C6EF45_ECOBD	A
MOBA_ECOLI	C6EF46_ECOBD	A
HEMG_ECOLI	C6EF48_ECOBD	A
YIGZ_ECOLI	C6EF50_ECOBD	A
PEPQ_ECOLI	C6EF51_ECOBD	A
FADB_ECOLI	C6EF52_ECOBD	A
FADA_ECOLI	C6EF53_ECOBD	A
FRE_ECOLI	C6EF54_ECOBD	A
RFAH_ECOLI	C6EF56_ECOBD	A
YIGP_ECOLI	C6EF62_ECOBD	A
UBIE_ECOLI	C6EF63_ECOBD	A
UDP_ECOLI	C6EF71_ECOBD	A
DLHH_ECOLI	C6EF72_ECOBD	A
METE_ECOLI	C6EF82_ECOBD	A
YIGL_ECOLI	C6EF85_ECOBD	A
ACPT_ECOLI	C6EF99_ECOBD	A
RP32_ECOLI	C6EFB3_ECOBD	A
YHHX_ECOLI	C6EFD4_ECOBD	A
YHHW_ECOLI	C6EFD5_ECOBD	A
GNTR_ECOLI	C6EFD7_ECOBD	A
GNTK_ECOLI	C6EFD8_ECOBD	A
GLGB_ECOLI	C6EFE2_ECOBD	A
GLGX_ECOLI	C6EFE3_ECOBD	A
GLGC_ECOLI	C6EFE4_ECOBD	A
GLGA_ECOLI	C6EFE5_ECOBD	A
PHSG_ECOLI	C6EFE6_ECOBD	A
GLPE_ECOLI	C6EFE9_ECOBD	A
GLPR_ECOLI	C6EFF1_ECOBD	A
RTCB_ECOLI	C6EFF3_ECOBD	A
PHSM_ECOLI	C6EFF7_ECOBD	A
MALQ_ECOLI	C6EFF8_ECOBD	A
NFUA_ECOLI	C6EFG0_ECOBD	A
BIOH_ECOLI	C6EFG2_ECOBD	A
YHGF_ECOLI	C6EFG7_ECOBD	A
GREB_ECOLI	C6EFG8_ECOBD	A
OMPR_ECOLI	C6EFG9_ECOBD	A
PCKA_ECOLI	C6EFH1_ECOBD	A
YRFG_ECOLI	C6EFH6_ECOBD	A
NUDE_ECOLI	C6EFH9_ECOBD	A
AROK_ECOLI	C6EFI6_ECOBD	A
AROB_ECOLI	C6EFI7_ECOBD	A
DMA_ECOLI	C6EFI9_ECOBD	A
RPE_ECOLI	C6EFJ0_ECOBD	A
GPH_ECOLI	C6EFJ1_ECOBD	A
SYW_ECOLI	C6EFJ2_ECOBD	A
CYSG_ECOLI	C6EFK8_ECOBD	A
NIRD_ECOLI	C6EFL0_ECOBD	A
NIRB_ECOLI	C6EFL1_ECOBD	A
USPF_ECOLI	C6EFL5_ECOBD	A
TTCA_ECOLI	C6EFN8_ECOBD	A
YDAL_ECOLI	C6EFP3_ECOBD	A
USPE_ECOLI	C6EFP9_ECOBD	A
TYRR_ECOLI	C6EFQ9_ECOBD	A
YCJX_ECOLI	C6EFR1_ECOBD	A
PSPF_ECOLI	C6EFS9_ECOBD	A
RNB_ECOLI	C6EFU6_ECOBD	A
GMR_ECOLI	C6EFU8_ECOBD	A
YCIT_ECOLI	C6EFV0_ECOBD	A
PYRF_ECOLI	C6EFV3_ECOBD	A
RIBA_ECOLI	C6EFV7_ECOBD	A
CYSB_ECOLI	C6EFW2_ECOBD	A
TOP1_ECOLI	C6EFW3_ECOBD	A
YCIN_ECOLI	C6EFW4_ECOBD	A
YCIK_ECOLI	C6EFW6_ECOBD	A
YCIO_ECOLI	C6EFX0_ECOBD	A
TRPH_ECOLI	C6EFX1_ECOBD	A
TRPE_ECOLI	C6EFX2_ECOBD	A
YCIA_ECOLI	C6EFY3_ECOBD	A
YCII_ECOLI	C6EFY5_ECOBD	A
YCIU_ECOLI	C6EFY8_ECOBD	A
UVRD_ECOLI	C6EG01_ECOBD	A
DAPF_ECOLI	C6EG05_ECOBD	A
CYAY_ECOLI	C6EG08_ECOBD	A
HEM3_ECOLI	C6EG10_ECOBD	A
HEM4_ECOLI	C6EG11_ECOBD	A
ASLB_ECOLI	C6EG15_ECOBD	A
WECG_ECOLI	C6EG17_ECOBD	A
RFFA_ECOLI	C6EG21_ECOBD	A
RMLA2_ECOLI	C6EG23_ECOBD	A
RMLB2_ECOLI	C6EG24_ECOBD	A
WECB_ECOLI	C6EG26_ECOBD	A
RHO_ECOLI	C6EG30_ECOBD	A
RHLB_ECOLI	C6EG33_ECOBD	A
REP_ECOLI	C6EG35_ECOBD	A
PPIC_ECOLI	C6EG36_ECOBD	A
ILVC_ECOLI	C6EG37_ECOBD	A
ILVY_ECOLI	C6EG38_ECOBD	A
ILVE_ECOLI	C6EG41_ECOBD	A
YIFB_ECOLI	C6EG44_ECOBD	A
YIFE_ECOLI	C6EG45_ECOBD	A
YIEP_ECOLI	C6EG47_ECOBD	A
RBSK_ECOLI	C6EG50_ECOBD	A
VIAA_ECOLI	C6EG58_ECOBD	A
ASNA_ECOLI	C6EG59_ECOBD	A
ASNC_ECOLI	C6EG60_ECOBD	A
MIOC_ECOLI	C6EG61_ECOBD	A
GLMU_ECOLI	C6EG73_ECOBD	A
YIEF_ECOLI	C6EG90_ECOBD	A
TNAA_ECOLI	C6EG95_ECOBD	A
RNPA_ECOLI	C6EGA0_ECOBD	A
PABA_ECOLI	C6EGA3_ECOBD	A
ARGD_ECOLI	C6EGA4_ECOBD	A
CRP_ECOLI	C6EGA6_ECOBD	A
YHFA_ECOLI	C6EGA7_ECOBD	A
KPPR_ECOLI	C6EGA8_ECOBD	A
YHET_ECOLI	C6EGB0_ECOBD	A
SLYD_ECOLI	C6EGB5_ECOBD	A
YHEO_ECOLI	C6EGB8_ECOBD	A
RPOA_ECOLI	C6EGH1_ECOBD	A
ZNTR_ECOLI	C6EGH4_ECOBD	A
FMT_ECOLI	C6EGH9_ECOBD	A
DEF_ECOLI	C6EGI0_ECOBD	A
SMG_ECOLI	C6EGI2_ECOBD	A
YRDD_ECOLI	C6EGI3_ECOBD	A
AROE_ECOLI	C6EGI5_ECOBD	A
YRDA_ECOLI	C6EGI7_ECOBD	A
ENVR_ECOLI	C6EGJ6_ECOBD	A
YHDJ_ECOLI	C6EGJ8_ECOBD	A
FIS_ECOLI	C6EGJ9_ECOBD	A
ACCC_ECOLI	C6EGK4_ECOBD	A
YHDE_ECOLI	C6EGL3_ECOBD	A
RNG_ECOLI	C6EGL4_ECOBD	A
TLDD_ECOLI	C6EGL6_ECOBD	A
YHCO_ECOLI	C6EGM1_ECOBD	A
ADHE_ECOLI	C6EGM8_ECOBD	A
KITH_ECOLI	C6EGM9_ECOBD	A
HNS_ECOLI	C6EGN0_ECOBD	A
HNR_ECOLI	C6EGN2_ECOBD	A
RSSA_ECOLI	C6EGN3_ECOBD	A
PURU_ECOLI	C6EGN5_ECOBD	A
NARJ_ECOLI	C6EGN7_ECOBD	A
NARL_ECOLI	C6EGP3_ECOBD	A
YCHN_ECOLI	C6EGP5_ECOBD	A
CHAC_ECOLI	C6EGP6_ECOBD	A
KDSA_ECOLI	C6EGQ1_ECOBD	A
HEMK_ECOLI	C6EGQ4_ECOBD	A
RF1_ECOLI	C6EGQ5_ECOBD	A
ISPE_ECOLI	C6EGQ8_ECOBD	A
KPRS_ECOLI	C6EGQ9_ECOBD	A
ENGD_ECOLI	C6EGR3_ECOBD	A
LDCA_ECOLI	C6EGS5_ECOBD	A
ALR2_ECOLI	C6EGS7_ECOBD	A
YCGB_ECOLI	C6EGS9_ECOBD	A
FADR_ECOLI	C6EGT0_ECOBD	A
UMUC_ECOLI	C6EGT3_ECOBD	A
YCGN_ECOLI	C6EGT5_ECOBD	A
YCGM_ECOLI	C6EGT6_ECOBD	A
YCGL_ECOLI	C6EGT7_ECOBD	A
MINC_ECOLI	C6EGU0_ECOBD	A
NUDJ_ECOLI	C6EGV7_ECOBD	A
MNMA_ECOLI	C6EGV8_ECOBD	A
PUR8_ECOLI	C6EGW0_ECOBD	A
PHOP_ECOLI	C6EGW1_ECOBD	A
YCFD_ECOLI	C6EGW3_ECOBD	A
PEPT_ECOLI	C6EGW4_ECOBD	A
NPD_ECOLI	C6EGX1_ECOBD	A
MFD_ECOLI	C6EGX8_ECOBD	A
YCFQ_ECOLI	C6EGY1_ECOBD	A
YCFP_ECOLI	C6EGY4_ECOBD	A
NAGZ_ECOLI	C6EGY5_ECOBD	A
HINT_ECOLI	C6EGY9_ECOBD	A
YCFH_ECOLI	C6EGZ2_ECOBD	A
ARGR_ECOLI	C6EGZ4_ECOBD	A
YHCM_ECOLI	C6EH00_ECOBD	A
SSPA_ECOLI	C6EH03_ECOBD	A
SSPB_ECOLI	C6EH04_ECOBD	A
NANR_ECOLI	C6EH06_ECOBD	A
NANA_ECOLI	C6EH07_ECOBD	A
GLTD_ECOLI	C6EH14_ECOBD	A
YHCC_ECOLI	C6EH16_ECOBD	A
ELBB_ECOLI	C6EH18_ECOBD	A
YRBL_ECOLI	C6EH20_ECOBD	A
PTSO_ECOLI	C6EH21_ECOBD	A
YHBJ_ECOLI	C6EH22_ECOBD	A
RP5M_ECOLI	C6EH24_ECOBD	A
YRBA_ECOLI	C6EH37_ECOBD	A
SFSB_ECOLI	C6EH39_ECOBD	A
ISPB_ECOLI	C6EH40_ECOBD	A
GREA_ECOLI	C6EH46_ECOBD	A
DHPS_ECOLI	C6EH50_ECOBD	A
GLMM_ECOLI	C6EH51_ECOBD	A
ASSY_ECOLI	C6EH54_ECOBD	A
NUSA_ECOLI	C6EH56_ECOBD	A
TRUB_ECOLI	C6EH59_ECOBD	A
PNP_ECOLI	C6EH61_ECOBD	A
DEAD_ECOLI	C6EH63_ECOBD	A
YHBW_ECOLI	C6EH65_ECOBD	A
YHBV_ECOLI	C6EH66_ECOBD	A
YHBU_ECOLI	C6EH67_ECOBD	A
YHBT_ECOLI	C6EH68_ECOBD	A
YHBS_ECOLI	C6EH69_ECOBD	A
YHBQ_ECOLI	C6EH70_ECOBD	A
YHBP_ECOLI	C6EH71_ECOBD	A
YRAR_ECOLI	C6EH73_ECOBD	A
DIAA_ECOLI	C6EH76_ECOBD	A
YRAN_ECOLI	C6EH77_ECOBD	A
RSMI_ECOLI	C6EH79_ECOBD	A
KBAY_ECOLI	C6EH88_ECOBD	A
AGAS_ECOLI	C6EH89_ECOBD	A
PTPB2_ECOLI	C6EH94_ECOBD	A
KBAZ_ECOLI	C6EH95_ECOBD	A
AGAR_ECOLI	C6EH96_ECOBD	A
GARD_ECOLI	C6EH98_ECOBD	A
GARL_ECOLI	C6EHA0_ECOBD	A
GARR_ECOLI	C6EHA1_ECOBD	A
TDCA_ECOLI	C6EHA6_ECOBD	A
TDCE_ECOLI	C6EHB0_ECOBD	A
TDCF_ECOLI	C6EHB1_ECOBD	A
KTHY_ECOLI	C6EHB6_ECOBD	A
PABC_ECOLI	C6EHB8_ECOBD	A
FABF_ECOLI	C6EHB9_ECOBD	A
FABD_ECOLI	C6EHC2_ECOBD	A
FABH_ECOLI	C6EHC3_ECOBD	A
YCEF_ECOLI	C6EHC7_ECOBD	A
FLGJ_ECOLI	C6EHD2_ECOBD	A
FLGN_ECOLI	C6EHE3_ECOBD	A
RIMJ_ECOLI	C6EHE7_ECOBD	A
GLRX2_ECOLI	C6EHE9_ECOBD	A
PYRC_ECOLI	C6EHF1_ECOBD	A
DINI_ECOLI	C6EHF2_ECOBD	A
BSSS_ECOLI	C6EHF3_ECOBD	A
YCEA_ECOLI	C6EHF8_ECOBD	A
MSYB_ECOLI	C6EHG1_ECOBD	A
YMDC_ECOLI	C6EHG6_ECOBD	A
YMDB_ECOLI	C6EHG7_ECOBD	A
YCDY_ECOLI	C6EHH7_ECOBD	A
YCDX_ECOLI	C6EHH8_ECOBD	A
RUTR_ECOLI	C6EHJ4_ECOBD	A
RUTA_ECOLI	C6EHJ5_ECOBD	A
RUTB_ECOLI	C6EHJ6_ECOBD	A
RUTE_ECOLI	C6EHJ9_ECOBD	A
RUTF_ECOLI	C6EHK0_ECOBD	A
CBPA_ECOLI	C6EHK7_ECOBD	A
CBPM_ECOLI	C6EHK8_ECOBD	A
TORD_ECOLI	C6EHK9_ECOBD	A
TORR_ECOLI	C6EHL2_ECOBD	A
HYAF_ECOLI	C6EHN1_ECOBD	A
HYAE_ECOLI	C6EHN2_ECOBD	A
YHAK_ECOLI	C6EHN6_ECOBD	A
YHAJ_ECOLI	C6EHN7_ECOBD	A
EXUR_ECOLI	C6EHQ0_ECOBD	A
UXAC_ECOLI	C6EHQ2_ECOBD	A
YGJR_ECOLI	C6EHQ9_ECOBD	A
FADH_ECOLI	C6EHR5_ECOBD	A
EBGC_ECOLI	C6EHR9_ECOBD	A
BGA2_ECOLI	C6EHS0_ECOBD	A
EBGR_ECOLI	C6EHS1_ECOBD	A
YQJI_ECOLI	C6EHS5_ECOBD	A
YQJH_ECOLI	C6EHS6_ECOBD	A
RPOD_ECOLI	C6EHS8_ECOBD	A
GCP_ECOLI	C6EHT1_ECOBD	A
TTDB_ECOLI	C6EHT3_ECOBD	A
TTDA_ECOLI	C6EHT4_ECOBD	A
CCA_ECOLI	C6EHT9_ECOBD	A
YGIF_ECOLI	C6EHU1_ECOBD	A
GLNE_ECOLI	C6EHU2_ECOBD	A
HLDE_ECOLI	C6EHU3_ECOBD	A
YGID_ECOLI	C6EHV5_ECOBD	A
YGIC_ECOLI	C6EHV6_ECOBD	A
YGIB_ECOLI	C6EHV7_ECOBD	A
ADPP_ECOLI	C6EHV9_ECOBD	A
YQIB_ECOLI	C6EHW0_ECOBD	A
ICC_ECOLI	C6EHW1_ECOBD	A
YQIA_ECOLI	C6EHW2_ECOBD	A
PARE_ECOLI	C6EHW3_ECOBD	A
QSEB_ECOLI	C6EHW8_ECOBD	A
YGIV_ECOLI	C6EHX0_ECOBD	A
DKGA_ECOLI	C6EHY2_ECOBD	A
YQHD_ECOLI	C6EHY3_ECOBD	A
YQHC_ECOLI	C6EHY4_ECOBD	A
METC_ECOLI	C6EHY6_ECOBD	A
YGHA_ECOLI	C6EHY9_ECOBD	A
YGHW_ECOLI	C6EHZ3_ECOBD	A
HYBD_ECOLI	C6EHZ9_ECOBD	A
HYBE_ECOLI	C6EI00_ECOBD	A
HYBF_ECOLI	C6EI01_ECOBD	A
GSP_ECOLI	C6EI04_ECOBD	A
TUSE_ECOLI	C6EI12_ECOBD	A
HSPQ_ECOLI	C6EI15_ECOBD	A
YCCU_ECOLI	C6EI16_ECOBD	A
MGSA_ECOLI	C6EI18_ECOBD	A
HELD_ECOLI	C6EI19_ECOBD	A
SXY_ECOLI	C6EI22_ECOBD	A
YCBG_ECOLI	C6EI26_ECOBD	A
LONH_ECOLI	C6EI27_ECOBD	A
FABA_ECOLI	C6EI28_ECOBD	A
YCBX_ECOLI	C6EI35_ECOBD	A
YCBW_ECOLI	C6EI36_ECOBD	A
SSUE_ECOLI	C6EI45_ECOBD	A
SSUD_ECOLI	C6EI47_ECOBD	A
AAT_ECOLI	C6EI54_ECOBD	A
YCBL_ECOLI	C6EI55_ECOBD	A
MUKB_ECOLI	C6EI58_ECOBD	A
MUKE_ECOLI	C6EI59_ECOBD	A
MUKF_ECOLI	C6EI60_ECOBD	A
SMTA_ECOLI	C6EI61_ECOBD	A
YCBJ_ECOLI	C6EI63_ECOBD	A
KDSB_ECOLI	C6EI64_ECOBD	A
SERC_ECOLI	C6EI75_ECOBD	A
YCAO_ECOLI	C6EI77_ECOBD	A
PFLA_ECOLI	C6EI80_ECOBD	A
RARA_ECOLI	C6EI90_ECOBD	A
CLPS_ECOLI	C6EIA0_ECOBD	A
HCP_ECOLI	C6EIA8_ECOBD	A
HCR_ECOLI	C6EIA9_ECOBD	A
LTAE_ECOLI	C6EIB1_ECOBD	A
YBJQ_ECOLI	C6EIB5_ECOBD	A
DCOR_ECOLI	C6EIE4_ECOBD	A
FETP_ECOLI	C6EIE8_ECOBD	A
MUTY_ECOLI	C6EIE9_ECOBD	A
TRMB_ECOLI	C6EIF0_ECOBD	A
YGGL_ECOLI	C6EIF1_ECOBD	A
YGGW_ECOLI	C6EIF6_ECOBD	A
RDGB_ECOLI	C6EIF7_ECOBD	A
YGGS_ECOLI	C6EIG0_ECOBD	A
YGGR_ECOLI	C6EIG1_ECOBD	A
RUVX_ECOLI	C6EIG2_ECOBD	A
YQGE_ECOLI	C6EIG3_ECOBD	A
