Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK0510:JW0505:b0517	allD	ureidoglycolate dehydrogenase	 	545587	544538	Chromosome Escherichia coli W3110	
ECK0511:JW0506:b0518	fdrA	predicted acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain	 	545904	547571	Chromosome Escherichia coli W3110	
ECK0513:JW0509:b0520	ylbF	conserved hypothetical protein	 	548850	549665	Chromosome Escherichia coli W3110	
ECK0514:JW0510:b0521	ybcF	predicted carbamate kinase	 	549662	550555	Chromosome Escherichia coli W3110	
ECK0515:JW0511:b0522	purK	N5-carboxyaminoimidazole ribonucleotide synthase	 	551817	550750	Chromosome Escherichia coli W3110	
ECK0517:JW0513:b0524	lpxH	UDP-2,3-diacylglucosamine pyrophosphatase	 	553163	552441	Chromosome Escherichia coli W3110	
ECK0519:JW0515:b0526	cysS	cysteinyl-tRNA synthetase	 	553834	555219	Chromosome Escherichia coli W3110	
ECK0522:JW0518:b0529	folD	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase and 5,10-methylene-tetrahydrofolate cyclohydrolase	 	556964	556098	Chromosome Escherichia coli W3110	
ECK0563:JW0560:b0571	cusR	DNA-binding response regulator in two-component regulatory system with CusS	 	594666	593983	Chromosome Escherichia coli W3110	
ECK0565:JW0562:b0573	cusF	periplasmic copper-binding protein	 	596354	596686	Chromosome Escherichia coli W3110	
ECK0566:JW0563:b0574	cusB	copper/silver efflux system, membrane fusion protein	 	596702	597925	Chromosome Escherichia coli W3110	
ECK0567:JW0564:b0575	cusA	copper/silver efflux system, membrane component	 	597937	601080	Chromosome Escherichia coli W3110	
ECK0569:JW0566:b0577	ybdG	predicted mechanosensitive channel	 	603886	602639	Chromosome Escherichia coli W3110	
ECK0570:JW0567:b0578	nfnB	dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive	 	604647	603994	Chromosome Escherichia coli W3110	
ECK0571:JW5083:b0579	ybdF	conserved hypothetical protein	 	605109	604741	Chromosome Escherichia coli W3110	
ECK0573:JW0570:b0581	ybdK	gamma-glutamyl:cysteine ligase	 	606606	605488	Chromosome Escherichia coli W3110	
ECK0577:JW0576:b0585	fes	enterobactin/ferric enterobactin esterase	 	612038	613162	Chromosome Escherichia coli W3110	
ECK0579:JW0578:b0586	entF	enterobactin synthase multienzyme complex component, ATP-dependent	 	613380	617261	Chromosome Escherichia coli W3110	
ECK0581:JW0580:b0588	fepC	iron-enterobactin transporter subunit	 	619422	618607	Chromosome Escherichia coli W3110	
ECK0585:JW0584:b0592	fepB	iron-enterobactin transporter subunit	 	623733	622777	Chromosome Escherichia coli W3110	
ECK0586:JW0585:b0593	entC	isochorismate synthase 1	 	624108	625283	Chromosome Escherichia coli W3110	
ECK0587:JW0586:b0594	entE	2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex	 	625293	626903	Chromosome Escherichia coli W3110	
ECK0588:JW0587:b0595	entB	isochorismatase	 	626917	627774	Chromosome Escherichia coli W3110	
ECK0590:JW0589:b0597	ybdB	conserved hypothetical protein	 	628523	628936	Chromosome Escherichia coli W3110	
ECK0593:JW0592:b0599	ybdH	predicted oxidoreductase	 	632700	631612	Chromosome Escherichia coli W3110	
ECK0595:JW0594:b0601	ybdM	conserved hypothetical protein	 	634599	633970	Chromosome Escherichia coli W3110	
ECK0598:JW0597:b0604	dsbG	periplasmic disulfide isomerase/thiol-disulphide oxidase	 	637796	637050	Chromosome Escherichia coli W3110	
ECK0599:JW0598:b0605	ahpC	alkyl hydroperoxide reductase, C22 subunit	 	638168	638731	Chromosome Escherichia coli W3110	
ECK0600:JW0599:b0606	ahpF	alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding	 	638976	640541	Chromosome Escherichia coli W3110	
ECK0601:JW0600:b0607	uspG	universal stress protein UP12	 	641090	640662	Chromosome Escherichia coli W3110	
ECK0603:JW0602:b0610	rnk	regulator of nucleoside diphosphate kinase	 	643190	642780	Chromosome Escherichia coli W3110	
ECK0604:JW0603:b0611	rna	ribonuclease I	 	644226	643420	Chromosome Escherichia coli W3110	
ECK0605:JW0604:b0612	citT	citrate:succinate antiporter	 	645803	644340	Chromosome Escherichia coli W3110	
ECK0607:JW0606:b0614	citX	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	 	647258	646707	Chromosome Escherichia coli W3110	
ECK0608:JW5087:b0615	citF	citrate lyase, citrate-ACP transferase (alpha) subunit	 	648794	647262	Chromosome Escherichia coli W3110	
ECK0609:JW0608:b0616	citE	citrate lyase, citryl-ACP lyase (beta) subunit	 	649713	648805	Chromosome Escherichia coli W3110	
ECK0612:JW0611:b0619	citA	sensory histidine kinase in two-component regulatory system with citB	 	651458	653116	Chromosome Escherichia coli W3110	
ECK0613:JW0612:b0620	citB	DNA-binding response regulator in two-component regulatory system with citA	 	653085	653765	Chromosome Escherichia coli W3110	
ECK0621:JW0623:b0628	lipA	lipoate synthase	 	660638	659673	Chromosome Escherichia coli W3110	
ECK0623:JW5089:b0630	lipB	lipoyl-protein ligase	 	662700	662059	Chromosome Escherichia coli W3110	
ECK0624:JW0626:b0631	ybeD	conserved hypothetical protein	 	663064	662801	Chromosome Escherichia coli W3110	
ECK0625:JW0627:b0632	dacA	D-alanyl-D-alanine carboxypeptidase	 	664385	663174	Chromosome Escherichia coli W3110	
ECK0628:JW0630:b0635	mrdA	transpeptidase involved in peptidoglycan synthesis	 	668639	666738	Chromosome Escherichia coli W3110	
ECK0629:JW0631:b0636	ybeA	conserved hypothetical protein	 	669137	668670	Chromosome Escherichia coli W3110	
ECK0631:JW0633:b0638	cobC	predicted alpha-ribazole-5-P phosphatase	 	670329	669718	Chromosome Escherichia coli W3110	
ECK0632:JW0634:b0639	nadD	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	 	670994	670353	Chromosome Escherichia coli W3110	
ECK0635:JW0637:b0642	leuS	leucyl-tRNA synthetase	 	675205	672623	Chromosome Escherichia coli W3110	
ECK0636:JW0638:b0643	ybeL	conserved hypothetical protein	 	675440	675922	Chromosome Escherichia coli W3110	
ECK0644:JW0646:b0651	rihA	ribonucleoside hydrolase 1	 	684834	683899	Chromosome Escherichia coli W3110	
ECK0646:JW0648:b0653	gltK	glutamate and aspartate transporter subunit	 	686351	685677	Chromosome Escherichia coli W3110	
ECK0647:JW0649:b0654	gltJ	glutamate and aspartate transporter subunit	 	687091	686351	Chromosome Escherichia coli W3110	
ECK0649:JW0654:b0657	lnt	apolipoprotein N-acyltransferase	 	691303	689765	Chromosome Escherichia coli W3110	
ECK0650:JW0655:b0658	ybeX	predicteed ion transport	 	692206	691328	Chromosome Escherichia coli W3110	
ECK0652:JW0657:b0660	ybeZ	hypothetical protein with nucleoside triphosphate hydrolase domain	 	693839	692760	Chromosome Escherichia coli W3110	
ECK0653:JW0658:b0661	miaB	isopentenyl-adenosine A37 tRNA methylthiolase	 	695377	693953	Chromosome Escherichia coli W3110	
ECK0654:JW0659:b0662	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	 	695523	696698	Chromosome Escherichia coli W3110	
ECK0662:JW0660:b0674	asnB	asparagine synthetase B	 	699599	697935	Chromosome Escherichia coli W3110	
ECK0663:JW0661:b0675	nagD	UMP phosphatase	 	700748	699996	Chromosome Escherichia coli W3110	
ECK0664:JW0662:b0676	nagC	DNA-binding transcriptional dual regulator	 	702016	700796	Chromosome Escherichia coli W3110	
ECK0665:JW0663:b0677	nagA	N-acetylglucosamine-6-phosphate deacetylase	 	703173	702025	Chromosome Escherichia coli W3110	
ECK0666:JW0664:b0678	nagB	glucosamine-6-phosphate deaminase	 	704033	703233	Chromosome Escherichia coli W3110	
ECK0668:JW0666:b0680	glnS	glutamyl-tRNA synthetase	 	706515	708179	Chromosome Escherichia coli W3110	
ECK0669:JW0667:b0681	ybfM	predicted outer membrane porin	 	708756	710162	Chromosome Escherichia coli W3110	
ECK0670:JW0668:b0682	ybfN	predicted lipoprotein	 	710212	710538	Chromosome Escherichia coli W3110	
ECK0671:JW0669:b0683	fur	DNA-binding transcriptional dual regulator	 	711068	710622	Chromosome Escherichia coli W3110	
ECK0672:JW0671:b0684	fldA	flavodoxin 1	 	711887	711357	Chromosome Escherichia coli W3110	
ECK0674:JW0673:b0686	ybfF	conserved hypothetical protein	 	713224	712460	Chromosome Escherichia coli W3110	
ECK0675:JW0674:b0687	seqA	regulatory protein for replication initiation	 	713409	713954	Chromosome Escherichia coli W3110	
ECK0676:JW0675:b0688	pgm	phosphoglucomutase	 	713980	715620	Chromosome Escherichia coli W3110	
ECK0682:JW5096:b0694	kdpE	DNA-binding response regulator in two-component regulatory system with KdpD	 	722155	721478	Chromosome Escherichia coli W3110	
ECK0684:JW0684:b0696	kdpC	potassium translocating ATPase, subunit C	 	725401	724829	Chromosome Escherichia coli W3110	
ECK0686:JW0686:b0698	kdpA	potassium translocating ATPase, subunit A	 	729154	727481	Chromosome Escherichia coli W3110	
ECK0696:JW0697:b0707	ybgA	conserved hypothetical protein	 	739423	739932	Chromosome Escherichia coli W3110	
ECK0697:JW0698:b0708	phr	deoxyribodipyrimidine photolyase, FAD-binding	 	739929	741347	Chromosome Escherichia coli W3110	
ECK0698:JW0699:b0709	ybgH	predicted transporter	 	742978	741497	Chromosome Escherichia coli W3110	
ECK0699:JW0700:b0710	ybgI	conserved metal-binding protein	 	743249	743992	Chromosome Escherichia coli W3110	
ECK0700:JW0701:b0711	ybgJ	predicted enzyme subunit	 	744015	744671	Chromosome Escherichia coli W3110	
ECK0701:JW0702:b0712	ybgK	predicted enzyme subunit	 	744665	745597	Chromosome Escherichia coli W3110	
ECK0703:JW0704:b0714	nei	endonuclease VIII	 	746357	747148	Chromosome Escherichia coli W3110	
ECK0709:JW0710:b0720	gltA	citrate synthase	 	754890	753607	Chromosome Escherichia coli W3110	
ECK0710:JW0711:b0721	sdhC	succinate dehydrogenase, membrane subunit, binds cytochrome b556	 	755599	755988	Chromosome Escherichia coli W3110	
ECK0711:JW0712:b0722	sdhD	succinate dehydrogenase, membrane subunit, binds cytochrome b556	 	755982	756329	Chromosome Escherichia coli W3110	
ECK0712:JW0713:b0723	sdhA	succinate dehydrogenase, flavoprotein subunit	 	756329	758095	Chromosome Escherichia coli W3110	
ECK0713:JW0714:b0724	sdhB	succinate dehydrogenase, FeS subunit	 	758111	758827	Chromosome Escherichia coli W3110	
ECK0714:JW0715:b0726	sucA	2-oxoglutarate decarboxylase, thiamin-requiring	 	759128	761929	Chromosome Escherichia coli W3110	
ECK0715:JW0716:b0727	sucB	dihydrolipoyltranssuccinase	 	761944	763161	Chromosome Escherichia coli W3110	
ECK0716:JW0717:b0728	sucC	succinyl-CoA synthetase, beta subunit	 	763436	764602	Chromosome Escherichia coli W3110	
ECK0721:JW0722:b0733	cydA	cytochrome d terminal oxidase, subunit I	 	771880	773448	Chromosome Escherichia coli W3110	
ECK0724:JW0725:b0735	ybgE	conserved inner membrane protein	 	774731	775024	Chromosome Escherichia coli W3110	
ECK0725:JW0726:b0736	ybgC	predicted acyl-CoA thioesterase	 	775174	775578	Chromosome Escherichia coli W3110	
ECK0726:JW0727:b0737	tolQ	membrane spanning protein in TolA-TolQ-TolR complex	 	775575	776267	Chromosome Escherichia coli W3110	
ECK0727:JW0728:b0738	tolR	membrane spanning protein in TolA-TolQ-TolR complex	 	776271	776699	Chromosome Escherichia coli W3110	
ECK0729:JW5100:b0740	tolB	periplasmic protein	 	778162	779454	Chromosome Escherichia coli W3110	
ECK0730:JW0731:b0741	pal	peptidoglycan-associated outer membrane lipoprotein	 	779489	780010	Chromosome Escherichia coli W3110	
ECK0739:JW0733:b0750	nadA	quinolinate synthase, subunit A	 	782507	783550	Chromosome Escherichia coli W3110	
ECK0740:JW0734:b0751	pnuC	predicted nicotinamide mononucleotide transporter	 	783588	784307	Chromosome Escherichia coli W3110	
ECK0743:JW0737:b0754	aroG	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible	 	786055	787107	Chromosome Escherichia coli W3110	
ECK0744:JW0738:b0755	gpmA	phosphoglyceromutase 1	 	788017	787265	Chromosome Escherichia coli W3110	
ECK0761:JW0755:b0772	ybhC	predicted pectinesterase	 	807703	806420	Chromosome Escherichia coli W3110	
ECK0762:JW0756:b0773	ybhB	predicted kinase inhibitor	 	808331	807855	Chromosome Escherichia coli W3110	
ECK0763:JW0757:b0774	bioA	7,8-diaminopelargonic acid synthase, PLP-dependent	 	809679	808390	Chromosome Escherichia coli W3110	
ECK0764:JW0758:b0775	bioB	biotin synthase	 	809766	810806	Chromosome Escherichia coli W3110	
ECK0766:JW0760:b0777	bioC	predicted methltransferase, enzyme of biotin synthesis	 	811944	812699	Chromosome Escherichia coli W3110	
ECK0767:JW0761:b0778	bioD	dethiobiotin synthetase	 	812692	813369	Chromosome Escherichia coli W3110	
ECK0768:JW0762:b0779	uvrB	excinulease of nucleotide excision repair, DNA damage recognition component	 	813948	815969	Chromosome Escherichia coli W3110	
ECK0770:JW0764:b0781	moaA	molybdopterin biosynthesis protein A	 	817466	818455	Chromosome Escherichia coli W3110	
ECK0771:JW0765:b0782	moaB	molybdopterin biosynthesis protein B	 	818477	818989	Chromosome Escherichia coli W3110	
ECK0772:JW0766:b0783	moaC	molybdopterin biosynthesis, protein C	 	818992	819477	Chromosome Escherichia coli W3110	
ECK0774:JW0768:b0785	moaE	molybdopterin synthase, large subunit	 	819717	820169	Chromosome Escherichia coli W3110	
ECK0775:JW0769:b0786	ybhL	predicted inner membrane protein	 	820306	821010	Chromosome Escherichia coli W3110	
ECK0778:JW0772:b0789	ybhO	cardiolipin synthase 2	 	824161	822920	Chromosome Escherichia coli W3110	
ECK0779:JW0773:b0790	ybhP	predicted DNase	 	824919	824158	Chromosome Escherichia coli W3110	
ECK0781:JW5803:b0792	ybhR	predicted transporter subunit	 	826530	825424	Chromosome Escherichia coli W3110	
ECK0782:JW0777:b0793	ybhS	predicted transporter subunit	 	827674	826541	Chromosome Escherichia coli W3110	
ECK0783:JW5104:b0794	ybhF	fused predicted transporter subunits and ATP-binding components of ABC superfamily	 	829403	827667	Chromosome Escherichia coli W3110	
ECK0786:JW0781:b0797	rhlE	RNA helicase	 	831294	832658	Chromosome Escherichia coli W3110	
ECK0788:JW0784:b0799	dinG	ATP-dependent DNA helicase	 	833492	835642	Chromosome Escherichia coli W3110	
ECK0789:JW0785:b0800	ybiB	predicted transferase/phosphorylase	 	835670	836632	Chromosome Escherichia coli W3110	
ECK0790:JW0786:b0801	ybiC	predicted dehydrogenase	 	836773	837858	Chromosome Escherichia coli W3110	
ECK0793:JW5105:b0804	ybiX	conserved hypothetical protein	 	839629	838952	Chromosome Escherichia coli W3110	
ECK0794:JW0790:b0805	fiu	predicted iron outer membrane transporter	 	841953	839671	Chromosome Escherichia coli W3110	
ECK0795:JW5106:b0806	ybiM	hypothetical protein	 	842478	842218	Chromosome Escherichia coli W3110	
ECK0798:JW0794:b0809	glnQ	glutamine transporter subunit	 	846885	846163	Chromosome Escherichia coli W3110	
ECK0800:JW0796:b0811	glnH	glutamine transporter subunit	 	848426	847680	Chromosome Escherichia coli W3110	
ECK0801:JW0797:b0812	dps	Fe-binding and storage protein	 	849333	848830	Chromosome Escherichia coli W3110	
ECK0803:JW0799:b0814	ompX	outer membrane protein	 	850872	851387	Chromosome Escherichia coli W3110	
ECK0804:JW0800:b0815	ybiP	predicted hydrolase, inner membrane	 	853019	851436	Chromosome Escherichia coli W3110	
ECK0807:JW0801:b0817	mntR	transcriptional regulator of mntH	 	853605	854072	Chromosome Escherichia coli W3110	
ECK0809:JW0803:b0819	ybiS	conserved hypothetical protein	 	856166	855246	Chromosome Escherichia coli W3110	
ECK0810:JW0804:b0820	ybiT	fused predicted transporter subunits and ATP-binding components of ABC superfamily	 	856385	857977	Chromosome Escherichia coli W3110	
ECK0812:JW0806:b0822	ybiV	predicted hydrolase	 	860450	859635	Chromosome Escherichia coli W3110	
ECK0813:JW0807:b0823	ybiW	predicted pyruvate formate lyase	 	863028	860596	Chromosome Escherichia coli W3110	
ECK0814:JW0808:b0824	ybiY	predicted pyruvate formate lyase activating enzyme	 	863960	863034	Chromosome Escherichia coli W3110	
ECK0815:JW5109:b0825	fsaA	fructose-6-phosphate aldolase 1	 	864064	864726	Chromosome Escherichia coli W3110	
ECK0816:JW0810:b0826	moeB	molybdopterin synthase sulfurylase	 	865551	864802	Chromosome Escherichia coli W3110	
ECK0817:JW0811:b0827	moeA	molybdopterin biosynthesis protein	 	866786	865551	Chromosome Escherichia coli W3110	
ECK0818:JW0812:b0828	iaaA	L-asparaginase	 	866990	867955	Chromosome Escherichia coli W3110	
ECK0819:JW5897:b0829	yliA	fused predicted peptide transport subunits and ATP-binding components of ABC superfamily	 	867975	869813	Chromosome Escherichia coli W3110	
ECK0820:JW5111:b0830	yliB	predicted peptide transporter subunit	 	869833	871371	Chromosome Escherichia coli W3110	
ECK0822:JW0816:b0832	yliD	predicted peptide transporter subunit	 	872312	873223	Chromosome Escherichia coli W3110	
ECK0824:JW0818:b0834	yliF	predicted diguanylate cyclase	 	875757	877085	Chromosome Escherichia coli W3110	
ECK0825:JW0819:b0835	yliG	predicted SAM-dependent methyltransferase	 	878457	877132	Chromosome Escherichia coli W3110	
ECK0827:JW0821:b0837	yliI	predicted dehydrogenase	 	879164	880279	Chromosome Escherichia coli W3110	
ECK0829:JW0823:b0839	dacC	D-alanyl-D-alanine carboxypeptidase	 	881149	882351	Chromosome Escherichia coli W3110	
ECK0830:JW0824:b0840	deoR	DNA-binding transcriptional repressor	 	883156	882398	Chromosome Escherichia coli W3110	
ECK0831:JW5112:b0841	ybjG	undecaprenyl pyrophosphate phosphatase	 	883810	883214	Chromosome Escherichia coli W3110	
ECK0832:JW0826:b0842	cmr	multidrug efflux system protein	 	884095	885327	Chromosome Escherichia coli W3110	
ECK0833:JW0827:b0843	ybjH	hypothetical protein	 	885652	885368	Chromosome Escherichia coli W3110	
ECK0834:JW5113:b0844	ybjI	conserved hypothetical protein	 	886553	885738	Chromosome Escherichia coli W3110	
ECK0836:JW5114:b0846	ybjK	predicted DNA-binding transcriptional regulator	 	887845	888381	Chromosome Escherichia coli W3110	
ECK0838:JW0831:b0847	ybjL	predicted transporter	 	890241	888556	Chromosome Escherichia coli W3110	
ECK0839:JW0832:b0848	ybjM	predicted inner membrane protein	 	890511	890888	Chromosome Escherichia coli W3110	
ECK0840:JW0833:b0849	grxA	glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)	 	891175	890918	Chromosome Escherichia coli W3110	
ECK0843:JW0836:b0852	rimK	ribosomal protein S6 modification protein	 	892389	893291	Chromosome Escherichia coli W3110	
ECK0844:JW0837:b0853	ybjN	predicted oxidoreductase	 	893379	893855	Chromosome Escherichia coli W3110	
ECK0845:JW0838:b0854	potF	putrescine transporter subunit	 	894206	895318	Chromosome Escherichia coli W3110	
ECK0846:JW5818:b0855	potG	putrescine transporter subunit	 	895413	896546	Chromosome Escherichia coli W3110	
ECK0849:JW0842:b0858	ybjO	predicted inner membrane protein	 	898411	898899	Chromosome Escherichia coli W3110	
ECK0850:JW0843:b0859	rumB	23S rRNA m(5)U747 methyltransferase	 	898940	900067	Chromosome Escherichia coli W3110	
ECK0853:JW0846:b0862	artQ	arginine transporter subunit	 	902672	901956	Chromosome Escherichia coli W3110	
ECK0854:JW0847:b0863	artI	arginine transporter subunit	 	903410	902679	Chromosome Escherichia coli W3110	
ECK0855:JW0848:b0864	artP	arginine transporter subunit	 	904156	903428	Chromosome Escherichia coli W3110	
ECK0857:JW0850:b0866	ybjQ	conserved hypothetical protein	 	905015	905338	Chromosome Escherichia coli W3110	
