LPT_ECOLI	AP_000665.1
YQJB_ECOLI	AP_003645.1
YQJC_ECOLI	AP_003646.1
YQJD_ECOLI	AP_003647.1
YQJE_ECOLI	AP_003648.1
YQJK_ECOLI	AP_003649.1
YQJF_ECOLI	AP_003650.1
YQJG_ECOLI	AP_003651.1
YHAH_ECOLI	AP_003652.1
YHAI_ECOLI	AP_003653.1
YHAJ_ECOLI	AP_003654.1
YHAK_ECOLI	AP_003655.1
YHAL_ECOLI	AP_003656.1
YHAM_ECOLI	AP_003657.1
YHAO_ECOLI	AP_003658.1
TDCG_ECOLI	AP_003659.1
TDCF_ECOLI	AP_003660.1
TDCE_ECOLI	AP_003661.1
TDCD_ECOLI	AP_003663.1
TDCC_ECOLI	AP_003664.1
THD2_ECOLI	AP_003665.1
TDCA_ECOLI	AP_003666.1
TDCR_ECOLI	AP_003667.1
YHAB_ECOLI	AP_003668.1
YHAC_ECOLI	AP_003669.1
GLXK2_ECOLI	AP_003670.1
GARR_ECOLI	AP_003671.1
GARL_ECOLI	AP_003672.1
GARP_ECOLI	AP_003673.1
GARD_ECOLI	AP_003674.1
SOHA_ECOLI	AP_003675.1
YHAV_ECOLI	AP_003676.1
AGAR_ECOLI	AP_003677.1
KBAZ_ECOLI	AP_003678.1
PTPB2_ECOLI	AP_003679.1
AGAA_ECOLI	AP_003680.1
AGAS_ECOLI	AP_003681.1
KBAY_ECOLI	AP_003682.1
PTPB1_ECOLI	AP_003683.1
PTPC1_ECOLI	AP_003684.1
PTPD_ECOLI	AP_003685.1
AGAI_ECOLI	AP_003686.1
YRAH_ECOLI	AP_003687.1
YRAI_ECOLI	AP_003688.1
YRAJ_ECOLI	AP_003689.1
YRAK_ECOLI	AP_003690.1
YRAL_ECOLI	AP_003691.1
YRAM_ECOLI	AP_003692.1
YRAN_ECOLI	AP_003693.1
DIAA_ECOLI	AP_003694.1
YRAP_ECOLI	AP_003695.1
YRAQ_ECOLI	AP_003696.1
YRAR_ECOLI	AP_003697.1
YHBO_ECOLI	AP_003698.1
YHBP_ECOLI	AP_003699.1
YHBQ_ECOLI	AP_003700.1
YHBS_ECOLI	AP_003701.1
YHBT_ECOLI	AP_003702.1
YHBU_ECOLI	AP_003703.1
YHBV_ECOLI	AP_003704.1
YHBW_ECOLI	AP_003705.1
MTR_ECOLI	AP_003706.1
DEAD_ECOLI	AP_003707.1
NLPI_ECOLI	AP_003708.1
PNP_ECOLI	AP_003709.1
RS15_ECOLI	AP_003710.1
TRUB_ECOLI	AP_003711.1
RBFA_ECOLI	AP_003712.1
IF2_ECOLI	AP_003713.1
NUSA_ECOLI	AP_003714.1
RIMP_ECOLI	AP_003715.1
ASSY_ECOLI	AP_003716.1
YHBX_ECOLI	AP_003717.1
SECG_ECOLI	AP_003718.1
GLMM_ECOLI	AP_003719.1
DHPS_ECOLI	AP_003720.1
FTSH_ECOLI	AP_003721.1
RLME_ECOLI	AP_003722.1
YHBY_ECOLI	AP_003723.1
GREA_ECOLI	AP_003724.1
DACB_ECOLI	AP_003725.1
OBG_ECOLI	AP_003726.1
YHBE_ECOLI	AP_003727.1
RL27_ECOLI	AP_003728.1
RL21_ECOLI	AP_003729.1
ISPB_ECOLI	AP_003730.1
SFSB_ECOLI	AP_003731.1
MURA_ECOLI	AP_003732.1
YRBA_ECOLI	AP_003733.1
MLAB_ECOLI	AP_003734.1
YRBC_ECOLI	AP_003735.1
YRBD_ECOLI	AP_003736.1
YRBE_ECOLI	AP_003737.1
MLAF_ECOLI	AP_003738.1
YRBG_ECOLI	AP_003739.1
KDSD_ECOLI	AP_003740.1
KDSC_ECOLI	AP_003741.1
LPTC_ECOLI	AP_003742.1
LPTA_ECOLI	AP_003743.1
LPTB_ECOLI	AP_003744.1
RP54_ECOLI	AP_003745.1
RP5M_ECOLI	AP_003746.1
PTSN_ECOLI	AP_003747.1
YHBJ_ECOLI	AP_003748.1
PTSO_ECOLI	AP_003749.1
YRBL_ECOLI	AP_003750.1
MTGA_ECOLI	AP_003751.1
ELBB_ECOLI	AP_003752.1
ARCB_ECOLI	AP_003753.1
YHCC_ECOLI	AP_003754.1
GLTB_ECOLI	AP_003755.1
GLTD_ECOLI	AP_003756.1
GLTF_ECOLI	AP_003757.1
YHCA_ECOLI	AP_003758.1
YHCD_ECOLI	AP_003759.1
YHCF_ECOLI	AP_003761.1
YHCG_ECOLI	AP_003762.1
YHCH_ECOLI	AP_003763.1
NANK_ECOLI	AP_003764.1
NANE_ECOLI	AP_003765.1
NANT_ECOLI	AP_003766.1
NANA_ECOLI	AP_003767.1
NANR_ECOLI	AP_003768.1
DCUD_ECOLI	AP_003769.1
SSPB_ECOLI	AP_003770.1
SSPA_ECOLI	AP_003771.1
RS9_ECOLI	AP_003772.1
RL13_ECOLI	AP_003773.1
YHCM_ECOLI	AP_003774.1
YHCB_ECOLI	AP_003775.1
DEGQ_ECOLI	AP_003776.1
DEGS_ECOLI	AP_003777.1
MDH_ECOLI	AP_003778.1
ARGR_ECOLI	AP_003779.1
YHCN_ECOLI	AP_003780.1
YHCO_ECOLI	AP_003781.1
AAEB_ECOLI	AP_003782.1
AAEA_ECOLI	AP_003783.1
AAEX_ECOLI	AP_003784.1
AAER_ECOLI	AP_003785.1
TLDD_ECOLI	AP_003786.1
YHDP_ECOLI	AP_003787.1
RNG_ECOLI	AP_003788.1
YHDE_ECOLI	AP_003789.1
MRED_ECOLI	AP_003790.1
MREC_ECOLI	AP_003791.1
MREB_ECOLI	AP_003792.1
YHDA_ECOLI	AP_003793.1
YHDH_ECOLI	AP_003794.1
BCCP_ECOLI	AP_003795.1
ACCC_ECOLI	AP_003796.1
YHDT_ECOLI	AP_003797.1
PANF_ECOLI	AP_003798.1
PRMA_ECOLI	AP_003799.1
DUSB_ECOLI	AP_003800.1
FIS_ECOLI	AP_003801.1
YHDJ_ECOLI	AP_003802.1
YHDU_ECOLI	AP_003803.1
ENVR_ECOLI	AP_003804.1
ACRE_ECOLI	AP_003805.1
ACRF_ECOLI	AP_003806.1
YHDV_ECOLI	AP_003807.1
YHDW_ECOLI	AP_003808.1
YHDX_ECOLI	AP_003809.1
YHDY_ECOLI	AP_003810.1
YHDZ_ECOLI	AP_003811.1
PUR9_ECOLI	AP_003812.1
PUR2_ECOLI	AP_003813.1
ZRAR_ECOLI	AP_003814.1
ZRAS_ECOLI	AP_003815.1
ZRAP_ECOLI	AP_003816.1
YJAH_ECOLI	AP_003817.1
DBHA_ECOLI	AP_003818.1
YJAG_ECOLI	AP_003819.1
NFI_ECOLI	AP_003820.1
DCUP_ECOLI	AP_003821.1
NUDC_ECOLI	AP_003822.1
RSD_ECOLI	AP_003823.1
THIC_ECOLI	AP_003824.1
THIE_ECOLI	AP_003825.1
THIF_ECOLI	AP_003826.1
THIS_ECOLI	AP_003827.1
THIG_ECOLI	AP_003828.1
THIH_ECOLI	AP_003829.1
HTRC_ECOLI	AP_003830.1
RPOC_ECOLI	AP_003831.1
RPOB_ECOLI	AP_003832.1
RL7_ECOLI	AP_003833.1
RL10_ECOLI	AP_003834.1
RL1_ECOLI	AP_003835.1
RL11_ECOLI	AP_003836.1
NUSG_ECOLI	AP_003837.1
SECE_ECOLI	AP_003838.1
EFTU2_ECOLI	AP_003839.1
COAA_ECOLI	AP_003840.1
BIRA_ECOLI	AP_003841.1
MURB_ECOLI	AP_003842.1
MURI_ECOLI	AP_003843.1
BTUB_ECOLI	AP_003844.1
TRMA_ECOLI	AP_003845.1
YIJD_ECOLI	AP_003846.1
FABR_ECOLI	AP_003847.1
STHA_ECOLI	AP_003848.1
OXYR_ECOLI	AP_003849.1
ARLY_ECOLI	AP_003850.1
ARGB_ECOLI	AP_003851.1
ARGC_ECOLI	AP_003852.1
ARGE_ECOLI	AP_003853.1
CAPP_ECOLI	AP_003854.1
CPTA_ECOLI	AP_003855.1
YIJO_ECOLI	AP_003856.1
PTFB3_ECOLI	AP_003857.1
PFLC_ECOLI	AP_003858.1
PFLD_ECOLI	AP_003859.1
PTFB2_ECOLI	AP_003860.1
PTFC2_ECOLI	AP_003861.1
PTFX2_ECOLI	AP_003862.1
FSAB_ECOLI	AP_003863.1
GLDA_ECOLI	AP_003864.1
YIJF_ECOLI	AP_003865.1
YIJE_ECOLI	AP_003866.1
KATG_ECOLI	AP_003867.1
METF_ECOLI	AP_003868.1
AK2H_ECOLI	AP_003869.1
METB_ECOLI	AP_003870.1
METJ_ECOLI	AP_003871.1
YIIX_ECOLI	AP_003872.1
RL31_ECOLI	AP_003873.1
PRIA_ECOLI	AP_003874.1
CYTR_ECOLI	AP_003875.1
FTSN_ECOLI	AP_003876.1
HSLV_ECOLI	AP_003877.1
HSLU_ECOLI	AP_003878.1
MENA_ECOLI	AP_003879.1
RRAA_ECOLI	AP_003880.1
ZAPB_ECOLI	AP_003881.1
GLPF_ECOLI	AP_003882.1
GLPK_ECOLI	AP_003883.1
GLPX_ECOLI	AP_003884.1
FENR_ECOLI	AP_003885.1
USPD_ECOLI	AP_003886.1
YIIS_ECOLI	AP_003887.1
YIIR_ECOLI	AP_003888.1
YIIQ_ECOLI	AP_003889.1
TPIS_ECOLI	AP_003890.1
CDH_ECOLI	AP_003891.1
SUBI_ECOLI	AP_003892.1
K6PF1_ECOLI	AP_003893.1
FIEF_ECOLI	AP_003894.1
CPXP_ECOLI	AP_003895.1
CPXR_ECOLI	AP_003896.1
CPXA_ECOLI	AP_003897.1
YIIM_ECOLI	AP_003898.1
KDGT_ECOLI	AP_003899.1
SODM_ECOLI	AP_003900.1
RHAT_ECOLI	AP_003901.1
RHAR_ECOLI	AP_003902.1
RHAS_ECOLI	AP_003903.1
RHAB_ECOLI	AP_003904.1
RHAA_ECOLI	AP_003905.1
RHAD_ECOLI	AP_003906.1
RHAM_ECOLI	AP_003907.1
PTFA_ECOLI	AP_003908.1
PTFLB_ECOLI	AP_003909.1
FRVX_ECOLI	AP_003910.1
FRVR_ECOLI	AP_003911.1
YIIG_ECOLI	AP_003912.1
FDHD_ECOLI	AP_003913.1
FDOG_ECOLI	AP_003914.1
FDOH_ECOLI	AP_003915.1
FDOI_ECOLI	AP_003916.1
FDHE_ECOLI	AP_003917.1
YIIF_ECOLI	AP_003918.1
YIIE_ECOLI	AP_003919.1
YIID_ECOLI	AP_003920.1
DTD_ECOLI	AP_003921.1
YIHY_ECOLI	AP_003922.1
YIHX_ECOLI	AP_003923.1
YIHW_ECOLI	AP_003924.1
YIHV_ECOLI	AP_003925.1
YIHU_ECOLI	AP_003926.1
YIHT_ECOLI	AP_003927.1
YIHS_ECOLI	AP_003928.1
YIHR_ECOLI	AP_003929.1
YIHQ_ECOLI	AP_003930.1
YIHP_ECOLI	AP_003931.1
YIHO_ECOLI	AP_003932.1
OMPL_ECOLI	AP_003933.1
YIHN_ECOLI	AP_003934.1
YIHM_ECOLI	AP_003935.1
YIHL_ECOLI	AP_003936.1
TYPA_ECOLI	AP_003937.1
GLNA_ECOLI	AP_003938.1
NTRB_ECOLI	AP_003939.1
NTRC_ECOLI	AP_003940.1
HEMN_ECOLI	AP_003941.1
YIHI_ECOLI	AP_003942.1
ENGB_ECOLI	AP_003943.1
DPO1_ECOLI	AP_003944.1
YIHG_ECOLI	AP_003945.1
YIHF_ECOLI	AP_003946.1
DSBA_ECOLI	AP_003947.1
RDOA_ECOLI	AP_003948.1
YIHD_ECOLI	AP_003949.1
MOBA_ECOLI	AP_003950.1
MOBB_ECOLI	AP_003951.1
HEMG_ECOLI	AP_003952.1
TRKH_ECOLI	AP_003953.1
YIGZ_ECOLI	AP_003954.1
PEPQ_ECOLI	AP_003955.1
FADB_ECOLI	AP_003956.1
FADA_ECOLI	AP_003957.1
FRE_ECOLI	AP_003958.1
UBID_ECOLI	AP_003959.1
RFAH_ECOLI	AP_003960.1
TATD_ECOLI	AP_003961.1
TATC_ECOLI	AP_003962.1
TATB_ECOLI	AP_003963.1
TATA_ECOLI	AP_003964.1
UBIB_ECOLI	AP_003965.1
YIGP_ECOLI	AP_003966.1
UBIE_ECOLI	AP_003967.1
RMUC_ECOLI	AP_003968.1
UDP_ECOLI	AP_003969.1
DLHH_ECOLI	AP_003970.1
METE_ECOLI	AP_003971.1
METR_ECOLI	AP_003972.1
YIGM_ECOLI	AP_003973.1
YIGL_ECOLI	AP_003974.1
PLDB_ECOLI	AP_003975.1
RHTB_ECOLI	AP_003976.1
RHTC_ECOLI	AP_003977.1
RECQ_ECOLI	AP_003978.1
PA1_ECOLI	AP_003979.1
YIGI_ECOLI	AP_003980.1
RARD_ECOLI	AP_003981.1
YIGG_ECOLI	AP_003982.1
YIGF_ECOLI	AP_003983.1
CORA_ECOLI	AP_003984.1
YIGE_ECOLI	AP_003985.1
UVRD_ECOLI	AP_003986.1
YIGB_ECOLI	AP_003987.1
XERC_ECOLI	AP_003988.1
YIGA_ECOLI	AP_003989.1
DAPF_ECOLI	AP_003990.1
YIFL_ECOLI	AP_003991.1
Y3808_ECOLI	AP_003992.1
CYAY_ECOLI	AP_003993.1
CYAA_ECOLI	AP_003994.1
HEM3_ECOLI	AP_003995.1
HEM4_ECOLI	AP_003996.1
HEMX_ECOLI	AP_003997.1
HEMY_ECOLI	AP_003998.1
ASLA_ECOLI	AP_003999.1
ASLB_ECOLI	AP_004000.1
YIFK_ECOLI	AP_004001.1
WECG_ECOLI	AP_004002.1
WZYE_ECOLI	AP_004003.1
WECF_ECOLI	AP_004004.1
WZXE_ECOLI	AP_004005.1
RFFA_ECOLI	AP_004006.1
RFFC_ECOLI	AP_004007.1
RMLA2_ECOLI	AP_004008.1
RFFG_ECOLI	AP_004009.1
WECC_ECOLI	AP_004010.1
WECB_ECOLI	AP_004011.1
WZZE_ECOLI	AP_004012.1
WECA_ECOLI	AP_004013.1
RHO_ECOLI	AP_004014.1
LPRH_ECOLI	AP_004015.1
THIO_ECOLI	AP_004016.1
RHLB_ECOLI	AP_004017.1
GPPA_ECOLI	AP_004018.1
REP_ECOLI	AP_004019.1
YIFN_ECOLI	AP_004020.1
PPIC_ECOLI	AP_004021.1
ILVC_ECOLI	AP_004022.1
ILVY_ECOLI	AP_004023.1
THD1_ECOLI	AP_004024.1
ILVD_ECOLI	AP_004025.1
ILVE_ECOLI	AP_004026.1
ILVM_ECOLI	AP_004027.1
LPID_ECOLI	AP_004028.1
YIFB_ECOLI	AP_004029.1
YIFE_ECOLI	AP_004030.1
HDFR_ECOLI	AP_004031.1
YIEP_ECOLI	AP_004032.1
HSRA_ECOLI	AP_004033.1
RBSR_ECOLI	AP_004034.1
RBSK_ECOLI	AP_004035.1
RBSB_ECOLI	AP_004036.1
RBSC_ECOLI	AP_004037.1
RBSA_ECOLI	AP_004038.1
RBSD_ECOLI	AP_004039.1
KUP_ECOLI	AP_004040.1
RAVA_ECOLI	AP_004041.1
VIAA_ECOLI	AP_004042.1
ASNA_ECOLI	AP_004043.1
ASNC_ECOLI	AP_004044.1
MIOC_ECOLI	AP_004045.1
MNMG_ECOLI	AP_004046.1
RSMG_ECOLI	AP_004047.1
ATPZ_ECOLI	AP_004048.1
ATP6_ECOLI	AP_004049.1
ATPL_ECOLI	AP_004050.1
ATPF_ECOLI	AP_004051.1
ATPD_ECOLI	AP_004052.1
ATPA_ECOLI	AP_004053.1
ATPG_ECOLI	AP_004054.1
ATPB_ECOLI	AP_004055.1
ATPE_ECOLI	AP_004056.1
GLMU_ECOLI	AP_004057.1
GLMS_ECOLI	AP_004058.1
PSTS_ECOLI	AP_004059.1
PSTC_ECOLI	AP_004060.1
PSTA_ECOLI	AP_004061.1
PSTB_ECOLI	AP_004062.1
PHOU_ECOLI	AP_004063.1
BGLG_ECOLI	AP_004064.1
PTV3B_ECOLI	AP_004065.1
BGLB_ECOLI	AP_004066.1
BGLH_ECOLI	AP_004067.1
YIEL_ECOLI	AP_004068.1
YIEK_ECOLI	AP_004069.1
CBRC_ECOLI	AP_004070.1
CBRB_ECOLI	AP_004071.1
YIEH_ECOLI	AP_004072.1
YIEG_ECOLI	AP_004073.1
YIEF_ECOLI	AP_004074.1
YIEE_ECOLI	AP_004075.1
YIDZ_ECOLI	AP_004078.1
MDTL_ECOLI	AP_004079.1
TNAB_ECOLI	AP_004080.1
TNAA_ECOLI	AP_004083.1
LPTN_ECOLI	AP_004085.1
MNME_ECOLI	AP_004086.1
OXAA_ECOLI	AP_004087.1
YIDD_ECOLI	AP_004088.1
RNPA_ECOLI	AP_004089.1
RL34_ECOLI	AP_004090.1
DNAA_ECOLI	AP_004091.1
DPO3B_ECOLI	AP_004092.1
RECF_ECOLI	AP_004093.1
GYRB_ECOLI	AP_004094.1
YIDB_ECOLI	AP_004095.1
YIDA_ECOLI	AP_004096.1
YIDX_ECOLI	AP_004097.1
DGOR_ECOLI	AP_004098.1
DGOK_ECOLI	AP_004099.1
DGOA_ECOLI	AP_004100.1
DGOD_ECOLI	AP_004101.1
DGOT_ECOLI	AP_004102.1
CBRA_ECOLI	AP_004103.1
YIDR_ECOLI	AP_004104.1
YIDQ_ECOLI	AP_004105.1
IBPA_ECOLI	AP_004106.1
IBPB_ECOLI	AP_004107.1
YIDE_ECOLI	AP_004108.1
YIDP_ECOLI	AP_004109.1
PTXC_ECOLI	AP_004110.1
PTXB_ECOLI	AP_004111.1
YIDL_ECOLI	AP_004112.1
YIDK_ECOLI	AP_004113.1
YIDJ_ECOLI	AP_004114.1
YIDI_ECOLI	AP_004115.1
YIDH_ECOLI	AP_004116.1
YIDG_ECOLI	AP_004117.1
YIDF_ECOLI	AP_004118.1
EMRD_ECOLI	AP_004119.1
LPIV_ECOLI	AP_004120.1
ILVB_ECOLI	AP_004121.1
ILVN_ECOLI	AP_004122.1
UHPA_ECOLI	AP_004123.1
UHPB_ECOLI	AP_004124.1
UHPC_ECOLI	AP_004125.1
UHPT_ECOLI	AP_004126.1
ADEC_ECOLI	AP_004127.1
YICO_ECOLI	AP_004128.1
YICN_ECOLI	AP_004129.1
NEPI_ECOLI	AP_004130.1
YICS_ECOLI	AP_004131.1
NLPA_ECOLI	AP_004132.1
YICL_ECOLI	AP_004133.1
SETC_ECOLI	AP_004134.1
YICJ_ECOLI	AP_004135.1
XYLS_ECOLI	AP_004136.1
YICH_ECOLI	AP_004137.1
YICE_ECOLI	AP_004138.1
GLTS_ECOLI	AP_004139.1
RECG_ECOLI	AP_004140.1
TRMH_ECOLI	AP_004141.1
SPOT_ECOLI	AP_004142.1
RPOZ_ECOLI	AP_004143.1
KGUA_ECOLI	AP_004144.1
LIGB_ECOLI	AP_004145.1
YICG_ECOLI	AP_004146.1
DIND_ECOLI	AP_004147.1
YICC_ECOLI	AP_004148.1
PYRE_ECOLI	AP_004149.1
SLMA_ECOLI	AP_004150.1
DUT_ECOLI	AP_004151.1
COABC_ECOLI	AP_004152.1
YICR_ECOLI	AP_004153.1
RL28_ECOLI	AP_004154.1
RL33_ECOLI	AP_004155.1
FPG_ECOLI	AP_004156.1
COAD_ECOLI	AP_004157.1
KDTA_ECOLI	AP_004158.1
RFAQ_ECOLI	AP_004159.1
RFAG_ECOLI	AP_004160.1
RFAP_ECOLI	AP_004161.1
RFAS_ECOLI	AP_004162.1
RFAB_ECOLI	AP_004163.1
RFAI_ECOLI	AP_004164.1
RFAJ_ECOLI	AP_004165.1
RFAY_ECOLI	AP_004166.1
RFAZ_ECOLI	AP_004167.1
WAAU_ECOLI	AP_004168.1
RFAL_ECOLI	AP_004169.1
RFAC_ECOLI	AP_004170.1
RFAF_ECOLI	AP_004171.1
HLDD_ECOLI	AP_004172.1
HTRL_ECOLI	AP_004173.1
KBL_ECOLI	AP_004174.1
TDH_ECOLI	AP_004175.1
YIBD_ECOLI	AP_004176.1
YIBQ_ECOLI	AP_004177.1
YIBP_ECOLI	AP_004178.1
GPMI_ECOLI	AP_004179.1
YIBN_ECOLI	AP_004180.1
GLRX3_ECOLI	AP_004181.1
SECB_ECOLI	AP_004182.1
GPDA_ECOLI	AP_004183.1
CYSE_ECOLI	AP_004184.1
YIBK_ECOLI	AP_004185.1
LLDD_ECOLI	AP_004186.1
LLDR_ECOLI	AP_004187.1
LLDP_ECOLI	AP_004188.1
YIBL_ECOLI	AP_004189.1
YIBT_ECOLI	AP_004190.1
MTLR_ECOLI	AP_004191.1
MTLD_ECOLI	AP_004192.1
PTM3C_ECOLI	AP_004193.1
YIBI_ECOLI	AP_004194.1
YIBH_ECOLI	AP_004195.1
YIBG_ECOLI	AP_004196.1
YIBJ_ECOLI	AP_004197.1
YIBA_ECOLI	AP_004198.1
RHSA_ECOLI	AP_004199.1
YIBF_ECOLI	AP_004200.1
SELA_ECOLI	AP_004201.1
SELB_ECOLI	AP_004202.1
ADH2_ECOLI	AP_004203.1
ALDB_ECOLI	AP_004204.1
YIAW_ECOLI	AP_004205.1
YIAV_ECOLI	AP_004206.1
YIAU_ECOLI	AP_004207.1
YIAT_ECOLI	AP_004208.1
SGBE_ECOLI	AP_004209.1
SGBU_ECOLI	AP_004210.1
SGBH_ECOLI	AP_004211.1
LYXK_ECOLI	AP_004212.1
YIAO_ECOLI	AP_004213.1
YIAN_ECOLI	AP_004214.1
YIAM_ECOLI	AP_004215.1
YIAL_ECOLI	AP_004216.1
DLGD_ECOLI	AP_004217.1
YIAJ_ECOLI	AP_004218.1
YSAA_ECOLI	AP_004219.1
AVTA_ECOLI	AP_004220.1
AMY1_ECOLI	AP_004221.1
BAX_ECOLI	AP_004222.1
XYLR_ECOLI	AP_004223.1
XYLH_ECOLI	AP_004224.1
XYLG_ECOLI	AP_004225.1
XYLF_ECOLI	AP_004226.1
XYLA_ECOLI	AP_004227.1
XYLB_ECOLI	AP_004228.1
YIAB_ECOLI	AP_004229.1
YIAA_ECOLI	AP_004230.1
YIAH_ECOLI	AP_004231.1
YSAB_ECOLI	AP_004232.1
SYGA_ECOLI	AP_004233.1
SYGB_ECOLI	AP_004234.1
INSK_ECOLI	AP_004235.1
INSJ_ECOLI	AP_004236.1
HOKA_ECOLI	AP_004237.1
CSPA_ECOLI	AP_004238.1
YIAG_ECOLI	AP_004239.1
YIAF_ECOLI	AP_004240.1
GHRB_ECOLI	AP_004241.1
YIAD_ECOLI	AP_004242.1
BISC_ECOLI	AP_004243.1
YIAC_ECOLI	AP_004244.1
3MG1_ECOLI	AP_004245.1
YHJY_ECOLI	AP_004246.1
YHJX_ECOLI	AP_004247.1
EPTB_ECOLI	AP_004248.1
DPPA_ECOLI	AP_004249.1
DPPB_ECOLI	AP_004250.1
DPPC_ECOLI	AP_004251.1
DPPD_ECOLI	AP_004252.1
DPPF_ECOLI	AP_004253.1
YHJV_ECOLI	AP_004254.1
LDRD_ECOLI	AP_004255.1
YHJU_ECOLI	AP_004256.1
YHJT_ECOLI	AP_004257.1
YHJS_ECOLI	AP_004258.1
YHJR_ECOLI	AP_004259.1
BCSA_ECOLI	AP_004260.1
BCSB_ECOLI	AP_004261.1
GUN_ECOLI	AP_004262.1
BCSC_ECOLI	AP_004263.1
YHJK_ECOLI	AP_004264.1
DCTA_ECOLI	AP_004265.1
YHJJ_ECOLI	AP_004266.1
KDGK_ECOLI	AP_004267.1
YHJH_ECOLI	AP_004268.1
YHJG_ECOLI	AP_004269.1
YHJE_ECOLI	AP_004270.1
YHJD_ECOLI	AP_004271.1
YHJC_ECOLI	AP_004272.1
YHJB_ECOLI	AP_004273.1
TREF_ECOLI	AP_004274.1
YHJA_ECOLI	AP_004275.1
DCEA_ECOLI	AP_004276.1
GADX_ECOLI	AP_004277.1
GADW_ECOLI	AP_004278.1
MDTF_ECOLI	AP_004279.1
MDTE_ECOLI	AP_004280.1
GADE_ECOLI	AP_004281.1
HDED_ECOLI	AP_004282.1
HDEA_ECOLI	AP_004283.1
HDEB_ECOLI	AP_004284.1
YHID_ECOLI	AP_004285.1
DCTR_ECOLI	AP_004286.1
SLP_ECOLI	AP_004287.1
YHIS_ECOLI	AP_004289.1
ARSC_ECOLI	AP_004290.1
ARSB_ECOLI	AP_004291.1
ARSR_ECOLI	AP_004292.1
GSHR_ECOLI	AP_004293.1
YHIR_ECOLI	AP_004294.1
OPDA_ECOLI	AP_004295.1
YHIQ_ECOLI	AP_004296.1
YHIP_ECOLI	AP_004297.1
USPA_ECOLI	AP_004298.1
USPB_ECOLI	AP_004299.1
PITA_ECOLI	AP_004300.1
YHIN_ECOLI	AP_004301.1
YHIM_ECOLI	AP_004302.1
YHIL_ECOLI	AP_004303.1
YHIJ_ECOLI	AP_004304.1
YHII_ECOLI	AP_004305.1
YHIH_ECOLI	AP_004306.1
YHHJ_ECOLI	AP_004307.1
YHHI_ECOLI	AP_004308.1
YHHH_ECOLI	AP_004309.1
RHSB_ECOLI	AP_004310.1
NIKR_ECOLI	AP_004311.1
NIKE_ECOLI	AP_004312.1
NIKD_ECOLI	AP_004313.1
NIKC_ECOLI	AP_004314.1
NIKB_ECOLI	AP_004315.1
NIKA_ECOLI	AP_004316.1
ACPT_ECOLI	AP_004317.1
YHHT_ECOLI	AP_004318.1
YHHS_ECOLI	AP_004319.1
DCRB_ECOLI	AP_004320.1
YHHQ_ECOLI	AP_004321.1
TUSA_ECOLI	AP_004322.1
ATZN_ECOLI	AP_004323.1
YHHN_ECOLI	AP_004324.1
YHHM_ECOLI	AP_004325.1
YHHL_ECOLI	AP_004326.1
RSMD_ECOLI	AP_004327.1
FTSY_ECOLI	AP_004328.1
FTSE_ECOLI	AP_004329.1
FTSX_ECOLI	AP_004330.1
RP32_ECOLI	AP_004331.1
LIVJ_ECOLI	AP_004332.1
YHHK_ECOLI	AP_004333.1
LIVK_ECOLI	AP_004334.1
LIVH_ECOLI	AP_004335.1
LIVM_ECOLI	AP_004336.1
LIVG_ECOLI	AP_004337.1
LIVF_ECOLI	AP_004338.1
UGPB_ECOLI	AP_004339.1
UGPA_ECOLI	AP_004340.1
UGPE_ECOLI	AP_004341.1
UGPC_ECOLI	AP_004342.1
UGPQ_ECOLI	AP_004343.1
YHHA_ECOLI	AP_004344.1
GGT_ECOLI	AP_004345.1
YRHB_ECOLI	AP_004346.1
YRHA_ECOLI	AP_004349.1
YHHZ_ECOLI	AP_004350.1
YHHY_ECOLI	AP_004351.1
YHHX_ECOLI	AP_004352.1
YHHW_ECOLI	AP_004353.1
GNTR_ECOLI	AP_004354.1
GNTK_ECOLI	AP_004355.1
GNTU_ECOLI	AP_004356.1
YHGN_ECOLI	AP_004357.1
DHAS_ECOLI	AP_004358.1
GLGB_ECOLI	AP_004359.1
GLGX_ECOLI	AP_004360.1
GLGC_ECOLI	AP_004361.1
GLGA_ECOLI	AP_004362.1
PHSG_ECOLI	AP_004363.1
YZGL_ECOLI	AP_004364.1
GLPD_ECOLI	AP_004365.1
GLPE_ECOLI	AP_004366.1
GLPG_ECOLI	AP_004367.1
GLPR_ECOLI	AP_004368.1
RTCR_ECOLI	AP_004369.1
RTCB_ECOLI	AP_004370.1
RTCA_ECOLI	AP_004371.1
MALT_ECOLI	AP_004372.1
PHSM_ECOLI	AP_004373.1
MALQ_ECOLI	AP_004374.1
GNTT_ECOLI	AP_004375.1
NFUA_ECOLI	AP_004376.1
GNTX_ECOLI	AP_004377.1
BIOH_ECOLI	AP_004378.1
YHGA_ECOLI	AP_004379.1
FEOC_ECOLI	AP_004380.1
FEOB_ECOLI	AP_004381.1
FEOA_ECOLI	AP_004382.1
YHGF_ECOLI	AP_004383.1
GREB_ECOLI	AP_004384.1
OMPR_ECOLI	AP_004385.1
ENVZ_ECOLI	AP_004386.1
PCKA_ECOLI	AP_004387.1
YHGE_ECOLI	AP_004388.1
HSLO_ECOLI	AP_004389.1
HSLR_ECOLI	AP_004390.1
YRFG_ECOLI	AP_004391.1
IGAA_ECOLI	AP_004392.1
NUDE_ECOLI	AP_004393.1
PBPA_ECOLI	AP_004394.1
