K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)	BL21(DE3) Entry name (Uniprot)
CUSR_ECOLI	C6EKD0	C6EKD0_ECOBD
PUR4_ECOLI	C6EKF0	C6EKF0_ECOBD
YFHA_ECOLI	C6EKF3	C6EKF3_ECOBD
HMP_ECOLI	C6EKF5	C6EKF5_ECOBD
GLYA_ECOLI	C6EKF6	C6EKF6_ECOBD
YPHH_ECOLI	C6EKF7	C6EKF7_ECOBD
YPHG_ECOLI	C6EKF8	C6EKF8_ECOBD
YPHF_ECOLI	C6EKF9	C6EKF9_ECOBD
YPHE_ECOLI	C6EKG0	C6EKG0_ECOBD
YPHC_ECOLI	C6EKG2	C6EKG2_ECOBD
YPHB_ECOLI	C6EKG3	C6EKG3_ECOBD
HCAT_ECOLI	C6EKH1	C6EKH1_ECOBD
CSIE_ECOLI	C6EKH2	C6EKH2_ECOBD
YFHR_ECOLI	C6EKH3	C6EKH3_ECOBD
TRMJ_ECOLI	C6EKH5	C6EKH5_ECOBD
ISCR_ECOLI	C6EKH6	C6EKH6_ECOBD
ISCS_ECOLI	C6EKH7	C6EKH7_ECOBD
NIFU_ECOLI	C6EKH8	C6EKH8_ECOBD
HSCB_ECOLI	C6EKI0	C6EKI0_ECOBD
HSCA_ECOLI	C6EKI1	C6EKI1_ECOBD
FER_ECOLI	C6EKI2	C6EKI2_ECOBD
PEPB_ECOLI	C6EKI4	C6EKI4_ECOBD
SSEB_ECOLI	C6EKI5	C6EKI5_ECOBD
THTM_ECOLI	C6EKI8	C6EKI8_ECOBD
YFHM_ECOLI	C6EKI9	C6EKI9_ECOBD
PBPC_ECOLI	C6EKJ0	C6EKJ0_ECOBD
NDK_ECOLI	C6EKJ1	C6EKJ1_ECOBD
RLMN_ECOLI	C6EKJ2	C6EKJ2_ECOBD
ISPG_ECOLI	C6EKJ4	C6EKJ4_ECOBD
SYH_ECOLI	C6EKJ5	C6EKJ5_ECOBD
YFGM_ECOLI	C6EKJ6	C6EKJ6_ECOBD
YFGL_ECOLI	C6EKJ7	C6EKJ7_ECOBD
ENGA_ECOLI	C6EKJ8	C6EKJ8_ECOBD
GUAA_ECOLI	C6EKK2	C6EKK2_ECOBD
PPX_ECOLI	C6EKK9	C6EKK9_ECOBD
PPK_ECOLI	C6EKL0	C6EKL0_ECOBD
PUR3_ECOLI	C6EKL1	C6EKL1_ECOBD
PUR5_ECOLI	C6EKL2	C6EKL2_ECOBD
UPP_ECOLI	C6EKL3	C6EKL3_ECOBD
URAA_ECOLI	C6EKL4	C6EKL4_ECOBD
HDA_ECOLI	C6EKL5	C6EKL5_ECOBD
YFGC_ECOLI	C6EKL7	C6EKL7_ECOBD
BCP_ECOLI	C6EKN1	C6EKN1_ECOBD
GCVR_ECOLI	C6EKN2	C6EKN2_ECOBD
DAPA_ECOLI	C6EKN3	C6EKN3_ECOBD
PUR7_ECOLI	C6EKN5	C6EKN5_ECOBD
YPFH_ECOLI	C6EKN8	C6EKN8_ECOBD
DAPE_ECOLI	C6EKP0	C6EKP0_ECOBD
YFFB_ECOLI	C6EKP1	C6EKP1_ECOBD
ACRD_ECOLI	C6EKP2	C6EKP2_ECOBD
NARQ_ECOLI	C6EKP3	C6EKP3_ECOBD
AEGA_ECOLI	C6EKP4	C6EKP4_ECOBD
NUDK_ECOLI	C6EKP5	C6EKP5_ECOBD
YPFG_ECOLI	C6EKP6	C6EKP6_ECOBD
TKT2_ECOLI	C6EKP7	C6EKP7_ECOBD
TALA_ECOLI	C6EKP8	C6EKP8_ECOBD
MAO2_ECOLI	C6EKP9	C6EKP9_ECOBD
EUTS_ECOLI	C6EKQ0	C6EKQ0_ECOBD
EUTP_ECOLI	C6EKQ1	C6EKQ1_ECOBD
EUTQ_ECOLI	C6EKQ2	C6EKQ2_ECOBD
EUTT_ECOLI	C6EKQ3	C6EKQ3_ECOBD
EUTD_ECOLI	C6EKQ4	C6EKQ4_ECOBD
EUTN_ECOLI	C6EKQ6	C6EKQ6_ECOBD
EUTJ_ECOLI	C6EKQ8	C6EKQ8_ECOBD
EUTG_ECOLI	C6EKQ9	C6EKQ9_ECOBD
EUTH_ECOLI	C6EKR1	C6EKR1_ECOBD
EUTL_ECOLI	C6EKR5	C6EKR5_ECOBD
EUTR_ECOLI	C6EKR7	C6EKR7_ECOBD
HEM6_ECOLI	C6EKR8	C6EKR8_ECOBD
AMIA_ECOLI	C6EKR9	C6EKR9_ECOBD
YPEA_ECOLI	C6EKS0	C6EKS0_ECOBD
YFEY_ECOLI	C6EKS2	C6EKS2_ECOBD
FOLD_ECOLI	C6EKT7	C6EKT7_ECOBD
SYC_ECOLI	C6EKU0	C6EKU0_ECOBD
LPXH_ECOLI	C6EKU2	C6EKU2_ECOBD
PURK_ECOLI	C6EKU4	C6EKU4_ECOBD
ARCC_ECOLI	C6EKU5	C6EKU5_ECOBD
YLBF_ECOLI	C6EKU6	C6EKU6_ECOBD
FDRA_ECOLI	C6EKU8	C6EKU8_ECOBD
ALLD_ECOLI	C6EKU9	C6EKU9_ECOBD
YLBA_ECOLI	C6EKV1	C6EKV1_ECOBD
YBBY_ECOLI	C6EKV3	C6EKV3_ECOBD
ALLB_ECOLI	C6EKV4	C6EKV4_ECOBD
YBBL_ECOLI	C6EKX4	C6EKX4_ECOBD
QMCA_ECOLI	C6EKX5	C6EKX5_ECOBD
CUER_ECOLI	C6EKX7	C6EKX7_ECOBD
INGK_ECOLI	C6EKY7	C6EKY7_ECOBD
AES_ECOLI	C6EKY8	C6EKY8_ECOBD
HEMH_ECOLI	C6EKY9	C6EKY9_ECOBD
KAD_ECOLI	C6EKZ0	C6EKZ0_ECOBD
HTPG_ECOLI	C6EKZ1	C6EKZ1_ECOBD
RECR_ECOLI	C6EKZ2	C6EKZ2_ECOBD
DPO3X_ECOLI	C6EKZ4	C6EKZ4_ECOBD
APT_ECOLI	C6EKZ5	C6EKZ5_ECOBD
PRIC_ECOLI	C6EKZ7	C6EKZ7_ECOBD
KEFA_ECOLI	C6EKZ9	C6EKZ9_ECOBD
ACRR_ECOLI	C6EL00	C6EL00_ECOBD
YLAC_ECOLI	C6EL06	C6EL06_ECOBD
YLAB_ECOLI	C6EL07	C6EL07_ECOBD
YBAA_ECOLI	C6EL08	C6EL08_ECOBD
YBAZ_ECOLI	C6EL09	C6EL09_ECOBD
TESB_ECOLI	C6EL11	C6EL11_ECOBD
GLNK_ECOLI	C6EL13	C6EL13_ECOBD
MDLB_ECOLI	C6EL14	C6EL14_ECOBD
MDLA_ECOLI	C6EL15	C6EL15_ECOBD
YBAO_ECOLI	C6EL16	C6EL16_ECOBD
COF_ECOLI	C6EL17	C6EL17_ECOBD
YBAE_ECOLI	C6EL18	C6EL18_ECOBD
QUEC_ECOLI	C6EL19	C6EL19_ECOBD
PPID_ECOLI	C6EL22	C6EL22_ECOBD
LON_ECOLI	C6EL24	C6EL24_ECOBD
CLPX_ECOLI	C6EL27	C6EL27_ECOBD
CLPP_ECOLI	C6EL28	C6EL28_ECOBD
TIG_ECOLI	C6EL29	C6EL29_ECOBD
BOLA_ECOLI	C6EL31	C6EL31_ECOBD
YAJG_ECOLI	C6EL32	C6EL32_ECOBD
CYOA_ECOLI	C6EL34	C6EL34_ECOBD
CYOB_ECOLI	C6EL35	C6EL35_ECOBD
CYOC_ECOLI	C6EL36	C6EL36_ECOBD
CYOD_ECOLI	C6EL37	C6EL37_ECOBD
CYOE_ECOLI	C6EL38	C6EL38_ECOBD
YAJR_ECOLI	C6EL42	C6EL42_ECOBD
YAJQ_ECOLI	C6EL43	C6EL43_ECOBD
PANE_ECOLI	C6EL44	C6EL44_ECOBD
THIJ_ECOLI	C6EL45	C6EL45_ECOBD
ISPA_ECOLI	C6EL48	C6EL48_ECOBD
MURQ_ECOLI	C6EL49	C6EL49_ECOBD
UCPA_ECOLI	C6EL51	C6EL51_ECOBD
CYSP_ECOLI	C6EL52	C6EL52_ECOBD
CYSA_ECOLI	C6EL55	C6EL55_ECOBD
CYSM_ECOLI	C6EL56	C6EL56_ECOBD
YFEK_ECOLI	C6EL58	C6EL58_ECOBD
PDXK_ECOLI	C6EL59	C6EL59_ECOBD
PTGA_ECOLI	C6EL60	C6EL60_ECOBD
PT1_ECOLI	C6EL61	C6EL61_ECOBD
CYSK_ECOLI	C6EL63	C6EL63_ECOBD
CYSZ_ECOLI	C6EL65	C6EL65_ECOBD
ZIPA_ECOLI	C6EL66	C6EL66_ECOBD
DNLJ_ECOLI	C6EL67	C6EL67_ECOBD
YFEH_ECOLI	C6EL69	C6EL69_ECOBD
SYE_ECOLI	C6EL72	C6EL72_ECOBD
YFED_ECOLI	C6EL73	C6EL73_ECOBD
YFEC_ECOLI	C6EL74	C6EL74_ECOBD
NUPC_ECOLI	C6EL76	C6EL76_ECOBD
MNTH_ECOLI	C6EL77	C6EL77_ECOBD
GLK_ECOLI	C6EL80	C6EL80_ECOBD
PTFC1_ECOLI	C6EL82	C6EL82_ECOBD
YPDF_ECOLI	C6EL83	C6EL83_ECOBD
YPDE_ECOLI	C6EL84	C6EL84_ECOBD
YPDC_ECOLI	C6EL86	C6EL86_ECOBD
YPDB_ECOLI	C6EL87	C6EL87_ECOBD
YPDA_ECOLI	C6EL88	C6EL88_ECOBD
YFDZ_ECOLI	C6EL89	C6EL89_ECOBD
DDG_ECOLI	C6EL90	C6EL90_ECOBD
FCTA_ECOLI	C6EL94	C6EL94_ECOBD
OXC_ECOLI	C6EL95	C6EL95_ECOBD
YFDV_ECOLI	C6EL96	C6EL96_ECOBD
YFDE_ECOLI	C6EL97	C6EL97_ECOBD
EMRK_ECOLI	C6ELA0	C6ELA0_ECOBD
MLAA_ECOLI	C6ELA7	C6ELA7_ECOBD
FADI_ECOLI	C6ELB2	C6ELB2_ECOBD
FADJ_ECOLI	C6ELB3	C6ELB3_ECOBD
SIXA_ECOLI	C6ELB4	C6ELB4_ECOBD
YFCB_ECOLI	C6ELC3	C6ELC3_ECOBD
AROC_ECOLI	C6ELC4	C6ELC4_ECOBD
YFCA_ECOLI	C6ELC6	C6ELC6_ECOBD
YFCM_ECOLI	C6ELC7	C6ELC7_ECOBD
YFCL_ECOLI	C6ELC8	C6ELC8_ECOBD
FABB_ECOLI	C6ELD0	C6ELD0_ECOBD
PDXB_ECOLI	C6ELD3	C6ELD3_ECOBD
TRUA_ECOLI	C6ELD5	C6ELD5_ECOBD
ACCD_ECOLI	C6ELD7	C6ELD7_ECOBD
FOLC_ECOLI	C6ELD8	C6ELD8_ECOBD
DEDD_ECOLI	C6ELD9	C6ELD9_ECOBD
CVPA_ECOLI	C6ELE0	C6ELE0_ECOBD
PUR1_ECOLI	C6ELE1	C6ELE1_ECOBD
UBIX_ECOLI	C6ELE2	C6ELE2_ECOBD
HISJ_ECOLI	C6ELE4	C6ELE4_ECOBD
HISP_ECOLI	C6ELE7	C6ELE7_ECOBD
YFCH_ECOLI	C6ELE9	C6ELE9_ECOBD
FOLX_ECOLI	C6ELF0	C6ELF0_ECOBD
YFCG_ECOLI	C6ELF1	C6ELF1_ECOBD
YFCF_ECOLI	C6ELF2	C6ELF2_ECOBD
YFCE_ECOLI	C6ELF3	C6ELF3_ECOBD
YFCD_ECOLI	C6ELF4	C6ELF4_ECOBD
ACKA_ECOLI	C6ELF7	C6ELF7_ECOBD
YFBU_ECOLI	C6ELF9	C6ELF9_ECOBD
YFBT_ECOLI	C6ELG0	C6ELG0_ECOBD
YFBR_ECOLI	C6ELG2	C6ELG2_ECOBD
YFBQ_ECOLI	C6ELG3	C6ELG3_ECOBD
DXS_ECOLI	C6ELG4	C6ELG4_ECOBD
YAJO_ECOLI	C6ELG5	C6ELG5_ECOBD
PGPA_ECOLI	C6ELG6	C6ELG6_ECOBD
THIL_ECOLI	C6ELG7	C6ELG7_ECOBD
RISB_ECOLI	C6ELG9	C6ELG9_ECOBD
RIBD_ECOLI	C6ELH0	C6ELH0_ECOBD
NRDR_ECOLI	C6ELH1	C6ELH1_ECOBD
YAJD_ECOLI	C6ELH4	C6ELH4_ECOBD
SECF_ECOLI	C6ELH5	C6ELH5_ECOBD
SECD_ECOLI	C6ELH6	C6ELH6_ECOBD
YAJC_ECOLI	C6ELH7	C6ELH7_ECOBD
TGT_ECOLI	C6ELH8	C6ELH8_ECOBD
QUEA_ECOLI	C6ELH9	C6ELH9_ECOBD
MALZ_ECOLI	C6ELI1	C6ELI1_ECOBD
BRNQ_ECOLI	C6ELI3	C6ELI3_ECOBD
PHOR_ECOLI	C6ELI4	C6ELI4_ECOBD
PHOB_ECOLI	C6ELI5	C6ELI5_ECOBD
SBCD_ECOLI	C6ELI6	C6ELI6_ECOBD
MAK_ECOLI	C6ELJ0	C6ELJ0_ECOBD
RDGC_ECOLI	C6ELJ1	C6ELJ1_ECOBD
YAIE_ECOLI	C6ELJ6	C6ELJ6_ECOBD
AROM_ECOLI	C6ELJ7	C6ELJ7_ECOBD
AROL_ECOLI	C6ELJ9	C6ELJ9_ECOBD
YAII_ECOLI	C6ELK0	C6ELK0_ECOBD
P5CR_ECOLI	C6ELK1	C6ELK1_ECOBD
ADRA_ECOLI	C6ELK2	C6ELK2_ECOBD
IRAP_ECOLI	C6ELK5	C6ELK5_ECOBD
DDLA_ECOLI	C6ELK6	C6ELK6_ECOBD
YAIZ_ECOLI	C6ELK7	C6ELK7_ECOBD
YAIY_ECOLI	C6ELK8	C6ELK8_ECOBD
SBMA_ECOLI	C6ELL0	C6ELL0_ECOBD
AMPH_ECOLI	C6ELL2	C6ELL2_ECOBD
HEM2_ECOLI	C6ELL5	C6ELL5_ECOBD
TAUD_ECOLI	C6ELL6	C6ELL6_ECOBD
FRMR_ECOLI	C6ELM3	C6ELM3_ECOBD
FRMA_ECOLI	C6ELM4	C6ELM4_ECOBD
SFGH1_ECOLI	C6ELM5	C6ELM5_ECOBD
YAIL_ECOLI	C6ELM6	C6ELM6_ECOBD
LACY_ECOLI	C6ELN7	C6ELN7_ECOBD
3MG1_ECOLI	C6EED2	C6EED2_ECOBD
3MG2_ECOLI	C6EAN9	C6EAN9_ECOBD
AAEB_ECOLI	C6EGM0	C6EGM0_ECOBD
ABDH_ECOLI	C6EER9	C6EER9_ECOBD
ABGA_ECOLI	C6EFP5	C6EFP5_ECOBD
ABGB_ECOLI	C6EFP6	C6EFP6_ECOBD
ABGR_ECOLI	C6EFP4	C6EFP4_ECOBD
ABGT_ECOLI	C6EFP7	C6EFP7_ECOBD
ABRB_ECOLI	C6EJM3	C6EJM3_ECOBD
ACCA_ECOLI	C6EAA0	C6EAA0_ECOBD
ACDH_ECOLI	C6ELM9	C6ELM9_ECOBD
ACFD_ECOLI	C6EID7	C6EID7_ECOBD
ACON1_ECOLI	C6EFV8	C6EFV8_ECOBD
ACP_ECOLI	C6EHC0	C6EHC0_ECOBD
ACPH_ECOLI	C6ELI0	C6ELI0_ECOBD
ACPS_ECOLI	C6EK24	C6EK24_ECOBD
ACRA_ECOLI	C6EL01	C6EL01_ECOBD
ACRB_ECOLI	C6EL02	C6EL02_ECOBD
ACRE_ECOLI	C6EGJ5	C6EGJ5_ECOBD
ACRF_ECOLI	C6EGJ4	C6EGJ4_ECOBD
ACTP_ECOLI	C6ED58	C6ED58_ECOBD
ACYP_ECOLI	C6EI13	C6EI13_ECOBD
ADA_ECOLI	C6E9Y6	C6E9Y6_ECOBD
ADEC_ECOLI	C6EDA4	C6EDA4_ECOBD
ADHP_ECOLI	C6EEN9	C6EEN9_ECOBD
ADIA_ECOLI	C6ED07	C6ED07_ECOBD
ADIY_ECOLI	C6ED08	C6ED08_ECOBD
AGAI_ECOLI	C6EH84	C6EH84_ECOBD
AGP_ECOLI	C6EHK5	C6EHK5_ECOBD
AK3_ECOLI	C6EE00	C6EE00_ECOBD
ALDA_ECOLI	C6EEU8	C6EEU8_ECOBD
ALDB_ECOLI	C6EE87	C6EE87_ECOBD
ALF1_ECOLI	C6EAL3	C6EAL3_ECOBD
ALLA_ECOLI	C6EKW0	C6EKW0_ECOBD
ALLC_ECOLI	C6EKV0	C6EKV0_ECOBD
ALLP_ECOLI	C6EKV5	C6EKV5_ECOBD
ALLR_ECOLI	C6EKV9	C6EKV9_ECOBD
ALLS_ECOLI	C6EKW1	C6EKW1_ECOBD
ALSA_ECOLI	C6ED36	C6ED36_ECOBD
ALSB_ECOLI	C6ED35	C6ED35_ECOBD
ALSC_ECOLI	C6ED37	C6ED37_ECOBD
ALSE_ECOLI	C6ED38	C6ED38_ECOBD
ALSK_ECOLI	C6ED39	C6ED39_ECOBD
AMPG_ECOLI	C6EL33	C6EL33_ECOBD
AMTB_ECOLI	C6EL12	C6EL12_ECOBD
AMY2_ECOLI	C6EBD4	C6EBD4_ECOBD
ANSP_ECOLI	C6EER0	C6EER0_ECOBD
APHA_ECOLI	C6ED69	C6ED69_ECOBD
ARAA_ECOLI	C6EAZ3	C6EAZ3_ECOBD
ARAB_ECOLI	C6EAZ2	C6EAZ2_ECOBD
ARAC_ECOLI	C6EAZ1	C6EAZ1_ECOBD
ARAD_ECOLI	C6EAZ4	C6EAZ4_ECOBD
ARAE_ECOLI	C6EJ27	C6EJ27_ECOBD
ARAH_ECOLI	C6EBT1	C6EBT1_ECOBD
ARAJ_ECOLI	C6ELI8	C6ELI8_ECOBD
ARCL_ECOLI	C6EIN4	C6EIN4_ECOBD
ARCM_ECOLI	C6ELQ7	C6ELQ7_ECOBD
ARGK_ECOLI	C6EIJ1	C6EIJ1_ECOBD
ARGO_ECOLI	C6EII6	C6EII6_ECOBD
ARGT_ECOLI	C6ELE3	C6ELE3_ECOBD
ARIR_ECOLI	C6EGU8	C6EGU8_ECOBD
ARNB_ECOLI	C6E9U7	C6E9U7_ECOBD
AROA_ECOLI	C6EI74	C6EI74_ECOBD
ARSB_ECOLI	C6EEI2	C6EEI2_ECOBD
ARTJ_ECOLI	C6EIC1	C6EIC1_ECOBD
ARTM_ECOLI	C6EIC0	C6EIC0_ECOBD
ASCB_ECOLI	C6EJR5	C6EJR5_ECOBD
ASCG_ECOLI	C6EJR7	C6EJR7_ECOBD
ASLA_ECOLI	C6EG14	C6EG14_ECOBD
ASTD_ECOLI	C6ECL2	C6ECL2_ECOBD
ATKB_ECOLI	C6EJN7	C6EJN7_ECOBD
ATOA_ECOLI	C6E9X8	C6E9X8_ECOBD
ATOB_ECOLI	C6E9X6	C6E9X6_ECOBD
ATOC_ECOLI	C6E9Y0	C6E9Y0_ECOBD
ATOD_ECOLI	C6E9X9	C6E9X9_ECOBD
ATOE_ECOLI	C6E9X7	C6E9X7_ECOBD
ATOS_ECOLI	C6E9Y1	C6E9Y1_ECOBD
ATPA_ECOLI	C6EG69	C6EG69_ECOBD
ATPD_ECOLI	C6EG68	C6EG68_ECOBD
ATPE_ECOLI	C6EG72	C6EG72_ECOBD
ATPF_ECOLI	C6EG67	C6EG67_ECOBD
ATPZ_ECOLI	C6EG64	C6EG64_ECOBD
ATZN_ECOLI	C6EFA5	C6EFA5_ECOBD
AZOR_ECOLI	C6EEV1	C6EEV1_ECOBD
BARA_ECOLI	C6EJ86	C6EJ86_ECOBD
BCR_ECOLI	C6EA15	C6EA15_ECOBD
BCSA_ECOLI	C6EEF0	C6EEF0_ECOBD
BCSC_ECOLI	C6EEF3	C6EEF3_ECOBD
BETA_ECOLI	C6ELS0	C6ELS0_ECOBD
BETB_ECOLI	C6ELR9	C6ELR9_ECOBD
BETI_ECOLI	C6ELR8	C6ELR8_ECOBD
BETT_ECOLI	C6ELR7	C6ELR7_ECOBD
BFD_ECOLI	C6EGC9	C6EGC9_ECOBD
BFR_ECOLI	C6EGD0	C6EGD0_ECOBD
BGAL_ECOLI	C6ELN6	C6ELN6_ECOBD
BGLB_ECOLI	C6EG82	C6EG82_ECOBD
BGLG_ECOLI	C6EG80	C6EG80_ECOBD
BGLH_ECOLI	C6EG83	C6EG83_ECOBD
BIOF_ECOLI	C6EJ06	C6EJ06_ECOBD
BISC_ECOLI	C6EED0	C6EED0_ECOBD
BSSR_ECOLI	C6EIU7	C6EIU7_ECOBD
BTUR_ECOLI	C6EFW7	C6EFW7_ECOBD
C56H_ECOLI	C6EB94	C6EB94_ECOBD
C56I_ECOLI	C6EHF6	C6EHF6_ECOBD
CADC_ECOLI	C6ECZ1	C6ECZ1_ECOBD
CBRA_ECOLI	C6ED80	C6ED80_ECOBD
CBRB_ECOLI	C6EG87	C6EG87_ECOBD
CBRC_ECOLI	C6EG86	C6EG86_ECOBD
CCMA_ECOLI	C6E9Z9	C6E9Z9_ECOBD
CCMC_ECOLI	C6EA01	C6EA01_ECOBD
CH10_ECOLI	C6ECY3	C6ECY3_ECOBD
CHAA_ECOLI	C6EGP8	C6EGP8_ECOBD
CHAB_ECOLI	C6EGP7	C6EGP7_ECOBD
CHEA_ECOLI	C6EBT9	C6EBT9_ECOBD
CHEW_ECOLI	C6EBU0	C6EBU0_ECOBD
CHEY_ECOLI	C6EBU5	C6EBU5_ECOBD
CHIA_ECOLI	C6EGC7	C6EGC7_ECOBD
CHPA_ECOLI	C6EJ90	C6EJ90_ECOBD
CHPR_ECOLI	C6EJ89	C6EJ89_ECOBD
CIRA_ECOLI	C6EAF8	C6EAF8_ECOBD
CITC_ECOLI	C6EK76	C6EK76_ECOBD
CITD_ECOLI	C6EK77	C6EK77_ECOBD
CITG_ECOLI	C6EK81	C6EK81_ECOBD
CLCB_ECOLI	C6EDQ6	C6EDQ6_ECOBD
CLPA_ECOLI	C6EI99	C6EI99_ECOBD
CNU_ECOLI	C6EDM1	C6EDM1_ECOBD
COABC_ECOLI	C6EDF2	C6EDF2_ECOBD
COAD_ECOLI	C6EDF7	C6EDF7_ECOBD
COBS_ECOLI	C6EB80	C6EB80_ECOBD
CODA_ECOLI	C6ELP3	C6ELP3_ECOBD
CODB_ECOLI	C6ELP4	C6ELP4_ECOBD
COPA_ECOLI	C6EKY0	C6EKY0_ECOBD
CPXP_ECOLI	C6EEY4	C6EEY4_ECOBD
CPXR_ECOLI	C6EEY5	C6EEY5_ECOBD
CRCA_ECOLI	C6EK70	C6EK70_ECOBD
CRCB_ECOLI	C6EK68	C6EK68_ECOBD
CRED_ECOLI	C6EBH1	C6EBH1_ECOBD
CRL_ECOLI	C6EA47	C6EA47_ECOBD
CSGA_ECOLI	C6EHH0	C6EHH0_ECOBD
CSGD_ECOLI	C6EHH2	C6EHH2_ECOBD
CSGF_ECOLI	C6EHH4	C6EHH4_ECOBD
CSID_ECOLI	C6EJW6	C6EJW6_ECOBD
CSPA_ECOLI	C6EEC4	C6EEC4_ECOBD
CSPC_ECOLI	C6EC07	C6EC07_ECOBD
CSPD_ECOLI	C6EIA1	C6EIA1_ECOBD
CSPE_ECOLI	C6EK69	C6EK69_ECOBD
CSPG_ECOLI	C6EHL8	C6EHL8_ECOBD
CSPH_ECOLI	C6EHL9	C6EHL9_ECOBD
CSRA_ECOLI	C6EJT5	C6EJT5_ECOBD
CUEO_ECOLI	C6EAT4	C6EAT4_ECOBD
CUSC_ECOLI	C6EKC9	C6EKC9_ECOBD
CUSS_ECOLI	C6EKD1	C6EKD1_ECOBD
CUTA_ECOLI	C6ECY8	C6ECY8_ECOBD
CVRA_ECOLI	C6EGS6	C6EGS6_ECOBD
CYAA_ECOLI	C6EG09	C6EG09_ECOBD
CYDB_ECOLI	C6EJK4	C6EJK4_ECOBD
CYNR_ECOLI	C6ELP2	C6ELP2_ECOBD
CYNS_ECOLI	C6ELP0	C6ELP0_ECOBD
CYNT_ECOLI	C6ELP1	C6ELP1_ECOBD
CYSI_ECOLI	C6EJA9	C6EJA9_ECOBD
CYSQ_ECOLI	C6ECD0	C6ECD0_ECOBD
CYST_ECOLI	C6EL53	C6EL53_ECOBD
CYSW_ECOLI	C6EL54	C6EL54_ECOBD
DACD_ECOLI	C6EB73	C6EB73_ECOBD
DBHA_ECOLI	C6EL23	C6EL23_ECOBD
DCM_ECOLI	C6EBA5	C6EBA5_ECOBD
DCOS_ECOLI	C6EJP2	C6EJP2_ECOBD
DCTA_ECOLI	C6EEF5	C6EEF5_ECOBD
DCUA_ECOLI	C6ECY7	C6ECY7_ECOBD
DCUB_ECOLI	C6ED01	C6ED01_ECOBD
DCUD_ECOLI	C6EH05	C6EH05_ECOBD
DCUR_ECOLI	C6ED00	C6ED00_ECOBD
DCYD_ECOLI	C6EBE2	C6EBE2_ECOBD
DDPA_ECOLI	C6EEN0	C6EEN0_ECOBD
DDPB_ECOLI	C6EEN1	C6EEN1_ECOBD
DDPC_ECOLI	C6EEN2	C6EEN2_ECOBD
DDPD_ECOLI	C6EEN3	C6EEN3_ECOBD
DDPF_ECOLI	C6EEN4	C6EEN4_ECOBD
DDPX_ECOLI	C6EEM9	C6EEM9_ECOBD
DEDA_ECOLI	C6ELD6	C6ELD6_ECOBD
DEGP_ECOLI	C6EAC3	C6EAC3_ECOBD
DEGQ_ECOLI	C6EGZ8	C6EGZ8_ECOBD
DEGS_ECOLI	C6EGZ7	C6EGZ7_ECOBD
DEOC_ECOLI	C6EBJ0	C6EBJ0_ECOBD
DGOD_ECOLI	C6ED78	C6ED78_ECOBD
DGOK_ECOLI	C6ED76	C6ED76_ECOBD
DGOR_ECOLI	C6ED75	C6ED75_ECOBD
DGOT_ECOLI	C6ED79	C6ED79_ECOBD
DHAK_ECOLI	C6EGR7	C6EGR7_ECOBD
DHAL_ECOLI	C6EGR8	C6EGR8_ECOBD
DHAM_ECOLI	C6EGR9	C6EGR9_ECOBD
DHAR_ECOLI	C6EGR6	C6EGR6_ECOBD
DIND_ECOLI	C6EDE5	C6EDE5_ECOBD
DINF_ECOLI	C6EDX6	C6EDX6_ECOBD
DINJ_ECOLI	C6EA62	C6EA62_ECOBD
DJLA_ECOLI	C6EAZ8	C6EAZ8_ECOBD
DLGD_ECOLI	C6EEA4	C6EEA4_ECOBD
DMSA_ECOLI	C6EI88	C6EI88_ECOBD
DMSC_ECOLI	C6EI86	C6EI86_ECOBD
DNAA_ECOLI	C6ECH7	C6ECH7_ECOBD
DNAJ_ECOLI	C6EB39	C6EB39_ECOBD
DNAT_ECOLI	C6EBK8	C6EBK8_ECOBD
DOSP_ECOLI	C6EEM8	C6EEM8_ECOBD
DPO1_ECOLI	C6EF39	C6EF39_ECOBD
DPO2_ECOLI	C6EAZ5	C6EAZ5_ECOBD
DPPC_ECOLI	C6EED8	C6EED8_ECOBD
DPPD_ECOLI	C6EED9	C6EED9_ECOBD
DSBD_ECOLI	C6ECY9	C6ECY9_ECOBD
DSDC_ECOLI	C6ELA4	C6ELA4_ECOBD
DSDX_ECOLI	C6ELA3	C6ELA3_ECOBD
DSRB_ECOLI	C6EBB3	C6EBB3_ECOBD
DXR_ECOLI	C6EAB2	C6EAB2_ECOBD
EAMB_ECOLI	C6EK08	C6EK08_ECOBD
ECOT_ECOLI	C6E9Z0	C6E9Z0_ECOBD
ECPD_ECOLI	C6EAE4	C6EAE4_ECOBD
EFPL_ECOLI	C6EA26	C6EA26_ECOBD
EFTS_ECOLI	C6EAB5	C6EAB5_ECOBD
EFTU1_ECOLI	C6EGC5	C6EGC5_ECOBD
EFTU2_ECOLI	C6EE39	C6EE39_ECOBD
ELAA_ECOLI	C6E9T2	C6E9T2_ECOBD
ELAD_ECOLI	C6E9T0	C6E9T0_ECOBD
EMRA_ECOLI	C6EJU1	C6EJU1_ECOBD
EMRY_ECOLI	C6ELA1	C6ELA1_ECOBD
END1_ECOLI	C6EIG6	C6EIG6_ECOBD
END4_ECOLI	C6EAF4	C6EAF4_ECOBD
ENTA_ECOLI	C6EK98	C6EK98_ECOBD
ENTD_ECOLI	C6EKB3	C6EKB3_ECOBD
ETK_ECOLI	C6EHM6	C6EHM6_ECOBD
